SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC51082,0,0,5,85,101,59,64,55,45,409
SSC51083,57,23,128,656,817,386,365,693,449,3375
SSC51084,0,0,0,23,27,10,12,16,3,90
SSC51085,0,0,0,9,19,3,10,3,14,56
SSC51086,0,0,0,9,5,0,0,0,8,21
SSC51087,0,0,0,0,0,0,0,0,0,0
SSC51088,141,48,305,2189,2421,1131,749,1357,454,8300
SSC51089,0,0,0,11,24,5,16,11,10,77
SSC51090,0,0,0,3,4,0,3,3,4,15
SSC51091,0,3,4,16,14,9,14,7,19,73
SSC51092,0,0,0,41,51,21,10,56,23,203
SSC51093,0,0,0,5,0,0,0,0,0,9
SSC51094,0,0,0,16,20,15,15,9,16,89
SSC51095,0,0,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,3,0,4
SSC51097,0,0,0,16,24,3,3,15,30,89
SSC51098,0,0,0,3,3,3,3,3,0,19
SSC51099,0,0,3,21,31,9,14,27,10,119
SSC51100,0,0,0,19,23,18,16,10,6,99
SSC51101,0,0,4,1010,1269,391,297,1481,1472,5921
SSC51102,0,0,0,153,148,59,47,81,220,705
SSC51103,0,0,3,759,961,347,356,476,296,3191
SSC51104,0,0,4,31,28,33,26,58,26,199
SSC51105,0,0,0,7,13,9,0,12,8,43
SSC51106,0,0,0,0,3,0,0,5,8,15
SSC51107,0,0,0,0,4,0,6,0,0,14
SSC51108,0,0,0,15,9,5,12,8,4,59
SSC51109,0,0,0,17,16,4,16,5,12,69
SSC51110,0,0,0,8,12,4,6,4,6,40
SSC51111,0,0,0,9,3,3,0,0,0,12
SSC51112,57,23,166,2292,2398,854,718,2549,956,9768
SSC51113,0,0,0,3,10,3,4,0,5,30
SSC51114,85,26,178,1524,1686,835,670,1602,439,6743
SSC51115,0,0,0,12,16,12,4,7,6,59
SSC51116,0,0,0,0,4,0,0,5,4,15
SSC51117,3,0,6,57,94,59,58,145,63,479
SSC51118,0,0,0,5,7,3,0,3,10,33
SSC51119,0,0,0,0,0,0,0,0,0,0
SSC51120,27,3,66,760,801,339,214,510,185,2809
SSC51121,0,0,0,3,3,0,0,6,6,15
SSC51122,0,0,4,56,84,34,30,43,20,272
SSC51123,0,0,0,3,0,0,3,0,0,3
SSC51124,0,0,0,0,0,0,0,0,4,4
SSC51125,3,10,11,556,577,208,122,348,225,2036
SSC51126,0,0,8,99,133,83,87,104,72,576
SSC51127,0,0,0,3,0,0,0,0,7,7
SSC51128,13,27,62,791,848,332,176,415,358,2927
SSC51129,0,0,0,23,24,19,21,10,7,99
SSC51130,0,0,3,7,22,6,13,9,7,61
SSC51131,0,0,0,11,12,0,3,0,0,26
SSC51132,0,0,0,13,7,6,12,5,9,56
SSC51133,0,0,3,6,5,0,3,3,0,18
SSC51134,3,0,6,272,301,143,88,220,63,1088
SSC51135,0,0,0,3,7,0,3,0,3,18
SSC51136,0,0,0,5,9,3,4,3,0,25
SSC51137,140,25,261,2029,2129,738,524,1399,544,7365
SSC51138,0,0,0,47,52,24,11,101,51,293
SSC51139,0,0,0,5,0,3,7,0,0,20
SSC51140,0,0,0,22,16,15,15,11,6,86
SSC51141,0,0,0,0,4,3,4,4,3,16
SSC51142,0,0,0,16,22,9,13,7,10,78
SSC51143,0,0,0,16,31,9,8,22,20,109
SSC51144,0,0,0,3,4,3,0,0,0,10
SSC51145,0,0,0,0,12,0,3,0,3,18
SSC51146,9,3,22,113,162,109,101,166,61,716
SSC51147,85,29,167,913,1220,627,596,1165,675,5202
SSC51148,8,17,33,88,151,90,112,150,114,702
SSC51149,0,0,3,303,209,41,17,292,403,1270
SSC51150,0,3,6,25,70,49,22,41,23,234
SSC51151,0,0,0,3,3,0,0,9,0,17
SSC51152,0,0,0,45,43,17,5,34,17,170
SSC51153,0,0,0,3,4,0,0,3,0,15
SSC51154,0,0,0,12,19,5,0,0,3,40
SSC51155,0,0,0,244,234,42,40,846,255,1662
SSC51156,0,0,0,4,6,3,3,3,4,25
SSC51157,0,0,12,127,179,83,86,203,169,843
SSC51158,0,3,3,7,31,12,24,29,14,120
SSC51159,0,0,0,5,0,0,3,0,0,6
SSC51160,0,0,0,12,23,13,17,9,10,85
SSC51161,0,0,0,51,59,29,31,32,32,236
SSC51162,3,0,5,99,110,59,21,87,39,416
SSC51163,0,0,0,0,0,0,0,0,0,0
SSC51164,3,3,17,468,603,270,260,403,95,2105
SSC51165,3,0,13,144,231,127,85,95,100,776
SSC51166,27,12,84,1601,1797,853,598,1218,324,6390
SSC51167,0,0,0,18,4,9,5,3,4,41
SSC51168,0,0,0,17,10,4,5,6,3,44
SSC51169,0,0,5,65,64,28,42,50,30,278
SSC51170,0,0,0,15,24,6,11,14,6,77
SSC51171,0,0,3,131,169,68,46,176,133,722
SSC51172,0,0,0,3,0,0,0,11,0,15
SSC51173,0,0,0,3,0,0,0,3,0,4
SSC51174,13,9,50,315,395,171,203,414,161,1659
SSC51175,3,0,9,100,150,95,67,146,80,647
SSC51176,0,0,0,0,7,0,4,3,0,15
SSC51177,0,0,0,11,12,3,3,0,0,31
SSC51178,0,0,0,36,19,7,4,33,17,104
SSC51179,17,12,51,689,853,417,345,963,467,3731
SSC51180,36,16,76,952,922,291,195,936,355,3645
SSC51181,0,0,0,17,36,12,21,8,14,105
SSC51182,25,14,87,1614,1956,809,669,1166,320,6531
SSC51183,3,0,3,24,29,19,13,36,13,135
SSC51184,0,0,0,11,21,8,9,12,12,81
SSC51185,0,0,0,4,0,3,0,4,4,18
SSC51186,0,0,0,7,10,8,10,5,18,61
SSC51187,55,34,162,1433,1735,667,487,932,406,5652
SSC51188,0,0,0,98,122,68,59,109,35,500
SSC51189,0,0,0,3,10,0,3,6,4,27
SSC51190,0,0,0,204,258,91,112,150,161,975
SSC51191,0,0,4,33,28,17,23,28,13,133
SSC51192,0,0,0,0,11,0,6,15,25,52
SSC51193,0,0,0,0,0,0,0,0,0,0
SSC51194,6,0,20,423,514,229,206,296,134,1789
SSC51195,0,0,0,3,7,3,0,26,6,46
SSC51196,0,0,0,7,6,3,3,10,12,42
SSC51197,3,0,3,102,123,84,60,79,34,484
SSC51198,44,0,87,1235,1436,596,464,1141,194,5075
SSC51199,30,19,66,935,1117,524,515,1156,566,4807
SSC51200,0,0,0,15,21,8,9,3,6,63
SSC51201,0,0,0,18,16,13,6,7,0,56
SSC51202,0,0,0,8,9,7,4,4,4,44
SSC51203,0,0,0,10,10,3,6,14,9,51
SSC51204,0,0,0,0,3,3,0,3,0,11
SSC51205,0,3,3,5,14,16,12,11,6,63
SSC51206,0,0,0,25,24,14,10,36,31,132
SSC51207,7,0,12,809,856,325,222,650,189,3037
SSC51208,0,0,0,0,0,0,5,0,4,13
SSC51209,0,0,0,0,3,0,3,3,0,9
SSC51210,0,0,0,382,391,132,96,309,317,1629
SSC51211,3,0,6,151,204,115,89,119,55,731
SSC51212,5,4,23,149,197,109,102,138,87,777
SSC51213,9,4,41,391,328,159,133,208,108,1326
SSC51214,0,0,3,64,124,68,45,53,39,392
SSC51215,0,3,3,41,54,22,15,56,31,226
SSC51216,0,0,0,13,9,3,6,5,3,38
SSC51217,0,0,0,7,11,8,0,0,4,22
SSC51218,45,16,92,3022,2442,595,343,2482,1737,10626
SSC51219,0,0,0,0,0,0,0,0,28,28
SSC51220,0,0,0,19,31,28,23,19,12,130
SSC51221,0,0,0,0,0,0,3,0,0,7
SSC51222,0,0,8,1664,2021,721,689,1261,281,6641
SSC51223,0,0,0,12,8,3,8,13,0,47
SSC51224,3,0,4,431,490,155,151,387,191,1802
SSC51225,0,0,10,87,120,68,62,85,49,465
SSC51226,0,0,0,9,17,3,6,14,22,72
SSC51227,0,0,0,17,24,19,21,18,8,106
SSC51228,0,0,3,30,39,26,21,25,31,169
SSC51229,0,0,0,4,10,8,10,7,0,45
SSC51230,0,0,0,9,6,4,0,8,0,26
SSC51231,0,0,0,16,17,5,4,12,8,63
SSC51232,7,3,24,83,154,88,75,168,105,676
SSC51233,0,0,0,37,28,29,31,44,30,196
SSC51234,0,0,0,27,17,13,9,7,14,76
SSC51235,61,16,115,663,927,446,524,847,479,3883
SSC51236,3,0,11,157,196,99,68,108,100,723
SSC51237,0,0,0,4,6,3,6,4,0,19
SSC51238,0,0,0,18,28,16,13,16,22,107
SSC51239,0,0,0,24,17,8,0,37,56,144
SSC51240,0,0,0,15,15,13,13,14,8,85
SSC51241,0,0,0,69,58,20,6,108,37,298
SSC51242,0,0,0,0,0,0,0,0,0,0
SSC51243,0,0,0,48,58,15,14,28,24,193
SSC51244,0,0,3,23,38,16,28,25,23,157
SSC51245,3,3,10,40,80,32,39,26,40,255
SSC51246,0,3,7,25,24,12,15,10,16,106
SSC51247,14,7,50,171,282,165,200,238,142,1193
SSC51248,3,0,4,787,879,245,242,614,502,3278
SSC51249,32,108,180,2238,2665,1193,1152,2173,1006,10424
SSC51250,0,0,0,0,0,0,0,0,0,0
SSC51251,0,3,11,23,53,38,32,36,27,203
SSC51252,0,0,0,20,16,18,16,27,3,107
SSC51253,0,0,0,32,50,21,9,27,20,149
SSC51254,0,0,0,0,3,0,0,0,0,3
SSC51255,0,0,0,5,0,3,3,0,3,17
SSC51256,0,0,0,0,0,0,0,5,0,10
SSC51257,14,0,23,79,110,64,74,136,86,550
SSC51258,0,0,0,11,4,9,3,3,9,44
SSC51259,0,0,3,58,85,68,39,30,39,318
SSC51260,33,14,66,1208,1190,468,431,1595,403,5303
SSC51261,0,0,0,24,9,9,3,9,19,66
SSC51262,0,0,0,3,8,3,0,0,0,17
SSC51263,0,0,0,0,3,3,4,4,13,26
SSC51264,8,0,17,228,320,141,133,154,107,1078
SSC51265,0,0,0,19,8,4,0,3,9,43
SSC51266,4,0,4,12,34,18,20,27,18,126
SSC51267,29,6,56,1545,1885,799,645,1319,512,6712
SSC51268,0,0,0,28,50,18,19,29,13,149
SSC51269,5,3,16,216,307,137,164,365,223,1415
SSC51270,0,0,0,75,96,55,53,83,59,422
SSC51271,19,13,59,315,415,222,227,390,199,1765
SSC51272,0,0,0,5,3,3,4,8,0,25
SSC51273,0,0,0,5,9,0,3,6,6,31
SSC51274,0,0,0,8,20,6,10,11,4,57
SSC51275,0,0,0,4,4,7,4,10,7,35
SSC51276,111,41,178,869,968,336,299,1072,535,4075
SSC51277,0,0,0,16,25,15,5,4,9,72
SSC51278,0,3,3,24,38,27,24,43,14,166
SSC51279,0,0,0,12,7,4,7,8,18,56
SSC51280,0,0,0,0,0,0,0,3,0,3
SSC51281,0,0,0,9,7,4,3,0,0,19
SSC51282,0,0,3,25,56,34,32,34,17,198
SSC51283,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0
SSC51285,21,11,51,720,927,372,338,776,384,3520
SSC51286,0,0,0,16,14,20,14,12,10,87
SSC51287,25,16,96,1152,1157,541,442,1045,187,4520
SSC51288,61,25,139,2171,2109,693,496,2230,1264,8963
SSC51289,0,4,12,78,172,69,58,88,36,503
SSC51290,222,114,486,2235,3039,1388,1190,3189,1391,12438
SSC51291,0,0,0,35,51,17,31,50,66,244
SSC51292,0,0,0,0,0,0,0,0,3,3
SSC51293,0,0,0,14,24,10,4,14,12,72
SSC51294,4,3,7,97,161,53,54,157,271,797
SSC51295,0,0,0,58,94,54,44,84,91,415
SSC51296,3,0,5,120,197,94,77,106,48,643
SSC51297,17,4,61,1123,1628,783,659,847,319,5367
SSC51298,0,0,0,30,33,36,16,35,14,159
SSC51299,0,0,3,29,38,29,11,19,9,134
SSC51300,0,0,0,0,3,0,3,0,0,6
SSC51301,125,50,247,614,665,386,301,634,168,2770
SSC51302,0,0,0,24,32,5,3,67,24,158
SSC51303,0,0,0,32,24,10,5,24,203,299
SSC51304,0,0,0,16,17,4,7,13,4,68
SSC51305,0,0,0,28,45,28,17,11,11,131
SSC51306,0,0,0,3,6,3,5,3,9,38
SSC51307,0,0,0,15,5,9,12,11,4,56
SSC51308,63,23,197,1117,1717,828,719,1271,473,6127
SSC51309,0,0,0,22,35,14,25,15,23,144
SSC51310,51,135,226,584,594,276,213,403,314,2381
SSC51311,14,3,38,383,428,222,166,350,106,1655
SSC51312,7,3,13,147,237,124,79,175,43,808
SSC51313,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,3,5,0,0,4
SSC51315,0,0,0,13,15,9,9,21,22,86
SSC51316,0,0,0,10,17,4,17,15,9,65
SSC51317,9,0,16,192,205,110,92,153,59,811
SSC51318,0,0,0,25,21,11,10,17,19,102
SSC51319,67,27,214,3992,3858,1170,749,2300,1245,13310
SSC51320,0,0,0,0,0,0,0,0,0,0
SSC51321,0,0,3,57,104,74,53,39,62,383
SSC51322,0,0,0,10,13,3,4,11,3,39
SSC51323,0,0,0,3,3,0,4,6,3,18
SSC51324,0,0,0,9,11,7,11,5,0,44
SSC51325,0,0,0,9,11,15,9,21,14,79
SSC51326,14,5,36,2022,2371,1114,957,1690,547,8706
SSC51327,0,0,0,43,47,16,17,15,3,139
SSC51328,6,4,23,340,471,241,269,338,224,1866
SSC51329,27,4,60,1643,1890,817,806,1860,528,7544
SSC51330,0,0,5,12,22,12,8,17,11,80
SSC51331,0,0,5,92,175,92,67,70,60,553
SSC51332,0,0,0,0,3,0,0,0,0,7
SSC51333,0,0,0,0,0,0,0,0,0,0
SSC51334,28,9,67,916,1064,462,404,687,180,3712
SSC51335,65,13,113,968,1098,426,310,605,214,3614
SSC51336,0,0,0,0,0,0,0,0,0,3
SSC51337,104,31,183,643,877,429,366,862,285,3467
SSC51338,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,13,16,6,8,10,9,70
SSC51340,14,9,37,214,286,139,140,207,69,1059
SSC51341,4,0,11,461,608,190,192,380,135,1965
SSC51342,3,0,6,174,148,75,63,139,58,660
SSC51343,4,3,14,591,757,369,364,516,179,2775
SSC51344,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,15,16,4,4,0,6,44
SSC51347,0,0,0,0,0,0,0,0,0,0
SSC51348,0,0,3,711,852,310,272,619,356,3120
SSC51349,34,17,123,1455,1762,931,596,991,316,6060
SSC51350,0,0,0,0,5,0,0,0,0,8
SSC51351,0,0,9,166,225,93,85,241,290,1110
SSC51352,158,34,310,1398,1913,905,789,1357,563,6938
SSC51353,0,0,0,0,5,7,3,3,0,18
SSC51354,3,0,13,133,179,89,78,157,143,776
SSC51355,0,0,0,3,0,0,4,0,0,8
SSC51356,3,0,3,4,4,12,9,11,7,43
SSC51357,8,9,37,715,796,313,180,449,263,2714
SSC51358,0,0,0,3,6,0,3,0,0,12
SSC51359,0,0,0,21,17,12,10,20,9,82
SSC51360,13,3,32,592,774,347,269,432,173,2590
SSC51361,11,11,23,1430,1638,587,529,1615,1290,7089
SSC51362,38,11,53,716,902,398,350,858,500,3719
SSC51363,0,0,0,4,7,0,3,0,4,16
SSC51364,0,0,0,17,8,10,13,11,3,62
SSC51365,0,0,0,0,0,3,0,3,13,20
SSC51366,31,10,56,1114,1218,539,403,1133,374,4783
SSC51367,0,0,0,4,3,0,4,4,3,22
SSC51368,0,0,0,5,10,6,6,7,11,47
SSC51369,0,0,0,4,6,0,3,6,0,23
SSC51370,104,38,240,2881,2808,1087,708,2078,991,10543
SSC51371,0,0,3,33,41,17,9,36,19,154
SSC51372,0,0,0,12,11,8,8,8,6,48
SSC51373,0,0,0,3,6,0,0,0,4,8
SSC51374,0,0,0,14,13,8,5,14,12,61
SSC51375,0,3,3,8,12,4,3,3,6,34
SSC51376,0,0,0,6,6,3,3,5,5,21
SSC51377,0,0,0,0,4,3,0,3,0,17
SSC51378,0,0,0,3,7,0,0,0,0,18
SSC51379,11,0,28,464,688,357,328,522,205,2574
SSC51380,0,0,4,9,13,7,13,8,8,62
SSC51381,0,0,0,17,22,7,6,9,0,55
SSC51382,0,7,17,124,122,56,68,123,68,567
SSC51383,13,4,21,1843,2061,876,765,1693,369,7605
SSC51384,15,12,30,260,371,161,184,402,261,1634
SSC51385,131,125,328,1725,2074,870,803,2126,874,8463
SSC51386,123,40,223,535,696,354,296,643,287,2813
SSC51387,0,0,0,8,23,8,7,17,9,75
SSC51388,8,0,9,35,43,23,34,42,17,199
SSC51389,0,0,0,0,4,0,0,0,0,10
SSC51390,0,0,3,234,181,60,65,202,92,840
SSC51391,25,48,109,1039,1034,343,279,943,507,4144
SSC51392,0,0,0,10,6,11,3,7,5,46
SSC51393,0,0,0,73,111,62,48,61,24,379
SSC51394,46,25,150,1928,2132,921,789,1699,486,7961
SSC51395,0,0,0,25,27,21,15,34,9,129
SSC51396,0,0,0,0,0,0,0,0,0,0
SSC51397,14,4,31,424,597,295,257,279,149,1998
SSC51398,0,0,0,3,0,0,4,9,17,46
SSC51399,0,0,6,220,282,129,114,180,35,956
SSC51400,3,3,4,111,159,96,83,73,44,564
SSC51401,0,0,0,3,4,0,0,0,3,16
SSC51402,6,5,23,535,606,267,260,594,239,2511
SSC51403,0,0,0,3,10,0,0,18,5,33
SSC51404,0,0,0,79,53,13,9,59,88,298
SSC51405,55,43,143,2262,2192,774,504,1279,860,7866
SSC51406,52,32,133,1875,2131,814,671,1705,595,7795
SSC51407,0,0,0,11,15,4,13,12,3,63
SSC51408,12,5,21,235,317,166,128,228,79,1154
SSC51409,57,40,164,1426,1785,811,698,1342,517,6576
SSC51410,24,14,97,831,885,396,313,546,231,3217
SSC51411,0,0,0,24,19,10,6,13,9,80
SSC51412,0,0,0,263,137,39,35,1853,774,3102
SSC51413,0,0,0,21,33,11,22,7,5,95
SSC51414,0,0,0,0,0,3,5,5,3,13
SSC51415,0,0,0,4,5,3,4,3,0,26
SSC51416,0,0,0,0,0,0,0,0,0,0
SSC51417,0,0,0,0,0,0,0,0,0,3
SSC51418,0,0,0,0,0,0,0,0,0,0
SSC51419,0,4,6,41,48,26,37,69,50,269
SSC51420,0,0,3,32,31,16,24,33,36,164
SSC51421,0,0,0,0,0,0,0,0,0,5
SSC51422,0,0,3,110,35,7,3,33,118,299
SSC51423,0,0,3,6,4,4,0,0,0,14
SSC51424,12,4,39,1662,1937,825,684,1381,347,6832
SSC51425,3,0,12,225,335,127,116,162,76,1036
SSC51426,0,0,0,8,5,0,5,5,4,26
SSC51427,0,0,0,13,10,10,0,0,6,31
SSC51428,0,0,0,19,25,13,8,14,11,86
SSC51429,0,0,0,117,164,51,17,253,189,785
SSC51430,0,0,0,5,5,7,6,7,3,31
SSC51431,0,0,3,18,46,32,38,29,25,190
SSC51432,0,0,0,12,4,7,10,10,0,48
SSC51433,0,0,0,8,16,0,0,3,3,39
SSC51434,0,0,0,0,0,0,0,0,0,0
SSC51435,4,0,20,871,1090,534,393,667,186,3741
SSC51436,0,0,0,13,10,9,12,16,12,71
SSC51437,115,48,269,4073,4813,2130,1859,4683,1156,18709
SSC51438,7,0,14,57,54,37,39,79,44,303
SSC51439,0,0,0,5,18,5,11,17,5,58
SSC51440,0,0,0,4,0,0,0,0,0,5
SSC51441,0,0,0,14,10,5,5,4,4,43
SSC51442,0,0,0,8,13,10,4,13,4,57
SSC51443,3,0,0,447,578,208,239,373,244,2086
SSC51444,0,0,0,3,3,4,3,4,0,22
SSC51445,9,0,17,200,279,159,183,230,133,1183
SSC51446,0,0,0,3,3,6,0,0,3,11
SSC51447,0,0,0,0,0,0,0,0,0,0
SSC51448,0,0,0,3,4,0,0,0,0,4
SSC51449,0,0,3,43,79,52,48,35,20,276
SSC51450,0,0,0,11,4,9,14,8,421,468
SSC51451,0,0,0,0,0,0,0,0,0,4
SSC51452,0,0,0,0,0,0,0,0,0,0
SSC51453,0,0,3,25,21,16,13,17,22,108
SSC51454,0,4,4,9,18,19,14,4,14,82
SSC51455,0,0,0,0,0,0,0,0,0,0
SSC51456,11,10,67,583,664,316,228,369,129,2286
SSC51457,0,0,0,3,5,0,0,0,0,15
SSC51458,69,28,181,1637,1630,522,376,1411,505,6088
SSC51459,0,0,0,0,0,0,0,4,0,4
SSC51460,0,0,0,7,23,5,6,3,6,54
SSC51461,10,0,24,397,585,311,302,458,304,2362
SSC51462,0,0,0,3,13,6,4,6,6,35
SSC51463,0,0,0,7,4,6,4,0,3,22
SSC51464,0,0,0,43,54,41,32,50,30,254
SSC51465,0,0,0,0,0,0,0,0,4,4
SSC51466,0,0,4,29,43,25,21,14,27,152
SSC51467,0,0,0,0,0,0,0,0,3,5
SSC51468,3,3,7,101,125,65,66,81,34,484
SSC51469,0,0,0,7,12,12,10,3,5,46
SSC51470,0,0,0,18,28,13,17,10,8,100
SSC51471,11,3,17,345,437,197,189,379,138,1690
SSC51472,3,0,3,187,228,105,117,231,168,1036
SSC51473,0,0,0,0,0,0,0,0,0,4
SSC51474,0,0,0,9,5,5,6,7,7,36
SSC51475,4,0,5,361,519,260,227,309,136,1823
SSC51476,36,14,79,2127,2016,599,471,1748,710,7681
SSC51477,0,0,0,0,0,0,0,0,0,0
SSC51478,0,0,0,144,150,72,73,155,93,681
SSC51479,0,0,0,0,0,0,0,0,0,0
SSC51480,11,0,18,213,256,97,79,159,66,858
SSC51481,0,0,0,15,17,10,6,14,8,74
SSC51482,0,0,0,4,8,0,0,3,0,18
SSC51483,0,0,0,3,10,8,4,7,0,27
SSC51484,0,0,0,45,16,5,3,62,12,149
SSC51485,0,0,0,4,8,3,8,0,3,29
SSC51486,4,0,16,353,474,273,201,357,161,1812
SSC51487,28,7,58,217,280,183,164,251,170,1261
SSC51488,60,35,170,1973,2488,1232,1036,2185,809,9722
SSC51489,0,0,0,8,9,5,8,5,5,42
SSC51490,0,0,0,13,7,3,6,0,8,42
SSC51491,0,0,3,44,51,21,31,41,33,217
SSC51492,0,0,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0,0,0
SSC51494,4,0,15,150,223,102,106,111,49,748
SSC51495,0,0,0,3,8,6,5,4,0,34
SSC51496,0,3,6,58,112,40,61,81,39,383
SSC51497,0,0,0,21,18,12,14,10,12,77
SSC51498,0,0,0,6,12,3,6,7,3,32
SSC51499,0,0,0,0,0,0,0,0,0,0
SSC51500,0,0,0,5,3,6,5,3,0,23
SSC51501,0,0,0,4,6,3,3,3,0,18
SSC51502,0,0,0,0,3,0,0,0,0,5
SSC51503,0,0,3,34,57,31,30,49,31,240
SSC51504,0,0,8,565,678,234,222,403,156,2257
SSC51505,0,0,0,6,12,10,4,9,6,54
SSC51506,8,3,14,655,869,365,343,569,217,3021
SSC51507,0,3,3,18,37,15,17,25,17,121
SSC51508,0,0,0,9,6,0,0,13,7,38
SSC51509,0,0,0,20,24,19,10,19,11,103
SSC51510,17,5,36,558,746,339,380,668,253,2947
SSC51511,203,71,353,2152,2613,1118,951,2345,775,9948
SSC51512,0,0,0,8,7,3,4,4,0,33
SSC51513,0,0,0,22,30,23,15,18,13,126
SSC51514,0,0,3,133,93,41,34,67,82,453
SSC51515,0,0,0,3,3,3,0,0,6,16
SSC51516,0,0,0,11,13,3,3,3,0,30
SSC51517,0,0,0,140,58,11,0,39,21,270
SSC51518,45,21,101,1715,2152,1055,979,1870,802,8564
SSC51519,0,0,0,7,11,10,5,8,3,41
SSC51520,23,33,85,376,549,310,333,459,347,2385
SSC51521,0,0,0,6,3,0,0,3,0,13
SSC51522,0,0,0,17,14,4,0,7,7,59
SSC51523,0,0,0,0,3,0,0,4,10,20
SSC51524,0,0,6,109,158,78,77,92,29,537
SSC51525,81,16,127,706,921,399,281,664,189,3160
SSC51526,0,0,0,13,21,13,5,16,31,93
SSC51527,0,0,0,10,7,3,4,0,3,29
SSC51528,17,0,25,516,481,254,172,500,90,2000
SSC51529,0,0,0,44,26,11,19,23,22,144
SSC51530,14,0,29,285,284,154,97,180,68,1065
SSC51531,0,0,0,33,34,18,13,17,13,136
SSC51532,0,0,0,7,12,3,6,9,0,39
SSC51533,14,4,18,1026,1238,516,491,928,193,4389
SSC51534,8,0,14,79,92,56,32,88,43,393
SSC51535,0,0,0,6,4,3,0,0,3,24
SSC51536,0,0,0,33,26,8,9,28,36,133
SSC51537,0,0,0,0,6,0,3,18,3,31
SSC51538,0,0,0,25,21,11,11,18,10,88
SSC51539,0,0,0,27,24,8,4,43,15,128
SSC51540,0,0,0,4,9,10,3,0,4,28
SSC51541,0,0,0,0,0,0,0,0,0,0
SSC51542,9,3,18,1662,1964,721,691,1447,483,6967
SSC51543,0,0,0,8,6,18,5,14,0,47
SSC51544,0,0,0,3,4,0,0,3,0,7
SSC51545,0,0,0,19,29,19,14,13,16,97
SSC51546,0,0,0,20,18,11,8,10,4,67
SSC51547,0,0,0,3,0,0,0,0,10,18
SSC51548,138,49,300,2384,2520,1029,740,1669,711,9045
SSC51549,46,17,129,1333,1443,670,505,769,252,4971
SSC51550,0,0,0,8,11,3,5,11,5,45
SSC51551,4,0,15,273,339,161,124,194,127,1212
SSC51552,0,0,0,0,5,0,0,3,0,13
SSC51553,72,38,216,1374,1816,885,833,1414,592,6919
SSC51554,0,0,0,0,0,0,0,0,0,0
SSC51555,0,0,0,7,4,0,3,3,0,16
SSC51556,0,0,0,22,33,21,14,20,15,127
SSC51557,17,3,31,81,127,56,37,138,47,473
SSC51558,0,0,0,6,3,0,4,3,0,14
SSC51559,0,0,0,3,0,4,5,7,0,23
SSC51560,0,0,0,3,0,4,0,6,3,19
SSC51561,0,0,3,243,287,115,107,214,101,1062
SSC51562,77,6,94,892,995,332,209,657,272,3352
SSC51563,0,0,0,7,6,0,3,3,3,15
SSC51564,72,17,111,1567,1298,298,185,1163,758,5266
SSC51565,0,0,0,16,21,11,13,21,19,94
SSC51566,0,0,0,60,88,42,39,47,34,310
SSC51567,0,0,3,9,8,13,7,8,4,47
SSC51568,0,0,0,11,18,3,7,14,10,60
SSC51569,3,3,9,98,109,54,48,85,443,843
SSC51570,0,3,3,68,96,73,60,52,48,404
SSC51571,0,0,0,13,16,10,10,18,10,72
SSC51572,33,8,65,1147,1177,415,395,1482,544,5159
SSC51573,0,0,0,35,33,18,13,43,29,173
SSC51574,0,0,0,4,3,0,9,4,0,26
SSC51575,0,0,0,3,0,0,0,8,14,32
SSC51576,3,0,8,52,77,24,27,39,17,233
SSC51577,80,13,122,531,731,273,191,508,168,2406
SSC51578,0,0,0,55,94,46,52,43,35,322
SSC51579,0,0,0,0,0,5,0,0,0,7
SSC51580,0,0,0,3,0,0,0,0,0,5
SSC51581,0,0,0,8,0,7,3,3,4,28
SSC51582,0,0,0,0,0,0,0,0,3,5
SSC51583,0,0,0,0,0,0,0,0,0,0
SSC51584,3,0,6,48,69,50,54,54,26,297
SSC51585,0,0,0,311,438,162,196,276,288,1674
SSC51586,0,0,0,3,6,0,0,5,0,14
SSC51587,0,0,0,4,4,6,8,7,0,25
SSC51588,0,0,0,0,0,3,0,0,0,4
SSC51589,0,0,0,10,4,5,14,8,3,47
SSC51590,0,0,0,0,0,0,3,0,0,4
SSC51591,0,0,0,0,5,3,0,3,0,19
SSC51592,0,0,0,4,9,3,4,8,4,36
SSC51593,116,24,199,880,1010,416,336,866,346,3848
SSC51594,0,0,0,11,21,14,27,28,9,118
SSC51595,97,29,229,3496,4015,1933,1583,2836,559,14423
SSC51596,0,3,0,21,33,25,10,9,19,113
SSC51597,5,0,13,147,194,108,106,106,92,752
SSC51598,0,0,0,15,31,13,13,33,11,124
SSC51599,0,0,9,89,124,61,51,70,30,427
SSC51600,98,28,213,1290,1345,489,402,1549,411,5485
SSC51601,0,0,0,118,116,25,11,236,126,638
