SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40550,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,0,10,8,13,20,11,11,0,75
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,12
SSC40552,0,0,12,9,16,19,4,0,0,57,0,0,3,3,3,3,0,0,0,27,0,0,4,0,0,3,0,0,0,9,0,0,3,3,0,5,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,3,9,4,5,14,19,14,20,96,38,27,76,65,94,126,78,42,34,578
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,14
SSC40554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,4,0,7,11,7,9,12,10,0,57
SSC40555,0,3,34,21,32,17,11,0,0,114,0,3,27,23,13,4,0,0,0,71,0,0,14,19,13,9,0,0,0,59,0,0,8,14,11,9,0,0,0,35,0,0,7,8,17,6,0,0,0,40,0,0,5,8,3,3,0,0,0,23,3,5,12,6,11,9,9,6,0,60,60,129,273,207,164,158,100,56,31,1174
SSC40556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,4,12,15,3,0,3,40
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,7,0,0,0,12
SSC40558,0,47,249,190,215,195,75,10,6,987,0,22,124,166,122,106,30,7,0,582,0,0,94,128,132,111,14,3,0,477,0,0,35,76,78,70,9,3,0,273,0,4,44,112,82,61,6,0,0,316,0,0,12,18,23,21,8,4,0,85,15,19,53,66,42,58,68,57,21,405,626,605,1378,1477,1410,1593,1202,623,266,9183
SSC40559,0,0,0,0,3,3,3,0,0,12,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,6,4,4,12,15,34,28,10,7,121
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40561,0,0,6,10,5,0,0,0,0,27,0,0,8,0,6,3,0,0,0,15,0,0,3,0,9,3,5,0,0,20,0,0,0,8,3,0,0,0,0,15,0,0,3,3,3,0,0,0,0,13,0,0,0,0,3,3,0,0,0,11,4,0,3,5,10,5,0,0,0,34,15,27,44,49,83,57,43,13,3,329
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,5,3,0,36
SSC40563,0,0,0,0,3,3,0,0,0,9,0,0,0,0,5,3,0,0,0,11,0,0,0,0,4,0,3,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,12,11,4,18,33,25,24,3,0,131
SSC40564,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,9,6,8,9,3,0,49
SSC40565,0,0,0,0,4,4,0,0,0,7,0,0,3,4,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,7,9,13,32,35,24,10,0,115
SSC40566,0,0,0,3,10,3,9,0,0,26,0,3,9,4,0,3,4,0,0,24,0,0,0,3,5,0,0,0,0,11,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,4,8,8,3,12,4,0,0,45,15,19,29,40,39,65,47,17,11,277
SSC40567,0,0,0,0,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,7,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,0,0,14,7,3,9,15,18,23,24,4,0,103
SSC40568,0,10,18,29,26,24,22,5,3,138,0,5,17,22,17,21,14,0,3,97,0,0,11,19,26,32,10,0,3,96,0,0,5,12,21,21,4,0,0,66,0,0,16,36,61,36,11,3,0,157,0,0,4,38,42,42,19,0,0,152,6,9,16,4,8,15,14,13,6,91,163,163,190,273,311,315,235,84,32,1773
SSC40569,0,9,33,47,64,44,37,6,3,240,0,3,24,54,54,31,13,9,0,196,0,0,22,41,62,47,10,0,0,179,0,0,16,29,43,32,12,0,0,131,0,0,18,68,60,41,3,0,0,188,0,0,0,20,15,13,0,0,0,49,10,5,17,8,26,17,21,7,3,122,238,177,264,439,513,421,388,132,48,2611
SSC40570,0,0,0,0,4,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,4,6,15,6,0,0,42
SSC40571,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,0,3,0,22
SSC40572,0,3,26,23,36,20,16,3,3,125,0,0,9,20,11,17,4,0,0,55,0,0,8,9,10,14,9,0,0,47,0,0,6,15,7,9,3,0,0,39,0,0,3,8,14,8,0,0,0,36,0,0,0,4,3,4,3,3,0,12,7,5,15,8,15,28,25,14,6,123,111,99,219,245,241,331,377,187,52,1858
SSC40573,0,9,22,16,30,19,11,8,0,112,0,0,14,17,21,15,10,6,0,86,0,8,16,20,41,15,11,10,0,120,0,0,3,17,19,11,13,8,0,74,0,0,7,34,42,33,19,11,4,156,0,0,6,26,47,28,20,0,0,131,9,0,3,4,10,8,9,10,3,61,142,113,142,223,312,229,215,114,42,1527
SSC40574,0,0,12,5,16,19,9,0,0,65,0,3,4,14,14,11,3,3,0,51,0,3,3,11,7,9,0,0,0,43,0,0,5,13,11,8,4,0,0,36,0,0,5,14,21,20,3,0,0,57,0,0,0,9,21,12,0,0,0,50,0,0,7,3,6,8,14,8,8,56,72,52,74,116,157,172,103,50,36,822
SSC40575,0,0,4,0,6,8,5,3,0,35,0,0,3,3,5,4,8,3,0,24,0,0,0,5,12,9,3,0,0,30,0,0,0,3,0,4,5,0,0,18,0,0,0,8,8,10,6,0,0,30,0,0,0,14,17,17,3,0,0,49,0,0,0,8,7,0,5,0,4,19,96,36,30,52,65,84,61,30,27,482
SSC40576,0,10,72,57,64,36,12,3,0,254,0,6,45,39,38,24,4,0,0,153,0,3,47,30,37,27,3,0,0,147,0,0,12,13,27,12,5,0,0,66,0,3,12,43,24,16,3,0,0,97,0,0,0,10,4,7,5,0,0,25,6,0,19,23,24,25,24,31,6,144,184,245,563,531,503,384,354,312,98,3175
SSC40577,0,3,28,16,18,12,3,0,3,83,0,4,29,10,5,4,0,0,0,53,0,0,8,19,9,3,0,0,0,45,0,0,5,6,9,0,0,0,0,23,0,0,3,5,3,3,0,0,0,14,0,0,7,0,0,0,0,0,0,7,8,8,10,13,5,10,0,14,25,88,60,64,180,154,143,123,84,95,104,999
SSC40578,0,26,86,84,103,65,41,10,6,415,0,3,54,68,79,55,22,7,0,302,0,0,57,63,105,61,16,0,0,306,0,0,26,61,60,58,11,0,0,222,0,8,36,100,121,67,17,5,0,347,0,5,18,88,88,44,13,3,0,260,33,30,42,40,58,44,47,21,13,331,393,372,620,802,977,850,566,308,129,5019
SSC40579,0,12,44,36,33,35,18,10,0,191,0,3,23,16,32,34,6,3,0,123,0,0,14,32,35,18,5,0,0,109,0,0,16,27,26,25,0,0,0,95,0,0,20,46,58,33,9,0,0,169,3,0,8,53,43,15,9,3,0,120,11,14,29,28,27,24,12,13,4,164,168,177,303,394,411,377,194,114,50,2189
SSC40580,0,11,31,73,69,37,4,0,0,226,0,6,42,39,59,21,5,0,0,167,0,0,27,48,46,24,0,0,0,144,0,0,23,51,36,19,0,0,0,129,0,0,19,54,64,23,3,0,0,163,0,0,12,9,11,7,3,0,0,43,14,3,3,13,21,9,6,3,0,68,255,143,286,473,513,249,134,39,4,2103
SSC40581,0,24,116,104,129,116,59,13,3,565,0,6,92,68,83,75,31,4,0,360,0,0,65,68,90,70,18,0,0,311,0,0,29,71,70,58,24,3,0,247,0,0,40,85,113,67,13,4,0,326,0,0,7,25,42,15,10,3,0,113,25,21,34,37,29,31,23,20,11,225,438,356,741,818,1019,872,803,277,64,5402
SSC40582,0,9,27,10,21,14,11,0,0,92,0,3,23,18,30,18,9,0,3,97,0,0,17,20,21,24,3,3,0,93,0,0,8,23,23,13,3,4,0,72,0,0,3,32,34,17,5,0,0,96,0,0,6,18,36,23,3,0,0,84,5,7,5,9,9,7,7,3,8,59,128,145,188,202,240,196,138,58,38,1327
SSC40583,0,3,0,5,5,14,4,0,0,30,0,0,3,5,8,3,4,0,0,25,0,0,0,0,6,5,0,0,0,10,0,0,0,3,5,3,0,0,0,9,0,0,0,6,4,4,0,0,0,14,0,0,0,0,3,0,0,0,0,3,3,0,0,3,3,5,3,3,0,19,20,15,22,46,49,57,48,15,0,275
SSC40584,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,9,14,15,17,5,10,3,76
SSC40585,0,24,87,77,102,84,19,4,0,397,0,8,85,52,66,36,5,0,0,258,0,7,39,46,59,46,8,0,0,194,0,0,17,33,41,25,4,0,0,122,0,0,12,26,47,29,3,0,0,112,0,0,0,6,6,3,0,0,0,20,22,19,26,23,37,31,11,18,0,179,346,330,595,551,752,628,357,183,21,3761
SSC40586,0,5,77,71,60,26,9,3,0,248,0,0,74,40,39,16,4,0,0,177,0,0,48,37,18,11,4,0,0,119,0,0,31,22,17,9,3,0,0,89,0,0,28,39,28,10,0,0,0,99,0,0,6,8,5,3,0,0,0,21,9,9,26,24,15,18,9,8,3,120,191,210,642,512,397,309,221,166,85,2729
SSC40587,0,0,0,5,4,7,5,0,0,29,0,0,5,0,4,4,0,0,0,15,0,0,3,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,17,14,4,48,14,19,23,33,51,100,191,175,48,663
SSC40588,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,0,6,10,14,7,5,0,0,45
SSC40589,0,3,28,14,5,7,0,0,0,64,0,0,19,10,12,3,0,0,0,43,0,0,9,7,6,3,0,0,0,28,0,0,5,7,5,3,0,0,0,21,0,0,16,11,3,3,0,0,0,32,0,0,0,3,0,3,0,0,0,13,3,10,14,7,4,5,3,3,0,52,36,102,191,111,94,77,48,56,15,728
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,0,3,6,3,0,0,0,0,22,0,3,5,3,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,11,5,30,59,30,42,30,13,3,3,218
SSC40592,0,0,6,12,6,29,9,4,0,68,0,3,4,19,8,11,8,0,0,62,0,0,0,3,8,14,0,0,0,31,0,0,0,10,7,8,3,0,0,29,0,0,0,5,9,13,8,3,0,32,0,0,0,0,3,3,0,0,0,11,7,7,3,3,9,18,25,10,0,79,51,43,84,117,158,300,352,110,13,1210
SSC40593,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,13,3,3,7,9,15,18,14,5,6,77
SSC40594,0,0,11,7,7,12,0,0,0,33,0,0,0,0,6,4,3,0,0,10,0,0,0,0,3,6,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,3,0,0,0,13,3,0,3,0,4,3,3,0,0,21,38,12,36,45,84,88,75,23,3,404
SSC40595,0,7,77,63,46,47,9,3,0,258,0,3,51,36,19,18,0,0,0,131,0,0,24,29,13,9,3,0,0,86,0,0,22,17,15,12,0,0,0,66,0,0,12,12,8,3,0,0,0,37,0,0,0,3,8,0,0,0,0,9,8,8,30,26,24,24,18,24,9,175,151,211,545,474,422,387,293,199,52,2727
SSC40596,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,9,0,3,3,12,13,26,4,4,0,74
SSC40597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11
SSC40598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,3,7,7,10,0,0,32
SSC40599,0,0,0,0,3,0,0,0,0,5,0,0,3,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,16,10,4,15,18,23,18,14,5,0,117
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC40601,0,30,148,131,116,96,51,14,16,596,0,9,81,91,71,67,22,11,3,349,0,0,69,61,61,32,13,0,0,247,0,5,31,51,46,35,4,0,0,171,0,0,28,41,47,28,10,0,0,146,0,0,3,5,14,5,0,0,3,35,22,22,37,32,52,33,73,87,122,480,400,355,913,870,906,873,985,800,668,6771
SSC40602,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,5,3,4,8,0,0,26
SSC40603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
SSC40604,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,12
SSC40605,0,4,3,4,14,6,6,0,0,41,0,0,0,4,14,5,3,0,0,30,0,0,0,5,10,13,0,0,0,27,0,0,0,7,10,6,0,0,0,23,0,0,0,7,7,3,0,0,0,17,0,0,0,6,0,5,0,0,0,11,7,3,0,3,7,15,7,0,0,42,36,40,25,49,103,92,57,10,3,418
SSC40606,0,0,29,24,55,48,33,13,4,210,0,4,30,24,30,36,18,10,7,154,0,0,12,34,34,35,7,3,0,123,0,0,15,18,29,32,3,3,3,98,0,0,18,31,38,30,8,0,3,129,0,0,7,20,30,19,10,3,3,90,8,3,13,16,10,17,40,46,72,226,150,132,238,299,368,415,398,303,291,2598
SSC40607,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,4,0,3,0,22,4,6,14,11,21,24,18,7,0,101
SSC40608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,3,6,0,0,12
SSC40609,0,0,0,0,12,7,3,0,0,30,0,0,0,0,8,9,3,0,0,22,0,0,0,4,5,3,0,0,0,14,0,0,4,0,6,4,0,0,0,16,0,0,0,0,8,5,0,0,0,21,0,0,0,0,5,0,0,0,0,4,4,0,0,3,8,4,7,0,0,34,22,26,26,28,88,88,64,20,5,359
SSC40610,0,17,78,65,59,45,9,0,7,284,0,9,40,40,25,19,0,0,0,131,0,0,13,37,13,8,0,0,0,74,0,0,12,17,14,4,0,0,0,47,0,0,6,6,10,7,3,0,0,30,0,0,3,4,0,3,0,0,0,6,23,23,23,33,26,34,19,12,7,202,215,295,606,536,478,459,347,148,77,3167
SSC40611,0,5,21,14,23,13,13,4,0,100,0,10,23,11,15,18,11,4,0,95,0,3,12,19,13,30,7,0,0,82,0,0,11,23,18,18,6,0,0,76,0,0,17,29,27,34,9,0,0,112,0,0,6,38,49,46,25,9,0,173,11,6,8,16,15,13,9,4,0,81,116,119,171,223,225,243,187,70,35,1377
SSC40612,0,0,3,3,6,3,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,14,8,5,12,18,24,24,16,4,0,114
SSC40613,0,34,152,166,125,94,26,7,0,604,0,4,77,89,65,59,12,0,0,303,0,7,50,60,45,35,6,0,0,205,0,0,25,35,21,22,4,0,0,114,0,0,18,27,27,13,5,0,0,89,0,0,3,3,6,9,0,0,0,17,36,29,65,57,51,60,92,56,37,484,439,541,1183,1172,1046,962,1284,492,218,7345
SSC40614,0,3,3,3,5,3,0,4,0,25,0,0,0,0,3,3,3,0,0,15,0,0,0,9,7,0,0,0,0,15,0,0,4,6,0,9,0,0,0,22,0,0,0,7,6,5,0,0,0,19,0,0,0,0,5,3,0,0,0,14,0,3,4,6,6,0,9,0,0,29,32,27,23,43,68,61,57,15,6,321
SSC40615,0,0,4,0,0,0,0,0,0,9,0,0,5,0,3,3,0,0,0,9,0,0,3,0,3,0,0,0,0,11,0,0,4,0,5,0,0,0,0,10,0,0,7,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,3,3,27,10,15,4,0,0,0,61
SSC40616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,9,3,0,0,24
SSC40617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10
SSC40618,0,0,5,3,9,5,8,0,0,29,0,0,5,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,4,0,0,4,0,4,8,3,0,26,24,6,29,37,52,62,59,15,4,288
SSC40619,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,3,0,9,0,0,8,4,11,6,0,4,0,36
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,17,7,0,3,13,25,27,43,11,0,128
SSC40622,0,0,3,5,10,17,6,0,0,43,0,0,3,11,14,12,0,0,0,36,0,0,3,3,9,3,0,0,0,23,0,0,3,0,6,4,0,0,0,19,0,0,0,5,16,7,0,0,0,28,0,0,0,4,12,3,0,0,0,20,5,0,3,3,6,7,0,0,0,27,47,26,30,58,111,94,35,10,9,426
SSC40623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,17
SSC40624,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,4,5,12,0,0,31
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
