SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC32268,12,22,0,8,0,0,0,0,15,58,18,66,0,0,0,0,0,11,0,11,21,71,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,3,4,3,8,0,0,35,99
SSC32269,854,1671,9,36,76,325,4,15,552,2125,636,2502,43,180,86,296,95,297,229,775,861,3274,0,0,12,38,0,3,69,171,82,216,11,34,40,90,74,167,130,287,213,505,58,126,1992,5572
SSC32270,37,72,0,0,9,32,0,4,21,77,28,115,3,13,3,8,9,29,15,50,40,168,0,0,0,0,0,0,3,6,3,6,0,0,0,0,5,17,5,17,11,19,3,3,91,266
SSC32271,30,59,0,0,0,6,0,5,10,57,15,62,0,0,0,4,5,23,9,25,25,88,0,0,0,4,0,0,11,20,6,22,0,0,0,0,3,12,6,15,15,35,4,3,69,189
SSC32272,24,46,0,0,0,8,0,0,10,38,7,41,0,0,0,3,5,10,4,12,16,52,0,0,0,0,0,0,3,3,4,9,0,0,0,0,3,5,3,5,9,11,0,0,41,111
SSC32273,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,10,3,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,13
SSC32274,55,111,3,14,0,14,0,5,20,79,24,113,3,17,6,18,14,52,23,86,52,195,0,0,0,3,3,9,9,32,15,44,0,10,0,0,9,21,13,28,28,74,4,11,139,389
SSC32275,84,173,3,14,15,62,0,0,54,201,69,273,3,4,13,33,17,56,34,93,105,370,0,0,3,19,0,0,15,34,22,50,0,0,0,3,9,21,10,23,32,72,4,7,222,624
SSC32276,1482,2912,29,171,139,628,49,220,829,3140,1044,4158,46,208,113,349,237,739,402,1299,1442,5455,13,56,30,100,23,64,281,683,347,907,27,78,84,174,280,585,390,838,736,1740,69,139,3731,10250
SSC32277,336,646,0,7,14,57,4,18,101,350,113,429,3,13,18,47,39,112,57,167,172,597,0,3,3,16,0,4,28,67,30,93,4,12,4,15,17,34,29,64,58,151,0,6,567,1404
SSC32278,7,21,0,0,3,13,0,0,7,20,11,34,0,0,0,5,0,3,3,10,7,38,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,21,65
SSC32279,67,149,5,61,12,74,29,201,118,593,166,928,3,15,4,7,37,146,43,167,206,1093,4,40,3,19,38,197,97,345,148,607,0,7,3,7,52,202,58,213,200,815,27,62,495,2120
SSC32280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32281,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC32282,11,21,0,0,0,0,0,0,9,26,9,26,0,0,0,0,7,12,7,12,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63
SSC32283,71,144,0,6,14,74,7,17,71,269,92,365,11,28,10,32,37,122,58,178,146,542,0,0,4,14,0,0,8,32,18,44,0,10,3,3,3,8,5,21,24,70,6,8,244,765
SSC32284,640,1266,6,51,84,375,28,103,374,1501,488,2031,21,90,58,200,122,372,204,663,696,2696,0,12,24,100,12,32,95,260,132,404,7,14,19,44,82,183,107,242,239,648,15,32,1588,4640
SSC32285,37,67,0,0,3,10,5,20,17,66,25,99,0,6,0,8,6,20,12,36,32,130,0,7,0,0,0,4,0,0,3,9,0,0,3,7,0,4,3,6,4,16,0,0,71,215
SSC32286,5,12,0,0,0,0,0,4,4,7,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26
SSC32287,6,14,0,7,0,7,0,6,3,13,9,27,0,0,0,0,0,3,0,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,5,0,0,17,52
SSC32288,1003,1981,6,41,62,273,18,87,302,1100,391,1496,27,116,75,242,163,497,266,850,662,2348,0,3,9,29,8,16,86,233,107,284,7,28,26,67,113,233,153,325,255,614,16,31,1937,4969
SSC32289,502,993,13,66,26,125,11,58,273,1060,323,1307,19,78,28,83,103,328,148,494,472,1797,3,20,17,63,15,50,136,389,171,528,6,24,22,52,117,245,145,321,313,849,25,56,1312,3690
SSC32290,387,773,10,49,18,95,9,50,56,241,96,437,5,32,16,62,80,249,105,349,202,779,5,24,7,38,3,9,27,78,40,148,0,0,0,4,35,72,32,80,78,227,3,6,667,1791
SSC32291,186,381,6,55,22,117,23,97,83,343,142,615,14,56,23,69,81,268,113,391,254,1005,0,7,0,5,0,8,15,47,18,63,6,16,5,16,20,44,32,79,46,140,3,12,489,1533
SSC32292,208,411,7,35,30,137,9,37,216,855,259,1065,12,53,17,61,43,134,79,251,337,1316,3,12,7,36,0,6,43,135,51,184,6,12,8,10,27,57,36,81,93,265,0,7,640,1992
SSC32293,828,1672,26,147,178,839,54,256,942,3686,1203,4929,101,443,176,596,307,974,580,2009,1787,6937,7,21,23,68,15,48,136,376,173,518,20,68,29,60,108,242,155,373,322,893,36,89,2980,9586
SSC32294,19,39,0,7,6,20,0,8,14,53,19,93,0,3,3,9,6,13,10,23,30,118,0,0,0,0,0,5,3,7,3,19,0,0,0,4,3,13,9,15,10,32,0,0,63,188
SSC32295,0,6,0,0,0,3,0,0,9,33,6,41,0,0,0,0,3,5,4,8,13,51,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,4,0,0,16,59
SSC32296,148,301,0,8,19,89,9,40,100,381,128,515,3,16,5,11,19,53,27,81,150,602,4,17,3,4,3,21,21,63,33,100,5,8,3,4,23,50,27,67,59,165,4,9,366,1077
SSC32297,752,1506,25,125,109,502,40,200,493,1916,663,2744,79,344,95,327,237,779,422,1445,1083,4188,7,40,30,103,23,85,123,330,180,562,12,47,35,84,157,348,206,475,387,1033,29,66,2253,6797
SSC32298,290,575,5,15,17,63,4,13,101,364,126,457,0,3,12,30,17,55,32,89,157,548,0,7,4,18,5,19,77,194,82,238,0,4,14,29,52,106,65,136,148,369,20,41,614,1532
SSC32299,692,1356,10,38,47,207,13,43,234,887,298,1171,21,98,46,149,71,225,143,477,436,1645,0,4,9,34,3,20,56,142,75,202,11,24,17,41,70,146,93,216,167,414,8,21,1310,3438
SSC32300,9,19,0,0,0,0,0,0,3,17,3,17,0,0,0,0,3,7,3,7,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36
SSC32301,0,3,0,0,0,6,0,0,5,15,3,17,0,0,0,0,0,5,0,5,6,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,0,10,0,0,5,29
SSC32302,20,36,0,0,3,12,0,5,9,36,11,48,0,0,0,3,0,7,6,7,14,60,0,0,0,3,0,3,0,0,3,4,0,0,0,0,3,6,3,6,6,14,0,3,40,109
SSC32303,3,5,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,7,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
SSC32304,24,48,0,0,0,5,3,11,9,36,17,58,0,0,0,0,7,10,7,10,15,71,0,0,3,10,0,3,3,10,10,20,0,0,0,0,3,10,3,10,8,36,0,3,52,155
SSC32305,4,10,0,4,0,0,0,0,3,16,3,18,0,0,0,0,0,0,0,0,3,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,13,37
SSC32306,184,372,5,36,15,74,3,30,72,296,102,442,3,16,16,35,31,97,50,156,152,596,0,9,3,6,0,0,26,82,31,95,0,0,4,8,23,46,26,54,55,156,9,17,405,1139
SSC32307,7,19,0,0,0,15,0,0,5,31,9,45,0,3,0,0,3,10,5,15,17,58,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,29,83
SSC32308,99,197,7,29,7,53,11,41,80,288,97,410,9,20,10,21,20,78,34,117,139,533,0,0,3,8,0,5,14,40,17,52,0,4,0,0,14,26,11,31,33,83,3,6,269,816
SSC32309,3,4,0,3,0,0,0,0,3,17,3,22,0,0,0,0,0,3,0,3,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31
SSC32310,17,31,0,0,0,0,0,0,5,21,5,21,0,13,0,0,0,3,3,15,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,26,73
SSC32311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32312,102,199,0,7,12,42,3,9,41,174,55,233,0,0,0,3,15,40,13,46,65,271,0,5,0,3,0,4,8,21,7,29,0,0,0,0,0,8,0,8,13,33,0,0,184,504
SSC32313,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC32314,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,9
SSC32315,3,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15
SSC32316,1119,2229,10,44,97,422,19,91,350,1349,479,1906,33,126,79,257,138,428,248,809,725,2716,3,9,13,37,9,20,48,125,70,193,3,12,16,46,44,96,72,151,136,348,9,19,1994,5311
SSC32317,32,61,0,0,5,16,0,3,22,76,24,99,0,0,0,0,3,9,3,9,28,104,0,0,0,3,0,0,5,9,6,16,0,0,4,0,7,14,13,20,12,31,0,3,70,197
SSC32318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32319,6,10,0,0,0,8,0,9,3,24,12,39,0,0,0,4,0,4,4,7,12,50,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,11,4,11,6,11,0,0,21,73
SSC32320,451,867,0,5,50,205,3,30,281,1075,336,1320,11,44,48,133,75,218,132,397,465,1716,3,8,14,39,5,12,56,136,76,203,3,13,17,43,45,92,72,149,143,351,13,23,1062,2960
SSC32321,723,1407,9,38,92,411,23,101,657,2551,779,3101,21,93,63,189,65,208,152,497,931,3597,8,22,34,116,6,30,140,382,191,552,5,17,28,70,37,84,70,168,267,720,3,9,1920,5731
SSC32322,11,23,0,0,0,5,0,0,3,8,5,16,0,0,0,3,3,15,4,15,11,30,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,23,51
SSC32323,28,57,0,0,0,3,3,21,5,26,11,54,4,18,3,12,7,30,17,61,32,112,0,0,0,3,0,0,4,5,5,9,0,4,0,0,3,6,4,5,9,17,0,0,66,194
SSC32324,3,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,17
SSC32325,874,1723,12,75,97,468,31,143,673,2593,815,3280,45,189,96,316,208,640,348,1146,1163,4426,7,30,34,118,12,37,162,442,205,627,14,51,36,77,131,265,181,399,388,1026,36,68,2459,7244
SSC32326,126,237,0,0,5,26,0,0,36,143,44,167,0,0,4,15,5,13,13,33,57,201,0,0,0,5,0,0,6,16,11,20,0,0,4,5,4,14,7,23,17,42,11,23,210,510
SSC32327,7,15,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,4,0,4,4,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,14,37
SSC32328,7,18,0,0,0,5,0,0,3,15,3,18,0,0,0,0,0,5,0,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38
SSC32329,465,938,3,19,17,93,9,34,124,484,156,642,15,51,8,19,48,143,62,218,222,856,3,21,17,69,20,66,105,294,145,446,8,30,18,46,76,150,102,225,251,670,10,22,946,2489
SSC32330,6,15,0,0,0,4,0,0,4,24,10,25,0,0,0,0,0,3,0,3,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40
SSC32331,47,86,0,0,0,3,0,0,6,31,13,35,0,0,0,0,3,6,3,6,16,40,0,0,0,3,0,5,10,22,12,32,0,3,0,0,4,10,6,9,15,39,3,3,76,170
SSC32332,111,230,6,32,16,71,3,12,70,278,94,395,9,18,7,34,34,99,45,152,137,546,0,7,0,0,0,4,9,25,14,36,0,3,0,3,15,30,15,35,30,73,6,5,286,856
SSC32333,5,18,0,0,0,0,0,0,3,9,3,9,0,0,0,7,3,10,5,12,6,25,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,3,0,8,0,0,19,47
SSC32334,4,6,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,3,0,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23
SSC32335,5,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
SSC32336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3
SSC32337,10,11,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,4,0,4,5,17,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,14,32
SSC32338,11,28,0,5,0,5,0,0,8,17,8,25,0,3,0,0,4,10,5,15,8,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,25,70
SSC32339,180,341,0,22,16,70,6,27,118,439,144,554,6,36,15,47,18,58,41,137,192,692,0,4,8,18,6,24,73,187,89,233,7,17,20,45,47,89,72,149,163,382,20,39,547,1452
SSC32340,721,1443,24,124,81,395,44,180,801,3119,944,3813,36,141,47,149,117,345,193,632,1135,4449,3,22,29,119,17,50,342,986,389,1186,9,40,26,54,94,217,128,307,520,1492,32,61,2405,7447
SSC32341,12,23,0,0,4,14,0,0,3,16,5,30,0,3,0,0,0,0,3,9,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,19,65
SSC32342,29,54,0,0,0,0,0,6,9,47,12,46,3,9,3,10,4,12,10,24,17,73,0,0,0,0,0,0,3,8,3,8,0,0,0,0,3,3,3,3,3,11,0,0,55,146
SSC32343,46,91,0,17,3,15,0,0,15,57,21,84,0,0,6,20,9,32,21,51,36,136,0,0,0,4,0,5,3,6,8,16,0,0,3,0,3,5,3,9,11,23,0,3,103,261
SSC32344,12,27,0,0,5,8,0,3,3,25,7,35,0,11,0,0,0,8,3,14,13,52,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,24,81
SSC32345,23,52,0,0,4,32,0,0,15,68,19,99,0,3,4,7,5,27,11,32,28,133,0,0,0,6,0,0,0,3,3,7,0,0,0,0,0,3,0,3,3,10,0,0,60,194
SSC32346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32348,137,276,10,46,41,186,10,41,133,510,192,776,21,74,30,92,51,154,93,314,284,1091,3,20,3,11,0,5,11,40,21,69,0,3,7,19,14,22,18,43,39,117,0,3,466,1485
SSC32349,16,25,0,0,0,0,0,0,3,15,3,15,0,0,0,3,3,6,3,8,8,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,9,0,4,19,55
SSC32350,6,14,0,0,0,4,0,0,5,15,4,23,0,0,0,0,0,4,0,4,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,14,43
SSC32351,63,131,0,0,9,31,0,0,22,86,24,111,3,13,6,28,13,56,28,96,51,205,0,6,0,8,0,0,9,15,7,24,0,0,0,3,6,9,8,15,15,40,3,4,131,379
SSC32352,29,60,0,3,4,16,0,10,8,40,17,65,0,11,4,5,5,27,9,43,29,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,10,5,18,0,3,65,180
SSC32353,33,56,0,0,3,24,0,0,12,35,16,52,0,0,0,5,5,10,7,20,18,72,0,0,0,0,0,0,7,9,7,9,0,3,0,3,7,15,12,23,17,36,0,0,65,159
SSC32354,28,57,0,0,8,27,0,3,10,47,15,76,0,0,0,0,4,18,4,18,23,94,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,10,5,10,7,21,0,3,63,168
SSC32355,10,11,0,0,3,10,0,0,9,28,7,36,3,11,0,0,3,6,4,21,13,57,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,8,0,0,21,76
SSC32356,123,245,9,37,14,64,12,50,120,478,154,628,4,19,14,33,26,85,40,136,194,766,0,3,12,47,12,48,102,328,127,422,8,20,9,10,27,64,42,100,166,518,11,22,493,1548
SSC32357,11,28,0,8,0,0,0,0,0,7,3,14,0,0,0,0,4,6,4,6,6,16,0,0,0,6,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,10,0,3,23,50
SSC32358,21,39,0,0,3,11,0,0,21,79,25,92,0,7,0,4,6,21,9,29,34,120,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,3,0,3,4,13,0,0,58,170
SSC32359,372,726,8,50,26,127,17,72,184,780,240,1027,18,74,18,51,56,162,85,284,321,1311,0,8,13,44,7,38,47,150,73,237,3,5,14,25,32,75,50,102,121,342,8,15,817,2389
SSC32360,0,3,0,0,0,0,0,0,3,11,3,11,0,3,0,0,0,0,0,3,3,13,0,0,0,12,0,0,3,10,3,20,0,0,0,0,0,0,0,0,3,20,3,5,7,38
SSC32361,95,194,6,35,13,46,6,24,49,208,70,310,6,28,15,36,22,74,37,136,110,449,0,4,0,6,0,0,7,24,8,31,0,0,4,9,9,27,12,35,21,64,3,13,233,719
SSC32362,9,19,0,0,0,0,0,0,3,18,3,18,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,16,39
SSC32363,177,353,3,15,22,90,11,32,99,401,124,538,8,20,16,41,37,110,56,178,184,716,5,18,7,41,3,5,31,100,46,162,3,12,3,13,22,40,29,62,72,229,7,13,439,1314
SSC32364,48,99,0,7,0,14,3,15,31,107,33,141,0,0,7,18,8,32,17,53,53,194,0,0,0,0,0,0,3,3,3,3,0,0,0,0,4,8,4,8,9,16,0,3,111,307
SSC32365,33,61,0,0,3,11,0,3,14,51,20,73,0,4,3,10,0,9,10,21,23,91,0,0,0,5,0,0,4,8,5,13,0,0,0,0,3,11,3,11,9,18,0,0,64,178
SSC32366,102,191,0,0,4,15,0,0,26,106,30,126,0,10,3,10,7,35,14,47,44,168,0,0,0,0,0,0,14,24,14,24,0,4,4,9,16,30,17,38,29,62,3,3,178,433
SSC32367,817,1619,11,57,43,184,15,72,278,1093,337,1403,8,43,34,107,99,304,136,454,478,1861,3,6,20,81,15,68,138,368,178,524,8,25,21,46,87,182,108,246,291,768,18,42,1604,4287
SSC32368,390,771,3,26,38,151,11,41,177,658,226,885,9,29,29,80,57,188,91,295,316,1180,0,3,7,28,3,12,56,150,70,197,8,17,10,23,39,77,51,118,121,308,10,16,834,2283
SSC32369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32370,112,227,0,9,0,10,0,0,3,12,6,27,0,0,3,5,7,22,6,26,11,51,0,0,0,0,0,3,3,14,5,17,0,0,0,0,0,3,0,3,4,20,0,3,138,299
SSC32371,8,12,0,0,0,0,0,0,4,31,4,31,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42
SSC32372,58,127,3,27,0,8,7,42,50,190,61,264,0,0,0,3,8,26,10,32,72,297,3,11,0,4,7,24,32,114,39,148,0,0,0,0,13,34,13,34,55,183,12,39,196,646
SSC32373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32374,27,56,0,4,4,10,3,6,17,73,24,93,0,0,0,0,6,19,5,23,28,115,0,0,3,9,0,6,0,4,3,14,0,3,0,7,7,14,9,22,11,35,0,0,70,204
SSC32375,450,893,0,6,7,39,6,19,116,449,134,504,3,4,10,22,30,79,35,108,166,611,0,3,7,11,4,8,62,147,70,170,0,0,8,18,34,61,44,83,113,257,9,21,744,1783
SSC32376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32377,0,8,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,9,15
SSC32378,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,6,0,6,3,15,0,0,15,35
SSC32379,7,18,0,11,0,5,0,5,8,38,13,65,0,0,0,0,3,11,3,11,16,69,0,0,0,0,0,3,10,24,8,30,0,0,0,0,7,18,7,18,13,45,3,10,43,142
SSC32380,48,101,0,14,4,16,0,4,23,92,27,123,3,11,0,7,8,39,18,53,44,176,0,0,0,3,3,4,9,13,10,22,0,0,0,3,6,13,5,18,15,39,3,6,109,320
SSC32381,21,47,0,0,0,4,0,0,4,17,5,24,0,0,5,10,4,21,13,29,16,56,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,9,7,13,7,14,0,3,45,120
SSC32382,23,37,0,0,3,4,3,17,9,41,14,55,0,4,0,3,0,0,3,4,17,60,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,4,6,0,0,37,109
SSC32383,40,73,0,0,0,0,0,0,4,18,4,18,0,0,4,4,3,8,5,15,11,35,0,0,0,0,3,8,3,17,5,23,0,3,3,5,3,4,3,10,13,37,0,0,58,147
SSC32384,3,11,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,8,3,8,4,13,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,4,3,0,0,9,23
SSC32385,50,100,3,18,5,24,0,7,27,94,36,139,0,4,4,15,9,37,18,54,56,197,0,0,0,0,0,0,3,9,3,9,3,3,0,0,7,16,10,23,10,32,3,3,120,336
SSC32386,68,133,0,7,13,52,0,0,55,248,68,301,0,12,13,34,11,29,22,78,90,380,0,0,0,7,0,0,3,10,3,18,0,0,0,0,4,12,4,12,8,29,3,3,169,542
SSC32387,44,95,0,0,0,10,0,4,22,83,21,99,0,0,4,6,4,16,8,21,29,116,0,0,0,0,0,0,5,10,5,10,0,3,0,0,0,0,0,7,8,19,0,0,89,230
SSC32388,14,24,0,7,3,15,0,3,4,21,7,40,4,14,0,3,7,19,13,40,21,82,0,5,0,0,0,0,0,3,3,9,0,0,0,0,0,3,0,3,5,11,0,0,38,122
SSC32389,88,175,0,4,16,80,0,3,32,136,49,226,4,11,7,20,8,32,21,69,70,292,0,0,0,7,0,0,3,4,4,10,0,3,0,0,3,3,4,10,5,13,0,0,167,483
SSC32390,8,21,0,0,0,6,0,0,7,18,7,20,0,0,0,0,0,4,0,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,9,0,0,19,53
SSC32391,3,8,0,0,0,0,0,6,3,8,0,12,0,7,0,0,0,0,0,7,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,25
SSC32392,362,714,3,14,34,168,6,30,186,748,232,962,12,56,22,75,69,214,112,344,346,1304,5,18,21,61,11,34,75,213,107,325,3,4,14,33,54,104,66,147,177,468,7,20,887,2507
SSC32393,27,62,0,3,3,17,0,5,25,116,37,144,3,7,0,3,4,20,11,32,41,175,0,0,0,0,0,0,5,11,5,11,0,4,0,3,0,3,3,9,9,18,0,0,81,253
SSC32394,65,130,0,0,3,20,0,7,11,59,22,89,0,0,0,6,8,18,6,23,27,111,0,0,0,0,0,3,5,14,5,21,0,0,0,0,4,6,7,7,12,26,0,0,104,265
SSC32395,269,517,4,29,80,372,10,30,243,1014,342,1445,48,194,97,354,72,205,215,758,554,2200,0,0,5,21,3,7,26,63,33,96,4,18,10,23,13,21,26,67,55,162,3,10,880,2883
SSC32396,3,8,0,0,0,0,3,10,3,14,7,24,0,0,0,3,0,3,0,4,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32
SSC32397,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,3,4,0,0,3,11
SSC32398,63,129,0,3,3,21,0,3,34,144,43,174,4,26,3,12,26,78,30,117,75,289,0,0,0,3,0,6,8,14,6,30,0,0,0,3,12,24,14,30,21,51,0,3,164,478
