POA_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA7009,84,41,239,2190,2801,1159,837,2369,885,10229
POA7010,235,142,546,2737,3539,1452,1209,3543,1423,13902
POA7011,125,72,354,2364,3112,1341,1128,2917,1032,11890
POA7012,3,0,7,142,217,94,67,102,53,670
POA7015,337,102,632,1829,2685,1253,728,1757,535,8786
POA7016,19,10,36,304,428,218,197,463,703,2314
POA7017,54,11,81,918,1422,639,411,884,284,4554
POA7018,241,83,598,3867,5144,2465,1594,3354,1101,17523
POA7019,23,8,45,909,1185,497,461,1139,442,4630
POA7020,3,0,15,425,669,286,199,276,98,1956
POA7021,22,5,67,447,577,291,171,333,100,1911
POA7022,3,0,10,163,228,108,76,116,68,746
POA7023,0,0,7,51,88,50,40,42,31,298
POA7024,0,0,3,83,146,82,30,53,24,416
POA7025,9,0,23,289,420,226,152,224,109,1418
POA7026,4,3,17,161,180,103,92,140,81,760
POA7027,3,0,3,45,61,27,33,68,24,259
POA7030,44,40,120,2294,3179,1648,1460,3434,1334,13356
POA7050,139,32,297,2303,2957,1356,944,1796,640,9992
POA7052,65,14,135,1353,1803,853,553,925,304,5786
POA7053,63,11,130,612,975,486,243,425,152,2885
POA7054,60,14,114,1424,2145,1036,773,913,409,6694
POA7055,0,0,0,77,101,59,24,54,10,323
POA7109,41,20,108,1313,1949,1105,910,1199,667,7144
POA7112,20,9,40,427,664,381,335,460,246,2514
POA7113,49,12,64,129,272,122,98,210,91,921
POA7116,13,4,31,295,493,280,280,310,205,1850
POA7117,9,3,21,117,191,101,92,183,69,751
POA7119,0,0,0,6,14,5,6,5,0,29
POA7120,19,6,39,232,342,184,203,368,194,1519
POA7139,0,0,0,0,0,0,0,0,0,0
POA7140,84,15,169,1517,2097,1235,1011,2138,930,8933
POA7150,11,8,28,446,693,428,279,338,198,2378
POA7155,3,3,7,133,205,109,82,93,59,673
POA7162,0,0,3,99,150,87,74,59,30,505
POA7163,0,0,3,42,85,52,35,43,14,280
POA7170,15,5,45,904,1296,633,387,608,178,4006
POA7171,18,11,65,552,832,380,260,478,151,2657
POA7172,69,23,137,574,766,327,372,663,296,2997
POA7173,29,7,61,1038,1491,787,556,1026,455,5351
POA7174,0,0,0,25,46,21,14,20,19,145
POA7175,0,0,0,31,45,31,15,17,14,159
POA7176,0,0,0,25,44,13,20,18,16,133
POA7177,0,3,3,52,100,43,39,78,33,344
POA7178,3,0,5,41,52,35,43,51,41,257
POA7179,0,3,4,38,92,54,48,52,60,343
POA7180,0,0,5,13,35,27,9,26,22,131
POA7182,3,0,3,37,58,29,31,53,26,235
POA7183,0,0,0,3,16,11,5,4,3,41
POA7184,10,19,35,95,148,95,81,128,116,670
POA7185,0,0,0,9,22,21,14,18,5,90
POA7186,0,0,0,16,29,27,31,36,11,142
POA7187,0,0,5,18,38,21,20,8,16,120
POA7190,35,22,87,432,674,406,359,568,303,2736
POA7209,6,3,8,51,84,38,41,82,44,348
POA7210,14,4,26,154,189,109,127,218,89,888
POA7211,0,0,0,35,44,27,24,53,13,197
POA7212,6,0,27,306,403,232,181,269,212,1608
POA7213,3,0,4,27,45,18,28,79,52,249
POA7214,8,3,14,60,98,60,77,148,79,517
POA7215,11,17,55,408,750,440,371,580,360,2910
POA7216,46,20,100,440,664,446,410,634,321,2907
POA7248,130,42,267,2548,3166,1296,1116,3613,1344,13083
POA7249,315,115,600,2144,2802,1312,955,2356,1012,10573
POA7250,573,215,1202,8465,10932,4950,3749,7937,3320,39361
POA7252,13,6,24,389,636,391,287,377,253,2326
POA7253,51,28,110,589,889,499,511,1019,491,3991
POA7254,0,0,3,48,110,65,66,71,48,403
POA7255,7,3,13,122,186,129,96,120,58,712
POA7256,21,8,43,265,325,204,118,261,161,1336
POA7257,0,0,0,11,9,5,3,21,8,59
POA7258,0,0,8,168,234,113,63,137,65,781
POA7259,0,0,0,69,99,51,55,69,43,389
POA7260,48,25,107,444,611,349,354,622,271,2643
POA7261,0,0,3,30,52,36,33,33,30,215
POA7262,15,11,45,249,390,197,180,270,148,1431
POA7263,0,0,8,76,101,71,83,102,45,475
POA7264,0,3,8,90,98,77,79,129,75,547
POA7265,0,0,3,35,48,29,21,35,30,200
POA7267,7,0,7,96,161,122,71,121,58,627
POA7268,3,0,12,146,240,133,116,129,90,844
POA7270,38,17,84,538,804,517,489,757,399,3502
POA7275,10,9,49,432,725,419,330,438,261,2610
POA7276,3,0,10,77,140,62,55,78,71,476
POA7277,97,17,146,927,1296,721,519,879,306,4641
POA7290,14,4,27,386,507,258,178,373,112,1803
POA7291,4,0,6,111,119,56,64,83,33,465
POA7292,4,0,10,106,136,69,49,103,39,495
POA7300,15,10,36,541,748,375,282,612,250,2805
POA7301,63,21,118,695,840,483,374,813,395,3602
POA7302,11,8,18,249,292,189,199,271,136,1328
POA7303,19,12,55,394,568,330,305,452,224,2260
POA7304,87,23,166,868,1165,697,625,1067,506,4924
POA7305,6,11,24,151,203,120,137,199,158,970
POA7306,40,16,77,562,835,458,484,699,284,3323
POA7307,109,42,253,1516,2176,1173,1018,1770,795,8448
POA7310,332,142,712,4168,5638,2946,2401,5123,1923,22195
POA7315,167,84,398,2235,3167,1616,1443,2669,1071,12199
POA7316,59,21,118,856,1291,689,616,943,446,4838
POA7320,207,62,401,2526,3481,1717,1434,3070,1051,13282
POA7321,16,7,39,688,968,548,516,734,388,3848
POA7322,64,15,112,553,849,431,368,733,287,3214
POA7325,72,45,198,1279,1706,1029,939,1544,614,7111
POA7330,48,27,104,897,1305,682,608,1122,574,5183
POA7331,3,3,7,83,114,80,56,88,55,481
POA7466,0,0,0,5,0,4,0,3,3,17
POA7467,17,3,26,204,330,208,181,391,155,1466
POA7468,0,0,11,95,169,82,82,98,61,583
POA7469,0,0,3,93,140,78,84,142,77,613
POA7470,0,0,4,107,142,61,72,112,68,561
POA0800,4,0,19,1528,1339,287,195,1524,1054,5929
POA0810,113,39,223,5956,7195,2604,1886,5714,3188,26549
POA0812,42,7,80,3297,3985,1528,1052,3215,1732,14805
POA0815,0,0,0,45,35,7,3,88,106,289
POA0820,75,29,151,4508,4368,1351,827,3222,2125,16395
POA0822,10,4,37,4804,4663,1929,1284,3542,2673,18896
POA0828,3,0,10,184,211,72,49,280,167,955
POA0829,0,3,3,232,148,33,15,303,1058,1787
POA0830,37,12,62,3081,3855,1341,1020,2638,1755,13696
POA0832,4,3,23,2785,3380,1193,882,2194,932,11374
POA0834,7,0,6,298,465,167,162,227,166,1476
POA0835,3,5,21,594,825,353,276,1016,1489,4559
POA0836,3,4,18,1135,1837,781,551,876,810,5992
POA0837,0,0,0,51,72,39,38,74,59,334
POA0838,0,0,3,117,180,88,51,99,97,630
POA0839,0,0,0,111,102,30,20,97,96,455
POA0840,0,0,0,35,76,46,57,68,48,331
POA0841,0,0,0,93,155,69,55,87,86,537
POA0845,0,0,8,60,101,34,32,83,88,401
POA0846,3,0,5,51,67,35,21,58,58,279
POA0847,0,0,0,48,56,28,16,60,52,257
POA0850,17,20,40,1322,1410,520,370,1153,1550,6319
POA0852,8,0,12,1696,1075,485,259,1266,1179,5950
POA0853,0,0,0,160,177,53,49,109,82,630
POA0854,0,0,0,164,179,90,13,115,54,621
POA0860,7,3,7,541,516,194,100,586,406,2351
POA0862,0,0,0,116,189,55,34,97,33,531
POA0870,39,21,105,3523,4309,1537,939,3003,2263,15576
POA0872,24,9,51,2405,2938,1456,493,1799,2760,11847
POA0873,42,5,47,410,495,195,112,475,314,2007
POA0874,0,0,0,97,123,30,33,80,70,425
POA0875,3,0,8,407,485,174,93,342,241,1735
POA0880,0,0,0,761,885,346,340,654,761,3756
POA0885,0,0,0,149,210,60,50,75,87,629
POA0886,0,0,0,185,203,84,40,136,180,821
POA2600,77,40,254,1610,2111,794,428,829,419,6190
POA2601,7,5,31,1981,1521,232,67,1905,545,6251
POA2602,285,163,799,6835,8465,3038,1518,3632,1850,25343
POA2603,136,62,315,2153,2398,928,515,1180,702,7870
POA2604,75,145,310,2602,2971,853,430,1149,985,8997
POA2605,278,73,532,2130,3010,1374,699,1493,711,9414
POA2606,52,21,177,2046,2429,890,506,1401,689,7968
POA2607,121,48,369,2723,3549,1638,929,1805,575,11225
POA2609,3,5,14,143,206,67,38,167,173,802
POA2611,181,183,591,5339,7410,3141,1752,3006,1637,22286
POA2612,53,39,230,4585,4503,1128,534,2536,1518,14807
POA2614,244,58,538,3685,5062,2285,1246,2589,864,15737
POA2615,162,79,420,8293,11213,4666,2838,5624,1983,34605
POA2617,130,155,446,7189,8171,3081,1756,5370,2119,27686
POA2618,0,3,7,259,352,189,139,120,123,1177
POA2900,11,6,25,399,576,176,109,322,117,1702
POA2902,36,24,119,2840,3829,1713,985,1822,743,11933
POA2903,27,7,84,1758,2408,1014,666,1175,389,7406
POA2904,73,146,329,2509,3444,1516,802,1616,690,10582
POA2905,105,39,238,5694,7323,2782,1745,4024,1265,22832
POA2906,51,18,131,3692,4305,1782,977,2501,746,14005
POA2911,0,0,9,897,1134,387,238,571,149,3379
POA2912,9,0,20,1247,1394,463,337,1129,355,4933
POA2913,47,23,138,7161,8633,3199,1974,4857,1581,27399
POA2914,20,7,43,4698,5833,2158,1456,3074,825,18048
POA2899,16,9,45,260,456,218,158,224,130,1450
POA6798,3,0,3,242,299,94,86,311,500,1526
POA6799,0,0,0,70,72,35,30,156,62,430
POA9494,115,59,205,7337,6364,2450,1770,12450,11564,41932
POA9797,11,3,20,97,109,51,71,579,229,1132
