POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2780,1381,2710,15,114,112,529,32,126,569,2139,730,2906,29,116,93,295,210,643,334,1063,1064,3967,4,19,34,118,33,99,258,654,327,891,19,60,65,148,246,506,333,717,656,1609,45,96,3154,8388
POA2782,787,1542,10,53,63,285,17,72,328,1271,421,1679,26,103,66,208,121,374,209,683,627,2359,0,0,18,83,10,40,83,227,113,352,6,19,22,54,73,153,106,230,217,580,11,30,1647,4509
POA2783,251,492,3,22,24,104,9,38,145,571,178,740,18,79,29,93,64,193,105,367,290,1098,3,9,4,16,4,27,55,160,72,215,6,16,8,24,47,101,66,141,137,352,8,12,677,1962
POA2784,127,255,0,19,15,76,4,18,82,311,98,414,8,31,19,47,27,91,51,172,150,584,0,0,3,13,0,6,20,44,26,66,3,9,7,24,12,21,24,59,54,120,3,7,337,967
POA2785,597,1160,3,10,27,123,4,15,238,924,271,1077,13,38,29,93,71,223,112,357,387,1433,0,9,21,59,5,15,100,246,125,320,5,13,21,38,80,155,99,203,220,523,12,27,1222,3136
POA2786,141,277,3,16,9,35,4,11,60,219,67,273,3,10,12,35,19,70,33,115,102,388,0,0,6,20,0,6,26,61,32,84,0,4,3,7,13,33,20,40,49,127,3,13,304,808
POA2787,539,1058,9,67,52,243,12,60,202,803,280,1168,21,72,23,66,84,257,125,398,404,1561,3,17,10,45,9,38,60,176,88,275,3,16,20,45,63,130,89,193,176,467,5,13,1125,3100
POA2790,1635,3263,22,148,136,629,47,225,704,2776,914,3772,55,227,100,320,349,1116,498,1659,1421,5435,10,49,55,201,26,114,312,849,413,1217,18,61,58,118,284,605,359,786,771,2000,54,110,3883,10807
POA2791,46,93,0,0,3,11,4,11,14,59,20,81,0,3,3,12,7,23,9,36,30,120,0,0,3,7,0,0,0,9,3,11,0,0,0,0,6,12,6,12,12,24,0,0,91,242
POA2792,52,105,0,6,9,32,3,9,18,82,28,129,0,7,0,7,3,16,10,27,39,153,0,0,0,0,0,0,3,3,0,6,0,4,0,0,7,11,6,16,12,22,0,3,107,280
POA2793,144,287,0,0,9,41,5,15,33,124,42,186,3,15,4,12,24,73,34,100,76,289,0,0,3,20,6,16,10,23,19,58,0,0,0,3,21,45,22,45,39,107,9,18,270,697
POA2794,1212,2407,15,84,87,432,39,183,497,2001,644,2703,44,168,59,182,227,709,334,1063,973,3768,6,25,37,115,23,75,212,608,279,832,17,46,39,84,146,309,200,442,478,1269,55,122,2724,7561
POA2795,4034,7977,84,445,530,2444,137,638,2440,9700,3180,13231,173,732,345,1107,751,2313,1267,4147,4453,17377,28,114,142,511,60,211,857,2353,1080,3195,57,195,173,373,538,1143,776,1713,1848,4903,136,276,10468,30532
POA2797,55,107,6,17,3,12,3,7,24,102,31,136,3,3,3,9,7,16,12,33,42,166,0,0,0,5,0,3,6,23,10,34,0,0,0,0,5,14,5,14,22,47,0,3,118,326
POA2798,236,455,3,23,34,163,9,29,164,701,214,910,4,26,25,73,35,99,60,200,269,1110,0,0,4,26,0,0,23,68,33,97,0,4,8,15,22,39,25,54,61,150,3,10,573,1726
POA2799,421,836,9,55,51,224,11,53,223,901,293,1235,28,124,26,87,90,285,143,491,438,1723,0,9,10,44,5,30,90,239,107,323,8,18,24,47,68,135,92,204,200,523,14,35,1075,3120
POA2800,4393,8687,86,485,503,2341,136,608,2895,11602,3618,15031,200,821,356,1157,768,2402,1329,4379,4945,19413,25,126,158,568,79,298,908,2502,1165,3497,51,168,169,375,623,1310,848,1848,2010,5347,129,273,11481,33719
POA2803,41,84,0,0,0,3,0,0,11,31,6,31,0,0,5,19,11,31,15,47,28,82,0,0,0,4,0,0,4,19,4,24,0,0,0,0,3,4,3,4,9,31,0,0,75,194
POA2804,300,592,5,17,26,136,4,24,140,587,175,767,12,44,22,74,42,128,76,240,254,1005,0,0,13,37,3,20,47,147,67,198,0,0,14,25,46,88,58,117,121,317,11,21,685,1931
POA2805,58,107,0,0,9,33,0,3,24,98,28,134,4,9,0,6,8,23,13,39,40,175,0,0,0,0,0,3,9,16,9,23,0,0,0,0,3,9,3,9,16,36,0,3,109,319
POA2806,116,228,0,3,0,10,3,13,36,139,40,168,0,7,11,21,22,61,30,92,68,258,0,0,0,0,0,0,14,41,14,41,0,3,0,0,15,28,16,30,22,69,3,3,215,560
POA2807,57,124,0,0,3,19,0,3,11,52,19,73,0,7,0,11,9,22,13,35,30,116,0,0,0,4,0,0,6,28,9,28,0,3,0,0,8,14,9,19,15,47,0,0,105,288
POA2808,33,59,0,9,0,8,0,0,3,10,5,22,0,0,0,7,5,11,6,21,14,43,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,12,7,12,7,8,3,3,53,122
POA2809,38,68,0,0,0,0,0,0,11,41,11,41,0,3,0,6,0,6,3,14,10,51,0,0,0,0,0,0,3,10,3,10,0,0,5,3,3,9,4,9,5,16,4,3,60,145
POA2810,429,855,7,38,30,122,8,35,162,675,207,861,10,29,17,55,52,163,78,240,283,1103,0,5,12,31,6,13,35,100,51,153,0,4,10,19,44,89,48,108,101,263,11,29,827,2251
POA2817,44,90,0,3,3,10,0,0,16,72,23,78,0,0,4,7,5,16,9,27,26,111,0,0,0,4,0,0,3,8,6,11,0,0,0,0,6,10,4,9,11,24,0,8,91,230
POA2818,93,180,0,0,7,29,3,13,66,271,74,310,3,18,7,24,17,52,32,86,101,400,3,6,0,0,0,3,7,31,15,41,4,4,8,13,16,27,22,44,34,88,3,3,228,670
POA2820,657,1306,12,61,54,264,22,96,279,1122,368,1546,30,98,47,140,113,345,187,586,547,2133,3,20,22,99,20,78,176,514,227,716,14,43,23,45,109,240,146,333,373,1051,33,74,1609,4559
POA2821,495,966,11,49,51,255,14,56,255,1045,329,1406,27,93,23,63,90,294,138,451,469,1852,4,13,19,77,10,39,125,397,156,525,5,24,12,27,77,148,91,196,252,728,19,40,1229,3585
POA2822,57,112,0,0,9,34,7,20,13,47,23,105,4,13,3,3,8,23,16,39,36,144,0,0,0,0,0,0,9,17,7,24,0,0,3,3,5,17,11,26,21,48,0,3,113,303
POA2823,158,304,3,13,18,75,0,4,59,253,82,337,8,28,6,25,26,71,38,122,118,457,0,5,8,27,0,8,34,98,40,132,0,11,5,10,16,34,19,54,62,190,11,17,345,974
POA2824,251,488,3,14,15,67,4,15,116,481,143,581,3,9,11,37,31,88,49,135,185,711,3,14,10,50,3,16,40,117,58,195,4,3,4,14,33,82,44,95,100,288,3,14,538,1505
POA2825,234,464,8,33,22,102,14,45,124,505,164,685,13,47,15,55,46,125,72,227,240,912,0,8,0,11,3,4,47,136,52,155,0,3,11,17,34,76,43,94,93,253,10,22,581,1646
POA2826,26,42,0,0,3,10,0,3,14,52,18,68,0,0,3,9,3,5,8,15,19,81,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,3,3,3,6,0,3,48,137
POA2827,437,868,4,26,32,146,17,71,164,680,217,926,7,20,29,81,55,172,89,269,304,1197,4,13,16,57,19,64,89,249,127,392,3,10,11,25,54,114,65,146,190,534,20,40,953,2636
POA2828,83,167,0,5,3,19,0,0,39,177,49,204,3,5,3,15,13,36,20,66,66,269,0,0,3,8,0,5,18,66,22,82,0,0,0,5,23,39,20,47,46,125,5,10,197,565
POA2829,287,577,11,45,19,90,14,49,124,497,163,681,7,25,13,44,52,155,72,222,239,902,0,10,10,40,12,63,92,288,116,393,6,4,11,21,48,99,64,125,179,522,12,37,721,2033
POA2830,3921,7758,72,383,427,2003,105,479,2418,9612,3027,12474,176,693,279,843,764,2377,1217,3911,4242,16382,25,124,140,487,83,317,971,2833,1215,3756,66,210,159,327,571,1232,798,1772,2012,5528,173,365,10356,30038
POA2831,230,452,3,9,19,68,11,65,125,489,153,628,10,31,10,32,35,102,53,165,210,794,3,10,5,21,0,3,31,83,36,119,0,7,0,3,27,52,28,58,65,179,0,3,501,1423
POA2832,206,419,4,10,15,59,15,72,115,474,148,615,0,5,0,5,34,105,40,118,187,729,5,21,9,34,12,64,81,287,109,407,3,3,4,12,46,103,56,117,167,528,20,47,584,1726
POA2833,52,109,3,11,4,29,3,7,34,143,41,191,0,0,4,5,6,20,10,26,53,214,0,0,0,13,0,0,22,71,24,82,0,3,0,0,11,28,14,35,41,114,4,12,149,444
POA2834,237,468,0,6,12,71,4,37,67,258,89,370,0,3,10,22,20,63,26,85,116,455,0,12,4,12,9,39,66,182,84,243,3,14,11,23,53,117,71,152,153,401,15,28,522,1359
POA2835,426,836,6,20,43,209,11,55,276,1097,337,1381,10,48,23,77,53,163,91,290,421,1670,0,3,8,20,0,8,74,216,83,246,0,5,8,19,57,122,69,143,155,389,11,25,1008,2922
POA2836,42,90,0,8,3,19,3,33,49,178,60,235,0,3,0,6,19,63,24,72,80,306,0,4,3,16,4,19,24,94,33,133,0,0,0,0,24,59,27,68,56,198,4,4,187,600
POA2838,16,36,0,0,3,9,0,4,14,58,15,72,0,0,0,3,8,12,4,19,22,91,0,0,7,11,0,11,8,29,14,50,0,0,0,3,9,17,9,22,24,71,0,3,67,198
POA2839,103,199,3,34,4,35,3,14,56,211,71,291,3,4,3,11,10,32,15,45,84,337,0,9,7,16,3,4,74,231,76,257,0,0,3,6,28,66,29,70,113,327,17,38,314,903
POA2840,207,405,3,8,22,96,10,44,141,557,175,711,13,36,8,23,27,95,48,161,220,868,0,3,4,27,9,35,64,213,79,276,3,5,4,5,49,109,53,114,131,390,13,25,573,1695
POA2842,77,157,0,0,10,40,0,5,35,133,42,182,0,3,0,0,6,25,12,31,54,210,0,0,3,5,3,11,12,35,14,51,0,6,6,8,4,14,13,28,26,72,3,7,166,453
POA2843,160,316,3,9,11,49,7,35,72,287,93,380,10,24,10,28,9,33,26,87,117,471,0,0,4,19,0,3,24,43,30,69,0,3,0,0,12,24,15,29,38,99,3,11,326,893
POA2844,172,346,0,8,19,85,3,10,58,251,86,350,3,15,10,26,19,51,32,90,114,442,3,11,3,15,3,3,24,67,30,102,0,0,4,13,15,26,20,36,48,133,4,8,344,927
POA2845,182,364,0,3,15,72,9,36,120,501,146,619,10,36,14,35,37,119,62,190,203,807,3,17,9,32,4,14,41,121,56,183,3,4,10,23,32,66,44,92,101,282,6,14,498,1462
POA2846,26,50,0,6,4,11,0,0,14,56,19,75,0,3,0,0,11,24,7,26,25,99,0,4,6,4,0,0,0,0,3,14,0,0,0,10,3,3,5,8,7,25,0,0,60,177
POA2847,268,529,0,11,21,94,6,28,102,414,131,548,19,79,17,54,61,184,98,320,228,865,3,6,9,27,3,4,35,116,50,153,7,11,8,24,46,103,64,144,110,296,10,22,615,1720
POA2848,174,342,3,14,17,96,3,20,60,238,89,364,6,28,11,34,20,69,41,130,129,493,0,7,8,22,4,8,40,105,45,140,0,0,3,13,32,73,38,84,86,221,7,9,391,1071
POA2849,206,409,0,6,14,51,3,25,85,333,99,408,6,19,7,29,19,59,35,103,136,513,0,0,3,11,0,0,24,60,22,70,0,9,7,11,30,49,31,72,59,138,4,6,403,1066
POA2850,1871,3687,23,121,173,771,67,294,1158,4612,1411,5805,51,187,112,354,314,957,478,1494,1887,7294,12,45,43,152,24,96,295,799,378,1096,22,55,53,113,218,456,294,630,673,1723,61,126,4493,12839
POA2852,359,721,3,35,34,155,10,32,213,852,257,1078,11,54,16,58,67,204,99,319,360,1399,0,3,6,27,0,9,72,206,81,241,3,12,11,30,40,81,54,122,138,366,12,22,865,2509
POA2864,95,193,0,8,8,48,3,10,59,235,73,299,4,19,9,26,19,52,32,96,102,396,0,0,0,4,0,13,8,23,11,40,0,4,3,3,7,13,9,20,25,57,3,8,227,651
POA2865,96,198,4,22,11,38,3,23,55,204,71,287,5,24,9,15,9,37,25,79,93,369,0,3,3,10,0,6,6,27,10,37,0,3,0,3,4,13,11,21,21,58,4,5,220,630
POA2866,315,622,13,66,42,186,17,83,208,868,276,1198,14,64,25,88,53,177,98,323,375,1525,0,3,8,32,3,9,48,134,59,173,0,6,8,16,28,67,42,88,104,267,9,12,801,2426
POA2867,82,161,0,7,3,27,0,3,44,173,47,207,0,3,5,9,18,45,21,60,64,266,0,0,0,0,0,3,8,40,9,43,0,0,0,0,7,9,7,9,17,50,0,3,163,483
POA2868,81,164,0,3,6,42,0,9,34,128,39,181,0,4,3,7,12,31,14,43,57,222,0,0,3,11,0,0,15,44,18,52,0,3,0,0,11,18,11,22,29,75,4,4,169,472
POA2869,163,318,3,21,6,44,3,24,54,224,75,305,3,4,3,19,42,123,47,155,120,460,0,5,3,10,4,26,26,71,35,104,3,4,10,22,35,64,43,93,76,199,10,19,372,995
POA2870,1195,2339,33,184,125,601,52,241,648,2651,855,3683,64,256,81,270,231,708,372,1227,1232,4910,8,47,46,170,19,77,251,712,331,1009,9,38,44,94,183,394,236,525,570,1534,30,60,3024,8846
POA2871,1037,2077,13,71,88,419,38,173,488,2008,626,2675,31,134,50,153,160,484,242,771,873,3448,7,30,31,114,7,20,173,519,219,684,16,40,28,62,145,303,187,401,403,1086,41,78,2347,6689
POA2873,77,147,0,0,9,15,0,10,37,135,42,159,0,0,3,8,4,16,9,25,53,188,0,0,0,6,0,0,0,0,0,6,0,0,0,4,11,19,13,20,15,27,0,0,135,363
POA2874,57,117,0,0,4,22,4,11,20,90,27,124,0,0,3,11,7,25,13,37,40,167,0,0,0,0,0,0,3,6,3,6,0,0,0,3,3,7,8,13,10,19,0,3,111,304
POA2875,118,231,7,26,9,34,4,11,49,215,65,283,0,5,7,14,22,55,26,82,92,363,0,3,0,0,0,0,17,48,19,53,0,0,3,7,16,36,23,42,36,95,3,3,245,694
POA2876,36,73,3,14,5,23,4,15,24,94,31,144,0,10,3,3,10,28,16,37,48,184,0,0,3,11,0,0,5,19,11,24,0,0,3,7,3,8,10,16,17,41,3,8,104,311
POA2877,385,755,4,18,22,115,5,41,257,1020,289,1191,12,50,17,48,62,193,91,293,380,1479,3,14,9,35,8,24,88,289,108,360,8,16,12,23,50,127,72,161,177,519,17,37,961,2798
POA2878,21,49,0,0,3,13,0,0,13,63,17,77,3,5,3,8,3,21,11,30,29,108,0,0,0,0,0,0,3,9,3,9,0,0,0,0,5,14,5,14,8,17,0,3,59,176
POA2879,57,114,0,0,3,18,0,8,26,110,35,138,0,0,0,3,5,23,8,24,41,162,0,0,5,17,4,18,10,27,14,60,3,4,4,5,18,38,20,53,35,112,0,3,142,393
POA2880,1981,3900,38,189,120,536,73,312,801,3051,1029,4090,50,197,78,239,381,1171,504,1605,1535,5695,16,90,77,265,40,143,479,1307,611,1809,23,77,64,143,374,789,458,1004,1069,2814,82,163,4668,12570
POA2898,50,93,0,0,3,10,0,0,23,79,25,85,0,0,3,11,6,16,11,31,35,115,0,0,0,0,0,0,3,3,3,3,0,0,0,0,4,8,4,8,7,10,0,3,87,219
POA3000,3640,7189,0,3,22,89,5,32,678,2177,708,2300,21,69,75,223,62,183,150,475,860,2769,0,3,23,70,3,15,118,268,143,352,10,39,149,328,121,252,276,622,420,970,883,1858,5804,12790
POA3002,749,1450,0,0,18,70,0,5,141,480,156,553,9,29,24,81,67,212,102,324,262,875,0,0,3,6,0,0,23,55,23,59,0,6,13,23,26,56,38,78,62,140,29,59,1107,2532
POA3003,678,1333,0,7,19,75,0,0,190,678,207,761,9,38,21,70,21,71,54,182,263,941,0,0,7,25,0,0,21,57,33,85,3,5,12,27,36,68,46,104,76,186,71,146,1087,2606
POA3004,1510,2936,0,8,17,81,0,3,298,970,319,1065,15,58,46,137,48,145,110,339,428,1406,0,0,7,30,3,9,54,116,68,153,11,30,46,97,64,120,118,245,188,399,95,189,2223,4932
POA3005,60,107,0,0,0,4,0,0,25,75,20,79,0,0,0,8,3,4,6,11,29,95,0,0,0,0,0,0,3,5,3,5,0,0,3,3,8,8,4,17,7,23,4,12,99,232
POA3006,2666,5224,0,4,17,69,8,18,507,1626,533,1718,12,58,67,202,93,269,170,529,701,2241,0,0,16,43,0,0,100,222,114,264,15,51,86,185,95,189,204,426,315,692,283,605,3965,8766
POA3008,1518,2981,0,4,17,74,3,17,464,1479,490,1570,16,46,38,111,75,237,127,394,619,1970,0,0,3,17,0,0,57,126,60,138,3,12,66,138,69,143,136,292,195,431,122,249,2452,5628
POA3010,5,8,0,0,0,0,0,0,3,14,3,14,0,0,0,7,0,3,3,9,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33
POA3011,2162,4310,8,27,92,424,18,82,1244,4428,1364,4957,63,271,124,429,253,804,437,1505,1799,6464,4,30,33,102,10,45,231,553,276,732,22,64,95,214,280,597,387,879,669,1612,203,431,4832,12819
POA3012,2386,4798,28,179,184,862,29,125,1889,6954,2131,8119,108,458,198,696,352,1153,660,2308,2796,10419,11,42,60,222,22,94,377,968,468,1332,56,193,129,307,438,975,622,1473,1094,2806,202,436,6479,18461
POA3013,1510,2988,8,48,144,629,12,51,1275,4743,1442,5475,73,312,132,455,216,711,427,1478,1867,6951,4,9,37,118,11,47,143,353,196,528,18,60,57,126,218,487,297,680,490,1209,87,196,3952,11341
POA3015,1617,3207,21,123,156,681,21,105,1603,6032,1802,6938,90,364,174,605,307,980,564,1944,2372,8876,5,25,42,126,3,12,196,502,245,663,38,121,76,164,282,606,397,884,640,1553,92,187,4719,13830
POA3016,1376,2715,16,59,241,1071,28,127,1097,4233,1378,5489,148,603,318,1113,301,928,761,2648,2139,8141,3,14,49,151,7,27,177,445,236,631,35,107,88,191,176,380,298,676,535,1307,70,145,4119,12306
POA3018,1411,2808,13,67,111,520,17,68,833,3158,979,3820,66,279,123,433,286,914,474,1629,1453,5447,3,11,26,72,5,22,160,424,195,532,24,75,59,132,228,499,310,702,506,1229,72,145,3438,9623
POA3019,563,1167,20,146,112,548,28,151,520,2072,679,2903,52,220,74,267,156,521,281,1015,960,3920,15,93,51,215,12,34,165,485,242,830,34,122,54,148,214,491,304,763,550,1592,95,211,2177,6887
POA3020,3414,6989,105,620,426,2045,120,603,2614,10075,3270,13348,293,1321,385,1370,1078,3579,1756,6275,5025,19623,48,251,176,669,75,291,785,2229,1087,3433,144,501,220,533,986,2264,1350,3300,2438,6734,383,869,11258,34215
POA3021,4137,8475,117,690,540,2663,184,861,2889,11236,3725,15459,401,1777,443,1605,1572,5235,2424,8622,6149,24076,57,280,305,1192,117,454,1088,3114,1569,5046,178,635,311,732,1342,3075,1831,4442,3397,9487,381,853,14062,42889
POA3022,239,481,5,27,28,137,6,24,182,703,214,894,11,56,18,65,54,190,84,310,304,1203,0,12,15,45,6,20,55,150,73,229,13,38,13,26,73,170,96,236,165,463,21,48,733,2191
POA3023,3888,7896,185,1121,1017,4842,248,1158,5364,21115,6820,28232,538,2359,724,2568,1422,4690,2681,9616,9504,37848,57,268,270,1075,79,300,1043,3048,1451,4685,164,569,287,700,882,2045,1341,3307,2791,7998,249,547,16430,54291
POA3024,1623,3274,62,382,294,1452,94,443,2220,8537,2673,10808,131,569,168,584,397,1312,692,2469,3369,13277,30,174,115,425,57,192,560,1677,763,2468,48,167,87,202,328,737,467,1102,1227,3572,81,174,6298,20292
POA3025,1090,2180,44,254,117,591,24,147,773,3020,959,4009,76,344,77,269,256,851,411,1465,1367,5473,0,8,33,121,23,81,158,442,211,657,24,76,67,148,299,667,389,896,602,1562,90,189,3146,9400
POA3026,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,5,3,5,3,8,0,0,7,12
POA3027,493,1018,14,77,66,323,5,35,857,3113,945,3549,27,121,77,264,76,244,185,631,1130,4181,3,18,14,51,9,28,89,250,111,340,8,47,19,36,48,112,78,190,188,535,31,67,1836,5804
POA3028,2477,5004,44,245,304,1440,74,328,1956,7353,2378,9361,250,1049,302,1056,831,2748,1385,4854,3762,14213,15,52,80,296,36,140,457,1206,584,1693,76,241,144,337,639,1444,859,2014,1444,3710,172,369,7855,23299
POA3029,6508,13263,250,1541,1256,6287,275,1317,9072,35035,10854,44177,653,2843,877,3042,1810,5959,3346,11845,14193,56022,80,442,290,1204,115,446,1421,4129,1913,6226,194,650,329,760,1130,2594,1654,4010,3563,10233,302,652,24565,80177
POA3030,7347,14754,188,1095,1340,6310,329,1533,9637,36782,11493,45727,640,2734,1017,3524,1946,6308,3602,12567,15100,58299,74,362,336,1264,130,480,1569,4333,2111,6440,186,610,428,986,1263,2844,1874,4439,3985,10877,344,726,26769,84654
POA3031,1822,3591,3,25,112,554,14,69,1118,4119,1253,4769,45,196,113,397,133,424,294,1012,1542,5783,16,72,55,223,15,69,277,733,366,1100,27,82,85,202,238,512,350,799,713,1900,170,371,4253,11645
POA3032,2855,5668,23,136,247,1110,35,151,1915,7154,2221,8546,149,625,345,1221,516,1683,1011,3530,3236,12081,8,22,49,183,23,80,357,923,432,1214,41,129,161,365,364,798,566,1293,1001,2507,270,564,7362,20816
POA3033,1441,2876,14,99,170,771,31,133,971,3759,1192,4761,118,510,188,663,486,1589,790,2756,1981,7521,3,7,44,136,8,31,159,422,222,604,37,121,71,174,301,642,413,935,630,1533,63,133,4112,12066
POA3034,1192,2410,26,137,126,551,31,127,677,2645,854,3458,89,384,138,492,414,1350,644,2228,1501,5690,0,4,22,78,11,43,123,328,157,456,30,97,54,122,268,599,351,818,512,1270,59,118,3258,9489
POA3036,609,1211,21,110,80,365,18,69,347,1363,464,1911,75,309,111,402,199,629,384,1343,841,3254,3,10,17,61,0,3,65,167,83,245,18,51,25,59,88,191,128,300,209,546,18,28,1673,5036
POA3037,3026,6161,151,874,961,4438,219,1014,4245,16762,5571,23092,566,2464,689,2515,1424,4816,2682,9788,8253,32884,35,143,163,618,79,288,640,1781,915,2836,150,503,220,518,697,1600,1067,2623,1982,5459,181,409,13442,44909
POA3038,2274,4543,77,436,396,1812,94,447,1470,5830,2039,8528,441,1890,479,1722,1254,4132,2178,7753,4218,16278,20,119,84,311,25,103,259,709,391,1245,81,271,119,299,491,1119,692,1690,1084,2934,109,236,7683,23986
POA3039,1358,2681,12,70,179,805,9,34,967,3634,1165,4543,100,401,185,660,276,876,559,1944,1730,6491,0,10,16,46,6,20,114,274,139,359,14,45,51,117,194,429,259,599,401,951,100,210,3587,10331
POA3040,2201,4352,34,202,425,1908,34,150,1627,6221,2127,8482,269,1142,458,1670,581,1845,1309,4659,3434,13134,3,11,54,183,8,27,240,616,305,826,48,163,123,269,338,727,513,1162,814,1993,151,316,6602,19799
POA3041,1097,2187,18,91,218,991,27,148,849,3314,1117,4547,132,551,199,726,309,982,640,2254,1750,6804,3,9,31,96,3,15,94,224,126,346,17,58,56,122,179,393,254,573,385,914,69,149,3303,10050
POA3042,1551,3084,12,77,161,734,27,136,1075,4091,1281,5045,117,489,148,530,418,1365,688,2386,1969,7426,10,40,48,147,14,41,179,467,247,693,41,117,91,196,368,819,497,1132,744,1828,111,227,4371,12566
POA3043,1737,3495,30,178,175,808,47,210,1034,3965,1283,5164,125,548,165,587,549,1768,846,2898,2122,8065,9,33,44,173,22,77,280,766,355,1043,48,157,96,211,419,921,560,1294,917,2340,83,182,4868,14087
POA3044,2342,4674,34,180,317,1420,52,239,2060,7714,2462,9558,216,923,308,1101,516,1698,1043,3720,3502,13282,9,49,61,219,24,77,298,756,389,1092,57,190,114,270,426,902,593,1357,985,2445,187,396,7018,20798
POA3045,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3046,3113,6292,79,491,304,1476,73,329,2336,8904,2789,11201,197,837,265,915,722,2368,1177,4113,3972,15318,15,78,90,343,42,165,421,1110,569,1695,72,241,152,353,666,1477,888,2072,1457,3761,230,489,8766,25864
POA3047,1085,2228,90,568,277,1427,94,501,1202,5040,1662,7540,139,639,123,433,432,1495,691,2564,2356,10106,29,144,91,382,55,209,366,1128,546,1869,69,225,80,195,514,1183,666,1599,1212,3466,130,287,4786,16087
POA3048,895,1810,84,514,300,1573,103,506,1025,4328,1516,6923,185,830,200,713,512,1749,894,3293,2413,10219,28,155,75,315,47,189,304,925,461,1584,63,221,92,240,469,1093,630,1552,1095,3135,83,175,4473,15339
POA3049,798,1602,18,114,107,496,25,132,510,2014,656,2747,118,524,104,364,343,1145,570,2038,1227,4786,11,42,45,154,15,63,127,360,196,610,42,135,50,114,214,474,304,727,493,1342,42,87,2560,7807
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA3051,1343,2622,4,32,75,403,8,29,510,1883,596,2347,23,97,86,299,69,203,186,600,778,2943,3,24,33,121,13,38,179,461,233,643,24,87,69,154,104,236,206,468,438,1112,139,302,2698,6984
POA3052,519,1038,3,11,21,107,0,0,187,661,211,786,19,64,33,101,41,114,88,284,301,1069,5,7,4,11,0,0,25,64,33,86,0,9,24,55,34,70,65,129,91,218,43,91,957,2416
POA3053,1273,2471,4,37,52,291,11,40,310,1153,379,1528,15,61,42,146,65,197,128,400,505,1927,3,14,40,140,7,22,137,404,184,573,20,59,78,168,130,275,221,510,405,1082,306,638,2488,6110
POA3054,932,1808,3,15,42,182,3,20,412,1480,467,1698,26,96,83,288,82,240,193,627,658,2322,0,0,13,40,3,9,82,190,95,232,12,25,42,93,77,166,134,291,228,522,51,111,1865,4767
POA3055,1450,2862,6,26,90,425,15,68,808,2985,925,3509,53,221,113,389,214,703,379,1310,1300,4820,3,21,23,87,4,4,148,364,178,479,20,46,55,117,210,454,283,615,461,1092,113,231,3327,9013
POA3056,2812,5539,21,102,101,440,14,58,1211,4359,1349,4958,72,319,154,493,269,870,500,1679,1846,6634,3,20,23,68,4,16,186,425,213,530,19,48,87,196,289,638,397,882,609,1408,209,440,5469,14025
