POA_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA7050,269,26,297,2117,884,117,3115,6290,580,9992
POA7052,117,9,135,1224,557,39,1820,3667,298,5786
POA7053,119,12,130,590,271,35,896,1837,152,2885
POA7054,98,12,114,1684,605,115,2404,3913,377,6694
POA7055,0,0,0,98,23,0,127,184,13,323
POA7109,82,19,108,1421,563,49,2033,4506,603,7144
POA7112,31,4,40,433,177,29,641,1640,235,2514
POA7113,53,7,64,142,44,6,199,643,82,921
POA7116,21,6,31,311,99,24,434,1226,193,1850
POA7117,17,3,21,104,41,3,156,539,62,751
POA7119,0,0,0,5,3,0,11,20,0,29
POA7120,36,7,39,228,80,6,322,1031,163,1519
POA7139,0,0,0,0,0,0,0,0,0,0
POA7140,147,15,169,1608,650,65,2321,5776,830,8933
POA7150,23,3,28,426,145,31,605,1585,190,2378
POA7155,5,0,7,111,43,8,159,454,60,673
POA7162,3,0,3,75,36,4,116,358,30,505
POA7163,0,0,3,45,14,0,66,203,7,280
POA7170,46,3,45,917,327,40,1282,2550,171,4006
POA7171,52,14,65,556,222,19,806,1697,151,2657
POA7172,119,16,137,562,233,25,817,1904,283,2997
POA7173,52,9,61,1065,431,55,1545,3373,436,5351
POA7174,0,0,0,26,10,0,37,89,16,145
POA7175,0,0,0,35,9,3,45,92,13,159
POA7176,0,0,0,32,15,0,48,79,9,133
POA7177,0,3,3,59,15,0,79,239,31,344
POA7178,4,0,5,38,16,0,59,164,37,257
POA7179,3,0,4,34,21,0,61,222,60,343
POA7180,3,0,5,17,10,0,23,89,20,131
POA7182,3,0,3,26,18,3,43,165,26,235
POA7183,0,0,0,10,4,0,14,28,4,41
POA7184,20,18,35,95,37,3,133,430,111,670
POA7185,0,0,0,12,9,0,24,56,11,90
POA7186,0,0,0,20,13,0,31,101,6,142
POA7187,0,0,5,24,13,0,33,70,16,120
POA7190,68,15,87,351,184,7,541,1929,259,2736
POA7209,9,4,8,55,17,3,74,239,38,348
POA7210,26,3,26,116,39,6,169,648,69,888
POA7211,0,0,0,25,14,3,42,143,14,197
POA7212,25,4,27,277,100,7,386,1027,199,1608
POA7213,4,0,4,37,14,0,49,149,50,249
POA7214,11,0,14,71,21,7,97,356,67,517
POA7215,40,12,55,418,180,17,613,1969,328,2910
POA7216,79,23,100,370,154,13,532,2072,303,2907
POA7248,223,40,267,2115,857,85,3054,8781,1248,13083
POA7249,488,113,600,1932,693,89,2713,6930,931,10573
POA7250,1018,180,1202,7495,3027,319,10842,25377,3147,39361
POA7252,23,0,24,370,123,19,511,1579,234,2326
POA7253,85,21,110,619,275,23,915,2644,433,3991
POA7254,3,0,3,77,29,3,108,255,38,403
POA7255,10,0,13,119,35,6,160,500,48,712
POA7256,37,8,43,195,90,6,288,903,141,1336
POA7257,0,0,0,4,6,0,11,39,13,59
POA7258,3,0,8,172,60,3,232,485,60,781
POA7259,0,0,0,63,27,0,88,259,37,389
POA7260,91,20,107,445,204,24,670,1719,261,2643
POA7261,0,0,3,35,13,4,48,139,29,215
POA7262,33,3,45,203,102,15,320,977,131,1431
POA7263,6,0,8,91,26,0,119,312,39,475
POA7264,9,3,8,71,27,6,104,371,78,547
POA7265,3,0,3,31,16,0,46,131,23,200
POA7267,7,0,7,132,50,3,185,383,60,627
POA7268,11,0,12,151,43,10,209,556,82,844
POA7270,69,12,84,474,247,22,746,2394,358,3502
POA7275,43,6,49,458,165,17,639,1736,236,2610
POA7276,5,0,10,83,33,7,116,298,64,476
POA7277,131,12,146,945,331,36,1312,3047,289,4641
POA7290,23,4,27,405,159,22,588,1122,93,1803
POA7291,6,0,6,80,40,3,124,313,28,465
POA7292,10,0,10,115,26,3,148,317,36,495
POA7300,26,9,36,559,204,14,780,1792,237,2805
POA7301,89,24,118,594,253,24,880,2360,363,3602
POA7302,15,8,18,291,110,13,420,775,132,1328
POA7303,46,11,55,374,169,21,560,1499,202,2260
POA7304,146,22,166,828,343,29,1202,3271,445,4924
POA7305,17,6,24,149,60,3,210,623,138,970
POA7306,61,18,77,534,197,35,764,2285,274,3323
POA7307,207,44,253,1430,619,69,2113,5610,718,8448
POA7310,575,132,712,3989,1691,181,5862,14526,1806,22195
POA7315,315,78,398,2011,881,108,3001,8229,967,12199
POA7316,90,21,118,935,419,36,1395,3018,424,4838
POA7320,342,58,401,2462,928,122,3507,8763,1010,13282
POA7321,28,9,39,706,261,28,990,2479,374,3848
POA7322,100,14,112,567,245,18,829,2115,271,3214
POA7325,159,41,198,1263,526,46,1831,4700,578,7111
POA7330,84,16,104,1100,439,50,1582,3081,520,5183
POA7331,7,3,7,61,35,0,103,325,57,481
POA7466,0,0,0,0,0,0,0,10,3,17
POA7467,20,4,26,263,92,10,363,955,147,1466
POA7468,12,0,11,100,48,7,161,373,56,583
POA7469,0,0,3,112,30,6,147,399,72,613
POA7470,3,0,4,105,25,0,137,369,66,561
POA0800,18,0,19,634,159,3,803,4084,1040,5929
POA0810,182,35,223,5541,1568,219,7324,16146,3076,26549
POA0812,67,10,80,3039,1043,121,4195,8949,1660,14805
POA0815,0,0,0,0,5,0,8,175,108,289
POA0820,125,23,151,2695,757,76,3532,10793,2072,16395
POA0822,24,6,37,3861,3180,1079,8115,8215,2559,18896
POA0828,3,0,10,124,60,0,188,605,162,955
POA0829,0,0,3,34,17,0,54,687,1053,1787
POA0830,51,10,62,3332,812,141,4284,7748,1661,13696
POA0832,19,3,23,3502,674,122,4296,6160,920,11374
POA0834,6,0,6,295,118,9,420,895,162,1476
POA0835,19,5,21,570,209,21,805,2300,1458,4559
POA0836,9,4,18,1413,377,49,1835,3380,770,5992
POA0837,0,0,0,63,15,3,85,189,59,334
POA0838,0,0,3,126,47,4,170,368,89,630
POA0839,0,0,0,73,16,0,89,273,84,455
POA0840,0,0,0,31,11,0,37,254,39,331
POA0841,0,0,0,121,42,4,166,288,82,537
POA0845,3,0,8,60,24,3,90,223,85,401
POA0846,6,0,5,36,21,3,57,176,49,279
POA0847,0,0,0,36,34,3,76,148,39,257
POA0850,24,17,40,1125,355,41,1518,3298,1500,6319
POA0852,9,3,12,1140,734,240,2117,2728,1103,5950
POA0853,0,0,0,184,12,15,204,340,80,630
POA0854,0,0,0,80,51,7,139,433,57,621
POA0860,3,3,7,347,202,38,589,1354,406,2351
POA0862,0,0,0,114,93,27,238,253,38,531
POA0870,80,27,105,3020,944,172,4137,9258,2180,15576
POA0872,31,5,51,2050,1918,809,4776,4337,2730,11847
POA0873,46,4,47,280,156,52,494,1213,300,2007
POA0874,0,0,0,90,10,0,102,250,73,425
POA0875,9,0,8,391,128,32,544,962,230,1735
POA0880,0,0,0,874,524,75,1468,1614,677,3756
POA0885,0,0,0,208,21,9,240,309,79,629
POA0886,0,0,0,179,42,19,236,416,170,821
POA2600,215,34,254,1056,527,42,1623,4156,407,6190
POA2601,15,7,31,160,134,0,297,5425,527,6251
POA2602,634,159,799,4793,1487,261,6548,16981,1822,25343
POA2603,251,64,315,1365,498,34,1895,5290,688,7870
POA2604,164,139,310,1430,421,46,1900,6129,967,8997
POA2605,456,69,532,2066,621,52,2744,5968,710,9414
POA2606,146,19,177,1371,458,51,1879,5399,688,7968
POA2607,321,45,369,2195,894,74,3156,7494,571,11225
POA2609,10,4,14,94,35,3,130,496,168,802
POA2611,400,176,591,5071,1895,228,7193,13476,1618,22286
POA2612,184,36,230,1487,599,51,2140,11146,1521,14807
POA2614,468,59,538,3304,1299,145,4745,10139,852,15737
POA2615,332,72,420,8303,3079,380,11756,20931,1916,34605
POA2617,300,133,446,4560,1962,144,6670,18952,2063,27686
POA2618,7,0,7,247,119,5,369,701,110,1177
POA2900,24,3,25,266,137,5,408,1178,114,1702
POA2902,88,20,119,2472,1206,125,3805,7402,727,11933
POA2903,79,7,84,1516,787,72,2380,4661,367,7406
POA2904,189,137,329,2022,1094,101,3218,6703,663,10582
POA2905,202,36,238,4963,1848,216,7024,14614,1187,22832
POA2906,107,21,131,3168,991,157,4315,8965,731,14005
POA2911,6,0,9,1066,158,27,1254,1956,163,3379
POA2912,21,0,20,1126,266,30,1424,3153,353,4933
POA2913,112,24,138,7077,1841,242,9163,16668,1560,27399
POA2914,37,4,43,6231,980,183,7398,9836,816,18048
POA2899,39,9,45,250,126,10,379,942,125,1450
POA6798,3,0,3,237,34,11,278,771,478,1526
POA6799,0,0,0,81,30,5,119,251,57,430
POA9494,146,58,205,3174,1675,126,4976,25782,11174,41932
POA9797,17,5,20,128,54,0,185,748,207,1132
