POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6398,0,0,0,0,0,0,15,9,4,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,8,5,16,0,56,12,10,28,47,88,110,91,65,6,466
POA6401,4,4,9,11,23,43,78,69,44,289,0,6,0,0,5,3,4,4,0,26,43,109,284,229,180,156,147,95,65,1297,221,460,1024,1016,1051,1157,850,420,174,6379
POA6403,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,10,4,12,13,18,22,26,27,9,0,141
POA6405,0,0,0,0,0,8,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,15,14,5,34,42,44,56,30,13,3,239
POA6407,0,0,0,0,4,7,11,12,5,44,0,0,0,0,0,0,0,0,0,0,9,7,15,9,13,19,15,12,9,108,41,58,124,142,125,142,100,61,22,813
POA6409,0,0,0,3,3,0,6,3,0,18,0,0,0,0,0,0,0,0,0,0,3,6,8,8,11,9,4,0,0,44,9,22,47,55,64,53,38,16,3,309
POA6410,0,0,4,5,5,7,20,29,13,75,0,0,0,0,0,0,0,3,0,6,11,3,8,8,16,15,23,16,15,122,29,38,106,104,158,135,123,101,44,830
POA6411,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,3,0,12,11,28,24,22,10,3,104
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,3,7,15,4,3,0,0,39
POA6413,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,10,3,13,9,3,0,45
POA6414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,5,8,12,11,13,0,0,56
POA6415,0,0,4,5,6,16,32,34,19,113,0,16,0,0,0,0,0,3,3,18,15,34,22,24,36,36,40,21,19,247,93,289,376,320,396,382,260,135,66,2318
POA6418,0,0,0,0,5,7,15,8,6,38,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,10,20,8,4,56,12,18,77,75,75,108,119,52,18,553
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,10,3,4,0,44
POA6420,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,3,0,19,3,7,16,16,16,16,5,5,3,85
POA6421,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,9,0,0,0,23,0,7,12,26,16,33,19,3,0,111
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,4,9,4,0,3,0,35
POA6423,0,0,0,0,0,3,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,8,3,3,0,25,0,14,21,48,34,39,22,12,0,189
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,13,0,0,9,14,20,16,5,0,3,68
POA6425,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,16,0,4,11,11,23,13,6,7,0,74
POA6426,0,0,0,0,7,14,18,10,3,50,0,0,0,0,0,0,0,0,0,0,3,6,11,7,26,17,9,5,10,101,19,38,107,93,164,110,103,43,19,699
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,3,0,0,0,24,0,3,36,23,19,13,0,0,0,88
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,4,3,0,0,35
POA6429,3,0,4,3,0,13,19,9,0,46,0,0,0,0,0,0,0,0,0,0,9,12,13,17,25,24,22,7,0,119,33,52,105,112,157,157,98,32,3,754
POA6430,10,12,30,34,43,69,114,97,48,459,0,0,9,10,10,13,8,4,4,58,109,160,428,344,339,314,145,93,23,1957,679,1505,4109,3478,3112,2279,1001,442,123,16715
POA6431,11,12,25,14,17,12,9,4,0,102,0,0,0,0,0,3,7,6,0,16,23,13,30,26,23,17,10,3,0,145,72,102,193,162,133,105,42,9,4,817
POA6432,7,0,10,11,14,37,51,29,9,171,0,4,3,4,3,7,0,3,3,20,42,65,191,172,158,146,66,27,6,889,270,523,1162,1019,1048,842,373,114,28,5381
POA6434,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,14,14,13,50,31,24,22,7,0,0,153
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,6,3,3,0,0,25,5,4,14,11,17,17,14,0,0,87
POA6437,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,46,31,28,13,3,0,0,136,4,18,159,113,105,48,19,0,0,464
POA6438,0,0,0,7,3,6,9,0,4,23,0,0,0,0,0,3,0,0,0,9,4,15,48,27,29,18,12,6,3,172,27,59,197,138,125,92,45,14,5,704
POA6440,3,5,9,3,3,8,12,7,0,45,0,0,0,0,0,0,0,0,0,3,3,15,67,32,47,31,7,3,0,204,23,72,301,163,213,152,45,21,3,1001
POA6442,0,0,3,4,7,12,14,3,0,39,0,0,0,3,0,0,0,0,0,6,18,19,70,57,67,35,21,6,0,295,90,141,461,362,378,253,121,34,3,1837
POA6443,0,0,0,0,5,15,17,6,0,41,0,0,0,0,0,0,0,0,0,3,0,8,34,24,39,26,20,6,0,158,14,33,143,83,166,152,95,35,6,730
POA6445,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,0,0,29,5,8,22,32,31,30,21,6,0,152
POA6446,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,15,3,11,21,21,28,10,6,3,0,96
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,14,0,0,0,30,8,12,36,21,37,31,3,0,0,143
POA6448,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,17,3,3,3,6,4,3,3,3,36,36,15,48,40,70,47,41,12,4,304
POA6450,3,3,7,10,21,52,121,142,51,409,0,0,0,3,5,3,6,3,4,23,87,79,207,205,275,224,196,132,68,1484,420,684,1525,1644,1967,1690,1295,678,251,10149
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
POA6460,0,0,0,0,0,4,13,14,10,47,0,0,0,0,0,0,0,0,0,0,13,6,10,16,12,8,14,11,9,85,19,21,83,86,87,114,99,59,32,590
POA6461,0,0,0,0,0,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,6,8,4,0,33,12,19,51,70,70,76,69,29,10,410
POA6462,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,3,6,10,14,20,14,12,5,0,88
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,3,4,0,20
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,3,5,7,9,0,0,25
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,8,3,10,13,9,3,3,56
POA6467,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,7,0,0,26
POA6468,0,0,0,0,0,0,7,4,0,16,0,0,0,0,0,0,0,0,0,0,3,3,6,3,5,5,6,0,0,28,3,12,32,52,31,38,22,14,0,194
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,13
POA6472,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,9,5,4,20,27,36,19,19,3,3,133
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,9,4,6,10,0,0,35
POA6475,0,0,0,0,0,3,7,7,3,25,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,4,3,3,0,33,5,11,38,52,49,85,45,24,7,314
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,9,12,10,4,0,0,45
POA6477,0,0,0,0,0,3,0,3,3,9,0,0,0,0,5,0,0,0,0,3,0,0,6,8,0,0,3,0,0,27,3,5,35,50,40,26,26,15,8,212
POA6479,0,0,0,0,0,0,12,9,4,26,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,6,10,5,0,42,11,18,83,68,62,82,58,35,13,431
POA6480,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,6,3,8,7,4,3,0,36
POA6484,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,0,0,0,23,0,0,20,20,26,20,5,4,0,94
POA6485,0,0,0,0,3,7,9,8,3,33,0,0,0,0,0,0,0,0,0,3,0,0,6,3,10,14,16,12,9,73,6,17,55,39,76,90,79,44,23,417
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,4,0,8,17,10,4,3,0,45
POA6488,0,0,0,0,0,3,5,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,3,3,27,4,4,21,21,35,27,24,12,3,159
POA6489,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,9,3,3,0,26,3,7,3,10,12,23,20,5,8,94
POA6490,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,17,4,20,19,24,31,48,22,17,8,198
POA6501,0,0,0,0,4,5,9,8,6,30,0,0,3,0,0,0,0,0,0,3,11,0,6,14,21,22,12,8,0,104,39,46,95,131,166,145,99,40,9,770
POA6502,0,0,0,0,8,5,5,10,7,35,0,0,0,0,0,0,0,0,0,3,3,3,10,13,12,15,23,7,0,90,25,53,95,125,155,177,163,86,15,891
POA6503,0,4,0,0,4,4,16,31,5,69,0,0,5,0,7,0,0,0,0,14,6,6,25,29,30,35,44,21,7,207,51,97,267,251,315,302,266,120,36,1713
POA6504,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,15,4,6,15,7,33,35,24,17,0,131
POA6505,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,13,12,17,25,16,10,0,98
POA6506,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,13,3,10,10,11,7,0,52
POA6507,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,3,0,6,4,46,8,28,61,76,77,88,60,28,12,438
POA6509,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,4,8,6,0,45,0,3,20,34,40,23,20,14,0,164
POA6510,0,0,0,8,0,12,27,18,15,87,0,0,0,0,0,0,0,3,0,4,8,8,18,24,41,39,29,19,7,190,45,119,216,226,276,274,209,111,41,1520
POA6511,0,0,0,0,0,0,11,20,0,35,0,0,0,0,0,0,0,0,0,0,3,3,15,10,10,6,10,10,0,64,6,19,75,52,70,87,90,47,6,451
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,3,6,16,20,12,9,4,0,74
POA6513,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,3,3,0,8,0,0,0,0,0,16,8,8,22,44,29,32,16,8,3,166
POA6514,0,0,0,0,0,4,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,16,7,3,0,52,10,20,42,53,88,161,124,39,5,548
POA6515,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,0,6,34,35,47,56,36,17,3,233
POA6516,0,0,0,5,5,13,23,31,8,89,0,0,0,0,0,0,0,0,0,0,3,3,18,15,20,42,33,20,3,162,36,52,173,207,242,311,260,125,28,1438
POA6517,0,0,0,0,0,3,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,9,0,3,3,40,4,26,49,44,58,86,34,23,3,325
POA6518,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,4,9,24,24,41,22,37,9,0,172
POA6519,0,0,0,0,5,0,12,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,5,11,3,4,54,7,26,73,68,68,87,76,18,17,442
POA6521,0,0,0,0,0,0,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,12,9,17,53,30,61,56,55,14,3,301
POA6522,0,0,0,0,0,3,3,9,4,19,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,17,7,3,0,44,16,16,62,54,62,85,41,16,7,359
POA6525,3,0,0,9,6,14,51,42,26,152,0,0,0,0,0,3,4,0,3,8,14,4,25,34,46,54,68,29,8,289,73,104,288,385,491,591,564,262,85,2844
POA6528,0,0,0,0,3,4,11,7,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,10,3,4,0,43,7,15,31,55,76,70,42,28,3,322
POA6530,10,9,22,44,76,190,326,365,162,1208,0,0,9,5,16,22,24,26,19,121,189,159,352,361,435,389,355,303,156,2698,1151,1852,3878,4049,4669,3948,2795,1624,582,24549
POA6532,3,0,3,13,0,25,51,47,10,158,0,0,3,0,0,0,0,3,0,8,35,95,195,177,160,95,50,26,8,841,172,358,855,969,1068,869,535,185,48,5052
POA6535,0,0,0,0,3,17,33,29,6,88,0,0,0,0,0,0,0,0,0,3,7,4,8,15,31,38,28,27,20,179,28,52,115,154,235,331,239,119,41,1320
POA6536,0,0,0,0,3,7,16,10,4,46,0,0,0,0,0,0,0,0,0,0,5,11,23,18,30,38,46,18,6,184,24,75,120,170,244,300,268,85,19,1299
POA6537,0,0,3,0,0,7,9,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,20,16,11,4,17,7,7,84,12,39,119,131,114,135,135,34,14,737
POA6556,0,0,0,3,0,7,9,9,3,30,0,0,0,0,0,0,0,0,0,0,12,5,7,24,32,19,14,7,5,127,74,111,195,235,373,314,186,69,23,1568
POA6558,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,28,245,666,543,273,110,48,16,0,1934,42,281,720,644,406,213,121,39,0,2459
POA6560,0,0,0,3,4,6,14,11,0,45,0,0,0,0,0,0,0,0,0,3,8,5,16,18,22,26,18,13,0,122,56,76,139,169,202,213,135,61,8,1062
POA6562,0,0,0,3,3,9,15,5,3,34,0,0,0,0,0,0,0,0,0,0,3,4,9,9,15,23,16,3,0,86,27,40,119,146,188,219,178,53,10,976
POA6564,0,0,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,3,0,21,3,7,42,26,41,74,41,26,5,270
POA6566,0,0,0,5,4,26,44,45,13,135,0,0,0,0,0,0,3,0,0,6,18,12,29,31,70,72,77,32,0,342,86,110,229,285,537,640,568,212,27,2701
POA6567,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,12,6,4,0,37,13,9,15,39,84,82,80,20,3,349
POA6568,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,11,9,15,23,56,34,21,5,0,188
POA6569,0,0,0,0,3,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,3,3,0,30,12,9,31,30,43,40,28,13,0,207
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,9,11,12,9,0,0,58
POA6572,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,14,14,8,0,0,47
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,3,8,17,22,4,3,0,0,60
POA6575,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,6,12,28,22,20,9,3,0,100
POA6603,0,0,0,0,0,3,6,3,10,37,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,10,7,11,0,58,25,49,147,151,142,172,112,35,26,856
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,9,3,0,0,27
POA6606,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,9,16,17,32,24,23,9,0,139
POA6608,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,3,4,14,15,20,21,10,3,0,99
POA6609,0,0,0,0,3,8,6,5,7,35,0,0,0,0,0,0,0,0,0,0,3,6,8,14,10,10,3,5,3,63,27,59,144,106,104,101,57,35,11,654
POA6612,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5,0,9,3,31,0,8,34,35,15,34,24,15,10,171
POA6613,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,8,8,17,4,3,5,42
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,3,5,6,0,0,17
POA6616,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,3,4,6,11,6,11,0,0,44
POA6620,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,14,15,9,12,6,4,3,59,11,18,110,75,89,80,25,14,3,427
POA6623,0,0,0,0,0,4,3,11,0,23,0,0,0,0,0,0,0,0,0,0,0,3,10,4,16,19,7,10,5,74,23,29,67,68,83,111,42,42,15,485
POA6625,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,9,10,14,3,3,0,3,38
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,9,4,8,0,0,47
POA6628,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,15,3,0,0,0,26
POA6630,0,0,0,0,5,15,7,9,3,42,0,0,0,0,0,0,0,0,0,0,0,3,16,13,28,12,8,10,3,93,11,27,80,68,118,84,41,29,7,474
POA6631,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,6,3,0,22
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,6,12,8,0,3,3,0,38
POA6635,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,7,3,7,15,8,16,15,0,0,0,75,19,30,72,46,70,50,12,3,0,296
POA6638,0,0,0,4,0,9,8,3,0,14,0,0,0,0,0,0,0,0,0,3,7,7,18,20,20,23,24,0,0,109,15,21,60,65,69,78,69,12,3,384
POA6639,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,0,15,0,0,0,9,20,28,23,6,0,91
POA6640,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,8,6,3,11,7,3,0,46,9,6,25,15,19,52,29,10,0,173
POA6642,0,0,3,4,4,10,18,0,0,38,0,0,0,0,0,0,0,0,0,0,28,12,64,43,36,29,15,3,5,233,40,52,230,172,148,138,70,12,10,870
POA6646,3,0,6,10,5,14,6,3,0,52,0,0,0,0,0,0,0,0,0,7,6,8,48,33,21,13,4,0,0,133,25,47,203,145,109,78,33,7,0,653
POA6701,7,5,12,19,35,42,78,48,10,263,0,0,4,4,3,7,3,13,4,35,31,54,139,129,144,127,94,48,23,785,174,302,762,713,847,752,490,210,69,4329
POA6705,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,10,6,15,3,4,6,0,0,0,42,17,24,54,23,29,28,17,3,0,190
POA6707,0,0,0,0,3,8,21,9,0,48,0,0,0,0,0,0,0,0,0,3,18,12,42,61,34,28,23,5,3,228,67,121,412,455,399,324,239,60,11,2085
POA6710,0,0,0,5,8,11,3,3,0,43,0,0,3,3,8,0,0,3,0,14,8,48,269,241,190,121,20,4,0,899,23,173,1098,972,917,563,84,19,3,3845
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,4,7,3,4,0,0,14,0,0,4,4,0,0,0,0,0,13,0,9,114,131,89,49,10,0,0,401,0,69,653,590,423,203,24,0,0,1958
POA6713,0,0,3,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,3,10,17,24,6,0,0,0,67,24,35,137,209,230,82,28,6,5,749
POA6714,0,4,20,13,33,33,28,8,0,147,5,0,4,9,4,0,0,0,0,26,73,151,572,464,375,192,61,8,3,1895,386,1032,3764,3153,2276,1252,308,52,9,12233
POA6716,0,0,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,7,14,16,3,0,0,0,50,11,35,163,137,131,68,10,3,0,552
POA6718,3,8,7,9,8,24,17,5,0,74,0,0,0,0,0,0,3,3,0,8,15,45,91,63,39,27,15,6,3,298,45,101,176,157,136,95,53,18,7,797
POA6720,3,0,3,3,3,6,8,0,0,32,0,0,0,3,0,0,0,0,0,8,6,14,94,55,62,37,6,3,0,288,60,160,504,455,366,201,42,4,0,1793
POA6721,0,0,0,0,6,13,6,8,0,38,0,0,0,0,0,0,0,0,0,3,13,47,161,115,109,85,39,10,3,586,83,228,1047,859,674,435,134,37,4,3500
POA6722,8,3,13,23,34,44,39,17,3,174,0,0,3,3,7,12,21,16,6,65,77,110,380,304,266,162,48,24,10,1385,271,650,2205,1542,1364,799,235,70,31,7160
POA6725,5,8,20,35,36,66,59,38,11,279,0,3,0,9,9,5,7,5,0,47,81,86,291,268,217,207,105,36,14,1317,316,638,1979,1709,1419,1217,493,159,45,7966
POA6726,4,3,4,8,13,17,20,4,3,72,0,0,0,3,3,3,3,0,0,14,30,40,147,133,107,86,50,18,0,611,139,248,893,890,802,634,281,74,9,3967
POA6728,7,10,17,22,40,50,37,20,4,207,4,5,9,10,10,30,24,21,7,113,55,86,191,161,125,85,48,11,11,777,238,450,1027,825,728,636,256,81,24,4266
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,0,3,5,9,12,9,17,3,0,60,0,0,0,0,0,3,0,3,3,10,10,16,37,20,34,19,17,3,0,159,58,102,194,166,165,115,87,23,4,918
POA6743,14,8,22,28,39,47,42,20,3,211,3,7,23,6,13,19,20,10,0,102,42,72,156,119,129,94,42,15,5,676,223,447,1114,914,913,737,273,67,16,4703
POA6751,0,0,0,7,10,11,8,0,3,39,0,0,3,7,3,8,4,3,0,19,15,30,232,170,156,72,14,3,0,687,76,217,1285,1065,741,424,73,9,0,3893
POA6753,3,3,9,13,16,27,9,0,0,82,0,0,0,3,8,0,0,0,0,15,30,117,505,366,296,159,20,5,0,1497,123,473,1940,1476,1104,589,85,13,4,5801
POA6754,0,0,0,3,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,15,49,43,43,13,5,0,0,163,22,63,251,302,188,92,14,0,0,941
POA6758,0,0,3,0,4,8,4,0,0,19,0,0,0,0,0,0,0,0,0,6,3,15,90,62,58,27,5,0,0,261,19,110,571,417,341,178,25,0,0,1654
POA6760,0,0,0,3,0,4,4,4,0,20,0,0,0,0,4,4,5,0,0,15,3,12,31,16,15,15,6,0,0,99,18,45,136,86,77,70,43,10,3,486
POA6762,0,3,3,9,3,4,5,0,0,29,0,0,0,0,0,7,6,3,0,14,4,7,55,44,41,21,4,0,0,178,11,42,275,188,139,86,24,3,0,773
POA6765,5,3,8,11,20,11,12,3,0,79,0,0,3,3,3,8,9,9,11,48,26,21,53,37,45,23,10,3,0,223,94,145,347,227,221,147,71,20,9,1283
POA6770,17,16,25,24,31,48,25,3,3,192,3,3,3,3,6,17,17,16,0,65,72,66,166,127,86,52,31,17,3,616,173,244,532,392,310,272,111,38,4,2077
POA7000,0,4,10,3,11,28,41,68,50,210,0,0,12,3,3,8,3,11,3,43,36,120,210,139,146,149,98,65,37,992,347,1264,2508,1826,1887,1844,1114,528,209,11530
POA7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
