LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Brimbank (C)	Co-op/church group etc	7875	62
Brimbank (C)	Co-op/church group etc	10500	37
Brimbank (C)	Co-op/church group etc	11812	38
Brimbank (C)	Co-op/church group etc	14437	31
Brimbank (C)	Co-op/church group etc	18375	11
Brimbank (C)	Co-op/church group etc	23625	3
Brimbank (C)	Person not in same household	0	332
Brimbank (C)	Person not in same household	3937	25
Brimbank (C)	Person not in same household	5250	142
Brimbank (C)	Person not in same household	7875	233
Brimbank (C)	Person not in same household	10500	240
Brimbank (C)	Person not in same household	11812	571
Brimbank (C)	Person not in same household	14437	1319
Brimbank (C)	Person not in same household	18375	432
Brimbank (C)	Person not in same household	23625	66
Brimbank (C)	Person not in same household	28875	26
Brimbank (C)	Person not in same household	34125	8
Brimbank (C)	Person not in same household	39375	6
Brimbank (C)	Person not in same household	49875	24
Brimbank (C)	Real estate agent	0	56
Brimbank (C)	Real estate agent	3937	18
Brimbank (C)	Real estate agent	5250	61
Brimbank (C)	Real estate agent	7875	213
Brimbank (C)	Real estate agent	10500	391
Brimbank (C)	Real estate agent	11812	1095
Brimbank (C)	Real estate agent	14437	4832
Brimbank (C)	Real estate agent	18375	2482
Brimbank (C)	Real estate agent	23625	264
Brimbank (C)	Real estate agent	28875	43
Brimbank (C)	Real estate agent	34125	28
Brimbank (C)	Real estate agent	39375	22
Brimbank (C)	Real estate agent	44625	10
Brimbank (C)	Real estate agent	49875	88
Brimbank (C)	State or territory housing authority	0	48
Brimbank (C)	State or territory housing authority	3937	39
Brimbank (C)	State or territory housing authority	5250	366
Brimbank (C)	State or territory housing authority	7875	286
Brimbank (C)	State or territory housing authority	10500	123
Brimbank (C)	State or territory housing authority	11812	91
Brimbank (C)	State or territory housing authority	14437	153
Brimbank (C)	State or territory housing authority	18375	34
Brimbank (C)	State or territory housing authority	23625	3
Brimbank (C)	State or territory housing authority	34125	3
Brimbank (C)	State or territory housing authority	39375	3
Buloke (S)		0	35
Buloke (S)		7875	3
Buloke (S)	(Other)	0	14
Buloke (S)	(Other)	3937	3
Buloke (S)	(Other)	5250	15
Buloke (S)	(Other)	7875	5
Buloke (S)	Co-op/church group etc	0	3
Buloke (S)	Co-op/church group etc	5250	7
Buloke (S)	Person not in same household	0	50
Buloke (S)	Person not in same household	3937	9
Buloke (S)	Person not in same household	5250	59
Buloke (S)	Person not in same household	7875	52
Buloke (S)	Person not in same household	10500	16
Buloke (S)	Person not in same household	11812	4
Buloke (S)	Person not in same household	14437	7
Buloke (S)	Person not in same household	18375	3
Buloke (S)	Real estate agent	5250	16
Buloke (S)	Real estate agent	7875	28
Buloke (S)	Real estate agent	10500	9
Buloke (S)	Real estate agent	11812	5
Buloke (S)	State or territory housing authority	0	22
Buloke (S)	State or territory housing authority	3937	5
Buloke (S)	State or territory housing authority	5250	12
Buloke (S)	State or territory housing authority	7875	5
Campaspe (S)		0	77
Campaspe (S)		5250	8
Campaspe (S)		7875	9
Campaspe (S)		10500	6
Campaspe (S)		11812	3
Campaspe (S)		14437	3
Campaspe (S)	(Other)	0	57
Campaspe (S)	(Other)	3937	11
Campaspe (S)	(Other)	5250	40
Campaspe (S)	(Other)	7875	34
Campaspe (S)	(Other)	10500	21
Campaspe (S)	(Other)	11812	18
Campaspe (S)	(Other)	14437	9
Campaspe (S)	Co-op/church group etc	0	3
Campaspe (S)	Co-op/church group etc	3937	13
Campaspe (S)	Co-op/church group etc	5250	25
Campaspe (S)	Co-op/church group etc	7875	16
Campaspe (S)	Co-op/church group etc	10500	3
Campaspe (S)	Co-op/church group etc	11812	3
Campaspe (S)	Person not in same household	0	111
Campaspe (S)	Person not in same household	3937	16
Campaspe (S)	Person not in same household	5250	120
Campaspe (S)	Person not in same household	7875	192
Campaspe (S)	Person not in same household	10500	147
Campaspe (S)	Person not in same household	11812	118
Campaspe (S)	Person not in same household	14437	94
Campaspe (S)	Person not in same household	18375	35
Campaspe (S)	Person not in same household	23625	11
Campaspe (S)	Person not in same household	28875	3
Campaspe (S)	Person not in same household	44625	3
Campaspe (S)	Person not in same household	49875	5
Campaspe (S)	Real estate agent	0	8
Campaspe (S)	Real estate agent	3937	7
Campaspe (S)	Real estate agent	5250	75
Campaspe (S)	Real estate agent	7875	237
Campaspe (S)	Real estate agent	10500	210
Campaspe (S)	Real estate agent	11812	413
Campaspe (S)	Real estate agent	14437	338
Campaspe (S)	Real estate agent	18375	142
Campaspe (S)	Real estate agent	23625	21
Campaspe (S)	Real estate agent	28875	5
Campaspe (S)	Real estate agent	34125	3
Campaspe (S)	State or territory housing authority	0	29
Campaspe (S)	State or territory housing authority	3937	22
Campaspe (S)	State or territory housing authority	5250	226
Campaspe (S)	State or territory housing authority	7875	95
Campaspe (S)	State or territory housing authority	10500	39
Campaspe (S)	State or territory housing authority	11812	37
Campaspe (S)	State or territory housing authority	14437	3
Campaspe (S)	State or territory housing authority	18375	3
Cardinia (S)		0	83
Cardinia (S)		11812	7
Cardinia (S)		14437	17
Cardinia (S)		18375	7
Cardinia (S)	(Other)	0	31
Cardinia (S)	(Other)	3937	4
Cardinia (S)	(Other)	5250	13
Cardinia (S)	(Other)	7875	11
Cardinia (S)	(Other)	10500	40
Cardinia (S)	(Other)	11812	22
Cardinia (S)	(Other)	14437	25
Cardinia (S)	(Other)	18375	5
Cardinia (S)	(Other)	23625	3
Cardinia (S)	(Other)	28875	3
Cardinia (S)	Co-op/church group etc	0	10
Cardinia (S)	Co-op/church group etc	3937	4
Cardinia (S)	Co-op/church group etc	5250	11
Cardinia (S)	Co-op/church group etc	7875	6
Cardinia (S)	Co-op/church group etc	10500	8
Cardinia (S)	Co-op/church group etc	11812	4
Cardinia (S)	Person not in same household	0	113
Cardinia (S)	Person not in same household	3937	3
Cardinia (S)	Person not in same household	5250	60
Cardinia (S)	Person not in same household	7875	74
Cardinia (S)	Person not in same household	10500	102
Cardinia (S)	Person not in same household	11812	189
Cardinia (S)	Person not in same household	14437	388
Cardinia (S)	Person not in same household	18375	169
Cardinia (S)	Person not in same household	23625	30
Cardinia (S)	Person not in same household	28875	13
Cardinia (S)	Person not in same household	34125	4
Cardinia (S)	Person not in same household	49875	4
Cardinia (S)	Real estate agent	0	10
Cardinia (S)	Real estate agent	3937	3
Cardinia (S)	Real estate agent	5250	16
Cardinia (S)	Real estate agent	7875	34
Cardinia (S)	Real estate agent	10500	50
Cardinia (S)	Real estate agent	11812	527
Cardinia (S)	Real estate agent	14437	2621
Cardinia (S)	Real estate agent	18375	1624
Cardinia (S)	Real estate agent	23625	164
Cardinia (S)	Real estate agent	28875	39
Cardinia (S)	Real estate agent	34125	17
Cardinia (S)	Real estate agent	39375	10
Cardinia (S)	Real estate agent	49875	18
Cardinia (S)	State or territory housing authority	0	12
Cardinia (S)	State or territory housing authority	3937	11
Cardinia (S)	State or territory housing authority	5250	103
Cardinia (S)	State or territory housing authority	7875	56
Cardinia (S)	State or territory housing authority	10500	21
Cardinia (S)	State or territory housing authority	11812	21
Cardinia (S)	State or territory housing authority	14437	17
Cardinia (S)	State or territory housing authority	18375	6
Cardinia (S)	State or territory housing authority	23625	3
Cardinia (S)	State or territory housing authority	28875	3
Casey (C)		0	151
Casey (C)		3937	3
Casey (C)		5250	6
Casey (C)		7875	10
Casey (C)		10500	5
Casey (C)		11812	16
Casey (C)		14437	28
Casey (C)		18375	24
Casey (C)		23625	3
Casey (C)		28875	4
Casey (C)		39375	3
Casey (C)		49875	3
Casey (C)	(Other)	0	33
Casey (C)	(Other)	3937	10
Casey (C)	(Other)	5250	9
Casey (C)	(Other)	7875	20
Casey (C)	(Other)	10500	49
Casey (C)	(Other)	11812	83
Casey (C)	(Other)	14437	144
Casey (C)	(Other)	18375	91
Casey (C)	(Other)	23625	10
Casey (C)	(Other)	28875	6
Casey (C)	(Other)	34125	3
Casey (C)	(Other)	39375	3
Casey (C)	(Other)	44625	3
Casey (C)	(Other)	49875	6
Casey (C)	Co-op/church group etc	0	12
Casey (C)	Co-op/church group etc	3937	8
Casey (C)	Co-op/church group etc	5250	24
Casey (C)	Co-op/church group etc	7875	27
Casey (C)	Co-op/church group etc	10500	12
Casey (C)	Co-op/church group etc	11812	19
Casey (C)	Co-op/church group etc	14437	32
Casey (C)	Co-op/church group etc	18375	7
Casey (C)	Person not in same household	0	231
Casey (C)	Person not in same household	3937	19
Casey (C)	Person not in same household	5250	125
Casey (C)	Person not in same household	7875	201
Casey (C)	Person not in same household	10500	173
Casey (C)	Person not in same household	11812	464
Casey (C)	Person not in same household	14437	1193
Casey (C)	Person not in same household	18375	717
Casey (C)	Person not in same household	23625	125
Casey (C)	Person not in same household	28875	30
Casey (C)	Person not in same household	34125	16
Casey (C)	Person not in same household	39375	17
Casey (C)	Person not in same household	44625	3
Casey (C)	Person not in same household	49875	15
Casey (C)	Real estate agent	0	32
Casey (C)	Real estate agent	3937	18
Casey (C)	Real estate agent	5250	42
Casey (C)	Real estate agent	7875	83
Casey (C)	Real estate agent	10500	83
Casey (C)	Real estate agent	11812	612
Casey (C)	Real estate agent	14437	5232
Casey (C)	Real estate agent	18375	6196
Casey (C)	Real estate agent	23625	749
Casey (C)	Real estate agent	28875	151
Casey (C)	Real estate agent	34125	49
Casey (C)	Real estate agent	39375	27
Casey (C)	Real estate agent	44625	10
Casey (C)	Real estate agent	49875	90
Casey (C)	State or territory housing authority	0	47
Casey (C)	State or territory housing authority	3937	30
Casey (C)	State or territory housing authority	5250	460
Casey (C)	State or territory housing authority	7875	242
Casey (C)	State or territory housing authority	10500	116
Casey (C)	State or territory housing authority	11812	159
Casey (C)	State or territory housing authority	14437	168
Casey (C)	State or territory housing authority	18375	63
Casey (C)	State or territory housing authority	23625	8
Casey (C)	State or territory housing authority	28875	3
Casey (C)	State or territory housing authority	34125	3
Casey (C)	State or territory housing authority	44625	3
Central Goldfields (S)		0	29
Central Goldfields (S)		5250	6
Central Goldfields (S)		7875	3
Central Goldfields (S)	(Other)	0	10
Central Goldfields (S)	(Other)	3937	5
Central Goldfields (S)	(Other)	5250	6
Central Goldfields (S)	(Other)	7875	13
Central Goldfields (S)	(Other)	10500	7
Central Goldfields (S)	(Other)	11812	3
Central Goldfields (S)	Co-op/church group etc	0	12
Central Goldfields (S)	Co-op/church group etc	3937	3
Central Goldfields (S)	Co-op/church group etc	5250	10
Central Goldfields (S)	Co-op/church group etc	7875	10
Central Goldfields (S)	Person not in same household	0	30
Central Goldfields (S)	Person not in same household	3937	5
Central Goldfields (S)	Person not in same household	5250	51
Central Goldfields (S)	Person not in same household	7875	94
Central Goldfields (S)	Person not in same household	10500	57
Central Goldfields (S)	Person not in same household	11812	62
Central Goldfields (S)	Person not in same household	14437	16
Central Goldfields (S)	Person not in same household	28875	3
Central Goldfields (S)	Person not in same household	44625	3
Central Goldfields (S)	Person not in same household	49875	3
Central Goldfields (S)	Real estate agent	0	3
Central Goldfields (S)	Real estate agent	5250	19
Central Goldfields (S)	Real estate agent	7875	132
Central Goldfields (S)	Real estate agent	10500	120
Central Goldfields (S)	Real estate agent	11812	203
Central Goldfields (S)	Real estate agent	14437	55
Central Goldfields (S)	Real estate agent	18375	3
Central Goldfields (S)	Real estate agent	23625	4
Central Goldfields (S)	State or territory housing authority	0	13
Central Goldfields (S)	State or territory housing authority	3937	13
Central Goldfields (S)	State or territory housing authority	5250	88
Central Goldfields (S)	State or territory housing authority	7875	35
Central Goldfields (S)	State or territory housing authority	10500	14
Central Goldfields (S)	State or territory housing authority	11812	6
Colac-Otway (S)		0	53
Colac-Otway (S)		5250	3
Colac-Otway (S)		7875	3
Colac-Otway (S)	(Other)	0	31
Colac-Otway (S)	(Other)	3937	5
Colac-Otway (S)	(Other)	5250	19
Colac-Otway (S)	(Other)	7875	18
Colac-Otway (S)	(Other)	10500	10
Colac-Otway (S)	(Other)	11812	10
Colac-Otway (S)	(Other)	14437	8
Colac-Otway (S)	(Other)	18375	3
Colac-Otway (S)	Co-op/church group etc	0	4
Colac-Otway (S)	Co-op/church group etc	3937	6
Colac-Otway (S)	Co-op/church group etc	5250	16
Colac-Otway (S)	Co-op/church group etc	7875	21
Colac-Otway (S)	Co-op/church group etc	10500	8
Colac-Otway (S)	Person not in same household	0	62
Colac-Otway (S)	Person not in same household	3937	9
Colac-Otway (S)	Person not in same household	5250	48
Colac-Otway (S)	Person not in same household	7875	98
Colac-Otway (S)	Person not in same household	10500	96
Colac-Otway (S)	Person not in same household	11812	105
Colac-Otway (S)	Person not in same household	14437	60
Colac-Otway (S)	Person not in same household	18375	25
Colac-Otway (S)	Real estate agent	0	5
Colac-Otway (S)	Real estate agent	3937	3
Colac-Otway (S)	Real estate agent	5250	27
Colac-Otway (S)	Real estate agent	7875	96
Colac-Otway (S)	Real estate agent	10500	130
Colac-Otway (S)	Real estate agent	11812	249
Colac-Otway (S)	Real estate agent	14437	228
Colac-Otway (S)	Real estate agent	18375	63
Colac-Otway (S)	Real estate agent	23625	3
Colac-Otway (S)	State or territory housing authority	0	9
Colac-Otway (S)	State or territory housing authority	3937	5
Colac-Otway (S)	State or territory housing authority	5250	107
Colac-Otway (S)	State or territory housing authority	7875	55
Colac-Otway (S)	State or territory housing authority	10500	24
Colac-Otway (S)	State or territory housing authority	11812	3
Colac-Otway (S)	State or territory housing authority	14437	3
Corangamite (S)		0	81
Corangamite (S)		5250	7
Corangamite (S)		7875	4
Corangamite (S)	(Other)	0	77
Corangamite (S)	(Other)	3937	3
Corangamite (S)	(Other)	5250	28
Corangamite (S)	(Other)	7875	17
Corangamite (S)	(Other)	10500	12
Corangamite (S)	(Other)	11812	5
Corangamite (S)	Co-op/church group etc	7875	3
Corangamite (S)	Person not in same household	0	90
Corangamite (S)	Person not in same household	3937	9
Corangamite (S)	Person not in same household	5250	74
Corangamite (S)	Person not in same household	7875	119
Corangamite (S)	Person not in same household	10500	71
Corangamite (S)	Person not in same household	11812	55
Corangamite (S)	Person not in same household	14437	14
Corangamite (S)	Person not in same household	18375	5
Corangamite (S)	Person not in same household	49875	9
Corangamite (S)	Real estate agent	3937	3
Corangamite (S)	Real estate agent	5250	28
Corangamite (S)	Real estate agent	7875	97
Corangamite (S)	Real estate agent	10500	98
Corangamite (S)	Real estate agent	11812	136
Corangamite (S)	Real estate agent	14437	44
Corangamite (S)	Real estate agent	18375	11
Corangamite (S)	Real estate agent	23625	4
Corangamite (S)	State or territory housing authority	0	5
Corangamite (S)	State or territory housing authority	3937	11
Corangamite (S)	State or territory housing authority	5250	68
Corangamite (S)	State or territory housing authority	7875	14
Corangamite (S)	State or territory housing authority	10500	9
Corangamite (S)	State or territory housing authority	11812	4
Darebin (C)		0	179
Darebin (C)		3937	3
Darebin (C)		5250	10
Darebin (C)		7875	3
Darebin (C)		10500	7
Darebin (C)		11812	5
Darebin (C)		14437	21
Darebin (C)		18375	13
Darebin (C)		23625	7
Darebin (C)	(Other)	0	13
Darebin (C)	(Other)	3937	3
Darebin (C)	(Other)	5250	33
Darebin (C)	(Other)	7875	15
Darebin (C)	(Other)	10500	15
Darebin (C)	(Other)	11812	24
Darebin (C)	(Other)	14437	82
Darebin (C)	(Other)	18375	44
Darebin (C)	(Other)	23625	13
Darebin (C)	(Other)	28875	12
Darebin (C)	(Other)	49875	3
Darebin (C)	Co-op/church group etc	0	15
Darebin (C)	Co-op/church group etc	3937	28
Darebin (C)	Co-op/church group etc	5250	28
Darebin (C)	Co-op/church group etc	7875	57
Darebin (C)	Co-op/church group etc	10500	18
Darebin (C)	Co-op/church group etc	11812	24
Darebin (C)	Co-op/church group etc	14437	17
