LGA_NAME16	Religion	Denomination	Sex	persons
Shoalhaven (C)	No religion		M	15424
Singleton (A)	(Other)		F	1010
Singleton (A)	(Other)		M	1113
Singleton (A)	(Other)	(Other)	F	31
Singleton (A)	(Other)	(Other)	M	15
Singleton (A)	(Other)	Other spiritual beliefs	F	8
Singleton (A)	(Other)	Other spiritual beliefs	M	13
Singleton (A)	(Other)	Secular beliefs	F	32
Singleton (A)	(Other)	Secular beliefs	M	37
Singleton (A)	(Other)	Sikhism	M	3
Singleton (A)	Buddhism		F	80
Singleton (A)	Buddhism		M	52
Singleton (A)	Christianity		F	212
Singleton (A)	Christianity		M	192
Singleton (A)	Christianity	(Other)	F	30
Singleton (A)	Christianity	(Other)	M	34
Singleton (A)	Christianity	Anglican	F	3426
Singleton (A)	Christianity	Anglican	M	3324
Singleton (A)	Christianity	Baptist	F	164
Singleton (A)	Christianity	Baptist	M	145
Singleton (A)	Christianity	Brethren	F	64
Singleton (A)	Christianity	Brethren	M	72
Singleton (A)	Christianity	Catholic	F	2867
Singleton (A)	Christianity	Catholic	M	2811
Singleton (A)	Christianity	Churches Of Christ	F	4
Singleton (A)	Christianity	Eastern Orthodox	F	11
Singleton (A)	Christianity	Eastern Orthodox	M	14
Singleton (A)	Christianity	Jehovah's Witnesses	F	28
Singleton (A)	Christianity	Jehovah's Witnesses	M	21
Singleton (A)	Christianity	Latter Day Saints	F	12
Singleton (A)	Christianity	Latter Day Saints	M	12
Singleton (A)	Christianity	Lutheran	F	22
Singleton (A)	Christianity	Lutheran	M	18
Singleton (A)	Christianity	Oriental Orthodox	F	3
Singleton (A)	Christianity	Oriental Orthodox	M	8
Singleton (A)	Christianity	Pentecostal	F	73
Singleton (A)	Christianity	Pentecostal	M	73
Singleton (A)	Christianity	Presbyterian Reformed	F	247
Singleton (A)	Christianity	Presbyterian Reformed	M	286
Singleton (A)	Christianity	Protestant (Other)	F	54
Singleton (A)	Christianity	Protestant (Other)	M	57
Singleton (A)	Christianity	Salvation Army	F	21
Singleton (A)	Christianity	Salvation Army	M	16
Singleton (A)	Christianity	Seventh Day Adventist	F	19
Singleton (A)	Christianity	Seventh Day Adventist	M	28
Singleton (A)	Christianity	Uniting Church	F	560
Singleton (A)	Christianity	Uniting Church	M	498
Singleton (A)	Hinduism		F	20
Singleton (A)	Hinduism		M	21
Singleton (A)	Islam		F	22
Singleton (A)	Islam		M	35
Singleton (A)	Judaism		F	7
Singleton (A)	Judaism		M	6
Singleton (A)	No religion		F	2255
Singleton (A)	No religion		M	2801
Snowy Monaro Regional (A)	(Other)		F	1058
Snowy Monaro Regional (A)	(Other)		M	1411
Snowy Monaro Regional (A)	(Other)	(Other)	F	39
Snowy Monaro Regional (A)	(Other)	(Other)	M	26
Snowy Monaro Regional (A)	(Other)	Australian Aboriginal Traditional	F	3
Snowy Monaro Regional (A)	(Other)	Australian Aboriginal Traditional	M	3
Snowy Monaro Regional (A)	(Other)	Other spiritual beliefs	F	28
Snowy Monaro Regional (A)	(Other)	Other spiritual beliefs	M	13
Snowy Monaro Regional (A)	(Other)	Secular beliefs	F	36
Snowy Monaro Regional (A)	(Other)	Secular beliefs	M	39
Snowy Monaro Regional (A)	(Other)	Sikhism	F	3
Snowy Monaro Regional (A)	Buddhism		F	111
Snowy Monaro Regional (A)	Buddhism		M	74
Snowy Monaro Regional (A)	Christianity		F	176
Snowy Monaro Regional (A)	Christianity		M	145
Snowy Monaro Regional (A)	Christianity	(Other)	F	5
Snowy Monaro Regional (A)	Christianity	(Other)	M	6
Snowy Monaro Regional (A)	Christianity	Anglican	F	2111
Snowy Monaro Regional (A)	Christianity	Anglican	M	2000
Snowy Monaro Regional (A)	Christianity	Baptist	F	157
Snowy Monaro Regional (A)	Christianity	Baptist	M	186
Snowy Monaro Regional (A)	Christianity	Catholic	F	2360
Snowy Monaro Regional (A)	Christianity	Catholic	M	2418
Snowy Monaro Regional (A)	Christianity	Churches Of Christ	F	3
Snowy Monaro Regional (A)	Christianity	Churches Of Christ	M	3
Snowy Monaro Regional (A)	Christianity	Eastern Orthodox	F	68
Snowy Monaro Regional (A)	Christianity	Eastern Orthodox	M	69
Snowy Monaro Regional (A)	Christianity	Jehovah's Witnesses	F	48
Snowy Monaro Regional (A)	Christianity	Jehovah's Witnesses	M	25
Snowy Monaro Regional (A)	Christianity	Latter Day Saints	F	10
Snowy Monaro Regional (A)	Christianity	Latter Day Saints	M	3
Snowy Monaro Regional (A)	Christianity	Lutheran	F	74
Snowy Monaro Regional (A)	Christianity	Lutheran	M	75
Snowy Monaro Regional (A)	Christianity	Oriental Orthodox	F	3
Snowy Monaro Regional (A)	Christianity	Oriental Orthodox	M	4
Snowy Monaro Regional (A)	Christianity	Pentecostal	F	53
Snowy Monaro Regional (A)	Christianity	Pentecostal	M	57
Snowy Monaro Regional (A)	Christianity	Presbyterian Reformed	F	266
Snowy Monaro Regional (A)	Christianity	Presbyterian Reformed	M	259
Snowy Monaro Regional (A)	Christianity	Protestant (Other)	F	14
Snowy Monaro Regional (A)	Christianity	Protestant (Other)	M	19
Snowy Monaro Regional (A)	Christianity	Salvation Army	F	21
Snowy Monaro Regional (A)	Christianity	Salvation Army	M	24
Snowy Monaro Regional (A)	Christianity	Seventh Day Adventist	F	16
Snowy Monaro Regional (A)	Christianity	Seventh Day Adventist	M	9
Snowy Monaro Regional (A)	Christianity	Uniting Church	F	294
Snowy Monaro Regional (A)	Christianity	Uniting Church	M	265
Snowy Monaro Regional (A)	Hinduism		F	9
Snowy Monaro Regional (A)	Hinduism		M	8
Snowy Monaro Regional (A)	Islam		F	31
Snowy Monaro Regional (A)	Islam		M	40
Snowy Monaro Regional (A)	Judaism		F	8
Snowy Monaro Regional (A)	Judaism		M	11
Snowy Monaro Regional (A)	No religion		F	2749
Snowy Monaro Regional (A)	No religion		M	3272
Snowy Valleys (A)	(Other)		F	771
Snowy Valleys (A)	(Other)		M	959
Snowy Valleys (A)	(Other)	(Other)	F	21
Snowy Valleys (A)	(Other)	(Other)	M	15
Snowy Valleys (A)	(Other)	Australian Aboriginal Traditional	F	4
Snowy Valleys (A)	(Other)	Australian Aboriginal Traditional	M	4
Snowy Valleys (A)	(Other)	Other spiritual beliefs	F	3
Snowy Valleys (A)	(Other)	Other spiritual beliefs	M	6
Snowy Valleys (A)	(Other)	Secular beliefs	F	12
Snowy Valleys (A)	(Other)	Secular beliefs	M	13
Snowy Valleys (A)	(Other)	Sikhism	F	3
Snowy Valleys (A)	(Other)	Sikhism	M	6
Snowy Valleys (A)	Buddhism		F	39
Snowy Valleys (A)	Buddhism		M	28
Snowy Valleys (A)	Christianity		F	126
Snowy Valleys (A)	Christianity		M	128
Snowy Valleys (A)	Christianity	(Other)	F	5
Snowy Valleys (A)	Christianity	(Other)	M	3
Snowy Valleys (A)	Christianity	Anglican	F	2180
Snowy Valleys (A)	Christianity	Anglican	M	2034
Snowy Valleys (A)	Christianity	Baptist	F	82
Snowy Valleys (A)	Christianity	Baptist	M	75
Snowy Valleys (A)	Christianity	Catholic	F	1935
Snowy Valleys (A)	Christianity	Catholic	M	1830
Snowy Valleys (A)	Christianity	Eastern Orthodox	F	9
Snowy Valleys (A)	Christianity	Eastern Orthodox	M	12
Snowy Valleys (A)	Christianity	Jehovah's Witnesses	F	38
Snowy Valleys (A)	Christianity	Jehovah's Witnesses	M	33
Snowy Valleys (A)	Christianity	Latter Day Saints	F	3
Snowy Valleys (A)	Christianity	Lutheran	F	35
Snowy Valleys (A)	Christianity	Lutheran	M	24
Snowy Valleys (A)	Christianity	Oriental Orthodox	F	4
Snowy Valleys (A)	Christianity	Oriental Orthodox	M	3
Snowy Valleys (A)	Christianity	Pentecostal	F	73
Snowy Valleys (A)	Christianity	Pentecostal	M	56
Snowy Valleys (A)	Christianity	Presbyterian Reformed	F	247
Snowy Valleys (A)	Christianity	Presbyterian Reformed	M	258
Snowy Valleys (A)	Christianity	Protestant (Other)	F	17
Snowy Valleys (A)	Christianity	Protestant (Other)	M	15
Snowy Valleys (A)	Christianity	Salvation Army	F	20
Snowy Valleys (A)	Christianity	Salvation Army	M	10
Snowy Valleys (A)	Christianity	Seventh Day Adventist	F	38
Snowy Valleys (A)	Christianity	Seventh Day Adventist	M	29
Snowy Valleys (A)	Christianity	Uniting Church	F	252
Snowy Valleys (A)	Christianity	Uniting Church	M	203
Snowy Valleys (A)	Hinduism		F	11
Snowy Valleys (A)	Hinduism		M	15
Snowy Valleys (A)	Islam		F	3
Snowy Valleys (A)	Islam		M	13
Snowy Valleys (A)	Judaism		F	6
Snowy Valleys (A)	No religion		F	1193
Snowy Valleys (A)	No religion		M	1510
Strathfield (A)	(Other)		F	1725
Strathfield (A)	(Other)		M	2017
Strathfield (A)	(Other)	(Other)	F	58
Strathfield (A)	(Other)	(Other)	M	68
Strathfield (A)	(Other)	Australian Aboriginal Traditional	M	5
Strathfield (A)	(Other)	Other spiritual beliefs	F	15
Strathfield (A)	(Other)	Other spiritual beliefs	M	16
Strathfield (A)	(Other)	Secular beliefs	F	23
Strathfield (A)	(Other)	Secular beliefs	M	44
Strathfield (A)	(Other)	Sikhism	F	103
Strathfield (A)	(Other)	Sikhism	M	148
Strathfield (A)	Buddhism		F	1349
Strathfield (A)	Buddhism		M	939
Strathfield (A)	Christianity		F	439
Strathfield (A)	Christianity		M	356
Strathfield (A)	Christianity	(Other)	F	23
Strathfield (A)	Christianity	(Other)	M	33
Strathfield (A)	Christianity	Anglican	F	839
Strathfield (A)	Christianity	Anglican	M	725
Strathfield (A)	Christianity	Assyrian Apostolic	F	10
Strathfield (A)	Christianity	Assyrian Apostolic	M	10
Strathfield (A)	Christianity	Baptist	F	199
Strathfield (A)	Christianity	Baptist	M	187
Strathfield (A)	Christianity	Brethren	F	11
Strathfield (A)	Christianity	Brethren	M	12
Strathfield (A)	Christianity	Catholic	F	4767
Strathfield (A)	Christianity	Catholic	M	4489
Strathfield (A)	Christianity	Churches Of Christ	F	17
Strathfield (A)	Christianity	Churches Of Christ	M	13
Strathfield (A)	Christianity	Eastern Orthodox	F	661
Strathfield (A)	Christianity	Eastern Orthodox	M	629
Strathfield (A)	Christianity	Jehovah's Witnesses	F	42
Strathfield (A)	Christianity	Jehovah's Witnesses	M	29
Strathfield (A)	Christianity	Latter Day Saints	F	9
Strathfield (A)	Christianity	Latter Day Saints	M	12
Strathfield (A)	Christianity	Lutheran	F	16
Strathfield (A)	Christianity	Lutheran	M	16
Strathfield (A)	Christianity	Oriental Orthodox	F	158
Strathfield (A)	Christianity	Oriental Orthodox	M	132
Strathfield (A)	Christianity	Pentecostal	F	164
Strathfield (A)	Christianity	Pentecostal	M	131
Strathfield (A)	Christianity	Presbyterian Reformed	F	746
Strathfield (A)	Christianity	Presbyterian Reformed	M	632
Strathfield (A)	Christianity	Protestant (Other)	F	83
Strathfield (A)	Christianity	Protestant (Other)	M	74
Strathfield (A)	Christianity	Salvation Army	F	12
Strathfield (A)	Christianity	Salvation Army	M	7
Strathfield (A)	Christianity	Seventh Day Adventist	F	55
Strathfield (A)	Christianity	Seventh Day Adventist	M	37
Strathfield (A)	Christianity	Uniting Church	F	411
Strathfield (A)	Christianity	Uniting Church	M	362
Strathfield (A)	Hinduism		F	2910
Strathfield (A)	Hinduism		M	3683
Strathfield (A)	Islam		F	868
Strathfield (A)	Islam		M	1102
Strathfield (A)	Judaism		F	16
Strathfield (A)	Judaism		M	22
Strathfield (A)	No religion		F	4179
Strathfield (A)	No religion		M	4521
Sutherland Shire (A)	(Other)		F	7141
Sutherland Shire (A)	(Other)		M	7291
Sutherland Shire (A)	(Other)	(Other)	F	191
Sutherland Shire (A)	(Other)	(Other)	M	162
Sutherland Shire (A)	(Other)	Australian Aboriginal Traditional	F	7
Sutherland Shire (A)	(Other)	Australian Aboriginal Traditional	M	11
Sutherland Shire (A)	(Other)	Other spiritual beliefs	F	170
Sutherland Shire (A)	(Other)	Other spiritual beliefs	M	86
Sutherland Shire (A)	(Other)	Secular beliefs	F	244
Sutherland Shire (A)	(Other)	Secular beliefs	M	304
Sutherland Shire (A)	(Other)	Sikhism	F	90
Sutherland Shire (A)	(Other)	Sikhism	M	108
Sutherland Shire (A)	Buddhism		F	1436
Sutherland Shire (A)	Buddhism		M	921
Sutherland Shire (A)	Christianity		F	2267
Sutherland Shire (A)	Christianity		M	2007
Sutherland Shire (A)	Christianity	(Other)	F	113
Sutherland Shire (A)	Christianity	(Other)	M	94
Sutherland Shire (A)	Christianity	Anglican	F	24295
Sutherland Shire (A)	Christianity	Anglican	M	20871
Sutherland Shire (A)	Christianity	Assyrian Apostolic	F	4
Sutherland Shire (A)	Christianity	Assyrian Apostolic	M	4
Sutherland Shire (A)	Christianity	Baptist	F	2058
Sutherland Shire (A)	Christianity	Baptist	M	1864
Sutherland Shire (A)	Christianity	Brethren	F	82
Sutherland Shire (A)	Christianity	Brethren	M	85
Sutherland Shire (A)	Christianity	Catholic	F	33623
Sutherland Shire (A)	Christianity	Catholic	M	30267
Sutherland Shire (A)	Christianity	Churches Of Christ	F	179
Sutherland Shire (A)	Christianity	Churches Of Christ	M	182
Sutherland Shire (A)	Christianity	Eastern Orthodox	F	4661
Sutherland Shire (A)	Christianity	Eastern Orthodox	M	4567
Sutherland Shire (A)	Christianity	Jehovah's Witnesses	F	185
Sutherland Shire (A)	Christianity	Jehovah's Witnesses	M	123
Sutherland Shire (A)	Christianity	Latter Day Saints	F	155
Sutherland Shire (A)	Christianity	Latter Day Saints	M	134
Sutherland Shire (A)	Christianity	Lutheran	F	308
Sutherland Shire (A)	Christianity	Lutheran	M	254
Sutherland Shire (A)	Christianity	Oriental Orthodox	F	431
Sutherland Shire (A)	Christianity	Oriental Orthodox	M	429
Sutherland Shire (A)	Christianity	Pentecostal	F	1020
Sutherland Shire (A)	Christianity	Pentecostal	M	900
Sutherland Shire (A)	Christianity	Presbyterian Reformed	F	2689
Sutherland Shire (A)	Christianity	Presbyterian Reformed	M	2340
Sutherland Shire (A)	Christianity	Protestant (Other)	F	453
Sutherland Shire (A)	Christianity	Protestant (Other)	M	400
Sutherland Shire (A)	Christianity	Salvation Army	F	312
Sutherland Shire (A)	Christianity	Salvation Army	M	234
Sutherland Shire (A)	Christianity	Seventh Day Adventist	F	79
Sutherland Shire (A)	Christianity	Seventh Day Adventist	M	61
Sutherland Shire (A)	Christianity	Uniting Church	F	3937
Sutherland Shire (A)	Christianity	Uniting Church	M	3017
Sutherland Shire (A)	Hinduism		F	606
Sutherland Shire (A)	Hinduism		M	609
Sutherland Shire (A)	Islam		F	772
Sutherland Shire (A)	Islam		M	759
Sutherland Shire (A)	Judaism		F	151
Sutherland Shire (A)	Judaism		M	128
Sutherland Shire (A)	No religion		F	24099
Sutherland Shire (A)	No religion		M	28500
Sydney (C)	(Other)		F	14932
Sydney (C)	(Other)		M	18060
Sydney (C)	(Other)	(Other)	F	293
Sydney (C)	(Other)	(Other)	M	377
Sydney (C)	(Other)	Australian Aboriginal Traditional	F	35
Sydney (C)	(Other)	Australian Aboriginal Traditional	M	30
Sydney (C)	(Other)	Other spiritual beliefs	F	223
Sydney (C)	(Other)	Other spiritual beliefs	M	213
Sydney (C)	(Other)	Secular beliefs	F	477
Sydney (C)	(Other)	Secular beliefs	M	678
Sydney (C)	(Other)	Sikhism	F	101
Sydney (C)	(Other)	Sikhism	M	87
Sydney (C)	Buddhism		F	8352
Sydney (C)	Buddhism		M	6317
Sydney (C)	Christianity		F	1813
Sydney (C)	Christianity		M	1473
Sydney (C)	Christianity	(Other)	F	53
Sydney (C)	Christianity	(Other)	M	63
Sydney (C)	Christianity	Anglican	F	6050
Sydney (C)	Christianity	Anglican	M	6043
Sydney (C)	Christianity	Assyrian Apostolic	F	8
Sydney (C)	Christianity	Assyrian Apostolic	M	9
Sydney (C)	Christianity	Baptist	F	593
Sydney (C)	Christianity	Baptist	M	573
Sydney (C)	Christianity	Catholic	F	16100
Sydney (C)	Christianity	Catholic	M	15989
Sydney (C)	Christianity	Churches Of Christ	F	15
Sydney (C)	Christianity	Churches Of Christ	M	12
Sydney (C)	Christianity	Eastern Orthodox	F	2100
Sydney (C)	Christianity	Eastern Orthodox	M	1952
Sydney (C)	Christianity	Jehovah's Witnesses	F	94
Sydney (C)	Christianity	Jehovah's Witnesses	M	63
Sydney (C)	Christianity	Latter Day Saints	F	69
Sydney (C)	Christianity	Latter Day Saints	M	69
Sydney (C)	Christianity	Lutheran	F	202
Sydney (C)	Christianity	Lutheran	M	205
Sydney (C)	Christianity	Oriental Orthodox	F	82
Sydney (C)	Christianity	Oriental Orthodox	M	94
Sydney (C)	Christianity	Pentecostal	F	887
Sydney (C)	Christianity	Pentecostal	M	663
Sydney (C)	Christianity	Presbyterian Reformed	F	1166
Sydney (C)	Christianity	Presbyterian Reformed	M	1136
Sydney (C)	Christianity	Protestant (Other)	F	332
Sydney (C)	Christianity	Protestant (Other)	M	292
Sydney (C)	Christianity	Salvation Army	F	37
Sydney (C)	Christianity	Salvation Army	M	26
Sydney (C)	Christianity	Seventh Day Adventist	F	81
Sydney (C)	Christianity	Seventh Day Adventist	M	73
Sydney (C)	Christianity	Uniting Church	F	1021
Sydney (C)	Christianity	Uniting Church	M	998
Sydney (C)	Hinduism		F	1201
Sydney (C)	Hinduism		M	1676
Sydney (C)	Islam		F	1119
Sydney (C)	Islam		M	1740
Sydney (C)	Judaism		F	978
Sydney (C)	Judaism		M	1014
Sydney (C)	No religion		F	42108
Sydney (C)	No religion		M	47907
Tamworth Regional (A)	(Other)		F	2786
Tamworth Regional (A)	(Other)		M	2917
Tamworth Regional (A)	(Other)	(Other)	F	78
Tamworth Regional (A)	(Other)	(Other)	M	44
Tamworth Regional (A)	(Other)	Australian Aboriginal Traditional	F	10
Tamworth Regional (A)	(Other)	Australian Aboriginal Traditional	M	16
Tamworth Regional (A)	(Other)	Other spiritual beliefs	F	28
Tamworth Regional (A)	(Other)	Other spiritual beliefs	M	38
Tamworth Regional (A)	(Other)	Secular beliefs	F	68
Tamworth Regional (A)	(Other)	Secular beliefs	M	70
Tamworth Regional (A)	(Other)	Sikhism	F	26
Tamworth Regional (A)	(Other)	Sikhism	M	29
Tamworth Regional (A)	Buddhism		F	176
Tamworth Regional (A)	Buddhism		M	130
Tamworth Regional (A)	Christianity		F	590
Tamworth Regional (A)	Christianity		M	505
Tamworth Regional (A)	Christianity	(Other)	F	18
Tamworth Regional (A)	Christianity	(Other)	M	14
Tamworth Regional (A)	Christianity	Anglican	F	9557
Tamworth Regional (A)	Christianity	Anglican	M	8358
Tamworth Regional (A)	Christianity	Baptist	F	353
Tamworth Regional (A)	Christianity	Baptist	M	294
Tamworth Regional (A)	Christianity	Brethren	F	85
Tamworth Regional (A)	Christianity	Brethren	M	76
Tamworth Regional (A)	Christianity	Catholic	F	7709
Tamworth Regional (A)	Christianity	Catholic	M	6878
Tamworth Regional (A)	Christianity	Churches Of Christ	F	13
Tamworth Regional (A)	Christianity	Churches Of Christ	M	9
Tamworth Regional (A)	Christianity	Eastern Orthodox	F	42
Tamworth Regional (A)	Christianity	Eastern Orthodox	M	48
Tamworth Regional (A)	Christianity	Jehovah's Witnesses	F	139
Tamworth Regional (A)	Christianity	Jehovah's Witnesses	M	102
Tamworth Regional (A)	Christianity	Latter Day Saints	F	33
Tamworth Regional (A)	Christianity	Latter Day Saints	M	31
Tamworth Regional (A)	Christianity	Lutheran	F	56
Tamworth Regional (A)	Christianity	Lutheran	M	39
Tamworth Regional (A)	Christianity	Oriental Orthodox	F	10
Tamworth Regional (A)	Christianity	Oriental Orthodox	M	9
Tamworth Regional (A)	Christianity	Pentecostal	F	387
Tamworth Regional (A)	Christianity	Pentecostal	M	335
Tamworth Regional (A)	Christianity	Presbyterian Reformed	F	1316
Tamworth Regional (A)	Christianity	Presbyterian Reformed	M	1163
Tamworth Regional (A)	Christianity	Protestant (Other)	F	79
Tamworth Regional (A)	Christianity	Protestant (Other)	M	61
Tamworth Regional (A)	Christianity	Salvation Army	F	128
Tamworth Regional (A)	Christianity	Salvation Army	M	115
Tamworth Regional (A)	Christianity	Seventh Day Adventist	F	66
Tamworth Regional (A)	Christianity	Seventh Day Adventist	M	68
Tamworth Regional (A)	Christianity	Uniting Church	F	1440
Tamworth Regional (A)	Christianity	Uniting Church	M	1173
Tamworth Regional (A)	Hinduism		F	107
Tamworth Regional (A)	Hinduism		M	124
Tamworth Regional (A)	Islam		F	77
Tamworth Regional (A)	Islam		M	86
Tamworth Regional (A)	Judaism		F	4
Tamworth Regional (A)	Judaism		M	4
Tamworth Regional (A)	No religion		F	5200
Tamworth Regional (A)	No religion		M	6343
Temora (A)	(Other)		F	196
Temora (A)	(Other)		M	220
Temora (A)	(Other)	(Other)	F	5
Temora (A)	(Other)	Secular beliefs	F	3
Temora (A)	(Other)	Secular beliefs	M	3
Temora (A)	(Other)	Sikhism	F	5
Temora (A)	(Other)	Sikhism	M	3
Temora (A)	Buddhism		F	9
Temora (A)	Buddhism		M	10
Temora (A)	Christianity		F	35
Temora (A)	Christianity		M	33
Temora (A)	Christianity	Anglican	F	850
Temora (A)	Christianity	Anglican	M	804
Temora (A)	Christianity	Baptist	F	63
Temora (A)	Christianity	Baptist	M	59
Temora (A)	Christianity	Catholic	F	914
Temora (A)	Christianity	Catholic	M	834
Temora (A)	Christianity	Eastern Orthodox	F	3
Temora (A)	Christianity	Eastern Orthodox	M	10
Temora (A)	Christianity	Jehovah's Witnesses	F	10
Temora (A)	Christianity	Jehovah's Witnesses	M	5
Temora (A)	Christianity	Lutheran	F	172
Temora (A)	Christianity	Lutheran	M	151
Temora (A)	Christianity	Oriental Orthodox	F	3
Temora (A)	Christianity	Oriental Orthodox	M	3
Temora (A)	Christianity	Pentecostal	F	22
Temora (A)	Christianity	Pentecostal	M	18
Temora (A)	Christianity	Presbyterian Reformed	F	184
Temora (A)	Christianity	Presbyterian Reformed	M	165
Temora (A)	Christianity	Protestant (Other)	F	4
Temora (A)	Christianity	Protestant (Other)	M	8
Temora (A)	Christianity	Salvation Army	F	11
Temora (A)	Christianity	Salvation Army	M	17
Temora (A)	Christianity	Seventh Day Adventist	F	9
Temora (A)	Christianity	Seventh Day Adventist	M	10
Temora (A)	Christianity	Uniting Church	F	198
Temora (A)	Christianity	Uniting Church	M	165
Temora (A)	Hinduism		M	5
Temora (A)	No religion		F	381
