LGA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA35250,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,73,60,13,8,0,0,197,0,0,0,0,0,0,0,3,50,77,60,15,8,0,0,202,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,31,39,26,17,4,0,0,120,8,6,0,0,0,0,0,12,34,48,31,17,4,0,0,139,89,121,84,31,11,0,0,341
LGA35300,171,175,103,59,60,3,0,578,85,50,35,16,16,0,0,203,90,58,34,15,29,0,0,229,834,669,359,198,211,14,4,2290,13,3,6,4,0,0,0,30,1200,957,538,294,328,17,5,3333,14,10,12,10,14,0,0,64,14,13,3,10,10,0,0,53,11,13,14,7,3,0,0,44,216,255,152,98,94,3,0,818,12,12,8,0,0,0,0,36,271,309,180,119,124,3,0,1005,1467,1262,723,412,449,23,4,4341
LGA35600,13,10,10,6,0,0,0,39,7,6,3,3,3,0,0,20,19,20,9,3,0,0,0,48,192,170,104,46,57,0,3,566,3,3,0,0,0,0,0,7,233,204,129,58,65,0,3,690,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,0,0,0,0,0,0,6,52,54,31,32,26,0,0,195,4,3,0,0,0,0,0,12,57,63,31,33,26,0,0,217,285,271,163,92,89,0,3,901
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,64,33,21,7,0,0,207,0,0,0,0,0,0,0,0,74,64,33,18,7,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,17,10,3,0,0,86,0,0,0,0,0,0,0,0,19,27,17,10,3,0,0,86,98,89,55,35,17,0,0,291
LGA35740,205,306,205,144,188,45,14,1110,210,251,152,100,130,9,8,870,198,257,142,101,109,22,8,839,1088,1364,870,559,657,130,45,4713,10,6,11,11,6,0,0,43,1714,2189,1378,915,1093,209,78,7576,23,44,47,36,51,7,4,205,45,100,64,42,57,10,8,318,27,67,43,36,57,4,0,250,191,389,320,201,241,32,16,1397,12,5,6,0,13,3,0,37,296,610,490,320,417,55,34,2213,2009,2797,1866,1232,1511,263,109,9787
LGA35760,21,26,16,14,9,0,0,90,14,10,15,6,8,0,0,47,27,16,5,3,9,0,0,61,311,406,252,150,161,3,3,1283,3,0,0,0,0,0,0,7,368,461,284,174,190,3,3,1489,3,0,3,0,0,0,0,7,7,5,0,3,0,0,0,18,0,3,0,0,3,0,0,5,73,111,76,41,50,3,0,347,7,3,3,0,4,0,0,24,94,123,85,51,52,3,0,402,459,582,367,227,244,11,3,1893
LGA35780,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,8,12,3,3,0,0,0,0,16,234,230,103,42,42,3,0,662,0,0,0,0,0,0,0,0,245,237,111,46,49,3,0,697,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,113,49,32,33,0,0,339,5,0,0,0,0,0,0,5,116,113,53,38,33,0,0,347,363,352,163,87,78,7,0,1038
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,156,59,40,26,4,0,475,0,0,0,0,0,0,0,0,190,156,59,40,26,4,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,92,60,20,12,0,0,303,3,0,0,0,0,0,0,8,113,94,61,20,12,0,0,310,306,253,117,65,36,4,0,779
LGA35800,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,50,46,22,10,14,0,3,149,0,0,0,0,0,0,0,0,57,53,20,10,14,0,3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,23,7,9,0,0,123,0,0,0,3,0,0,0,3,46,36,23,16,9,0,0,128,106,89,46,23,20,0,3,287
LGA36070,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,35,19,4,8,0,0,105,0,0,0,0,0,0,0,0,42,34,17,4,6,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,19,3,0,0,0,71,0,0,0,0,0,0,0,0,22,24,20,4,0,0,0,76,63,61,35,12,9,0,0,188
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,12,34,56,16,7,3,0,0,108,0,0,0,0,0,0,0,0,38,55,17,9,7,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,5,0,3,0,0,31,5,0,0,0,0,0,0,6,13,14,5,0,3,0,0,31,52,72,25,11,9,0,0,156
LGA36250,889,1281,944,642,925,378,171,5228,709,828,481,305,391,143,72,2921,680,702,395,235,353,113,49,2524,4190,4616,2605,1698,2251,770,304,16436,28,27,16,12,13,3,0,100,6495,7453,4433,2891,3934,1412,586,27207,77,153,120,92,169,65,26,693,132,214,155,89,122,31,14,757,107,198,131,64,112,24,12,651,777,1128,789,561,673,196,80,4197,39,54,29,18,13,3,0,147,1127,1742,1216,817,1091,319,133,6449,7624,9192,5656,3704,5026,1736,719,33657
LGA36300,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,41,37,14,3,0,0,0,89,3,0,0,0,0,0,0,3,48,40,15,3,0,0,0,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,6,0,6,6,3,0,0,0,21,0,0,0,0,0,0,0,3,6,10,9,4,0,0,0,33,51,50,25,5,3,0,0,135
LGA36370,380,381,224,144,188,42,18,1371,148,173,91,52,75,19,3,568,180,165,85,58,67,20,4,576,3184,3095,1624,1072,1301,232,67,10577,13,13,17,8,5,0,0,57,3905,3825,2037,1342,1637,314,92,13149,23,14,34,24,23,3,3,127,49,65,40,23,29,8,0,216,24,45,27,22,29,8,0,147,1043,1281,749,465,556,74,19,4182,36,34,23,12,17,0,0,125,1168,1447,868,550,655,94,28,4806,5071,5273,2912,1889,2295,406,115,17951
LGA36510,67,134,111,77,93,26,7,524,116,152,111,57,101,26,0,566,124,177,107,59,81,11,3,558,1162,1534,923,580,686,148,45,5083,5,17,11,4,0,0,0,42,1478,2011,1266,777,962,210,68,6768,7,26,28,13,13,3,0,99,36,39,38,18,35,9,0,179,16,39,15,17,33,8,3,137,285,422,251,167,184,31,13,1356,16,17,13,3,3,0,0,58,368,546,344,229,274,52,19,1829,1846,2558,1612,1002,1232,264,83,8592
LGA36580,52,83,67,37,49,10,3,301,56,51,51,26,40,3,0,220,60,72,28,24,25,6,0,223,904,990,562,329,393,59,18,3259,12,10,8,3,4,3,0,43,1089,1215,712,415,513,87,21,4050,6,11,7,3,4,5,0,35,25,22,18,12,9,3,0,88,14,18,7,8,14,3,0,68,276,322,228,139,136,18,3,1131,13,17,3,0,5,0,0,35,334,389,273,164,172,31,3,1358,1419,1601,986,583,684,110,31,5408
LGA36630,23,51,26,18,29,9,0,153,53,63,42,24,31,0,0,211,56,84,37,24,25,3,0,233,1119,1254,774,486,524,20,8,4180,9,20,4,3,3,0,0,42,1260,1462,894,559,611,28,6,4827,9,8,5,6,4,0,0,37,23,42,24,17,12,0,0,121,15,21,13,11,13,0,0,78,348,449,277,162,190,6,3,1441,13,12,8,3,3,0,0,46,411,530,340,206,219,12,3,1721,1672,2000,1226,764,830,41,15,6547
LGA36660,61,61,43,32,48,6,0,250,77,59,46,25,58,3,0,273,72,81,32,34,38,0,0,261,1211,1419,850,558,696,48,20,4808,3,4,3,5,3,0,0,22,1431,1626,970,658,847,61,25,5617,6,8,7,0,13,0,0,30,21,33,16,14,20,0,3,112,18,22,8,13,14,0,0,73,355,448,258,189,188,19,6,1466,17,13,5,7,10,0,0,60,426,529,288,225,245,23,8,1737,1854,2155,1260,876,1089,83,29,7352
LGA36720,1524,1942,1223,854,1104,297,123,7058,1277,1448,837,500,621,155,63,4906,1404,1386,799,453,609,126,53,4823,8295,9389,5473,3368,4247,970,346,32086,53,58,37,29,23,10,5,203,12545,14211,8364,5206,6607,1550,591,49082,86,217,201,161,251,72,41,1020,266,459,302,214,273,50,21,1577,147,331,204,166,222,57,18,1145,1512,2560,1680,1210,1512,264,133,8880,57,70,57,37,31,6,3,259,2071,3635,2444,1786,2285,450,216,12882,14615,17850,10810,6994,8889,2000,805,61956
LGA36820,31,44,27,19,35,0,0,150,46,51,34,21,20,0,0,178,80,72,39,25,30,0,0,255,766,908,519,338,372,31,5,2941,9,0,6,6,0,0,0,31,927,1080,635,403,463,37,9,3546,8,15,11,9,6,0,0,46,16,19,14,16,20,0,0,75,19,17,5,7,12,3,0,66,228,320,208,112,155,9,3,1027,12,17,13,8,5,0,0,56,276,380,242,152,198,16,7,1275,1210,1458,883,557,658,44,15,4821
LGA36910,999,873,509,316,388,113,46,3250,337,399,240,154,204,30,12,1377,424,393,249,154,227,31,18,1494,6103,6667,3709,2314,2889,463,185,22333,43,33,18,11,12,0,4,117,7906,8367,4720,2948,3719,643,261,28571,87,152,91,90,129,48,28,621,94,157,80,68,72,9,4,483,62,78,49,30,59,6,3,287,1344,1828,1137,782,975,139,56,6262,59,40,19,12,20,5,0,162,1643,2256,1376,980,1255,210,93,7817,9552,10628,6099,3933,4979,853,347,36388
LGA36950,3,9,6,0,0,0,0,15,3,6,7,0,4,0,0,23,16,13,0,3,3,0,0,34,155,189,90,58,46,3,0,549,3,6,0,0,4,0,0,13,187,218,102,68,49,3,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,71,78,41,23,33,3,0,250,3,3,0,0,0,0,0,6,74,87,38,26,30,3,0,265,264,299,144,95,83,7,4,887
LGA36960,3,4,3,3,0,0,0,17,9,17,3,0,0,0,0,30,17,14,9,3,0,0,0,43,286,334,158,37,27,0,7,847,4,5,0,0,0,0,0,11,322,377,175,43,28,0,4,951,0,6,3,0,0,0,0,12,17,6,3,0,0,0,0,24,6,4,0,0,0,0,0,13,160,162,81,18,5,0,0,434,10,11,7,4,0,0,0,35,189,198,92,26,6,0,0,518,514,570,268,71,42,0,4,1467
LGA37010,982,998,633,424,537,213,93,3888,620,558,347,207,281,77,30,2117,724,617,356,199,267,85,33,2279,7012,6761,3658,2345,2947,757,308,23790,33,43,28,14,4,0,0,126,9372,8978,5018,3195,4027,1138,470,32197,120,175,120,91,131,74,29,735,152,240,109,114,134,32,16,790,95,168,107,75,110,18,17,595,1796,2370,1387,968,1091,251,96,7959,61,70,42,30,25,0,0,235,2227,3020,1758,1275,1492,384,160,10316,11595,12006,6777,4466,5520,1521,627,42511
LGA37300,7,16,11,11,10,0,0,54,19,14,0,0,3,0,0,35,15,18,6,4,3,0,0,56,253,239,132,72,61,3,0,757,3,3,0,0,0,0,0,9,294,287,153,93,76,6,0,904,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,0,3,0,0,0,0,0,8,16,27,10,8,6,0,0,70,0,5,0,0,0,0,0,6,16,34,20,8,11,0,0,93,315,320,166,102,87,6,0,998
LGA37310,107,111,57,44,49,12,4,389,46,57,37,25,21,0,0,186,69,65,27,10,28,3,0,207,1465,1648,868,520,600,35,4,5144,7,9,10,7,5,0,0,38,1699,1887,997,611,706,46,10,5965,7,10,6,7,9,0,0,43,11,17,13,8,9,0,0,59,8,10,4,6,7,0,0,39,374,421,261,153,155,14,3,1374,20,14,9,3,3,0,0,59,419,470,296,179,182,12,8,1571,2118,2362,1296,785,894,64,14,7538
LGA37340,115,137,76,33,52,7,0,416,85,93,42,24,30,0,0,274,175,128,53,37,30,0,0,427,1056,1129,633,377,446,17,3,3662,7,12,8,0,7,0,0,30,1438,1504,815,476,556,21,9,4818,11,31,16,3,21,0,0,81,19,22,16,7,13,0,0,78,19,34,15,14,20,0,0,103,223,333,192,135,135,0,0,1022,13,19,9,5,12,0,0,55,285,440,242,168,196,3,0,1338,1726,1948,1058,644,752,23,6,6159
LGA37400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,43,31,26,15,7,0,3,129,3,0,0,0,0,0,0,3,55,31,31,12,7,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,6,3,0,0,30,0,0,0,0,0,0,0,0,5,10,9,6,3,0,0,30,54,46,39,19,9,0,3,168
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,28,12,11,0,0,148,0,0,0,0,0,0,0,0,46,52,28,12,11,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59,38,16,10,0,0,181,3,0,0,0,0,0,0,5,57,59,44,20,10,0,0,192,105,110,70,37,23,0,0,339
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,3,3,0,0,0,37,0,0,0,0,0,0,0,0,12,18,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,24,24,27,3,4,0,0,0,56
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,162,110,67,41,5,0,508,0,0,0,0,0,0,0,0,120,164,110,67,41,5,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,117,77,47,38,5,0,390,0,0,0,0,0,0,0,0,105,117,77,50,38,5,0,389,222,279,189,111,81,10,0,895
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,182,133,53,23,35,13,10,454,21,20,6,3,5,3,0,63,36,34,11,6,11,8,6,111,129,103,57,37,52,50,29,455,0,0,0,0,0,0,0,3,372,284,130,73,107,76,46,1092,22,16,13,15,27,13,19,123,0,7,3,4,0,3,6,31,3,4,4,0,13,0,11,29,22,38,23,14,31,21,13,155,0,3,0,0,0,0,0,10,51,70,43,34,70,43,40,347,421,352,169,110,180,120,83,1439
LGA40120,76,158,124,92,135,84,48,721,168,209,140,92,116,50,39,818,170,181,111,73,101,46,28,715,1295,1631,1011,617,879,357,182,5978,3,5,3,3,0,3,0,25,1719,2195,1390,873,1237,540,300,8256,3,12,14,17,9,7,7,71,17,29,21,17,28,14,9,133,4,13,21,19,22,4,3,90,91,184,144,106,161,48,29,764,3,4,3,0,3,0,0,13,116,244,197,161,226,83,53,1076,1831,2436,1593,1036,1463,617,357,9329
LGA40220,28,62,42,29,34,18,3,213,45,68,48,35,35,7,0,238,47,65,37,28,27,6,0,215,779,877,513,297,414,91,29,3001,8,7,9,4,4,0,0,29,915,1073,645,388,518,125,33,3695,3,7,4,3,4,0,0,20,7,12,11,11,6,6,0,48,6,14,13,10,11,0,0,66,119,197,171,112,135,29,10,772,0,4,0,3,3,0,0,18,131,234,197,148,158,35,17,926,1045,1309,841,531,680,165,46,4619
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,105,66,35,15,8,0,347,3,3,9,0,0,0,0,20,125,116,70,35,15,8,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,60,38,17,12,0,0,173,0,0,0,0,0,0,0,0,41,63,38,17,12,0,0,174,170,172,108,56,34,6,0,541
LGA40310,21,40,34,19,26,15,4,163,57,52,53,20,47,21,6,256,64,71,35,29,45,12,6,260,933,1070,598,364,510,116,30,3631,12,7,3,3,3,0,0,25,1081,1237,720,441,634,162,54,4329,0,3,7,5,10,3,0,27,8,22,11,7,17,0,0,69,3,9,10,6,7,4,0,38,108,217,138,105,137,22,8,740,5,13,0,5,3,0,0,29,129,268,169,125,172,30,11,901,1206,1501,884,565,811,200,62,5233
LGA40430,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,17,95,91,52,27,36,7,0,305,4,0,0,0,0,0,0,4,97,95,54,34,38,7,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,14,5,15,11,0,0,59,0,0,0,0,0,0,0,3,14,17,6,11,17,0,0,69,117,110,57,48,55,9,0,394
LGA40520,32,19,18,12,10,0,0,98,7,18,8,7,13,0,0,54,21,21,13,12,6,0,0,78,347,364,212,150,198,29,6,1303,3,3,6,3,0,0,0,11,412,425,257,182,235,34,9,1546,0,0,0,3,3,0,0,11,3,4,5,3,0,0,0,10,0,3,3,3,3,0,0,13,103,176,101,62,77,12,0,532,3,0,3,0,0,0,0,10,112,184,110,71,81,16,0,578,525,606,362,252,317,44,9,2125
LGA40700,595,688,463,303,359,214,117,2739,122,204,140,114,140,95,51,871,176,204,127,74,106,69,41,791,867,1074,758,532,708,469,267,4669,6,12,3,0,3,0,0,24,1773,2184,1481,1020,1307,848,479,9095,31,64,57,64,111,59,29,421,15,23,37,16,29,23,16,162,15,17,6,7,32,14,16,108,48,118,96,79,111,71,52,587,5,3,0,3,0,0,0,9,116,229,203,170,290,162,109,1289,1885,2411,1687,1192,1596,1013,594,10382
LGA40910,828,734,355,248,357,223,113,2855,166,143,86,50,101,72,42,661,159,145,81,34,62,38,30,552,1137,1305,738,490,721,379,178,4953,15,15,11,3,3,0,0,48,2309,2337,1276,827,1244,708,368,9065,50,82,64,35,79,67,28,404,44,37,28,24,45,33,26,231,20,36,11,12,29,16,3,129,144,239,184,105,180,76,57,984,11,9,4,9,3,4,0,51,275,407,296,184,331,190,116,1795,2580,2740,1567,1013,1567,903,479,10856
LGA41010,6,3,0,0,3,0,0,16,3,10,4,0,0,0,0,20,9,13,4,0,3,0,0,28,134,132,71,52,65,7,0,458,8,8,3,3,0,0,0,23,170,160,83,56,74,7,0,551,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,32,22,25,0,0,167,10,7,5,3,0,0,0,25,54,55,38,26,26,0,0,202,221,217,121,87,93,10,0,751
LGA41060,1376,1188,626,402,588,413,226,4821,348,329,191,105,193,123,82,1366,403,310,156,107,144,82,43,1245,2788,2625,1450,969,1342,676,326,10172,24,25,14,12,4,0,0,72,4934,4468,2437,1601,2276,1296,676,17684,138,199,148,115,152,113,69,945,82,105,67,62,85,50,24,473,35,54,46,39,46,33,18,272,394,622,421,301,473,218,95,2523,34,26,19,6,17,9,6,114,682,1012,704,521,781,416,211,4336,5619,5479,3139,2125,3054,1714,886,22021
LGA41140,12,13,8,3,3,0,0,45,9,5,5,7,7,0,3,48,11,28,17,3,7,3,0,60,346,398,245,141,154,26,3,1315,0,3,3,0,0,0,0,6,388,441,282,156,172,30,3,1471,0,0,3,3,7,0,0,10,0,3,4,4,4,0,0,25,4,0,3,3,3,3,0,18,50,74,58,34,63,10,3,282,5,5,3,0,0,0,0,18,63,86,71,49,75,9,3,352,445,530,349,201,248,43,6,1824
LGA41190,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,103,87,50,32,45,0,0,324,0,0,0,0,0,0,0,0,104,95,52,36,46,3,0,338,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,13,7,6,7,0,0,44,0,0,0,0,0,0,0,0,3,16,8,8,12,3,0,54,111,106,63,43,59,6,0,387
LGA41330,16,12,4,3,4,0,0,34,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,14,48,36,22,6,11,0,0,123,0,3,3,0,0,0,0,5,65,55,30,13,15,0,0,177,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,19,15,6,3,0,0,65,0,0,0,0,0,0,0,3,24,21,16,14,9,0,0,80,92,78,48,19,21,0,0,257
LGA41560,18,8,10,7,11,3,0,61,10,19,10,11,7,0,0,60,18,15,7,0,14,0,0,58,423,482,264,174,246,23,8,1617,6,0,0,0,3,0,0,7,466,526,292,194,282,30,8,1800,0,4,0,0,0,0,0,6,10,5,9,12,12,0,0,39,0,10,0,3,6,0,3,27,120,173,100,87,87,12,0,581,8,7,12,0,0,0,0,27,131,196,119,108,107,15,3,675,601,720,411,295,390,41,7,2476
LGA41750,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,48,57,32,23,8,0,0,170,0,0,0,0,0,0,0,0,56,63,37,21,8,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,12,58,70,43,22,11,0,0,198
LGA41830,0,4,0,0,0,0,0,10,0,0,3,0,3,0,0,5,0,3,0,0,0,0,0,8,61,48,21,14,28,0,0,183,0,3,6,3,0,0,0,13,68,64,28,20,37,0,0,212,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,17,13,6,9,0,0,53,0,0,0,0,0,0,0,3,9,17,13,6,9,0,0,59,78,81,44,27,47,7,0,272
LGA41960,0,4,0,0,4,0,0,10,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,45,60,38,23,15,0,0,178,0,0,0,0,0,0,0,0,52,65,38,19,20,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,10,9,3,0,0,0,0,28,61,76,38,24,22,0,0,218
LGA42030,46,56,44,51,74,32,4,314,53,82,44,34,38,29,7,294,54,50,31,15,37,21,11,222,806,756,387,242,309,111,36,2651,3,5,7,7,0,0,0,18,971,946,516,352,464,192,61,3502,3,10,14,8,12,5,3,58,15,21,22,11,17,3,10,99,8,15,15,16,20,13,5,93,255,303,169,118,189,46,15,1103,13,11,7,4,3,0,0,37,287,361,229,157,250,73,27,1396,1260,1306,748,510,712,266,91,4897
LGA42110,6,12,5,3,5,0,0,30,4,10,3,4,4,3,0,30,5,3,4,0,4,0,0,19,150,161,112,89,74,9,3,600,0,0,0,0,0,0,0,3,168,190,126,96,87,19,3,685,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,0,0,4,0,0,3,24,18,21,14,20,4,0,107,0,0,0,0,0,0,0,0,23,21,24,16,29,4,0,118,195,209,152,116,110,22,3,802
LGA42250,5,4,4,7,6,5,0,33,17,25,22,8,14,0,0,79,20,16,3,6,8,0,0,50,318,425,253,168,204,26,7,1400,0,3,0,0,0,0,0,3,353,473,284,183,237,31,7,1568,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,5,3,0,0,3,0,0,9,32,43,23,31,29,6,3,165,4,7,0,6,3,0,0,11,34,54,27,34,37,9,3,198,386,521,313,217,272,43,11,1766
LGA42600,269,242,129,82,138,57,32,954,108,138,78,50,64,30,25,489,133,131,71,42,54,40,19,495,768,794,489,304,453,218,144,3174,3,5,5,0,3,0,0,20,1277,1308,772,487,714,356,221,5128,13,20,17,23,25,14,8,125,23,36,27,20,25,12,4,150,11,26,10,15,14,6,3,83,91,137,86,79,110,47,44,589,7,8,0,4,0,0,0,20,142,226,142,136,179,79,64,969,1424,1531,915,622,888,434,286,6100
