LGA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA52240,14,7,19,30,47,85,0,0,0,3,0,4,33,49,89,12,19,30,0,0,0,4,6,7,20,21,39,0,0,0,0,0,0,0,6,6,0,6,5,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,4,0,6,59,53,116,132,145,279
LGA52310,7,4,11,21,26,49,18,17,32,0,3,5,38,45,79,9,12,23,0,0,0,0,0,0,13,12,26,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,75,47,120,133,121,258
LGA52380,0,0,0,11,0,11,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,20,57,40,27,65
LGA52450,5,11,13,58,56,120,6,7,10,7,0,7,77,61,140,106,40,143,6,4,9,3,4,10,115,52,169,3,0,4,0,4,3,0,0,0,3,8,10,0,0,0,9,14,22,0,0,0,0,3,4,0,0,0,3,4,6,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,86,66,155,294,215,507
LGA52520,8,12,16,74,55,134,0,0,0,0,0,0,74,56,135,20,14,42,0,0,0,5,3,8,31,24,49,4,0,4,0,0,0,5,4,12,4,4,4,0,0,0,7,6,14,4,0,4,4,7,6,0,0,0,0,3,3,0,0,0,4,12,14,0,3,3,0,5,7,0,0,0,3,5,12,80,63,142,212,173,383
LGA52590,20,18,39,118,97,211,3,3,13,0,0,0,119,105,223,50,38,87,3,3,9,8,6,16,63,54,113,0,3,3,0,0,0,3,4,11,9,6,16,0,0,0,14,21,34,0,0,0,4,0,9,0,0,0,3,5,10,0,0,0,4,13,18,0,0,0,0,12,12,0,0,0,0,8,8,159,142,301,382,361,741
LGA52660,121,87,208,432,458,889,129,129,255,89,69,155,647,652,1300,316,346,665,95,112,204,58,67,123,463,527,986,28,22,54,11,28,42,43,28,73,25,67,87,0,0,3,109,149,258,14,37,49,9,46,50,5,15,16,19,70,85,0,3,3,48,156,205,12,15,21,23,52,71,0,0,0,28,61,93,513,464,982,1930,2101,4032
LGA52730,39,36,72,174,141,320,0,0,0,52,61,115,231,201,435,192,183,378,0,5,5,15,20,35,209,208,420,10,4,10,3,9,12,12,10,16,8,28,39,0,0,0,31,47,78,3,3,13,6,7,14,3,0,0,8,21,29,0,0,0,22,36,59,4,6,14,3,7,15,0,0,0,5,17,26,318,331,644,860,881,1739
LGA52800,51,60,107,318,289,605,47,47,93,54,81,127,419,411,831,140,155,299,7,9,20,39,33,75,187,204,393,3,3,6,8,0,11,14,6,18,33,27,57,0,0,0,55,42,95,3,3,12,6,18,24,0,0,3,7,28,43,0,0,0,19,54,77,3,4,4,8,9,17,0,0,0,12,10,25,597,506,1103,1336,1281,2623
LGA52870,37,23,61,129,145,275,72,60,128,15,25,39,216,224,439,111,110,223,29,29,57,37,38,73,175,178,359,10,8,19,3,3,8,15,11,19,9,15,28,0,0,0,37,35,72,3,7,15,5,7,17,3,4,4,5,30,34,0,0,0,16,51,71,4,14,18,4,7,14,5,0,3,11,20,35,292,310,598,790,849,1633
LGA52940,6,8,13,25,33,56,3,3,3,0,4,4,28,40,67,14,3,17,3,0,3,3,0,3,22,3,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,25,34,57,81,89,170
LGA53010,4,5,8,22,33,60,3,0,3,0,0,0,26,33,64,4,3,8,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,5,5,39,38,72,77,87,161
LGA53080,3,3,7,21,37,60,0,0,0,0,0,0,26,37,59,13,3,19,0,0,0,0,3,3,13,9,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,77,61,138,119,115,235
LGA53150,41,46,91,241,240,480,48,69,118,33,42,76,328,354,676,78,92,169,99,114,215,68,69,138,241,276,522,6,0,12,11,12,21,7,4,13,3,17,29,0,0,0,26,38,68,125,154,276,26,38,66,16,11,25,35,66,110,0,0,0,201,272,476,0,0,3,13,21,36,0,0,0,17,19,36,262,269,530,1120,1284,2407
LGA53220,56,47,110,295,311,602,0,0,0,21,14,32,309,324,634,167,169,336,9,0,9,13,5,17,185,178,361,12,3,20,8,7,16,11,10,23,55,45,99,3,0,3,92,69,165,0,4,4,7,12,17,0,5,10,68,47,118,0,0,3,79,73,148,0,0,3,21,15,38,3,0,3,26,23,44,1551,529,2080,2295,1238,3541
LGA53290,79,93,177,502,509,1017,46,42,91,60,44,104,613,595,1209,417,406,825,5,4,14,112,119,224,531,530,1059,22,3,27,3,7,15,31,31,59,24,64,89,0,0,0,75,110,191,11,19,27,4,16,18,4,15,20,17,60,74,0,0,0,33,103,136,7,8,13,10,21,30,0,0,0,14,34,45,919,865,1785,2269,2330,4599
LGA53360,25,23,42,116,102,216,0,0,0,9,3,13,125,104,227,67,65,133,0,0,0,3,4,6,70,69,142,3,0,6,0,0,0,5,4,12,12,27,30,0,0,0,20,32,51,0,3,3,0,10,5,0,0,0,3,12,12,0,0,0,4,16,24,0,0,0,0,0,0,0,0,0,0,0,0,148,143,287,388,388,777
LGA53430,134,149,284,587,556,1145,144,172,316,121,134,253,850,864,1714,326,295,624,212,252,461,125,134,261,662,686,1350,53,42,90,51,61,112,43,28,70,64,94,158,3,0,3,213,230,439,293,372,665,204,320,522,35,64,100,194,310,509,5,0,6,733,1067,1804,21,26,50,49,90,145,3,0,4,75,124,197,1312,1341,2655,3984,4453,8437
LGA53570,23,28,47,162,165,328,15,13,23,18,20,35,189,194,381,95,75,171,21,33,54,30,26,59,147,133,276,8,6,14,0,3,3,9,6,12,8,12,24,0,0,0,21,35,59,6,17,28,0,6,10,3,4,4,4,17,21,0,0,0,20,46,62,6,3,11,0,16,19,0,0,0,6,20,29,297,246,540,700,698,1391
LGA53640,8,7,14,54,62,112,0,0,0,3,3,4,57,65,116,7,13,20,0,0,0,10,5,18,18,13,35,0,0,0,0,0,0,0,3,3,0,12,12,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,3,4,3,0,0,0,3,4,3,84,51,134,171,154,328
LGA53710,8,11,13,25,27,55,26,13,45,0,0,0,50,48,95,14,14,25,9,7,15,0,4,3,22,25,43,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,3,6,6,0,4,7,0,0,3,0,3,3,0,3,3,0,0,0,3,14,15,0,0,0,0,3,3,0,0,0,0,3,3,54,59,109,137,152,289
LGA53780,811,817,1624,4016,3639,7658,764,697,1460,793,805,1595,5571,5137,10706,2753,2512,5262,723,701,1423,717,732,1450,4194,3947,8140,364,336,701,262,380,648,308,216,526,330,577,906,15,9,25,1284,1526,2808,1225,1392,2614,430,563,996,148,186,335,324,553,880,5,17,24,2136,2711,4845,211,210,426,239,409,652,6,6,17,460,632,1092,4649,3416,8066,19100,18180,37278
LGA53800,240,214,459,1015,967,1980,524,550,1074,230,260,492,1769,1773,3546,662,653,1313,461,517,981,217,208,430,1347,1381,2723,63,108,166,31,74,109,91,72,161,92,215,310,5,0,7,280,477,754,38,97,138,37,79,112,16,44,60,61,205,265,0,3,4,151,430,582,23,37,61,35,78,115,0,3,3,65,117,181,2034,1799,3833,5887,6191,12081
LGA53920,26,8,31,66,57,125,69,66,140,22,14,36,161,139,306,56,40,95,19,27,47,3,12,14,81,74,154,0,0,0,0,0,0,3,3,5,9,7,17,0,0,0,16,9,21,0,0,3,0,0,0,0,3,3,0,9,15,0,0,0,3,12,17,0,0,6,3,3,10,0,0,0,5,5,10,384,405,785,671,660,1330
LGA53990,194,147,344,1015,960,1980,256,232,485,118,98,220,1393,1292,2686,716,664,1382,187,225,407,128,109,240,1030,993,2030,34,28,67,13,51,63,84,46,130,54,142,194,3,9,8,193,272,466,38,90,125,19,57,74,13,32,46,59,136,196,0,0,0,127,315,442,6,21,24,26,51,75,0,0,0,31,73,108,1112,1076,2186,4081,4170,8248
LGA54060,24,29,47,136,107,243,4,8,9,9,12,24,151,122,274,70,39,109,44,50,95,7,19,25,119,105,229,0,3,3,0,5,5,9,4,19,11,16,29,0,0,0,18,32,53,0,3,3,0,3,3,0,4,4,7,12,19,0,0,0,7,26,31,0,0,0,3,3,7,0,0,0,3,3,7,162,142,303,485,455,942
LGA54130,7,3,10,52,50,109,0,0,0,0,0,0,52,51,106,12,6,22,0,0,0,3,0,4,21,9,31,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,3,0,4,0,0,0,0,0,3,0,3,3,0,0,0,3,6,13,0,0,0,0,3,3,0,0,0,0,3,3,84,68,152,168,150,312
LGA54170,1008,874,1878,5003,4690,9694,1339,1317,2660,982,1016,1997,7325,7023,14348,3036,2816,5853,1225,1255,2481,1609,1539,3148,5878,5606,11481,304,292,597,117,226,346,489,193,684,357,521,880,6,12,16,1279,1244,2519,2179,2424,4607,532,696,1228,269,384,657,589,1056,1649,7,17,28,3588,4578,8167,106,141,249,219,398,614,8,5,14,333,547,876,3485,3207,6688,22891,23074,45964
LGA54200,373,319,694,1787,1733,3520,429,444,874,381,352,733,2600,2529,5131,1118,1136,2254,649,612,1257,341,365,708,2111,2116,4220,109,101,211,44,91,141,178,89,271,126,182,303,3,3,3,463,472,933,374,558,930,113,184,298,70,110,171,159,328,484,0,5,12,713,1181,1892,51,60,112,94,196,297,4,3,9,150,264,415,1841,1775,3611,8243,8656,16895
LGA54280,214,207,420,1110,1080,2185,266,279,548,90,77,162,1457,1436,2896,542,520,1057,299,327,631,61,66,127,904,919,1819,36,40,74,7,29,42,83,109,197,85,236,322,3,4,6,220,426,647,98,48,147,79,57,136,15,28,42,99,189,287,0,0,0,297,318,612,11,24,42,39,82,119,4,0,3,55,109,163,1772,1483,3251,4915,4890,9811
LGA54310,199,174,374,969,838,1809,180,178,363,30,33,63,1179,1053,2230,484,368,849,171,165,337,3,10,15,661,540,1199,11,15,19,3,12,24,41,41,82,92,137,229,0,3,5,147,214,355,7,28,33,19,38,54,0,9,14,65,126,184,0,0,0,87,196,286,6,8,12,27,61,85,5,0,5,32,67,98,1892,1068,2955,4200,3308,7505
LGA54340,24,24,48,138,108,248,57,40,101,7,0,6,198,158,354,110,96,208,0,3,3,3,3,4,112,106,217,9,9,19,9,5,16,8,3,15,7,29,38,0,0,3,37,49,90,0,11,6,0,0,4,3,3,5,3,10,17,0,0,0,13,25,38,0,3,3,3,9,6,0,0,0,3,7,12,307,289,594,689,658,1348
LGA54410,9,9,12,48,48,100,3,3,7,3,8,12,59,56,111,29,29,54,0,0,0,4,3,6,35,33,60,0,0,3,0,0,0,3,0,0,0,10,9,0,0,0,3,11,15,0,6,5,3,4,4,0,3,0,0,0,0,0,0,0,6,9,16,0,0,0,0,0,5,0,0,0,0,0,5,68,68,139,172,184,352
LGA54480,0,0,3,30,33,63,0,0,0,0,0,0,30,33,63,8,9,12,0,0,0,3,0,3,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,42,28,69,86,75,162
LGA54550,20,10,32,49,71,119,29,39,60,0,0,0,80,108,182,36,24,59,0,0,0,0,0,0,34,27,61,0,0,3,0,0,0,3,0,3,3,9,10,0,0,0,6,10,17,3,0,6,0,3,3,0,0,0,0,0,0,0,0,0,3,6,15,0,0,0,0,0,3,0,0,0,0,0,3,110,108,218,252,277,531
LGA54620,7,4,10,37,43,81,0,0,0,0,0,0,37,49,85,8,6,19,0,0,0,0,0,3,15,5,20,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,0,7,4,0,0,0,0,7,13,0,3,3,0,3,3,0,0,0,0,4,4,41,35,78,100,111,211
LGA54690,3,0,4,31,18,45,0,0,0,0,0,0,31,18,45,5,7,13,0,0,0,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,21,52,38,94
LGA54760,3,4,10,31,41,68,0,0,0,0,0,0,31,41,68,11,8,20,0,0,0,0,0,0,11,8,20,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,3,0,3,0,0,0,3,0,3,32,27,61,83,90,173
LGA54830,285,261,544,1299,1165,2470,244,234,476,298,340,636,1844,1739,3585,721,705,1424,178,153,331,224,233,461,1121,1092,2210,108,95,202,51,107,159,108,54,158,118,161,275,0,0,3,382,419,801,215,341,558,101,167,269,38,60,100,141,223,365,0,3,3,503,792,1296,55,68,122,62,147,209,0,0,0,116,215,335,2586,1518,4100,6837,6032,12863
LGA54900,11,5,14,61,70,134,0,0,0,0,0,0,61,70,134,16,18,30,0,0,0,5,3,4,20,21,36,0,0,0,0,0,0,3,3,4,0,7,8,0,0,0,4,8,19,0,3,3,0,3,3,0,0,0,0,0,6,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,60,71,128,155,181,344
LGA54970,0,6,10,31,36,67,0,0,0,0,0,0,31,36,67,15,14,28,0,0,0,0,0,0,15,16,30,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,6,5,14,0,0,0,0,3,3,0,0,0,0,3,3,165,61,220,216,128,348
LGA55040,8,4,8,42,47,85,0,0,0,0,5,3,42,47,89,13,11,22,0,0,0,0,0,0,17,11,21,0,0,0,0,4,4,3,3,3,9,6,17,0,0,0,8,12,18,0,0,0,4,0,4,0,0,0,5,9,15,0,0,0,9,9,17,0,3,3,0,0,3,0,0,0,3,6,4,235,108,340,315,187,508
LGA55110,426,417,845,2307,2131,4440,555,581,1135,550,526,1080,3411,3242,6652,1325,1203,2525,484,539,1020,634,667,1298,2444,2413,4849,147,174,323,59,165,218,227,141,373,144,273,414,4,6,9,579,759,1344,344,536,879,94,282,380,60,105,166,143,370,518,0,0,6,653,1301,1948,57,110,165,103,286,384,6,3,11,171,397,565,2980,2883,5858,10658,11401,22061
LGA55180,45,47,98,258,265,524,113,99,207,3,6,14,370,376,746,288,252,537,68,74,137,12,6,20,364,329,698,10,3,8,3,11,13,19,19,39,20,42,57,3,0,3,55,70,127,6,11,14,4,7,9,0,9,4,10,30,37,0,0,0,20,53,73,6,0,10,4,13,17,0,0,0,8,19,27,431,472,901,1299,1365,2662
LGA55250,7,3,7,28,27,56,0,0,0,4,0,4,33,27,57,8,9,24,0,0,0,0,5,5,8,18,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,3,0,3,6,7,7,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,3,153,112,259,214,164,374
LGA55320,561,583,1142,3039,2641,5681,771,823,1595,266,333,606,4081,3801,7879,1680,1515,3196,1090,1252,2345,781,737,1516,3555,3501,7051,205,129,339,134,159,297,190,83,277,186,277,461,7,5,14,726,659,1385,1975,2163,4135,600,683,1278,216,238,455,465,669,1140,11,11,27,3271,3759,7028,67,118,189,158,257,418,3,5,10,233,384,614,2556,2722,5278,14973,15406,30386
LGA55390,4,0,4,10,4,9,0,0,0,3,0,3,13,4,13,6,6,13,0,0,0,3,4,6,5,12,20,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,3,53,17,71,78,42,126
LGA55460,13,18,32,85,73,159,76,60,130,0,3,3,163,136,297,103,116,222,0,0,3,3,0,3,113,115,225,13,0,13,0,0,0,3,9,16,10,19,25,0,0,0,32,26,53,0,11,13,0,3,3,0,0,0,0,11,10,0,0,0,5,23,28,70,4,75,3,3,3,0,0,0,69,4,80,145,138,280,537,457,991
LGA55530,4,0,3,27,14,36,0,0,0,0,0,0,29,14,39,9,3,12,0,0,0,0,0,3,10,3,14,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,25,20,48,72,52,118
LGA55600,16,7,28,61,54,115,55,63,112,0,3,4,117,117,236,64,60,122,3,0,0,0,3,3,66,62,129,5,0,5,0,0,0,14,3,15,3,14,19,0,0,0,18,20,33,0,6,5,0,3,3,0,0,0,0,6,5,0,0,0,4,14,19,0,0,0,6,3,9,0,0,0,6,3,9,136,134,267,356,367,724
LGA55670,7,3,11,49,28,72,0,0,0,0,0,0,47,29,78,38,31,69,0,0,0,4,0,3,44,30,71,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,34,36,75,137,110,246
LGA55740,53,44,101,198,189,385,29,56,87,70,125,195,296,373,668,73,47,120,46,125,169,198,327,525,316,506,817,8,10,18,11,19,28,10,5,17,9,26,35,0,0,0,42,55,99,171,195,367,56,87,142,17,15,29,56,71,127,0,0,0,301,365,669,7,8,16,9,23,35,0,0,0,19,34,51,368,383,750,1385,1756,3144
LGA55810,0,7,6,19,14,34,0,0,0,0,0,0,21,14,35,5,6,14,0,0,0,0,0,3,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,69,51,118,98,78,180
LGA55880,8,0,7,29,24,52,0,0,0,0,0,0,29,24,52,8,3,11,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,28,22,47,70,64,132
LGA55950,0,0,6,25,16,36,0,0,0,4,5,13,26,23,47,5,8,11,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,18,49,68,50,126
LGA56090,215,193,414,1060,1004,2064,223,189,407,318,319,644,1608,1514,3116,574,577,1155,307,258,563,478,456,929,1355,1293,2647,70,52,121,24,57,82,124,47,168,53,148,203,0,0,0,271,309,578,220,318,541,56,103,157,55,64,122,108,228,334,9,3,8,448,718,1163,27,38,67,43,106,144,0,0,0,72,146,216,3014,1075,4089,6975,5247,12223
LGA56160,0,3,3,3,10,15,0,0,0,0,0,0,3,10,15,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,34,15,43,33,32,63
LGA56230,123,92,217,438,446,886,95,123,216,141,153,294,675,721,1392,332,332,669,60,62,121,122,147,267,517,540,1057,26,30,60,6,37,43,50,27,73,26,51,76,0,0,0,104,148,254,53,81,140,13,46,52,4,22,28,20,68,85,0,0,0,87,214,300,5,23,26,10,41,59,0,0,0,22,62,88,801,699,1500,2324,2480,4807
LGA56300,3,3,15,43,33,72,0,5,3,3,3,9,51,38,86,25,15,40,3,3,7,3,3,6,29,21,50,0,0,0,0,0,0,0,4,3,0,7,7,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,11,11,0,0,0,0,3,3,0,0,0,0,3,3,68,66,133,156,152,301
LGA56370,3,3,6,22,26,47,0,0,0,0,0,0,22,33,49,13,20,38,0,0,0,0,0,0,13,20,38,0,0,0,0,0,0,3,0,3,0,5,5,0,0,0,3,5,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,4,0,27,32,61,78,97,173
LGA56460,37,29,68,157,159,316,47,52,99,3,9,8,202,219,422,189,210,391,3,0,3,3,5,7,194,214,402,3,9,14,4,8,14,9,8,15,4,29,36,0,0,0,24,49,79,3,4,7,3,9,13,3,0,4,7,23,33,0,0,0,24,43,63,3,4,8,4,10,15,0,0,0,6,12,19,335,322,656,822,888,1713
LGA56580,146,137,282,691,605,1296,163,151,309,288,252,537,1140,1003,2140,253,226,476,145,143,291,562,507,1068,959,875,1840,27,12,42,13,10,31,24,7,30,19,48,71,0,0,0,85,86,171,674,580,1256,173,157,327,70,53,126,121,168,293,7,9,10,1040,964,2006,3,14,20,31,50,80,0,0,0,32,62,96,530,515,1045,3935,3651,7587
LGA56620,13,10,30,90,74,170,0,0,0,0,0,0,90,74,170,40,30,67,0,0,0,0,0,0,40,30,67,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,3,3,5,0,3,3,0,0,6,0,3,3,3,3,5,0,0,0,0,8,16,0,0,0,3,0,0,0,0,0,3,0,0,181,180,364,332,314,650
LGA56730,66,66,129,303,291,597,114,122,240,20,15,34,434,431,866,229,249,478,56,82,132,31,37,62,310,363,671,11,12,18,5,8,15,29,21,54,24,71,96,0,0,3,67,118,184,16,17,37,9,17,22,3,3,8,27,32,60,3,0,3,57,73,126,6,9,16,19,33,49,0,0,0,27,41,70,1012,532,1543,1976,1614,3589
LGA56790,5,17,27,101,106,209,23,20,39,0,0,0,129,128,251,61,60,124,7,15,20,0,0,3,74,73,147,0,4,4,0,0,3,5,4,10,5,15,22,0,0,0,16,24,41,0,3,7,0,7,7,0,0,0,0,7,7,0,0,0,0,15,21,3,0,3,0,3,3,0,0,0,3,3,9,212,180,392,435,446,882
LGA56860,3,0,4,10,7,11,5,0,5,0,0,0,9,7,14,4,5,12,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21,39,32,64
LGA56930,3,3,8,21,20,37,0,0,3,38,52,91,63,74,141,4,7,7,0,12,12,61,193,250,64,206,272,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,7,48,49,89,3,6,13,0,5,5,4,13,22,0,0,0,59,73,131,3,0,8,0,12,9,0,0,0,4,12,15,48,62,114,248,432,682
LGA57000,0,3,7,21,15,40,0,0,0,0,0,0,21,15,40,4,7,10,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,3,0,4,0,3,4,0,0,0,4,9,8,0,0,0,0,0,0,3,0,3,3,0,8,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,0,3,3,48,24,70,86,56,147
LGA57080,39,33,74,89,87,171,19,28,44,19,21,43,125,136,260,67,58,130,34,40,72,37,49,82,144,142,286,79,82,161,139,215,353,16,30,41,84,151,234,0,3,3,322,471,796,754,841,1597,314,278,590,40,37,81,196,192,392,6,5,11,1309,1352,2661,104,100,206,90,160,248,0,0,0,196,265,461,1919,1674,3595,4045,4085,8127
LGA57140,11,5,17,42,42,78,3,3,10,3,0,3,42,42,87,24,17,40,0,0,0,3,0,3,25,17,46,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,3,6,11,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,4,0,0,0,0,4,0,67,66,138,155,156,311
LGA57210,39,19,61,188,157,340,4,0,7,16,21,32,203,177,382,133,114,238,8,3,10,16,25,38,149,133,286,13,8,25,0,5,8,11,11,29,10,18,29,0,0,0,37,49,85,3,8,13,0,5,10,0,0,0,9,16,25,0,0,0,10,28,42,9,4,12,0,6,7,0,0,0,10,14,22,322,243,570,781,666,1446
