LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA21450,0,3,5,30,65,43,114,111,11,23,15,15,3,4,12,454,0,0,8,45,30,93,152,322,53,44,22,26,39,10,32,877,0,0,0,3,5,12,32,26,4,5,12,8,4,3,10,122,0,0,0,6,4,0,4,0,4,0,0,0,0,0,0,20,0,0,0,18,13,7,7,0,0,0,0,0,0,0,0,42,20,311,791,1340,655,452,455,525,92,73,55,37,31,12,145,4984,0,3,7,22,23,20,48,42,6,3,11,3,10,3,7,206,0,0,0,0,14,30,10,13,0,6,3,3,7,0,3,91,0,0,0,0,12,8,13,42,14,10,4,11,0,0,5,114,8,46,126,425,299,464,779,657,91,86,80,64,79,41,80,3324,46,859,1570,2461,1686,1832,2800,3526,551,528,446,377,428,204,544,17845
LGA21610,3,5,18,77,406,288,567,414,53,64,33,42,38,19,37,2059,0,9,56,445,447,1998,2306,3374,447,667,428,318,339,224,238,11279,0,0,0,0,57,151,161,135,29,26,18,14,22,15,24,655,0,0,13,142,91,117,65,40,3,0,12,0,3,6,17,513,0,0,9,283,143,169,89,43,3,3,0,4,13,0,23,796,28,601,1730,2992,1589,1040,890,936,139,145,118,90,84,37,327,10733,0,9,14,51,37,65,152,93,33,33,19,21,17,13,21,572,0,0,0,12,343,480,286,278,37,41,45,27,30,26,44,1662,0,0,3,4,13,24,126,216,16,10,12,21,20,15,7,492,7,171,545,2604,2688,5944,7671,5463,1002,971,1218,864,855,578,794,31373,65,1979,4580,9556,8951,17009,23818,25091,3797,4217,4180,3212,2990,1940,3041,114422
LGA21670,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,169,179,52,16,10,9,0,0,3,0,0,0,23,548,0,0,4,3,0,3,3,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,15,9,8,18,14,0,3,0,3,0,0,7,114,10,120,284,262,134,74,56,73,7,16,12,16,17,13,66,1160
LGA21750,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,16,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,165,141,48,43,34,20,3,0,3,3,0,0,29,572,0,0,5,4,5,3,3,4,0,0,0,0,0,0,0,30,0,0,0,0,4,3,5,4,0,0,3,0,0,0,0,17,0,0,0,0,3,0,9,3,0,3,0,0,0,0,0,16,0,16,30,21,3,12,56,47,16,16,17,11,8,9,13,282,6,178,297,253,124,132,205,216,71,59,62,37,46,32,100,1808
LGA21830,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,49,83,79,36,8,27,12,3,4,0,0,3,0,13,325,0,3,0,3,0,0,5,0,0,0,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,12,8,12,3,13,16,0,5,4,0,3,0,3,85,10,128,139,133,90,64,189,108,9,32,19,17,30,6,42,1018
LGA21890,0,0,6,8,53,65,77,62,11,7,6,18,14,15,10,343,0,3,19,35,42,159,105,153,19,48,52,76,59,55,19,838,0,0,0,0,21,47,77,81,19,15,38,22,46,23,22,404,0,49,122,536,125,177,57,15,4,3,14,0,15,0,37,1150,0,3,0,85,37,39,24,21,3,0,8,6,3,5,7,246,10,148,367,557,375,378,507,448,96,107,94,106,87,38,123,3447,0,3,3,45,51,79,104,85,28,24,27,24,26,17,27,562,0,0,0,20,741,627,255,262,59,112,102,194,205,128,86,2798,0,0,0,0,9,4,17,36,7,0,3,3,3,3,0,86,4,145,236,706,572,747,1040,1234,245,372,502,724,716,492,254,7993,56,2326,5881,5789,3491,4942,5503,6748,1319,1768,2231,2694,2604,1723,1776,48845
LGA22110,0,0,11,8,14,6,29,14,3,0,4,3,0,0,0,100,0,0,0,8,0,0,3,0,0,6,4,3,0,0,0,34,0,0,0,0,0,7,7,3,0,4,0,4,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,303,517,605,164,109,100,83,6,9,0,9,3,0,93,2043,0,3,4,25,14,5,14,12,0,0,3,0,0,0,3,78,0,0,0,3,5,9,23,6,0,0,4,3,4,0,0,63,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,14,4,39,80,114,59,34,40,29,0,20,0,18,24,5,29,494,44,711,977,964,478,343,402,347,43,87,56,89,63,26,254,4883
LGA22170,0,0,11,29,108,92,249,165,46,40,38,20,27,6,27,857,0,3,40,108,58,103,98,83,16,12,12,15,8,10,16,593,0,0,0,0,20,19,54,71,10,15,22,21,18,11,16,273,0,3,0,15,5,4,10,5,0,0,0,0,0,0,0,42,0,0,0,42,10,13,18,9,0,0,0,0,0,0,3,91,34,626,1680,2531,1304,852,783,680,155,138,112,72,51,39,299,9349,0,6,9,35,39,60,90,61,16,21,7,10,11,3,12,389,0,0,0,0,21,33,34,25,5,8,11,6,6,6,10,177,0,0,4,4,11,17,64,71,4,5,4,4,0,0,3,181,6,133,259,605,494,726,993,629,100,93,97,92,73,39,126,4470,63,1475,3072,4484,3329,3580,4520,3799,755,689,693,604,508,301,960,28846
LGA22250,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,47,46,10,10,0,3,0,3,0,0,0,0,9,172,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,9,4,0,8,7,0,0,7,3,0,0,3,58,9,83,92,75,38,40,62,64,10,12,10,11,7,3,34,548
LGA22310,3,3,34,64,340,856,1246,398,48,30,29,46,60,13,38,3214,0,7,56,186,107,166,108,117,26,21,21,28,52,26,21,955,0,0,0,6,20,31,81,69,28,19,19,21,28,19,17,358,0,0,4,6,5,14,9,10,0,0,4,3,0,0,0,67,0,4,4,39,23,23,9,9,0,0,3,0,0,10,0,119,40,361,569,816,476,446,655,535,145,148,123,122,75,42,113,4662,5,10,19,77,90,123,181,189,51,54,29,65,33,29,30,978,0,0,0,5,237,103,65,102,16,28,32,46,49,26,21,729,0,0,0,10,32,14,52,34,7,5,3,7,3,3,0,151,70,726,837,877,1549,2890,1826,1346,284,317,351,387,371,232,278,12348,319,2444,3773,3998,4370,6992,7778,7684,1736,1914,2062,2748,2849,1656,1425,51751
LGA22410,0,0,0,3,3,3,23,18,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,19,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,157,168,50,27,26,26,0,0,3,4,0,0,26,549,0,0,0,3,3,0,10,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,18,0,14,20,22,13,19,8,17,4,7,0,0,0,0,8,132,4,168,244,263,147,131,175,161,22,30,30,24,23,17,54,1491
LGA22490,0,0,3,8,4,3,5,5,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,7,0,0,0,0,0,0,5,26,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,189,281,99,72,72,71,12,7,0,9,3,0,37,921,0,0,0,12,6,7,3,8,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10,0,18,28,68,41,11,18,17,0,6,3,0,0,0,10,217,3,211,341,480,249,174,210,159,25,18,21,20,14,11,95,2021
LGA22620,0,0,3,14,26,16,63,57,13,11,15,9,3,0,0,228,0,0,3,16,12,16,37,46,8,11,3,3,4,6,11,178,0,0,0,0,5,4,21,178,28,19,37,42,24,20,24,408,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,12,26,263,489,645,239,181,204,144,23,8,17,13,9,8,99,2381,0,0,3,29,19,24,37,14,7,4,9,3,10,0,9,176,0,0,0,0,3,6,13,23,3,3,3,4,3,10,6,78,0,0,0,0,0,9,11,15,3,0,0,3,0,3,0,43,6,50,79,120,71,61,144,408,54,57,110,67,76,49,76,1418,48,628,884,1118,702,650,1102,1655,272,232,344,272,298,185,412,8817
LGA22670,0,3,4,32,148,68,58,50,8,7,4,8,6,7,3,412,0,0,47,434,292,1057,966,1421,280,676,359,248,291,158,135,6364,0,0,0,3,142,212,158,272,29,37,59,94,86,44,40,1178,0,0,9,197,172,261,160,74,6,16,10,3,5,0,50,967,0,5,5,231,124,174,109,45,3,0,11,4,4,0,21,745,16,220,506,787,273,137,89,67,19,19,19,11,15,11,76,2265,0,3,0,9,17,18,37,23,10,11,16,9,10,3,5,177,0,0,3,25,3103,4548,1866,1550,242,279,399,342,325,153,424,13286,0,0,0,0,0,0,15,65,8,3,3,6,16,6,0,133,8,99,324,1775,2492,4498,5350,4046,987,1504,1611,1066,944,571,826,26101,48,1235,2949,6037,8629,14761,14180,15622,2681,4344,4674,3886,3659,2199,2866,87766
LGA22750,0,7,12,78,64,78,131,147,41,21,4,18,14,7,4,635,0,4,12,30,26,42,44,99,14,46,24,21,26,23,10,403,0,0,0,0,16,29,60,193,34,34,47,35,39,35,24,550,0,10,137,305,74,63,28,3,4,0,0,0,7,0,15,641,0,0,0,50,17,19,19,7,0,0,0,3,6,3,15,148,56,1026,2291,2524,910,726,770,824,154,97,128,91,86,42,355,10085,0,6,9,77,53,58,132,112,28,17,26,18,31,22,22,611,0,0,0,8,117,84,61,64,17,20,20,9,27,18,76,525,0,0,3,0,11,0,47,54,5,3,13,4,0,0,3,148,16,428,720,976,359,503,689,841,163,224,327,212,238,161,289,6150,113,3610,5566,5973,2738,3020,3920,4990,933,1037,1245,1061,1280,878,1631,37981
LGA22830,0,0,0,0,4,3,38,34,5,5,0,18,8,4,4,120,0,0,0,0,4,12,24,40,4,14,4,12,17,5,5,139,0,0,0,0,0,13,28,17,0,0,4,3,0,0,9,79,0,6,36,19,3,6,3,0,0,0,0,0,0,0,7,76,0,0,0,64,31,53,54,11,3,0,0,5,0,6,14,247,8,123,258,278,68,53,75,49,33,19,15,12,8,6,50,1060,0,3,0,4,5,3,22,14,3,4,8,3,3,7,3,82,0,0,0,0,3,5,6,4,0,3,7,3,0,0,10,40,0,0,0,0,0,0,5,19,0,0,3,3,5,0,0,37,3,42,55,61,37,95,503,601,96,115,233,155,166,82,100,2354,28,611,896,728,393,567,1493,1889,335,375,564,489,446,248,439,9501
LGA22910,0,0,0,0,5,4,6,9,4,0,0,0,0,0,0,34,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,85,169,219,99,53,73,35,5,8,3,4,0,0,32,782,0,0,4,11,9,14,12,14,0,3,0,0,4,0,0,65,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,23,35,64,36,29,26,26,3,3,6,6,15,4,14,283,15,219,345,415,278,185,200,153,29,18,22,32,23,13,76,2024
LGA22980,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,30,3,3,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,37,33,10,6,3,0,0,0,0,0,0,0,6,110,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,3,7,3,4,3,73,7,4,3,3,4,0,0,117,0,31,59,58,23,26,45,135,20,21,13,20,11,0,18,472
LGA23110,0,0,4,27,39,41,62,67,12,12,12,24,10,0,10,332,0,5,0,19,11,44,38,42,15,18,3,10,7,4,6,223,0,0,0,3,18,23,46,104,24,18,27,30,39,19,15,368,0,3,52,409,80,80,28,14,3,3,0,3,0,0,20,687,0,0,0,22,12,6,11,6,0,0,0,0,0,0,0,57,14,281,711,696,319,312,474,399,118,117,77,62,63,36,92,3767,0,3,0,25,33,38,65,67,20,9,16,24,6,12,8,328,0,0,0,6,520,487,142,97,21,35,21,13,26,8,46,1419,0,0,3,0,5,3,3,12,3,4,3,0,0,0,0,44,3,142,307,681,471,560,680,597,148,157,169,173,187,119,134,4522,42,1450,3148,3512,2514,3057,3525,3733,840,920,959,1033,950,575,840,27099
LGA23190,0,0,4,3,3,3,13,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,21,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,5,39,67,82,22,14,18,19,0,5,15,6,0,0,6,296,0,0,0,3,3,0,4,5,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,11,3,11,15,15,11,10,28,49,10,3,0,0,4,0,12,171,11,109,141,145,79,63,130,275,36,38,37,34,30,24,41,1188
LGA23270,0,0,3,19,41,42,74,92,18,9,0,14,19,8,6,350,0,3,13,147,77,620,566,914,101,195,109,104,87,74,87,3104,0,0,0,0,16,93,109,73,7,14,18,15,20,12,21,397,0,3,18,153,35,58,40,14,4,3,0,4,4,0,20,354,0,3,15,1644,986,1454,1065,442,101,66,65,48,48,38,226,6204,14,240,793,1064,406,305,283,244,66,62,33,19,33,12,109,3679,0,0,4,19,26,34,74,56,7,21,16,18,20,8,12,306,0,0,0,9,363,475,142,123,22,31,33,30,17,16,48,1322,0,0,0,0,5,7,25,80,4,3,5,4,6,0,4,133,0,153,345,1255,946,1745,1911,1677,360,374,501,555,652,454,450,11378,21,1683,3996,7527,5080,9425,12515,12828,2383,2368,3260,2751,2463,1807,2423,70535
LGA23350,0,0,0,3,6,0,3,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,126,152,68,60,37,34,5,4,3,6,9,0,33,581,0,0,0,10,4,0,7,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,21,28,16,17,6,21,4,4,0,3,0,0,19,176,4,158,241,278,158,130,113,92,17,14,11,17,9,5,108,1362
LGA23430,0,0,16,59,185,155,297,261,59,51,46,44,49,22,14,1254,0,11,53,308,206,366,188,182,18,47,34,33,46,19,39,1554,0,0,0,11,45,46,103,71,9,6,18,18,28,10,21,385,3,0,7,29,9,14,10,0,0,0,0,0,0,0,0,73,0,4,19,219,69,73,36,31,8,3,3,8,6,4,10,495,28,463,1033,1433,816,622,958,952,202,214,197,160,126,53,204,7470,0,4,7,40,37,74,113,85,27,19,22,25,18,23,17,516,0,0,0,19,621,363,149,99,27,40,27,40,28,16,50,1460,0,0,3,3,24,4,24,37,6,10,4,6,6,4,0,132,6,156,354,1184,1433,1796,1656,1028,230,251,289,270,313,188,238,9387,72,1534,3828,6186,5369,6553,7256,6547,1288,1498,1520,1568,1654,981,1404,47248
LGA23670,0,3,15,51,243,205,273,165,22,34,9,20,22,6,13,1079,0,4,51,255,204,724,806,695,96,81,69,58,42,32,52,3178,0,0,0,7,42,54,79,74,5,13,12,17,19,13,15,346,0,0,13,28,3,6,3,0,0,0,0,0,0,0,3,61,0,0,3,51,17,16,12,9,0,0,0,0,0,0,3,117,20,537,1341,2096,935,669,495,341,71,63,41,46,30,16,219,6918,0,3,4,39,33,53,104,72,15,10,12,9,15,9,12,395,0,0,3,15,504,375,131,111,17,10,12,13,19,9,30,1252,0,0,5,4,20,3,30,26,4,4,4,5,6,0,0,115,28,270,423,892,996,1178,998,524,94,124,85,91,77,43,153,5959,80,1803,3632,5355,5034,7509,8314,7473,1250,1250,1060,1095,910,496,1247,46505
LGA23810,0,3,0,4,25,5,38,47,4,9,4,3,0,3,8,154,0,3,8,4,0,7,17,27,8,6,10,7,9,0,0,108,0,0,0,0,3,5,17,24,3,4,10,8,4,3,8,87,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,577,718,612,279,136,83,76,25,11,3,10,10,8,107,2679,0,0,4,18,10,6,23,21,0,3,4,3,4,0,0,106,0,0,0,3,10,11,8,16,0,5,0,4,0,3,3,64,0,0,0,0,8,0,3,17,0,3,0,4,0,0,0,32,3,106,117,211,118,72,187,249,26,22,26,25,22,23,36,1247,35,1583,1757,1326,884,588,776,944,134,149,152,173,165,91,346,9111
LGA23940,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65,71,16,11,7,5,0,0,0,0,0,0,13,207,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,9,10,3,0,4,0,0,0,0,0,3,65,0,66,135,126,65,38,31,61,11,13,25,13,9,12,32,616
LGA24130,0,0,3,13,7,16,49,38,5,0,3,3,3,0,3,148,0,0,7,10,4,5,5,0,0,3,0,3,0,0,5,51,0,0,0,0,0,4,8,6,0,0,0,3,5,0,7,31,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,5,169,438,622,256,198,302,186,37,19,16,18,4,3,91,2371,0,0,3,35,19,16,37,20,6,3,0,0,3,0,3,151,0,0,0,0,7,3,4,0,0,0,3,0,0,0,0,22,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,16,3,42,75,118,72,52,80,47,13,10,17,23,26,4,26,604,21,526,898,1119,643,557,791,506,95,82,97,89,62,24,226,5735
LGA24210,0,3,15,27,121,149,419,281,27,35,18,36,33,35,13,1208,0,11,41,82,63,213,115,88,14,12,11,11,13,3,15,682,0,0,0,3,22,24,40,42,9,13,7,11,14,4,8,182,0,17,52,104,27,19,14,4,0,0,0,0,3,0,13,257,0,0,11,72,27,26,26,4,0,0,3,0,0,0,3,173,34,326,519,602,321,284,380,286,47,63,39,27,33,9,80,3059,0,6,3,39,32,47,89,45,9,19,15,16,19,12,15,364,0,0,0,0,589,218,70,41,3,7,20,20,18,18,23,1024,0,0,3,4,19,11,49,17,0,4,3,5,8,3,0,107,12,364,400,509,499,883,753,359,63,108,93,99,123,55,138,4457,124,2666,4557,3955,4231,7613,7882,6106,1198,1422,1410,1492,1486,806,1444,46376
LGA24250,0,0,0,3,3,3,10,6,0,0,0,0,0,0,0,21,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,83,99,38,19,18,20,0,0,0,0,0,4,16,349,0,0,0,4,0,7,3,4,0,0,0,0,0,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,22,18,3,5,12,6,0,0,3,14,3,17,136,3,126,183,178,98,67,77,66,13,14,4,20,35,16,49,948
LGA24330,0,0,3,3,28,33,40,36,7,11,6,4,0,3,10,189,0,3,5,23,14,41,24,78,21,59,28,27,45,35,20,411,0,0,0,0,18,39,58,70,9,17,16,17,16,6,19,280,0,3,14,292,59,60,14,17,0,0,6,3,3,0,14,482,0,0,3,60,26,29,7,10,4,5,5,3,0,0,5,167,3,64,194,299,208,236,373,248,81,77,67,68,47,25,50,2034,0,0,0,14,21,43,59,43,19,21,18,23,22,14,17,310,0,4,0,19,2288,2287,783,800,117,186,275,278,220,119,290,7675,0,0,0,0,0,6,17,23,0,3,3,0,0,3,0,50,0,58,111,482,552,728,1051,1093,247,339,429,475,445,257,206,6475,16,531,1345,2230,4029,4951,4488,5081,1033,1469,1772,1895,1842,1125,1163,32989
LGA24410,3,0,17,26,130,84,214,149,6,33,18,11,21,8,12,737,0,12,26,84,28,103,106,141,14,20,25,23,14,21,8,621,0,0,0,3,17,35,54,111,11,14,35,27,30,29,12,384,0,0,8,15,7,3,5,0,0,0,0,0,0,0,0,28,0,0,0,11,3,4,5,4,3,0,3,4,3,0,0,38,41,462,1042,1595,656,458,464,318,63,57,27,37,35,21,144,5412,0,8,6,36,34,58,86,54,18,21,12,17,17,3,4,366,0,0,0,0,169,110,66,37,8,12,6,3,10,10,8,439,0,0,0,5,10,7,26,33,3,3,0,11,0,0,3,100,12,155,197,391,383,437,589,915,199,286,317,239,257,141,99,4610,83,1322,2155,3069,2291,2665,3907,4484,788,923,937,893,904,486,696,25600
LGA24600,0,3,8,16,51,56,119,79,12,19,25,32,25,32,15,483,0,3,5,22,38,118,96,90,17,34,43,47,59,78,22,672,0,0,0,3,27,48,161,279,72,96,126,178,308,248,203,1738,0,0,3,16,7,21,13,11,3,3,4,3,0,0,0,106,0,0,0,44,22,36,31,30,6,4,12,10,14,17,19,248,17,116,275,377,308,376,485,428,168,162,177,206,325,215,143,3763,0,4,9,36,51,80,173,147,57,43,75,108,142,117,48,1090,0,0,3,12,408,334,144,210,83,77,100,126,164,151,72,1899,0,0,0,0,7,8,26,16,0,8,0,5,3,3,3,92,15,82,117,252,339,883,1450,1313,415,607,762,1141,1814,1305,748,11244,53,564,954,1413,2201,4325,7923,10405,3452,4754,5948,8712,12056,8963,4076,75797
