LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA22750,20592,24171,9038,745,54548,17222,2447,74212,1524,652,723,70,2971,4439,352,7763,494,257,181,34,960,633,139,1729,2015,908,906,104,3933,5067,488,9490,368,169,166,16,717,1313,112,2150,19,3,6,0,29,71,14,114,41,12,8,0,58,110,16,186,3,0,0,0,3,7,0,8,432,188,173,15,808,1502,141,2457,10,6,4,0,22,47,0,69,31,0,10,0,51,190,6,242,0,3,0,0,3,0,0,3,36,97,17,5,154,65,27,241,85,115,33,7,229,294,31,559,66,58,29,4,154,100,20,276,23186,25436,10177,869,59672,24186,3137,86995
LGA22830,5546,6511,2493,180,14729,4604,569,19902,377,226,171,18,792,1177,101,2066,24,17,5,0,46,36,11,97,402,241,176,20,834,1208,113,2156,9,12,18,0,44,95,5,144,3,0,0,0,3,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20,0,45,119,5,166,24,5,0,0,27,79,3,113,31,0,9,0,42,93,3,141,3,3,0,0,3,7,0,12,13,13,7,0,31,10,4,41,63,24,17,0,102,191,13,303,22,9,6,0,34,16,4,53,6036,6797,2711,201,15752,6139,700,22583
LGA22910,1769,1284,530,33,3612,1652,145,5413,9,3,4,0,17,88,5,116,0,0,0,0,0,4,0,6,15,3,4,0,18,96,8,125,3,0,8,0,11,39,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,11,39,0,52,5,0,3,0,6,23,0,25,3,0,0,0,3,3,0,5,0,0,0,0,4,3,0,9,101,73,26,3,202,99,10,304,109,73,26,3,210,128,10,345,20,23,14,0,51,38,6,97,1921,1382,575,37,3912,1952,167,6029
LGA22980,706,507,154,19,1384,653,56,2092,34,14,7,0,63,47,0,103,0,0,0,0,0,4,0,8,33,14,7,0,62,45,0,111,7,0,0,0,7,62,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,62,0,72,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,3,7,0,3,0,8,6,0,11,11,4,0,0,19,10,0,27,768,524,164,19,1480,780,58,2320
LGA23110,5163,8390,2520,361,16435,4365,671,21470,1100,1065,488,57,2712,1684,173,4567,1127,1478,429,49,3087,712,167,3971,2229,2546,917,104,5795,2393,343,8540,352,181,179,24,732,944,85,1761,41,18,13,3,74,115,5,200,40,20,55,8,116,167,14,305,0,0,0,0,0,0,0,0,438,213,244,31,933,1227,104,2264,0,4,0,0,5,22,3,23,3,0,0,0,4,14,0,20,0,3,0,0,3,4,0,6,23,21,9,3,46,27,6,79,25,20,4,3,55,68,8,128,19,30,5,3,54,48,6,107,7872,11197,3693,507,23279,8097,1128,32508
LGA23190,2061,1994,738,65,4850,1811,162,6819,82,13,31,3,128,305,3,433,3,0,0,0,5,8,0,11,87,14,32,3,137,308,3,446,47,16,29,4,101,284,19,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,16,29,4,101,284,19,399,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,4,0,0,10,3,0,14,9,3,0,0,15,8,0,24,11,4,0,0,13,19,0,30,2213,2032,793,70,5110,2427,186,7721
LGA23270,10511,25117,7275,651,43557,7193,1020,51768,681,1064,579,58,2388,1337,137,3861,412,650,332,33,1426,380,97,1903,1084,1719,913,95,3809,1709,234,5756,379,462,275,29,1146,766,91,2005,0,0,3,0,3,0,0,3,9,18,20,0,51,49,0,102,0,0,3,0,4,3,0,4,385,484,303,29,1201,822,94,2113,3,0,3,0,3,9,0,19,17,3,6,0,28,144,4,174,0,0,0,0,0,0,0,0,7,45,46,0,101,31,10,136,32,50,55,0,133,182,12,330,19,43,13,3,79,57,12,148,12036,27410,8563,783,48787,9963,1370,60129
LGA23350,1874,1696,511,35,4111,1242,118,5472,19,3,11,0,40,61,0,98,0,0,0,0,0,0,0,0,19,3,11,0,40,61,0,98,38,7,21,0,64,141,16,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,21,0,64,141,16,218,3,0,0,0,5,9,0,16,3,0,3,0,3,16,0,16,0,0,0,0,0,0,0,0,4,6,0,0,15,12,0,28,11,9,3,0,24,34,0,59,15,11,5,0,30,14,0,40,1953,1729,549,39,4262,1495,139,5897
LGA23430,8004,15117,3730,382,27225,5539,770,33536,2213,1705,961,117,5001,3930,312,9241,1546,1741,555,61,3901,1018,227,5149,3759,3443,1519,177,8905,4947,544,14392,1371,807,592,77,2842,2872,261,5975,263,83,70,18,435,343,48,822,211,65,75,15,371,334,48,756,4,0,0,0,9,8,0,9,1850,962,741,107,3657,3557,353,7565,4,3,0,0,7,35,0,46,19,3,6,6,28,125,3,160,0,0,0,0,0,0,0,0,33,28,14,3,80,40,5,123,56,32,20,6,118,207,7,333,42,46,21,3,113,90,10,212,13705,19600,6031,678,40014,14338,1690,56036
LGA23670,11396,20022,5249,482,37148,7292,1007,45452,1119,679,485,42,2326,2154,130,4612,478,562,241,33,1319,505,82,1904,1593,1238,731,77,3638,2657,215,6516,238,74,49,7,366,529,24,920,45,21,35,0,103,139,11,254,34,14,19,0,66,74,3,149,0,0,0,0,0,3,0,6,321,100,106,15,542,744,41,1322,4,0,0,0,10,14,0,26,16,0,8,0,25,80,0,102,0,0,0,0,0,0,0,0,30,56,26,3,108,26,5,139,53,55,28,3,141,120,4,269,24,24,9,0,57,44,0,104,13389,21439,6126,576,41525,10856,1272,53657
LGA23810,7059,7064,3375,217,17715,6428,692,24827,247,52,129,7,436,1120,45,1604,13,14,22,0,52,54,0,106,260,71,148,12,486,1178,52,1710,168,60,125,15,367,1043,44,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,60,125,15,367,1044,44,1458,0,0,0,0,5,23,0,25,19,0,0,0,21,37,3,60,0,0,0,0,0,5,0,5,7,3,3,0,13,4,0,14,26,3,5,0,33,68,3,112,26,14,5,0,41,65,3,105,7532,7206,3660,237,18636,8776,794,28211
LGA23940,933,621,224,18,1798,910,83,2792,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,6,0,4,0,10,38,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,10,38,0,50,3,0,0,0,8,26,0,30,3,0,0,0,4,5,0,11,3,0,3,0,4,4,0,6,3,4,0,0,6,7,4,15,9,3,3,0,19,39,3,67,22,11,3,0,33,18,0,47,974,631,232,18,1862,1015,89,2964
LGA24130,4501,5948,1327,91,11872,2617,252,14735,128,66,79,3,274,385,19,676,3,3,3,0,12,7,0,12,130,64,78,3,281,393,19,694,17,13,9,3,47,99,6,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,21,13,11,3,53,99,6,154,3,0,0,0,3,4,0,14,3,3,0,0,3,12,0,18,3,0,0,0,3,0,0,7,6,15,5,0,22,19,7,48,18,14,7,0,34,41,7,79,25,19,0,0,40,28,0,67,4695,6063,1424,99,12279,3174,279,15728
LGA24210,8552,13848,2871,338,25608,4714,548,30872,629,583,321,37,1566,1016,73,2657,920,1553,454,56,2986,583,120,3688,1552,2134,773,93,4556,1603,191,6348,259,236,111,12,611,428,39,1089,127,73,54,16,258,198,18,479,364,142,109,21,638,413,56,1102,0,3,0,0,3,0,0,6,750,453,269,46,1511,1040,122,2668,5,0,0,0,9,10,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,3,0,16,3,6,23,9,9,8,0,23,9,6,35,18,23,9,0,53,95,0,150,10874,16463,3930,480,31750,7463,864,40074
LGA24250,1044,757,254,21,2070,942,70,3077,8,3,3,0,8,33,3,48,0,0,0,0,0,0,0,0,8,3,3,0,8,33,3,48,0,0,3,0,6,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,3,17,0,3,0,0,3,13,0,9,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,3,0,4,0,0,12,4,0,14,4,11,0,0,17,21,0,37,8,3,3,0,13,9,0,25,1063,771,260,21,2111,1013,81,3207
LGA24330,3539,5768,1781,333,11417,2953,1202,15576,517,450,303,49,1317,1053,168,2543,1360,1497,477,129,3466,861,555,4878,1878,1947,775,178,4789,1911,724,7422,736,474,211,71,1492,1362,347,3203,415,166,84,38,703,664,200,1567,678,181,80,60,1003,1082,294,2380,9,6,3,0,15,16,6,36,1838,829,380,170,3219,3121,843,7182,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,41,29,20,0,84,51,31,162,40,26,20,0,84,56,32,174,27,12,7,0,47,69,16,131,7327,8583,2958,683,19553,8121,2812,30481
LGA24410,8936,13567,3986,392,26876,7734,921,35525,454,397,260,29,1150,1198,102,2445,233,202,158,15,609,259,57,929,689,606,424,47,1757,1454,156,3373,74,78,70,9,238,165,25,425,90,45,40,5,180,161,19,365,30,6,19,0,59,88,8,151,0,0,0,0,0,0,0,0,200,132,126,16,471,411,58,942,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,14,5,0,19,6,12,0,0,20,7,0,29,17,25,6,0,52,33,12,100,9850,14329,4543,448,29181,9642,1141,39962
LGA24600,461,521,103,33,1112,358,189,1657,658,433,143,41,1275,690,410,2377,1298,1152,347,127,2920,955,998,4875,1954,1580,490,172,4195,1648,1407,7253,478,155,59,41,729,633,330,1689,1300,395,201,100,1997,1995,805,4800,10107,2880,1546,1680,16217,15752,9079,41048,3,3,4,0,11,7,4,24,11884,3437,1808,1819,18951,18385,10217,47554,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,51,0,52,19,10,6,0,38,33,24,97,24,10,3,0,43,88,29,156,75,38,15,14,144,169,84,394,14397,5587,2425,2037,24444,20646,11924,57012
LGA24650,7674,17664,4948,384,30670,5042,783,36502,625,820,473,50,1970,1166,87,3223,283,507,300,20,1112,259,51,1423,911,1333,772,71,3082,1423,136,4643,24,38,42,0,109,90,9,203,15,3,15,0,34,15,4,47,27,17,9,4,59,32,7,89,3,0,0,0,3,4,0,4,70,63,66,3,199,137,13,347,9,0,0,0,11,27,0,40,6,0,0,0,8,54,0,63,3,0,0,0,4,0,0,4,3,8,3,0,15,3,0,17,18,14,8,0,38,90,6,125,18,29,10,0,55,23,3,85,8687,19096,5798,466,34045,6714,949,41704
LGA24780,4950,5209,2086,149,12396,3758,483,16631,364,108,155,25,648,935,64,1650,19,7,10,0,35,24,4,61,381,112,168,25,679,959,69,1709,135,54,102,8,305,782,54,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,54,102,8,305,785,54,1146,27,3,4,0,35,71,3,109,23,0,4,3,29,47,7,87,0,0,3,0,3,3,0,7,3,5,0,0,7,12,0,23,58,7,13,3,75,133,14,224,27,21,13,0,64,44,0,106,5552,5407,2376,190,13527,5675,613,19817
LGA24850,3444,4835,1626,112,10018,2443,298,12761,94,23,61,4,179,226,7,408,7,6,6,0,24,18,0,47,106,29,66,4,205,238,9,454,46,16,37,4,106,243,13,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,18,37,4,109,243,13,364,5,0,0,0,9,19,0,31,10,0,4,0,13,27,0,39,0,0,0,0,3,3,0,8,4,3,0,0,11,3,0,13,17,5,7,0,30,56,0,87,12,14,5,0,38,16,3,51,3632,4904,1744,120,10396,3000,323,13725
LGA24900,3333,2661,1054,72,7113,2504,238,9853,50,20,22,0,100,197,8,310,4,5,0,0,12,7,0,25,57,26,24,3,109,208,17,329,83,21,39,4,145,335,13,497,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,83,21,39,4,145,344,13,496,7,0,0,0,14,29,0,38,10,5,6,0,13,20,0,35,4,0,0,0,3,0,0,4,5,10,3,0,14,7,0,24,21,12,10,0,44,57,8,105,29,15,6,0,54,52,3,108,3518,2742,1132,79,7471,3160,274,10899
LGA24970,11166,18779,4672,710,35325,7224,2046,44601,1265,1472,454,86,3277,1686,405,5380,986,1340,401,114,2845,613,771,4225,2248,2813,861,204,6124,2298,1175,9602,1271,1542,568,103,3490,1698,401,5590,297,88,44,30,451,410,139,997,262,79,66,45,451,565,160,1176,0,3,0,0,4,3,0,8,1831,1708,677,175,4395,2669,706,7768,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,15,11,3,0,26,4,0,38,13,9,3,0,32,10,4,41,40,47,10,4,100,83,30,206,15301,23354,6218,1101,45977,12290,3954,62221
LGA25060,6059,10877,2458,352,19747,4491,755,24992,1017,883,409,95,2401,1504,275,4174,1290,1545,509,80,3428,1133,292,4853,2312,2427,920,177,5831,2637,566,9028,796,419,277,77,1573,1647,250,3464,606,244,259,68,1182,1527,257,2968,599,316,345,93,1356,1069,297,2718,3,0,4,0,6,3,0,6,2010,983,883,248,4120,4242,798,9160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33,18,3,105,49,22,179,51,32,18,3,113,49,22,188,34,32,9,7,79,56,10,151,10465,14349,4297,776,29883,11481,2155,43513
LGA25150,2879,3813,1155,73,7922,2041,190,10156,139,98,89,4,323,318,14,661,18,8,15,3,46,32,3,75,156,105,105,6,371,352,21,735,12,3,8,0,23,104,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,8,0,29,104,0,131,0,0,0,0,0,17,0,14,5,0,0,0,6,12,0,22,0,0,0,0,5,0,0,6,8,12,6,0,27,5,0,30,22,9,6,0,39,33,0,77,10,15,4,0,25,18,0,52,3083,3943,1276,84,8385,2550,215,11145
LGA25250,7863,12992,3682,603,25136,7127,2184,34444,1757,1405,635,145,3940,2672,771,7382,2509,2167,725,193,5599,1930,1177,8698,4261,3578,1362,341,9538,4595,1944,16083,1152,490,263,104,2011,2312,545,4866,406,88,69,29,599,647,219,1456,1207,246,107,67,1626,1670,541,3832,0,9,0,0,13,8,3,27,2768,838,447,194,4245,4638,1305,10188,3,3,0,0,3,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,56,46,15,5,131,81,52,260,62,49,15,5,136,87,49,275,56,59,28,4,139,69,20,231,15009,17509,5528,1147,39197,16516,5506,61218
LGA25340,15097,16163,5256,326,36843,10878,953,48672,1109,340,485,38,1976,2342,91,4403,490,252,189,9,942,392,40,1374,1604,592,675,44,2915,2730,130,5776,647,155,221,19,1045,1505,73,2622,11,3,4,0,16,32,3,52,12,5,0,0,15,4,0,23,0,0,0,0,3,5,0,8,667,168,228,19,1082,1546,81,2706,26,0,4,0,32,93,4,133,56,4,11,0,79,223,3,299,0,4,0,0,8,7,0,14,8,9,3,0,19,9,0,22,88,20,28,0,132,331,13,472,48,33,12,0,86,78,3,167,17500,16967,6191,392,41053,15561,1180,57791
LGA25430,2135,1633,722,64,4554,2149,241,6949,33,11,16,6,63,182,8,260,0,3,0,0,7,4,0,11,32,15,16,6,70,188,8,266,0,0,0,0,5,50,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,50,0,57,0,0,0,0,0,11,0,12,4,0,0,0,4,7,0,9,0,0,0,0,0,0,0,5,4,3,0,0,11,6,0,16,14,6,0,0,18,23,0,43,22,13,3,0,36,19,0,58,2203,1669,751,64,4691,2426,259,7374
LGA25490,1864,1827,465,53,4209,1358,122,5687,4,5,8,0,15,51,0,72,6,4,0,0,14,3,0,17,16,5,7,0,27,60,0,85,3,0,3,0,7,15,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,15,3,26,4,0,0,0,3,10,0,16,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,4,7,4,0,0,15,3,4,27,10,8,0,0,21,23,3,46,14,12,7,0,30,10,0,46,1905,1851,479,56,4296,1473,127,5897
LGA25620,1698,1297,387,33,3418,1346,113,4870,33,3,6,0,40,83,5,127,0,0,0,0,0,0,0,0,33,10,6,0,46,83,5,134,12,0,3,0,13,44,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,3,0,13,41,0,54,9,0,0,0,16,52,3,72,4,0,0,0,4,36,3,45,4,4,0,0,10,9,0,24,9,5,3,0,12,10,0,18,26,14,8,0,47,106,7,152,16,14,0,0,25,22,5,48,1786,1330,399,35,3542,1595,128,5263
LGA25710,4795,9380,1701,123,16007,2286,205,18502,55,31,44,3,132,192,15,332,74,98,70,5,248,81,12,345,132,130,116,7,379,276,27,682,105,61,58,4,235,247,7,487,0,0,3,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,62,65,4,244,256,7,506,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,0,0,4,3,4,0,0,12,3,0,15,17,21,0,0,35,16,3,56,5057,9606,1888,135,16680,2835,248,19759
LGA25810,1411,1011,377,40,2841,1359,130,4333,3,0,0,0,9,75,3,87,0,0,0,0,0,0,0,0,3,0,3,0,12,75,3,87,24,5,6,0,39,118,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,6,0,39,120,3,163,3,0,0,0,3,20,0,25,3,0,3,0,3,10,0,16,0,0,0,0,0,0,0,0,9,0,0,0,7,7,0,13,12,3,3,0,20,40,0,56,21,7,3,3,37,10,4,52,1470,1033,405,45,2949,1596,142,4695
LGA25900,1014,1644,321,44,3027,730,214,3974,1573,1730,425,81,3809,1633,348,5788,1432,1641,454,58,3586,1106,277,4974,3006,3365,881,136,7392,2741,625,10764,1653,590,350,104,2699,3088,808,6591,2664,727,496,173,4067,5473,1263,10800,3986,966,555,208,5717,5443,1105,12262,15,8,8,0,29,23,4,49,8326,2290,1406,478,12504,14022,3176,29702,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,144,40,24,8,210,222,55,482,144,40,19,8,210,221,54,484,53,21,5,0,80,82,19,183,12542,7361,2634,675,23217,17802,4091,45110
LGA25990,867,645,217,13,1749,831,77,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,21,3,0,0,0,3,7,0,13,0,0,0,0,0,7,3,7,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,8,0,0,0,3,19,4,27,3,3,0,0,12,6,0,18,877,652,220,17,1766,869,85,2723
LGA26080,410,208,69,8,695,347,10,1048,19,3,0,0,20,39,0,63,7,3,0,0,8,7,0,20,22,3,3,0,33,44,0,80,6,0,0,0,12,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,8,5,3,0,0,7,5,0,13,3,3,0,0,9,3,0,11,450,217,72,8,746,420,16,1181
LGA26170,3410,2830,924,64,7223,2722,206,10155,43,4,20,0,64,173,6,240,0,0,0,0,3,4,0,10,39,10,20,0,68,177,6,249,47,11,10,3,77,177,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,47,9,10,3,74,179,5,254,8,0,0,0,9,29,0,32,3,0,0,0,3,0,0,5,4,0,0,0,3,0,0,3,13,8,0,0,21,18,0,42,18,11,0,0,36,46,0,80,12,6,8,0,25,22,3,49,3534,2867,955,68,7428,3147,222,10796
LGA26260,1868,1596,538,33,4032,1768,132,5936,21,10,10,0,40,123,0,166,0,4,0,0,4,3,0,8,21,13,10,0,44,125,3,177,9,3,3,0,23,75,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,24,75,6,106,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,7,5,0,17,5,3,28,11,8,4,0,23,11,3,38,20,15,4,0,40,33,0,71,1928,1635,561,35,4164,2020,142,6326
LGA26350,2842,5619,963,142,9566,1881,458,11898,1384,1072,351,75,2887,1536,531,4952,1274,1060,352,56,2746,1033,329,4106,2659,2128,705,134,5632,2574,863,9065,1631,565,318,112,2621,2479,731,5822,2263,486,270,188,3203,3786,1136,8127,2357,409,352,183,3298,4113,972,8381,3,0,0,0,3,5,0,9,6251,1457,934,486,9125,10381,2844,22347,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,4,0,0,65,19,4,9,90,124,30,247,65,28,6,9,95,125,30,257,39,24,14,3,79,58,21,159,11849,9251,2620,769,24489,15013,4219,43724
LGA26430,1373,857,361,28,2621,1151,95,3866,12,0,8,0,14,101,0,119,0,0,0,0,0,0,0,5,11,3,8,0,19,104,0,120,11,3,4,0,21,68,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,21,68,3,94,4,0,0,0,8,19,0,27,4,3,0,0,6,13,0,19,3,0,0,0,3,4,0,7,3,3,3,0,12,4,0,15,15,6,3,0,30,40,0,61,14,0,0,0,18,11,0,24,1425,868,376,28,2703,1370,100,4174
LGA26490,2916,3532,761,67,7278,1842,247,9358,66,24,26,3,122,135,19,272,90,81,32,0,208,79,30,314,162,107,52,8,329,213,46,583,19,5,7,0,27,52,6,86,12,3,0,0,13,25,0,38,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,31,15,7,0,50,79,6,129,3,0,0,0,7,0,0,3,0,0,0,0,5,8,0,11,3,0,0,0,6,3,0,8,8,3,0,0,11,4,0,14,14,8,3,0,26,17,0,43,19,10,0,0,31,14,0,46,3140,3674,825,73,7703,2160,294,10163
LGA26610,1888,1927,656,70,4541,1558,196,6294,52,17,21,0,92,161,18,272,0,0,0,0,0,9,0,11,49,17,21,0,91,168,17,276,55,39,25,6,123,248,39,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,55,39,25,6,130,245,39,412,12,3,0,0,12,26,8,48,3,5,0,0,10,21,8,38,3,0,0,0,3,3,3,10,5,4,3,0,17,9,0,19,22,15,3,0,39,64,13,113,38,27,9,0,78,21,0,103,2061,2017,715,75,4871,2058,262,7198
