LGA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
LGA45090,13,6,4,0,28,9,6,0,0,15,4,6,9,0,16,7,0,10,0,15,45,6,34,0,82,24,11,25,0,64,126,31,26,3,186,83,56,27,3,179,108,78,15,8,209,134,112,25,0,273,58,103,10,3,172,75,67,8,0,156,116,125,10,0,248,74,68,3,0,149,35,39,0,0,70,4,16,0,0,22,41,34,0,0,73,83,107,27,0,215,16,10,4,0,37,1040,883,242,27,2194
LGA45120,7,3,0,0,12,7,4,0,0,8,3,0,3,4,7,0,0,5,0,9,46,9,10,0,67,16,5,14,0,38,111,18,18,3,147,56,20,8,3,88,59,56,22,0,137,67,41,8,0,122,33,37,11,0,75,33,40,3,0,76,55,56,4,0,117,31,48,0,0,82,14,19,3,0,41,7,8,0,0,18,21,19,3,0,42,56,63,16,3,134,8,3,3,0,20,637,441,136,9,1229
LGA45290,58,25,30,3,120,28,8,20,6,55,29,15,19,6,75,19,10,39,3,72,126,19,53,13,214,73,45,92,14,215,401,68,120,25,606,237,96,148,30,506,345,155,162,29,690,301,202,111,20,630,194,183,80,16,475,201,164,55,21,445,422,426,96,20,964,291,387,36,10,726,165,325,25,3,527,148,241,29,3,420,343,792,44,4,1189,252,443,131,11,834,41,20,16,0,84,3661,3634,1307,244,8845
LGA45340,147,37,90,8,285,115,28,57,9,211,106,46,202,16,371,54,23,335,3,414,749,126,584,30,1493,493,204,1098,42,1834,2963,443,1078,55,4546,1742,796,1046,84,3669,2034,1489,986,83,4590,1769,1859,673,66,4368,1129,1846,468,39,3478,1124,1756,350,36,3270,2082,3291,382,55,5808,1069,2222,120,14,3429,477,1281,58,10,1827,207,652,29,4,897,294,943,34,3,1274,1039,2194,782,25,4038,250,164,176,12,605,17842,19410,8554,593,46398
LGA45400,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,0,0,0,11,8,0,3,0,11,16,3,4,0,20,10,4,3,0,22,7,10,0,0,26,12,7,0,0,21,4,9,0,0,14,10,4,0,0,15,22,4,0,0,27,3,8,0,0,11,0,3,0,0,4,4,3,0,0,3,0,3,0,0,7,12,12,0,0,30,0,0,0,0,5,140,73,21,0,235
LGA45540,0,0,3,0,3,0,0,0,0,0,0,0,5,0,8,3,0,9,0,13,20,0,14,0,36,7,3,9,0,24,55,9,16,0,76,20,14,16,0,49,20,19,9,0,42,13,11,8,0,35,3,7,3,0,19,10,3,0,0,16,8,7,0,0,15,11,7,0,0,13,8,0,0,0,10,0,0,0,0,3,3,0,0,0,3,16,17,8,0,43,4,3,3,0,15,212,100,102,6,418
LGA45680,46,69,80,9,207,54,22,49,9,138,50,43,217,5,320,32,28,327,6,397,389,217,480,28,1109,208,201,978,25,1409,1309,394,843,46,2591,658,650,736,57,2102,750,940,563,52,2305,702,1029,384,51,2166,449,915,231,29,1618,461,779,171,28,1439,796,1364,164,24,2353,348,708,69,11,1132,137,409,21,7,572,59,192,20,0,268,69,230,16,0,325,450,988,436,25,1893,156,108,165,8,441,7132,9285,5951,415,22776
LGA45890,212,105,106,24,448,96,27,68,6,194,82,74,216,22,394,50,50,269,5,374,504,216,402,33,1146,304,297,584,49,1231,1654,480,668,70,2872,940,684,721,82,2433,1041,1077,731,92,2944,923,1148,528,76,2670,563,1062,368,50,2049,673,1048,263,43,2024,1324,1938,323,57,3643,816,1417,122,38,2390,474,818,38,10,1339,220,475,34,15,750,271,681,31,7,989,729,1331,510,35,2603,180,90,130,21,416,11056,13017,6098,739,30914
LGA46090,10,3,9,0,30,9,9,7,0,25,5,3,30,0,38,11,0,39,0,46,64,19,60,5,149,46,15,85,3,147,156,31,95,9,291,114,57,67,11,243,156,85,73,6,319,125,89,50,4,269,80,87,36,5,203,80,79,21,3,188,130,171,20,3,328,93,130,11,3,236,63,91,6,0,164,23,39,4,0,70,31,63,3,3,104,112,215,58,9,390,49,29,48,3,128,1369,1223,718,63,3373
LGA46300,7,0,16,0,28,12,0,4,0,25,13,0,19,3,29,6,0,28,3,38,80,11,43,3,138,31,8,94,0,133,229,39,80,7,347,127,56,68,7,264,174,119,71,7,372,144,121,38,4,310,79,122,30,3,232,96,112,26,5,235,156,215,17,7,395,104,141,3,5,248,43,66,4,0,112,24,38,0,0,69,55,77,4,0,134,126,192,46,3,366,25,13,28,0,71,1540,1320,622,52,3539
LGA46450,15,0,11,0,31,7,5,5,0,24,11,4,32,0,49,7,0,52,0,58,128,22,88,4,248,70,27,127,4,228,395,60,125,6,588,187,90,110,11,398,181,129,62,13,385,155,117,66,7,340,80,128,38,3,250,100,131,38,3,270,147,283,17,0,451,117,165,11,4,295,47,84,0,0,137,22,47,0,0,74,42,82,9,0,131,135,256,70,0,468,43,14,20,0,80,1905,1638,894,57,4502
LGA46510,33,10,7,0,52,11,3,6,3,25,14,7,16,5,37,5,3,9,0,22,50,20,24,3,96,33,27,41,6,102,171,44,55,10,280,101,82,65,8,256,158,139,79,11,391,151,127,59,22,358,103,130,46,3,281,133,136,37,0,313,241,322,57,9,630,178,290,27,6,500,133,259,8,3,401,88,192,9,3,287,153,474,9,0,644,128,288,73,4,494,16,11,3,0,37,1895,2575,619,111,5200
LGA46670,14,5,0,0,18,9,7,3,0,16,6,4,12,3,20,0,0,23,0,23,69,12,34,7,115,45,18,46,3,109,211,40,52,3,311,108,47,59,3,219,126,84,46,3,262,132,103,22,6,260,50,93,20,0,160,86,57,11,0,155,104,127,5,0,241,39,85,0,0,127,6,45,0,0,50,8,21,0,0,34,39,35,3,4,81,84,118,34,0,235,32,14,11,0,62,1170,914,395,31,2504
LGA46860,6,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,17,4,0,0,0,10,26,5,4,0,36,13,12,7,0,28,22,13,0,0,31,22,17,3,3,44,5,8,3,0,24,19,3,0,0,19,31,14,0,0,45,12,9,0,0,22,5,7,0,0,11,3,3,0,0,8,7,3,0,0,6,8,26,3,0,37,3,0,0,0,3,204,120,24,3,352
LGA46970,0,0,0,0,3,3,0,0,0,4,0,0,3,0,3,0,0,5,0,5,0,0,0,0,7,0,0,7,0,10,0,3,3,0,3,0,0,9,0,12,10,3,3,0,10,12,12,3,0,24,6,21,6,0,29,13,38,4,0,54,46,95,18,0,155,55,85,3,0,149,45,49,0,0,94,23,50,0,0,73,60,97,5,0,160,26,56,6,0,90,0,3,6,0,8,305,502,90,0,893
LGA47140,194,117,149,10,469,96,48,77,10,238,124,86,250,14,473,51,59,317,3,429,635,335,524,31,1526,382,366,956,38,1737,2188,648,905,65,3808,1137,1045,860,90,3130,1281,1519,867,90,3763,1233,1729,618,66,3651,730,1544,402,48,2718,790,1423,308,48,2569,1400,2366,370,62,4200,623,1458,126,22,2230,276,701,41,12,1033,130,381,30,7,542,132,531,25,4,695,701,1625,609,23,2964,195,139,159,12,500,12301,16116,7593,666,36679
LGA47290,4,0,0,0,7,3,0,0,0,3,0,0,3,0,6,3,0,0,0,5,16,0,0,0,21,0,3,6,0,10,38,6,3,0,46,23,10,5,0,43,17,19,0,3,44,18,25,4,0,57,23,15,5,0,46,21,23,0,0,46,25,27,5,0,63,14,12,0,0,28,4,14,0,0,12,5,0,0,0,6,10,10,0,0,19,15,18,9,0,40,3,0,0,0,8,249,205,56,8,514
LGA47490,4,0,0,0,4,0,0,4,0,4,0,0,4,0,3,3,0,0,0,4,15,0,4,0,21,11,9,10,0,26,36,8,4,0,46,28,14,0,0,44,29,23,0,0,53,21,24,9,3,55,11,17,3,0,31,16,25,3,0,44,32,25,0,0,55,15,22,0,0,39,12,9,0,0,16,0,4,0,0,10,4,6,0,0,12,23,31,3,4,63,3,0,0,0,7,277,210,52,10,540
LGA47630,12,5,0,0,17,12,0,0,0,12,5,13,7,0,22,0,0,5,0,10,44,10,8,0,60,15,8,17,0,39,112,24,27,0,161,53,41,27,0,127,105,64,11,0,182,99,72,10,9,193,54,84,13,0,149,52,60,11,0,130,83,88,0,3,180,48,60,0,0,107,10,36,0,0,52,16,12,0,0,28,16,26,0,0,38,43,93,10,0,154,24,8,0,0,25,802,705,159,23,1687
LGA47700,122,39,39,3,197,69,18,27,11,115,48,20,62,9,145,35,12,129,0,176,383,57,211,12,664,274,109,382,15,780,1598,182,454,29,2269,1067,343,503,34,1946,1280,669,550,44,2540,1051,918,397,29,2393,672,1052,287,26,2043,674,1075,251,19,2017,1392,2199,305,31,3932,816,1660,123,13,2607,419,1056,43,10,1529,185,617,34,4,842,238,889,30,0,1154,610,1270,387,8,2279,169,82,63,3,318,11099,12274,4269,302,27949
LGA47800,12,4,0,0,14,4,0,3,0,11,3,3,7,0,20,5,0,21,0,21,45,8,16,0,77,17,7,32,0,59,126,19,24,3,179,71,49,24,3,139,83,76,27,8,195,79,54,11,0,143,21,42,5,3,73,63,43,5,0,114,55,38,4,3,102,31,18,0,0,50,15,21,0,0,35,13,3,0,0,17,15,18,0,0,41,52,59,18,3,129,19,12,4,0,31,731,486,207,24,1446
LGA47910,4,0,3,0,10,3,0,0,0,3,3,0,3,0,8,0,0,3,0,3,25,3,4,0,36,18,4,8,0,29,60,9,11,0,76,23,11,5,3,43,50,22,3,0,79,37,26,3,0,64,17,26,5,0,44,25,15,0,0,36,45,32,0,0,76,14,26,0,0,38,3,9,0,0,12,5,5,0,0,8,11,13,0,0,22,41,38,11,0,92,14,0,3,3,15,394,239,67,5,709
LGA47980,49,30,31,6,115,25,13,13,3,47,17,11,16,8,47,11,7,22,3,45,99,20,40,3,160,49,22,93,10,174,306,65,108,16,490,213,86,94,17,404,275,144,130,25,576,316,155,119,22,611,213,144,93,12,463,203,203,74,11,494,453,451,122,30,1052,339,402,51,15,798,247,366,20,6,637,196,347,40,5,592,483,1255,42,0,1783,282,561,107,7,956,35,22,14,3,72,3827,4297,1210,194,9533
LGA48050,30,0,6,0,31,22,4,3,0,31,20,3,10,0,31,19,0,28,0,47,139,10,49,0,197,75,20,75,4,180,612,35,99,9,759,314,73,68,5,464,344,131,66,3,549,264,143,27,0,433,102,90,16,0,211,117,87,13,0,217,148,124,12,7,288,65,73,3,0,140,22,42,0,0,65,17,32,0,0,48,41,43,0,0,85,134,150,43,3,324,50,0,13,0,70,2546,1069,526,36,4166
LGA48130,16,3,0,0,18,5,0,0,0,9,0,3,5,0,12,7,0,18,0,24,40,10,19,0,74,24,14,44,0,81,123,21,44,0,184,66,33,30,7,128,112,85,26,0,224,88,84,22,3,195,46,62,4,0,119,50,53,11,0,116,61,97,8,4,169,33,45,0,0,83,19,29,0,3,50,8,13,5,0,26,18,37,5,0,53,58,99,19,3,185,13,9,9,0,25,784,705,275,24,1783
LGA48260,20,4,13,0,37,4,0,4,3,6,3,0,8,0,16,0,0,0,0,7,21,5,11,0,34,16,4,14,5,35,62,6,14,0,84,52,13,21,0,85,63,23,17,0,105,68,33,13,0,123,35,34,18,4,91,44,36,13,3,97,104,71,26,3,204,69,74,9,4,146,43,63,5,3,109,43,69,10,0,125,119,262,10,0,394,60,120,21,3,201,9,8,0,0,24,837,837,217,30,1913
LGA48340,21,4,3,0,26,14,3,6,0,25,7,7,9,0,23,6,0,22,0,36,91,19,40,3,148,53,18,66,0,138,243,36,57,3,341,128,65,58,6,252,152,97,41,3,288,158,123,26,3,312,75,95,18,0,185,80,98,19,4,202,125,179,18,0,320,72,110,3,0,191,31,70,0,0,104,25,30,0,0,51,51,50,0,0,104,106,164,32,3,308,41,17,7,0,61,1485,1179,420,29,3112
LGA48410,101,40,33,8,182,51,5,21,3,82,32,26,55,8,130,32,20,49,0,104,245,61,120,17,445,144,91,171,22,432,737,187,208,38,1171,494,268,237,50,1045,586,440,269,57,1351,494,465,221,47,1230,327,471,166,30,989,308,451,120,30,913,708,971,165,42,1884,443,716,67,18,1243,259,482,25,12,772,145,306,17,0,476,214,542,18,6,780,399,653,198,9,1257,89,28,23,0,141,5806,6235,2185,396,14630
LGA48540,18,0,10,0,33,15,4,12,3,33,18,10,76,0,106,10,3,95,0,104,145,21,119,6,290,76,23,154,9,254,411,71,142,9,636,179,82,129,3,399,214,106,103,8,430,160,127,62,6,357,117,130,51,3,297,128,149,32,0,307,217,354,44,6,624,153,276,20,0,452,85,163,7,0,256,46,107,6,0,166,56,164,3,0,229,161,264,84,3,511,56,17,48,3,131,2268,2076,1194,64,5605
LGA48640,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,7,3,3,0,13,3,0,6,0,11,26,0,3,0,31,10,3,3,0,21,5,19,3,0,31,17,19,0,0,32,6,8,0,0,18,15,9,0,0,24,22,20,0,0,47,7,5,0,0,16,11,11,0,0,21,0,7,0,0,3,12,9,0,0,22,8,11,0,0,14,3,0,0,0,0,150,135,25,4,314
LGA48750,5,0,0,0,11,7,3,0,0,9,9,0,13,0,18,6,0,8,0,16,43,5,13,0,61,29,12,23,0,66,172,7,14,0,193,91,30,21,0,142,88,47,21,0,152,84,53,5,0,147,44,36,8,0,91,54,50,0,0,99,64,52,3,0,116,34,32,3,0,66,14,17,0,0,27,3,10,0,0,15,22,16,0,0,32,52,55,17,0,124,17,4,6,0,25,827,420,166,5,1418
LGA48830,32,8,4,0,41,31,9,3,0,35,9,3,11,0,26,3,0,17,0,22,106,15,22,4,150,64,15,43,3,120,404,26,30,3,467,192,62,33,3,288,195,94,35,8,331,163,94,17,3,280,75,76,9,0,159,97,64,12,3,173,120,103,6,0,228,72,41,0,0,117,43,25,0,0,68,23,19,0,0,40,34,49,0,0,80,115,155,50,0,309,29,10,6,0,45,1793,864,298,28,2988
LGA49399,3,0,3,0,5,0,0,0,0,0,3,3,7,0,15,3,0,3,0,8,29,3,6,0,41,6,5,11,0,26,33,13,11,0,56,19,19,11,0,48,10,19,6,0,41,21,7,4,0,40,11,14,4,0,30,19,5,3,0,28,30,22,0,0,51,21,14,0,0,35,14,11,0,0,20,3,10,0,0,13,9,11,0,0,16,21,60,12,0,92,16,15,16,3,49,272,230,100,10,610
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,40,6,9,4,68,32,6,6,0,52,33,8,44,3,90,21,4,56,0,85,191,24,93,0,306,110,32,180,3,328,626,70,184,12,896,337,144,152,16,645,439,277,184,26,930,380,303,111,11,794,270,304,71,6,648,286,332,62,11,692,453,560,70,9,1099,266,414,21,3,708,167,252,6,0,424,86,129,6,4,228,159,258,18,0,438,328,500,119,7,956,94,39,28,3,162,4323,3666,1426,125,9537
LGA50210,116,51,81,7,255,63,17,50,10,138,40,27,141,12,215,30,17,163,4,214,224,80,244,7,563,155,137,400,16,706,806,210,360,23,1404,488,346,361,25,1221,657,659,401,40,1754,593,807,293,38,1731,434,840,226,30,1524,462,772,164,17,1414,996,1714,215,47,2969,644,1091,96,26,1864,375,698,37,12,1125,230,525,26,10,786,306,860,28,13,1211,618,1302,330,29,2276,131,104,78,9,318,7370,10252,3698,362,21676
LGA50250,3,0,8,0,9,0,0,7,0,5,0,0,3,0,4,0,0,7,0,7,5,4,13,0,19,3,3,4,0,15,4,7,4,0,15,9,8,6,0,23,10,14,4,0,27,16,11,6,3,32,14,24,5,0,40,14,29,9,0,48,63,156,24,3,237,61,85,9,3,155,42,72,4,0,119,51,79,9,0,136,120,202,5,0,327,50,99,7,3,153,10,5,3,3,20,466,788,136,17,1404
LGA50280,27,11,4,0,40,9,4,5,0,19,11,7,11,0,33,11,4,19,0,34,58,14,33,0,106,34,24,83,0,147,165,38,58,0,264,122,78,58,4,259,133,119,66,3,325,167,146,34,0,348,89,131,21,0,243,124,148,18,0,286,199,199,26,6,432,109,143,5,3,265,55,78,5,0,136,29,56,4,0,89,53,101,5,0,162,146,299,44,0,496,31,13,6,0,48,1569,1604,521,22,3724
LGA50350,33,6,13,3,47,12,4,7,0,16,11,3,19,0,33,4,0,28,0,41,58,9,41,5,119,30,14,70,3,114,163,15,68,13,257,86,40,65,6,202,123,79,65,14,281,101,102,58,5,262,95,122,47,10,265,94,117,39,9,255,197,260,51,7,514,157,228,30,3,421,105,149,18,7,270,57,102,6,0,172,86,224,12,4,323,124,222,67,6,421,17,10,10,0,39,1555,1699,711,86,4053
LGA50420,98,53,66,15,233,42,19,28,4,95,55,33,72,8,166,39,17,74,5,134,257,49,141,18,465,143,72,204,12,432,761,158,220,20,1158,459,253,237,29,973,555,405,277,29,1263,490,443,239,47,1217,363,432,156,37,991,360,473,121,33,979,805,1050,188,44,2087,652,780,90,32,1555,460,599,36,16,1118,317,464,37,10,830,526,946,45,11,1533,614,773,232,17,1631,105,48,42,5,202,7116,7076,2484,395,17066
LGA50490,65,26,32,8,139,28,7,17,4,57,25,25,70,5,132,21,9,68,5,97,138,62,88,6,290,85,58,118,16,278,399,93,141,18,653,211,156,172,23,555,326,247,164,28,771,279,233,133,38,690,196,278,96,20,589,239,277,81,19,609,527,551,111,44,1224,358,364,45,26,789,237,275,29,10,548,145,203,16,3,371,243,325,24,11,597,389,450,123,13,967,49,27,37,7,123,3953,3662,1557,309,9480
LGA50560,5,0,0,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,15,3,0,0,19,10,5,7,0,20,49,8,3,0,54,27,11,3,3,40,23,18,3,0,40,28,7,4,0,45,8,11,0,0,25,13,14,3,0,24,26,7,0,0,33,9,19,0,0,30,10,3,0,0,9,4,3,0,0,6,13,9,0,0,15,22,36,10,0,63,3,0,0,0,8,257,145,45,6,457
LGA50630,6,3,0,0,13,0,0,0,0,0,0,0,3,0,5,0,0,7,0,6,6,0,7,0,16,6,0,0,0,10,9,3,3,0,22,11,7,11,0,25,6,5,8,0,21,14,5,5,0,20,12,11,8,0,28,16,11,4,0,33,21,41,3,0,62,21,24,0,0,45,14,14,0,0,33,10,22,0,0,37,20,21,0,0,45,11,40,7,0,55,3,5,0,0,9,193,216,65,0,475
LGA50770,4,0,0,0,4,3,0,0,0,3,4,0,7,0,7,3,0,3,0,5,11,3,8,0,21,9,4,4,0,15,30,0,0,0,36,18,6,8,0,29,20,23,5,0,47,23,13,0,0,43,8,5,0,0,21,10,16,0,0,25,27,25,3,0,55,11,17,3,0,31,4,7,0,0,13,4,3,0,0,5,15,12,0,0,24,18,29,3,0,50,7,3,3,0,9,248,168,46,0,465
LGA50840,11,0,4,0,15,8,3,0,0,15,15,0,3,0,20,3,0,15,0,20,41,5,9,0,59,28,3,17,0,51,124,22,15,0,168,54,5,20,0,82,83,33,16,0,121,61,30,9,3,102,39,34,10,0,82,29,26,3,0,57,51,55,12,0,118,43,49,3,0,93,19,31,0,0,48,6,15,0,0,26,15,26,0,0,45,61,81,15,0,157,4,3,0,0,9,696,425,143,7,1270
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,0,3,0,14,3,3,3,0,7,10,3,6,0,23,5,4,4,0,17,11,8,3,0,21,12,6,0,0,18,5,9,0,0,13,9,3,0,0,15,14,12,0,0,27,11,8,0,0,16,8,8,0,0,16,3,3,0,0,5,7,3,0,0,11,9,21,0,0,28,3,3,3,0,8,125,91,30,3,253
LGA50980,16,3,11,3,33,0,0,8,0,8,5,10,31,3,47,0,5,45,3,51,42,21,53,9,127,13,19,60,8,107,46,35,76,14,162,61,48,66,11,183,65,56,71,7,196,81,73,32,8,198,59,61,39,0,161,89,90,33,4,217,218,245,37,4,508,151,219,21,0,391,122,146,4,0,270,78,96,3,0,173,128,161,12,3,304,147,253,81,8,483,25,18,40,0,81,1337,1568,719,79,3700
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,3,0,4,3,0,3,0,9,19,4,3,0,30,10,8,4,0,23,12,8,0,0,29,12,11,6,0,25,6,8,0,0,10,12,12,0,0,22,12,11,4,0,27,4,9,0,0,15,12,6,0,0,14,0,3,0,0,6,9,12,0,0,15,8,22,3,0,34,3,0,4,0,9,118,110,42,4,276
LGA51120,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,3,6,0,6,22,3,0,0,25,10,6,6,0,18,5,7,0,0,13,8,7,3,0,17,6,8,0,0,14,9,8,0,0,23,12,4,0,0,17,7,13,0,0,20,3,12,0,0,15,0,4,0,0,4,9,5,0,0,19,17,20,0,0,32,3,0,0,0,3,128,94,25,0,246
LGA51190,29,4,17,3,56,19,3,17,0,46,24,12,47,3,83,20,8,72,0,94,149,27,116,9,297,79,19,213,3,317,496,67,208,9,785,291,116,158,12,586,299,182,183,19,678,296,241,110,8,660,185,229,81,6,505,224,229,46,4,503,399,429,73,11,918,266,299,35,5,603,169,198,6,0,380,89,121,15,0,222,196,269,12,0,478,326,436,149,4,913,77,22,30,3,135,3642,2912,1603,109,8265
LGA51260,68,8,33,0,106,30,5,16,3,49,27,12,46,0,86,18,8,65,0,89,157,17,96,4,278,113,28,151,7,298,594,69,144,3,817,369,104,149,15,632,405,233,164,5,811,421,282,104,6,819,225,338,56,10,633,265,336,49,10,655,439,624,59,11,1132,254,471,20,0,742,182,267,11,0,461,90,187,13,0,289,188,291,3,0,490,356,768,127,0,1255,88,31,20,0,144,4284,4090,1335,81,9786
LGA51310,29,13,22,3,63,8,3,10,7,27,13,9,8,5,34,4,5,12,0,23,51,7,19,3,81,37,12,28,9,88,129,15,36,5,183,130,21,47,7,210,146,48,54,8,261,170,57,41,4,269,98,75,40,10,218,118,110,42,3,277,244,238,77,9,562,207,267,22,3,505,141,228,11,3,387,151,413,50,3,619,509,1712,50,7,2271,214,540,85,4,847,31,30,4,0,62,2435,3792,649,98,6976
LGA51330,215,108,124,41,493,81,27,41,12,162,76,52,79,25,237,72,47,83,5,212,305,93,130,28,559,210,178,238,29,659,866,262,258,49,1428,619,395,256,58,1324,753,678,340,82,1849,641,731,294,60,1727,475,757,224,38,1492,455,762,146,43,1409,923,1600,251,61,2839,623,1186,110,30,1947,387,862,60,26,1330,236,726,57,12,1028,423,1522,48,15,2014,542,1474,267,18,2302,110,88,27,10,233,8015,11545,3038,649,23251
LGA51400,27,3,11,0,40,3,9,3,0,18,9,6,17,0,30,12,0,30,0,45,56,13,51,0,123,37,30,76,4,146,173,20,75,0,267,110,33,78,3,227,142,82,66,6,297,118,132,50,0,302,76,147,53,0,282,95,155,35,10,290,204,398,38,8,642,151,277,15,0,441,101,198,6,0,305,59,140,7,0,203,76,244,5,0,326,158,418,54,3,631,28,12,12,0,62,1656,2307,693,33,4681
LGA51470,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,10,7,0,0,11,3,0,0,0,3,5,5,0,0,13,5,7,3,0,15,6,6,0,0,9,9,3,3,0,13,12,0,0,0,14,4,7,0,0,10,0,0,0,0,3,0,0,0,0,3,3,3,0,0,3,7,7,3,0,19,5,0,0,0,4,79,49,10,0,141
LGA51540,12,0,7,0,24,6,3,3,0,13,4,0,10,0,14,3,5,8,0,17,16,6,25,3,51,4,13,21,0,37,52,19,22,5,94,21,19,19,5,61,44,27,12,3,90,37,35,12,4,88,20,29,12,0,67,45,41,6,5,91,54,56,8,3,128,31,49,0,5,88,22,29,3,0,57,16,22,0,0,40,29,33,3,0,63,43,71,24,3,144,30,26,19,0,71,499,486,215,29,1229
LGA51610,4,0,0,0,6,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,7,0,3,0,13,3,0,0,0,0,17,3,8,0,26,11,0,3,0,18,18,8,3,0,29,8,9,0,0,18,3,13,0,0,22,9,11,0,0,21,15,30,4,0,49,16,17,0,0,31,8,12,0,0,21,4,11,0,0,12,13,16,0,0,30,21,38,3,0,65,5,0,0,0,6,168,185,28,0,383
