LGA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA55670,12,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,49
LGA55740,61,5,3,0,0,69,8,0,3,0,0,12,9,3,5,0,0,16,13,3,6,0,0,21,16,4,9,0,0,27,42,4,22,0,0,67,27,18,23,0,0,63,72,14,22,0,0,114,59,11,9,0,0,75,132,11,3,0,0,146,272,9,0,0,0,279,54,3,0,0,0,63,749,89,103,0,0,943
LGA55810,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,27
LGA55880,9,0,0,0,0,9,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,37
LGA55950,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,41
LGA56090,309,10,0,0,0,316,142,0,0,0,0,143,110,0,0,0,0,110,200,3,0,0,0,203,253,0,0,0,0,259,677,11,0,0,0,689,807,14,3,0,0,820,1369,13,0,3,0,1394,836,3,0,0,0,843,781,0,0,0,0,786,339,3,0,3,0,342,256,3,0,0,0,259,6076,65,4,13,8,6167
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,112,0,0,0,0,110,49,3,0,0,0,55,40,0,0,0,0,48,82,0,0,5,0,89,102,0,0,0,0,105,288,6,0,0,0,295,348,3,0,0,0,353,546,0,0,3,3,553,273,0,0,0,0,272,220,0,0,0,0,217,107,0,0,3,0,113,112,0,0,0,0,116,2284,19,5,13,5,2323
LGA56300,12,0,0,0,0,13,4,0,0,0,0,4,4,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,4,30,0,0,3,0,33,16,0,0,0,0,21,26,0,0,0,0,23,9,0,0,0,0,9,9,0,0,0,0,9,6,0,0,0,0,3,10,0,0,0,0,15,139,0,0,9,0,148
LGA56370,12,0,0,0,0,12,6,0,0,0,0,6,5,0,0,0,0,5,7,0,0,0,0,9,8,0,0,0,0,8,8,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,56
LGA56460,37,0,0,0,0,35,30,0,0,0,0,25,29,0,0,0,0,29,59,0,0,0,0,57,44,0,0,0,0,44,131,0,0,0,0,132,81,0,0,0,0,81,72,0,0,0,0,72,24,0,0,0,0,24,16,0,0,0,0,16,7,0,0,0,0,7,23,0,0,0,0,22,550,0,0,4,0,552
LGA56580,172,21,4,0,0,193,30,4,0,0,0,32,22,4,0,0,0,29,31,3,3,0,0,42,40,9,0,0,0,56,113,9,6,0,0,129,93,12,4,0,0,107,152,24,9,0,0,189,120,19,7,0,0,146,234,41,14,0,0,289,799,66,7,0,0,865,110,3,0,0,0,118,1913,214,66,0,0,2194
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,72,0,0,0,0,72,52,0,0,0,0,52,49,0,0,0,0,48,82,0,0,0,0,82,113,0,0,0,0,114,281,0,3,3,0,284,236,0,0,3,0,245,246,0,0,0,6,249,100,0,0,0,0,106,76,0,0,0,0,71,32,0,0,0,0,31,57,0,0,0,0,57,1390,3,4,5,8,1415
LGA56790,30,0,0,0,0,36,5,0,0,0,0,5,7,0,0,0,0,5,15,0,0,0,0,11,21,0,0,0,0,22,46,0,0,0,0,44,49,0,0,0,0,49,51,0,3,0,0,52,12,0,0,0,0,12,12,0,0,0,0,12,17,0,0,0,0,18,8,0,0,0,0,9,283,3,3,3,0,292
LGA56860,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
LGA56930,14,3,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,13,0,0,3,0,0,3,5,3,5,0,0,12,4,0,0,0,0,9,4,0,3,0,0,12,44,0,0,0,0,44,10,3,0,0,0,13,100,13,7,0,0,120
LGA57000,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36
LGA57080,3,4,79,0,0,87,0,0,25,0,0,22,0,3,18,0,0,17,0,0,24,0,0,27,0,4,50,0,0,48,3,15,144,0,0,159,4,17,231,0,0,254,3,21,383,0,3,410,4,9,240,0,0,255,4,20,228,0,0,254,3,40,159,0,0,197,0,6,52,0,0,57,20,141,1634,4,5,1797
LGA57140,6,0,0,0,0,6,16,0,0,0,0,16,6,0,0,0,0,6,13,0,0,0,0,13,7,0,0,0,0,7,20,0,0,0,0,20,19,0,0,0,0,19,10,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,111,0,0,0,5,114
LGA57210,50,0,0,3,4,49,31,0,0,0,0,31,22,0,0,0,0,22,47,0,0,0,0,47,58,0,0,0,0,59,100,0,0,0,3,105,84,0,0,0,4,90,81,0,0,0,3,86,28,0,0,0,0,29,17,0,0,0,0,16,13,0,0,0,0,16,29,0,0,0,0,29,567,0,0,9,13,582
LGA57280,8,0,3,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,8,0,3,0,0,13,31,3,0,0,0,36,33,3,0,0,0,41,59,0,5,0,0,66,39,0,0,0,0,37,102,3,0,0,0,101,85,0,0,0,0,86,18,0,0,0,0,22,391,17,13,3,0,423
LGA57350,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,14,7,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,68,0,0,0,0,74
LGA57420,21,0,0,0,0,20,5,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,4,24,0,0,0,0,24,14,0,0,0,0,14,12,0,0,0,0,14,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,104,0,0,4,3,113
LGA57490,635,27,9,0,0,670,300,13,3,0,0,316,275,7,9,0,0,291,512,21,5,3,0,544,613,36,9,0,0,658,2140,79,30,3,3,2256,3334,128,31,4,0,3496,6215,102,14,8,6,6342,2741,26,7,3,5,2783,1555,17,7,0,3,1580,623,10,3,3,0,645,668,19,4,0,0,686,19602,483,137,22,27,20272
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA57700,124,0,0,0,0,127,40,0,0,0,0,40,42,0,0,0,0,42,109,0,0,0,0,105,125,0,0,0,0,123,393,4,0,3,0,402,755,17,0,0,0,778,1735,7,0,3,0,1750,846,4,0,0,0,852,573,0,0,3,0,575,267,0,0,0,0,271,179,0,0,0,3,182,5193,39,5,6,7,5256
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,11,9,0,0,0,0,10,8,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,34,3,0,3,0,47
LGA57840,235,102,20,0,0,351,35,25,9,0,0,67,47,16,8,0,0,66,57,33,15,0,0,107,86,59,13,0,0,162,209,150,44,0,0,399,212,173,70,0,3,458,406,287,103,0,0,794,277,187,36,0,0,495,500,212,31,0,3,748,651,152,23,0,3,826,116,36,19,0,0,174,2836,1434,369,3,10,4650
LGA57910,1053,397,57,0,4,1517,313,158,29,0,3,501,269,121,26,0,0,414,447,238,72,0,0,758,594,331,63,0,3,994,1686,1081,286,0,5,3064,1822,1656,355,0,10,3846,3093,2572,287,0,12,5966,2009,1263,91,0,13,3375,2673,907,48,0,11,3642,2327,455,32,3,11,2827,680,282,35,0,3,1003,16980,9450,1384,6,75,27897
LGA57980,77,26,19,0,0,124,14,6,7,0,0,24,13,4,3,0,0,22,19,11,4,0,0,34,27,6,13,0,0,47,76,44,32,0,0,151,77,24,54,0,0,152,125,58,75,3,0,266,77,47,61,0,0,185,189,66,36,0,0,293,343,52,24,0,0,422,35,11,15,0,0,61,1085,350,342,3,3,1788
LGA58050,784,52,0,0,0,838,306,35,0,0,0,343,313,23,0,0,0,338,572,31,3,0,0,607,737,70,0,4,0,819,2333,242,11,4,0,2594,3172,390,13,6,0,3588,6400,565,13,6,9,6997,3634,181,6,3,5,3831,1906,71,0,0,4,1984,903,50,0,3,0,950,857,50,4,0,3,908,21913,1766,61,31,30,23795
LGA58190,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,3,0,31
LGA58260,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,36,0,0,0,3,38
LGA58330,40,0,0,0,0,41,30,0,0,0,0,30,23,0,0,0,0,24,46,0,0,0,0,46,44,0,0,3,0,43,102,0,0,0,0,105,110,0,0,0,0,110,134,0,0,3,0,138,75,0,0,4,0,79,46,0,0,0,0,46,25,0,0,0,0,25,41,0,0,0,0,47,717,0,0,9,3,735
LGA58400,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA58510,146,34,9,0,0,192,43,26,7,0,0,79,46,11,7,0,0,58,73,26,12,0,0,113,102,33,15,0,0,148,249,83,61,0,3,403,308,134,80,3,0,523,581,233,107,0,3,927,418,120,44,3,0,583,440,78,48,7,0,569,224,47,37,0,0,312,75,25,7,0,0,110,2708,841,436,11,12,4003
LGA58540,11,0,0,0,0,11,7,0,0,0,0,7,10,0,0,0,0,10,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,72,0,0,0,0,72
LGA58570,136,42,28,0,3,212,42,10,11,0,0,61,39,11,5,0,0,55,51,18,16,0,0,87,81,18,32,0,0,138,215,80,125,0,0,420,221,83,144,3,0,454,374,172,230,3,0,773,291,140,126,5,0,560,526,175,76,3,3,776,508,102,30,0,3,644,97,24,16,0,0,138,2571,870,843,14,10,4311
LGA58610,24,0,0,0,0,19,15,0,0,0,0,15,13,0,0,0,0,13,27,0,0,0,0,27,19,0,0,0,0,19,47,0,0,0,0,47,28,0,0,0,0,28,17,0,0,0,0,17,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,6,210,0,0,0,0,214
LGA58680,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,6,3,0,0,0,0,3,12,0,0,0,0,12,13,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,6,47
LGA58760,1003,68,0,0,0,1082,399,37,0,0,0,436,371,36,0,0,0,409,731,60,0,0,0,796,922,65,0,0,0,988,3038,277,0,3,4,3332,4474,432,6,3,0,4914,9171,598,5,0,14,9792,5786,197,0,0,3,5987,3175,115,0,3,5,3304,1359,43,0,0,0,1408,1076,65,0,0,0,1143,31507,2002,21,16,34,33577
LGA58820,21,0,0,0,0,26,14,0,0,0,0,13,17,0,0,0,0,17,21,0,0,0,0,21,33,0,0,0,0,30,73,0,0,3,0,78,96,0,3,3,0,96,107,0,0,0,0,107,45,0,0,0,0,48,48,0,0,0,0,45,20,0,0,0,0,20,25,0,0,0,0,25,512,4,4,10,0,531
LGA58890,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,9,12,0,0,0,0,12,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,64,0,0,0,0,66
LGA59030,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
LGA59100,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,12,0,0,0,0,12,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,64,0,0,0,0,64
LGA59170,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,8,0,0,0,0,8,19,0,0,0,0,19,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,87,0,0,0,0,87
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA59310,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,8,19,0,0,0,0,19,13,0,0,0,0,14,40,0,0,0,0,40,11,0,0,0,0,11,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,129,0,0,0,0,133
LGA59320,8,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
LGA59330,13,0,0,0,0,13,7,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38
LGA59340,8,0,0,3,0,11,7,0,0,0,0,3,6,0,0,0,0,9,8,0,0,0,0,14,3,0,0,0,0,3,27,0,3,7,0,37,36,0,0,3,0,47,67,3,3,4,4,75,40,3,0,4,0,47,41,3,0,4,0,50,35,0,0,4,0,38,21,0,0,0,0,21,298,12,8,32,9,356
LGA59350,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
LGA59360,7,0,0,0,0,7,14,0,0,0,0,11,8,0,0,0,0,8,16,0,0,0,0,16,13,0,0,0,0,13,18,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,6,82,0,0,3,0,92
LGA59370,24,0,0,0,0,24,18,0,0,0,0,20,18,0,0,0,0,18,21,0,0,0,0,25,33,0,0,0,0,33,68,0,0,0,0,70,69,0,0,0,0,69,87,0,0,0,0,87,31,0,0,0,0,31,24,0,0,0,0,24,9,0,0,0,0,9,21,0,0,0,0,21,422,0,0,0,3,427
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,65,0,0,0,0,64,58,0,0,3,0,56,36,0,0,0,0,36,70,0,0,0,0,74,75,0,0,0,0,73,116,0,0,0,0,116,73,0,0,0,3,73,47,0,0,0,3,54,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,3,33,0,0,0,0,35,592,0,0,9,9,606
LGA60410,83,0,11,0,0,92,83,0,4,0,0,91,57,0,8,0,0,71,178,4,9,0,0,189,220,0,13,0,0,236,562,0,41,0,4,613,513,3,21,0,0,534,332,0,4,0,0,339,91,0,0,0,0,96,40,0,0,0,0,40,13,0,0,0,0,13,80,0,3,0,0,86,2257,5,117,3,11,2387
LGA60610,131,0,0,0,0,137,89,3,0,0,0,96,123,0,0,0,0,127,219,0,0,0,0,223,334,3,0,0,0,344,726,3,0,0,0,736,400,0,0,0,0,403,202,0,0,0,0,199,59,0,0,0,0,59,45,0,0,0,0,41,19,0,0,0,0,19,90,0,0,0,0,93,2441,19,10,0,4,2471
LGA60810,170,4,0,0,0,177,104,0,0,0,0,105,105,3,0,3,0,109,233,3,3,0,4,245,289,7,0,0,0,302,733,5,3,5,3,750,500,6,0,3,0,508,324,0,0,0,0,327,95,0,0,0,0,96,64,0,0,0,0,64,33,0,0,0,0,36,87,0,0,0,0,86,2749,36,4,15,7,2806
LGA61010,24,0,0,0,0,24,19,0,0,0,0,19,11,0,0,0,0,11,41,0,0,0,0,45,28,0,0,0,0,32,45,0,0,0,0,45,21,0,0,0,0,25,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,16,0,0,0,0,16,221,0,0,0,4,229
LGA61210,79,0,0,0,0,79,30,0,0,0,0,30,62,0,0,0,0,62,71,0,0,0,0,70,146,0,0,0,0,151,254,0,0,0,0,254,146,0,0,0,0,148,100,0,0,0,0,100,15,0,0,0,0,20,15,0,0,0,0,14,15,0,0,0,0,15,41,0,0,0,0,41,975,0,3,3,5,986
LGA61410,428,0,7,3,0,435,258,0,0,0,0,260,251,5,0,0,0,255,432,12,0,0,0,447,619,9,10,4,3,643,1543,36,14,3,3,1601,1571,16,13,4,4,1600,1431,8,0,0,9,1458,483,0,0,0,0,482,342,0,3,0,0,352,165,0,0,0,4,173,230,0,3,0,0,234,7749,100,46,19,19,7934
LGA61510,68,0,0,0,0,73,65,0,0,0,0,70,74,0,0,0,0,74,121,0,0,0,0,121,188,0,0,3,0,189,403,0,3,0,0,412,240,0,0,0,0,241,141,0,0,4,3,146,48,0,0,0,0,46,22,0,0,0,0,22,10,0,0,0,0,13,36,0,0,0,0,36,1423,6,3,13,5,1447
LGA61610,126,5,0,0,0,131,120,5,0,0,0,123,122,3,3,0,0,131,195,6,0,0,0,207,335,15,3,0,0,348,868,13,0,0,0,880,526,3,0,0,0,533,300,3,0,0,4,302,72,0,0,0,0,69,51,0,0,0,0,53,25,0,0,0,0,25,92,3,0,0,0,97,2825,50,6,4,4,2889
LGA61810,50,0,0,0,3,54,52,0,0,0,3,55,48,0,0,0,0,50,67,0,0,0,0,72,101,0,0,0,3,102,167,0,0,0,0,166,92,0,0,0,3,91,55,0,0,0,0,58,16,0,0,0,0,20,23,0,0,0,0,23,6,0,0,0,0,6,30,0,0,3,0,27,711,3,0,4,11,729
LGA62010,15,0,0,0,0,15,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,13,0,0,0,0,13,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,70,0,0,0,0,70
LGA62210,49,0,0,0,0,54,44,0,0,0,0,44,47,0,0,0,0,47,82,0,0,0,0,82,91,0,0,0,0,91,180,0,0,0,0,181,112,0,0,0,0,116,62,0,0,0,0,63,22,0,0,0,0,23,14,0,0,0,0,14,7,0,0,0,0,7,32,0,0,0,0,34,740,3,0,0,0,747
LGA62410,42,0,0,0,0,41,19,0,0,0,0,19,20,0,0,0,0,20,39,3,0,0,0,41,53,0,0,0,0,50,98,0,0,0,0,99,61,0,0,0,0,58,43,0,0,0,0,43,5,0,0,0,0,5,11,0,0,0,0,11,3,0,0,0,0,4,20,0,0,0,0,22,406,7,0,3,10,416
LGA62610,288,5,12,0,0,307,203,7,18,0,0,225,174,9,14,0,0,192,347,19,23,0,0,387,532,33,41,0,0,612,1659,25,60,3,4,1758,1374,14,33,0,0,1418,703,4,14,4,0,722,171,0,4,0,0,172,100,0,0,0,0,101,48,3,4,0,0,48,194,0,13,0,0,210,5790,116,233,9,7,6161
LGA62810,328,26,23,0,0,381,146,11,11,0,0,165,116,11,12,0,0,142,236,22,22,0,0,280,276,25,50,0,0,346,680,69,72,0,0,822,839,77,63,3,3,987,991,58,58,5,0,1106,438,30,23,0,0,491,403,27,12,0,0,440,290,20,6,0,0,319,141,10,9,0,0,163,4889,376,351,15,7,5633
LGA63010,153,0,0,3,0,159,123,0,0,0,0,120,101,0,0,0,0,102,178,3,0,3,0,185,210,0,0,0,0,211,516,0,0,3,0,525,453,3,0,0,0,456,292,0,0,3,0,296,82,0,0,0,0,80,53,0,0,3,0,50,23,0,0,0,0,23,93,0,0,3,3,100,2280,5,0,21,4,2311
LGA63210,60,0,0,0,0,60,53,0,0,0,0,53,39,0,0,0,0,40,83,0,0,0,0,85,100,0,0,0,0,102,153,3,0,0,0,151,122,0,0,0,0,127,82,0,0,0,0,81,28,0,0,0,0,28,19,0,0,0,0,19,15,0,0,0,0,18,48,0,0,0,0,54,808,13,0,0,3,821
LGA63410,8,0,0,0,0,8,10,0,0,0,0,8,20,0,0,0,0,17,19,0,0,0,0,19,14,0,0,0,0,14,27,0,0,0,0,33,20,0,0,0,3,22,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,142,3,0,3,8,154
LGA63610,276,4,5,0,0,285,164,3,3,0,0,175,123,3,3,0,0,131,240,12,3,5,0,261,283,11,0,0,0,296,882,30,18,0,0,933,1041,28,12,3,3,1080,1057,10,4,0,0,1071,327,0,0,0,0,328,247,4,0,0,3,258,107,0,0,0,0,107,156,3,3,0,0,163,4903,109,46,7,7,5084
