LGA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA46860,0,4,21,17,27,32,10,8,0,122,0,0,14,14,11,13,9,3,0,62,0,0,6,6,12,4,4,0,0,37,0,0,5,8,11,7,3,0,0,32,0,0,6,6,9,15,3,3,0,45,0,0,0,5,4,6,4,0,0,14,7,5,5,9,21,28,22,12,3,118,51,67,130,145,210,235,199,110,40,1185
LGA46970,3,19,52,26,38,20,0,0,0,158,3,24,60,32,36,17,4,0,0,183,3,17,79,50,45,23,3,0,0,211,3,25,85,69,49,40,0,0,0,273,0,29,211,165,126,72,3,0,0,613,0,0,47,73,71,22,0,0,0,215,26,33,96,63,55,31,4,0,0,306,154,264,876,659,530,325,38,5,3,2864
LGA47140,28,594,2639,2252,2158,1514,359,87,30,9656,6,245,1431,1407,1173,768,174,21,9,5226,5,86,949,1050,889,601,72,16,3,3672,3,15,465,638,556,351,54,8,3,2095,0,18,338,674,613,357,41,9,0,2061,14,15,89,169,184,111,35,13,3,631,656,566,1374,1024,1034,911,861,652,365,7441,8669,9970,21089,18422,17840,15256,11318,6037,2190,110789
LGA47290,0,8,24,31,29,37,13,0,3,147,0,3,22,15,23,18,7,3,0,89,0,0,11,19,18,8,3,0,0,66,0,0,3,8,14,6,3,0,0,31,0,0,3,7,18,7,5,3,0,41,3,0,3,8,6,3,0,0,0,21,13,12,20,25,28,23,29,26,9,179,94,70,232,235,289,298,255,143,59,1678
LGA47490,0,12,27,25,30,23,10,3,0,126,0,3,18,26,31,15,0,4,3,96,0,3,11,16,15,18,3,0,0,67,0,0,11,7,6,10,3,0,0,41,0,0,8,9,14,5,0,3,0,44,0,0,0,5,3,10,0,0,0,28,12,4,12,10,27,40,23,12,18,163,81,89,190,239,294,378,237,102,56,1660
LGA47630,0,26,97,96,105,112,35,5,0,485,0,8,44,35,62,50,22,0,0,234,0,3,34,36,46,44,6,3,0,176,0,0,11,24,34,22,9,0,0,97,0,0,11,27,29,16,3,3,0,95,0,0,4,19,18,12,9,3,6,65,41,33,70,58,104,86,82,55,66,583,419,334,732,815,990,870,656,361,198,5366
LGA47700,8,429,1813,1704,1850,1460,577,130,46,8019,3,178,1242,1261,1256,913,261,42,11,5173,0,47,915,1110,1102,746,173,23,4,4114,0,26,484,772,786,533,103,6,3,2717,0,19,389,950,1045,657,110,14,6,3200,3,5,69,203,331,202,54,18,12,900,333,254,525,578,595,532,610,490,363,4281,6119,5761,11893,12787,13699,12495,10425,5290,2080,80560
LGA47800,5,18,46,73,70,62,25,5,0,306,0,5,25,30,44,31,8,4,0,155,0,4,13,16,24,24,6,0,0,98,0,0,10,13,20,22,6,0,0,63,0,0,3,15,30,14,0,0,0,66,0,0,3,9,6,21,6,3,4,61,40,14,51,52,48,47,77,43,21,408,295,236,504,573,749,826,752,358,112,4406
LGA47910,0,12,25,24,38,42,24,7,0,179,0,5,22,18,27,26,4,0,0,117,0,0,13,10,19,19,7,0,3,67,0,0,3,15,15,16,0,0,0,48,0,0,4,9,13,11,7,0,0,45,0,0,3,5,11,10,11,3,0,45,17,4,19,16,26,38,33,20,37,223,113,90,227,243,356,432,391,215,93,2171
LGA47980,7,152,663,414,427,440,279,82,75,2539,3,78,548,370,380,330,188,45,39,1986,0,25,395,466,430,394,122,35,30,1890,0,7,239,377,340,306,84,30,18,1389,0,13,335,634,675,517,170,46,19,2405,3,3,131,587,703,470,197,63,43,2204,133,135,283,291,276,336,254,197,290,2196,2195,2569,5104,4935,4969,4727,3583,2004,1637,31733
LGA48050,0,14,110,109,147,172,140,59,32,786,0,3,49,65,78,89,47,17,8,359,0,3,27,48,61,71,35,9,3,264,0,0,19,49,45,53,22,5,4,202,0,0,21,49,64,57,20,11,3,222,0,0,5,21,26,36,24,5,9,124,67,36,47,87,107,140,211,211,219,1125,633,467,975,1235,1521,2185,3161,1804,789,12754
LGA48130,0,30,73,93,99,104,28,7,8,437,0,9,29,45,59,39,17,6,0,210,0,0,41,35,53,45,17,8,0,206,0,0,17,10,34,30,7,4,0,98,0,0,11,23,35,21,12,0,0,108,0,0,3,18,9,9,13,3,3,62,39,19,47,55,59,80,89,43,58,481,400,322,680,754,939,998,792,383,200,5469
LGA48260,0,33,101,64,74,69,74,30,7,461,0,10,76,67,66,65,57,21,14,374,0,5,64,64,85,90,33,24,4,365,0,3,48,53,71,56,32,6,0,278,0,3,71,127,147,97,62,22,7,523,0,5,21,99,187,127,62,31,23,563,40,31,61,67,60,70,43,52,27,461,513,521,812,836,1016,1036,825,562,309,6424
LGA48340,4,41,102,160,181,134,53,12,10,691,0,23,64,82,121,90,33,4,0,423,0,0,54,79,92,85,22,7,4,346,0,0,23,63,75,59,19,7,0,245,0,0,37,54,73,80,21,4,0,278,0,0,13,21,38,40,22,5,3,141,69,45,67,94,150,149,150,104,93,932,660,521,1012,1330,1721,1841,1440,699,322,9553
LGA48410,10,267,1288,894,841,640,224,86,65,4317,3,94,848,699,610,371,122,31,16,2790,4,44,659,633,561,352,86,29,21,2394,0,12,326,437,424,261,41,11,10,1522,0,15,381,630,517,291,66,23,16,1942,4,4,96,241,206,146,34,29,21,781,177,244,581,398,423,340,343,371,425,3303,3159,4731,10093,7718,7302,6052,4617,3626,2148,49447
LGA48540,4,89,239,206,276,184,61,16,5,1084,0,67,199,154,218,132,24,0,0,787,0,32,220,193,242,147,16,4,0,866,0,16,164,190,200,113,11,0,0,698,0,18,179,235,238,105,4,0,0,775,3,5,33,114,75,45,17,3,0,287,146,129,242,174,275,249,220,203,100,1737,1345,1309,2761,2582,3220,2693,2040,1260,429,17638
LGA48640,0,9,21,18,22,22,10,3,3,94,0,3,10,10,10,15,7,0,0,55,0,0,8,18,15,12,4,0,0,57,0,0,10,6,10,9,0,0,0,31,0,0,3,15,8,0,0,0,0,28,0,0,0,5,3,6,3,0,0,22,6,0,12,9,18,20,12,12,5,91,52,49,127,152,166,194,128,56,37,971
LGA48750,0,12,36,47,67,94,42,12,0,315,0,0,31,32,35,41,23,8,3,176,0,0,14,19,30,38,9,0,0,116,0,0,7,13,17,20,7,0,0,58,0,0,3,21,25,30,13,3,0,87,0,0,0,8,13,20,14,0,0,57,23,19,24,36,51,86,92,51,33,409,223,165,373,456,678,1047,956,396,138,4435
LGA48830,3,26,102,87,117,167,86,36,12,635,0,9,54,42,92,103,42,8,3,359,0,5,31,63,64,94,29,18,4,307,0,0,24,33,39,61,21,7,3,183,0,0,16,43,70,40,21,3,0,193,0,0,7,20,32,22,14,3,4,113,59,14,45,60,86,143,176,118,91,783,461,315,794,897,1402,2065,2082,1053,459,9530
LGA49399,4,17,50,35,52,43,14,3,0,222,0,3,29,38,46,34,3,0,0,149,0,3,43,25,42,40,3,0,0,158,0,5,28,33,40,29,3,0,0,147,0,6,59,59,45,33,6,0,0,205,0,3,15,33,22,23,5,0,3,97,42,42,118,98,139,123,62,23,7,661,150,168,546,514,642,582,301,102,25,3032
LGA49499,0,8,43,26,20,19,8,0,0,122,0,3,14,14,12,6,0,0,0,51,0,0,6,15,12,5,3,0,0,37,0,0,9,0,5,10,3,0,0,21,0,0,7,11,11,5,0,0,0,40,3,0,3,3,4,0,0,0,0,19,11,33,71,61,100,64,34,10,7,400,173,266,556,421,474,403,271,59,22,2648
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA50080,12,152,466,463,547,452,173,80,32,2365,6,56,261,336,372,307,99,31,14,1478,0,31,226,295,350,268,76,21,6,1280,0,13,125,224,273,225,47,16,0,924,0,11,145,256,348,273,65,29,4,1133,4,3,52,131,158,124,45,14,8,531,253,193,425,392,391,440,428,377,291,3178,2404,1767,3862,4182,4922,5119,4153,2350,1046,29805
LGA50210,18,467,1830,1248,1129,876,259,48,17,5895,3,216,1352,991,810,531,117,17,5,4044,0,112,1057,941,760,464,91,20,0,3445,0,45,655,621,544,337,62,3,3,2266,0,41,794,971,859,485,84,7,6,3249,4,16,239,442,366,197,50,19,3,1336,398,388,951,812,704,641,553,392,249,5083,4691,5239,13728,11323,9694,8139,5577,2567,917,61871
LGA50250,14,41,114,120,91,57,10,0,0,442,0,42,124,93,96,60,13,0,0,422,5,25,147,113,116,62,12,0,0,479,0,39,207,159,143,99,14,0,0,655,3,93,824,721,551,296,28,0,0,2523,0,73,916,903,715,343,36,0,0,2982,32,113,678,595,500,258,40,4,0,2214,244,560,3455,3058,2409,1355,198,31,7,11305
LGA50280,3,37,199,259,233,187,81,19,4,1023,0,21,112,153,130,103,41,7,4,570,0,8,93,152,117,86,27,8,3,490,0,0,52,101,94,70,17,3,3,333,0,4,79,162,139,66,30,5,0,483,0,0,30,99,82,58,29,3,3,296,118,36,160,221,176,175,102,78,43,1109,705,432,1754,2344,1962,1913,1249,577,225,11159
LGA50350,3,65,278,226,201,171,60,14,12,1035,0,36,197,210,189,128,44,6,0,813,0,13,215,208,214,110,18,4,3,782,0,9,154,164,126,102,16,3,0,569,0,6,177,285,221,127,33,3,0,845,0,0,44,109,112,53,13,3,0,328,59,60,141,140,143,136,119,115,93,1012,822,812,2252,2241,2092,1792,1283,760,334,12390
LGA50420,10,363,1484,956,882,710,231,60,26,4721,4,168,1241,807,675,514,147,20,3,3585,5,82,1026,825,655,476,112,6,3,3192,0,39,628,631,501,352,75,7,3,2233,0,31,927,1160,899,495,96,13,0,3627,0,10,309,558,435,229,51,11,7,1627,215,313,887,659,590,556,512,498,491,4728,3112,4258,12004,9610,8195,7276,5376,3162,1484,54483
LGA50490,6,269,1062,574,513,368,95,29,17,2938,0,135,750,470,345,252,61,12,0,2031,3,47,616,463,368,220,54,12,6,1775,0,33,429,300,222,147,31,6,0,1174,0,35,553,566,418,255,49,5,0,1883,3,10,145,283,207,96,23,3,12,774,240,433,1049,623,502,439,363,343,208,4200,1774,3307,8563,5796,4528,3982,2708,1821,817,33294
LGA50560,0,3,19,13,16,44,16,3,0,114,0,3,4,14,17,13,9,3,3,57,0,0,6,9,10,15,7,0,0,43,0,0,3,12,14,8,0,0,3,43,0,0,3,10,14,16,0,0,0,48,0,0,0,7,5,0,4,0,0,23,10,11,17,22,34,38,29,27,6,202,51,49,143,177,249,330,292,147,42,1475
LGA50630,0,4,9,10,10,11,5,0,0,56,0,5,23,17,28,14,3,0,0,86,0,0,24,13,29,14,3,0,0,86,0,8,14,28,24,16,0,0,0,99,0,6,41,53,59,29,0,0,0,185,0,0,14,28,18,10,5,0,0,72,5,6,26,21,37,26,20,15,5,153,70,73,230,279,304,240,155,72,14,1441
LGA50770,0,3,12,26,33,30,15,3,3,125,0,4,11,16,15,11,12,3,0,70,0,0,3,17,19,5,11,0,0,57,0,0,6,12,3,4,3,0,0,26,0,0,8,13,10,15,11,4,0,62,0,0,4,3,12,3,3,0,0,28,8,0,3,7,28,36,33,18,8,149,61,37,117,218,258,279,249,116,36,1377
LGA50840,3,11,31,39,56,61,32,8,0,234,0,8,16,29,42,36,14,0,0,151,0,4,6,37,30,44,9,3,0,134,3,0,22,27,38,22,4,3,0,127,0,0,25,43,73,41,16,3,0,202,0,0,8,14,16,12,3,0,0,50,38,6,35,34,75,68,63,44,13,373,262,125,307,505,694,827,737,295,90,3838
LGA50910,0,5,5,7,14,5,12,3,0,56,0,3,5,7,13,4,9,0,0,40,0,0,3,5,14,9,3,3,0,39,0,0,3,5,9,8,3,3,0,27,0,0,5,4,11,3,0,0,0,27,0,0,0,3,6,6,3,4,3,25,3,7,7,11,20,23,22,18,18,130,41,42,81,99,154,122,150,79,38,805
LGA50980,6,101,365,266,221,172,43,12,3,1185,0,27,253,206,197,136,17,5,0,838,3,17,206,196,186,121,27,0,0,759,3,15,161,183,153,103,6,3,0,631,0,13,200,258,255,175,20,3,0,927,3,3,61,103,91,62,28,3,0,354,178,130,452,407,308,273,137,53,16,1952,868,880,2867,2596,2213,1847,772,235,56,12338
LGA51080,0,3,8,8,16,12,0,0,0,58,0,3,8,16,10,9,0,0,0,49,0,0,5,5,11,4,4,0,0,31,0,0,8,0,3,5,0,0,0,22,0,0,8,4,10,8,7,0,0,36,0,0,0,4,4,10,0,0,0,28,9,9,24,18,15,30,16,9,5,137,48,49,143,132,159,166,95,65,11,871
LGA51120,0,0,9,9,10,9,6,4,3,48,0,0,11,9,4,10,3,0,0,35,0,0,12,5,7,6,0,0,0,40,0,0,9,5,10,6,0,0,0,38,0,0,9,6,8,15,0,0,0,37,0,0,7,3,7,12,3,0,0,33,6,3,4,3,17,8,17,9,0,78,30,30,97,99,110,153,139,65,20,739
LGA51190,7,121,479,397,415,338,144,47,24,1965,5,65,290,276,321,255,91,14,5,1328,3,34,237,253,287,255,60,14,5,1141,3,20,171,197,255,229,26,10,8,922,0,14,241,324,377,288,62,6,4,1309,5,12,102,171,181,163,53,8,5,709,202,192,456,422,457,388,372,233,124,2844,1757,1841,4204,3997,4316,4316,3266,1808,875,26383
LGA51260,9,112,445,558,549,401,197,82,19,2376,3,56,257,400,361,257,116,41,14,1499,0,23,222,366,345,255,76,38,9,1341,0,16,146,265,270,146,44,14,6,906,0,17,210,429,395,256,67,18,5,1396,0,6,93,199,258,149,77,20,9,810,227,131,318,366,404,413,437,339,261,2893,2127,1458,3771,4947,4955,4726,4246,2125,851,29211
LGA51310,4,118,353,219,246,247,162,81,47,1472,0,82,288,179,224,194,99,66,24,1163,0,33,268,261,293,219,90,39,16,1222,0,9,197,196,255,191,69,28,17,953,0,13,294,544,588,437,132,56,16,2088,0,10,200,921,1146,599,146,59,27,3104,88,99,249,227,218,177,156,184,135,1537,1691,1528,2857,3622,4039,3144,1980,1442,831,21139
LGA51330,13,431,1833,1191,1174,988,372,86,42,6136,3,247,1273,981,872,693,211,31,13,4328,0,79,911,937,838,654,156,23,9,3615,0,45,580,763,699,482,102,7,9,2684,0,31,790,1206,1204,772,144,30,9,4178,0,18,214,631,748,383,81,18,12,2108,339,550,1017,694,615,499,439,374,303,4824,6227,8294,14923,12177,11245,9681,6800,3445,1549,74339
LGA51400,5,78,203,234,268,166,57,14,6,1034,0,35,154,214,214,122,16,6,0,753,3,31,143,196,202,120,14,0,4,715,3,15,106,180,180,107,18,3,0,606,0,12,134,292,331,151,13,3,0,932,0,0,43,140,167,62,11,0,0,436,113,64,144,163,199,138,114,63,20,1018,1425,793,1874,2471,2656,1908,1292,443,104,12970
LGA51470,0,0,5,6,6,13,3,0,0,38,0,0,7,10,9,4,0,0,0,34,0,0,4,6,6,4,3,0,0,25,0,0,0,3,5,3,0,0,0,15,0,0,0,8,9,3,0,0,0,17,0,0,0,3,0,3,3,3,0,8,7,9,4,0,14,12,4,9,3,60,15,30,64,60,86,104,63,25,5,452
LGA51540,3,31,82,54,66,65,19,3,3,331,3,9,42,41,69,40,17,0,0,221,3,3,39,32,57,30,9,0,0,167,0,0,26,22,46,27,8,0,0,130,0,3,43,50,50,41,12,0,0,199,0,0,13,19,31,21,7,0,0,92,52,53,140,153,167,136,82,54,19,853,262,302,760,712,849,749,488,210,69,4401
LGA51610,0,7,8,19,24,23,5,3,0,91,0,4,5,18,21,7,6,0,0,60,0,0,4,13,17,21,3,0,0,61,0,5,3,18,20,3,4,0,0,52,0,0,5,11,24,6,3,0,0,54,0,0,4,11,17,4,4,4,0,46,9,0,19,33,37,25,18,9,0,157,78,37,106,198,260,198,146,55,13,1092
LGA51680,3,17,50,80,109,79,24,7,0,367,3,9,28,54,78,50,19,4,0,243,0,3,30,60,65,39,13,0,0,204,0,3,13,51,51,32,4,3,0,150,0,4,37,70,99,47,9,0,0,255,0,0,12,49,54,30,6,5,0,156,52,21,52,66,106,86,47,26,5,474,410,220,474,728,951,800,559,242,36,4413
LGA51750,0,38,101,62,67,92,81,56,38,538,0,35,108,53,79,73,69,29,32,474,0,17,110,50,86,83,41,34,18,438,0,3,83,61,58,60,50,18,17,353,0,3,133,135,150,130,88,65,24,728,3,4,69,271,382,239,135,55,22,1173,54,54,122,100,108,120,120,100,77,849,811,662,1135,1040,1320,1190,1087,757,461,8458
LGA51820,34,582,2064,1776,1558,1069,295,52,16,7444,11,324,1750,1413,1196,746,197,22,5,5678,3,97,1457,1312,1170,735,126,14,4,4918,0,81,990,1115,895,511,83,12,3,3685,0,83,1440,1983,1550,806,132,11,3,6006,4,28,433,961,815,432,103,23,7,2801,510,488,1342,1105,1037,786,646,600,422,6933,6401,6722,16800,16381,14270,10886,6957,3724,1430,83575
LGA51890,9,31,58,63,66,88,40,7,3,362,4,24,58,47,59,40,17,6,0,253,0,18,53,49,56,40,7,0,0,220,0,16,43,40,58,37,0,0,0,206,0,34,115,142,203,130,3,0,0,621,4,9,34,42,71,54,13,0,0,218,86,49,98,84,103,124,129,83,53,802,563,510,985,977,1207,1321,994,422,152,7128
LGA51960,0,10,37,21,23,35,4,3,0,136,0,18,24,24,28,14,7,0,0,120,0,12,44,29,39,18,0,0,0,142,3,11,41,37,42,18,3,0,0,148,0,15,108,90,94,53,3,0,0,358,0,0,15,33,27,11,3,0,0,90,40,30,99,67,78,57,38,16,0,421,232,201,595,491,551,417,218,71,6,2782
LGA52030,0,0,19,16,19,17,4,4,0,75,0,0,6,0,12,8,6,0,0,37,0,0,5,7,15,9,9,0,0,49,0,0,0,3,6,12,3,0,0,26,0,0,0,10,14,13,5,0,0,43,0,0,0,4,3,10,6,0,0,24,5,0,16,11,5,20,8,3,0,73,26,26,94,98,154,233,178,58,12,891
LGA52100,3,9,13,9,18,20,7,0,3,88,0,3,12,14,5,14,4,0,0,58,0,3,7,12,15,19,0,0,0,56,0,0,4,5,14,9,3,0,0,35,0,0,4,13,13,9,0,0,0,33,0,0,3,3,6,3,5,0,0,23,9,8,14,25,16,18,4,12,10,113,48,55,122,137,140,178,123,86,30,915
LGA52170,0,34,92,37,57,64,72,29,11,387,0,14,82,30,62,54,40,17,7,309,0,10,104,47,73,80,56,18,7,408,0,0,73,46,59,57,32,11,5,287,0,4,145,137,133,105,71,22,13,626,0,4,79,258,371,309,123,24,9,1188,32,40,91,53,98,89,63,26,29,522,457,408,952,836,1134,1069,810,361,226,6252
LGA52240,0,0,20,18,19,16,5,0,0,71,0,3,7,10,0,5,10,0,0,45,0,0,6,3,7,4,3,4,0,38,0,0,0,0,0,3,3,0,0,11,0,0,0,5,8,7,3,0,0,23,0,0,0,3,4,10,3,0,0,20,5,3,17,20,15,21,26,12,5,122,32,34,115,146,146,187,144,66,12,882
LGA52310,0,3,11,13,16,11,10,3,3,69,0,3,9,9,9,6,0,0,0,27,0,0,7,4,5,8,0,0,0,29,0,0,0,4,3,6,0,0,0,19,0,0,5,5,20,6,0,0,0,38,0,0,3,0,0,3,3,0,0,14,8,7,23,15,15,14,16,9,5,103,35,26,92,100,129,141,126,50,15,708
LGA52380,0,0,3,0,0,3,0,0,0,12,0,0,0,0,3,3,3,0,0,7,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,3,6,9,3,7,12,3,0,42,3,9,25,17,21,47,29,10,0,166
LGA52450,0,8,21,32,19,9,9,0,3,101,0,6,18,10,5,10,0,4,0,58,0,5,8,8,6,18,3,0,0,54,0,0,5,3,8,11,3,3,0,36,0,0,7,14,8,15,0,0,0,48,0,0,3,10,4,6,0,0,0,19,24,10,16,16,13,30,19,15,10,139,178,60,163,186,170,196,125,74,23,1176
LGA52520,0,7,29,37,16,16,17,0,0,124,0,11,24,22,13,14,4,3,0,85,0,3,23,17,19,14,0,0,0,82,0,0,12,11,3,11,3,0,0,37,0,3,10,10,6,6,4,0,0,48,0,0,3,4,0,8,0,0,0,29,8,12,24,25,16,15,13,9,7,123,52,80,214,208,172,205,108,68,30,1132
LGA52590,3,9,36,36,57,59,23,9,3,228,0,10,27,23,31,19,19,7,0,136,0,7,21,25,30,23,7,3,0,111,0,4,12,13,21,19,4,3,0,76,0,6,26,46,54,32,4,3,0,169,0,0,15,21,26,11,7,0,0,86,19,8,51,34,41,65,40,39,8,303,122,112,365,365,462,547,478,220,45,2714
LGA52660,10,69,205,185,186,147,47,10,3,860,0,34,140,139,151,105,21,3,0,599,0,19,122,124,137,91,19,10,3,527,0,15,106,109,125,81,9,0,0,440,0,13,141,203,195,126,13,3,0,698,0,10,35,72,94,47,12,4,0,269,87,47,118,131,130,141,133,149,116,1065,917,785,1836,1784,1886,1651,1172,702,269,11003
LGA52730,3,10,41,53,71,84,43,7,3,303,0,0,30,35,68,31,27,10,3,196,0,3,18,47,43,41,20,6,0,182,0,0,9,28,53,36,8,0,0,133,0,0,7,37,47,44,16,3,3,162,0,0,6,17,29,28,11,5,3,98,54,7,44,63,93,100,101,55,25,549,391,120,382,634,869,977,930,406,117,4837
LGA52800,9,28,103,75,70,79,22,0,0,392,0,17,71,47,55,45,13,0,0,251,3,14,71,38,47,64,11,0,0,250,0,4,28,46,41,31,10,0,0,154,0,0,41,61,58,47,3,0,0,224,0,0,14,21,7,10,3,0,0,58,150,131,251,182,153,86,49,15,3,1025,508,593,1378,1051,951,787,334,104,36,5741
LGA52870,0,13,41,62,63,87,35,10,3,311,3,11,36,47,65,57,17,0,0,227,0,3,27,49,56,52,7,5,0,210,0,3,19,35,42,25,9,0,0,137,0,4,36,51,66,49,16,3,0,228,0,0,10,22,44,26,10,0,0,120,54,23,49,63,89,114,98,51,23,580,309,203,522,667,848,1038,794,323,108,4819
LGA52940,0,3,3,18,19,9,6,0,0,54,0,3,7,3,7,6,5,0,0,27,0,0,9,0,4,4,4,0,0,25,0,0,0,5,4,0,3,0,0,10,0,0,3,0,8,0,0,0,0,18,0,0,0,7,10,5,3,0,0,31,0,3,8,9,4,5,9,5,0,47,27,26,67,83,91,103,89,39,11,529
LGA53010,0,0,6,10,7,21,3,0,0,46,0,0,11,11,3,11,3,3,0,40,0,0,8,3,6,6,0,0,0,26,0,0,0,0,3,6,0,0,0,10,0,0,0,3,6,3,0,0,0,11,0,0,3,4,3,0,0,0,0,8,3,3,9,15,4,20,7,7,0,74,12,27,101,87,89,121,65,43,7,544
LGA53080,0,0,9,6,6,10,3,0,0,36,0,0,4,0,7,10,0,0,0,19,0,3,7,3,7,11,0,0,0,31,0,0,4,0,9,4,0,0,0,16,0,0,6,11,8,9,3,0,0,32,0,0,4,3,10,0,0,0,0,18,4,7,29,20,38,27,20,4,0,150,25,31,115,75,147,142,95,33,6,659
LGA53150,0,30,71,53,96,88,50,10,0,406,0,12,72,72,83,58,32,4,0,343,0,5,71,82,90,85,20,5,0,365,0,0,50,61,72,91,21,0,0,303,0,3,61,136,162,142,26,7,0,546,0,0,32,192,254,132,39,14,0,669,34,19,59,69,94,69,53,63,66,524,431,415,717,969,1246,1054,649,385,170,6027
LGA53220,7,42,129,105,94,48,13,0,0,444,4,52,180,109,95,53,12,0,0,494,5,54,163,110,95,48,11,0,0,487,0,41,175,149,100,69,10,0,0,537,5,104,717,534,405,194,15,0,0,1974,0,20,363,330,241,113,9,0,0,1082,70,153,686,487,407,226,33,4,0,2073,328,674,2935,2192,1688,949,196,23,3,8980
LGA53290,7,64,164,182,197,162,78,27,12,895,0,31,147,124,160,126,30,9,3,636,0,27,125,129,159,92,30,11,3,563,0,12,70,106,105,92,12,10,0,404,0,9,83,161,189,109,26,12,3,593,0,3,35,70,105,43,36,9,0,299,170,94,218,223,296,230,196,102,61,1596,1007,717,1635,1745,2099,1795,1351,698,253,11303
LGA53360,0,5,41,51,47,31,25,3,0,206,3,9,22,41,34,17,6,3,0,127,0,5,40,26,31,17,0,0,0,122,0,3,27,26,25,10,3,0,0,97,0,0,27,44,53,26,4,0,0,161,0,0,10,19,26,15,3,0,0,74,31,13,52,54,34,33,21,6,4,241,126,124,412,455,400,323,240,60,11,2165
LGA53430,4,95,470,334,360,354,168,61,26,1862,0,51,416,309,289,231,91,31,5,1427,0,38,346,319,289,245,74,18,8,1344,0,7,279,274,295,220,63,14,0,1157,0,21,415,539,543,366,103,22,9,2015,3,10,194,404,463,257,135,28,3,1495,114,166,502,408,401,361,305,239,178,2670,1328,1544,4579,4017,4213,3888,2807,1673,731,24792
LGA53570,0,19,58,65,63,73,36,12,4,330,0,9,26,33,46,35,16,4,3,160,0,0,21,26,34,43,11,0,0,138,0,0,23,33,41,33,10,0,0,137,0,0,22,34,49,36,10,4,3,169,0,0,11,34,27,20,21,6,0,115,42,14,48,64,83,103,86,53,16,505,248,191,506,570,736,871,804,339,70,4331
LGA53640,0,11,21,10,26,20,8,0,0,100,0,0,14,12,15,17,3,3,0,72,0,4,7,17,7,13,5,0,0,49,0,0,5,3,4,6,3,0,0,25,0,0,9,13,12,8,5,0,0,48,0,0,3,10,12,8,4,0,0,39,5,8,16,13,36,26,21,4,3,122,39,70,180,146,178,202,106,35,9,971
LGA53710,0,3,18,11,14,17,9,3,0,79,0,0,12,7,12,10,5,0,0,47,0,0,6,5,7,12,0,0,0,36,0,0,0,3,12,8,3,0,0,21,0,0,4,8,4,5,5,0,0,35,0,0,3,3,6,9,3,0,0,26,13,7,8,19,13,21,12,11,4,98,42,34,113,115,147,152,121,71,27,822
