LGA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA57080,29,159,1033,9,7,1231,20,141,1634,4,5,1797,16,108,3762,4,23,3908,0,23,382,0,0,408,17,47,868,3,5,941,3,0,46,0,0,48,3,0,112,0,0,120,0,3,44,0,0,48,42,181,5213,7,32,5478,4,0,34,0,4,42,5,7,184,13,14,213,98,488,8093,31,55,8764
LGA57140,198,0,0,0,0,198,111,0,0,0,5,114,4,0,0,0,0,9,23,0,3,0,0,30,41,0,0,0,0,44,5,0,5,0,0,15,13,0,3,0,0,13,4,0,0,0,0,3,94,0,15,0,0,112,6,0,0,0,0,6,13,0,0,0,0,14,427,3,22,0,3,446
LGA57210,744,4,0,11,14,770,567,0,0,9,13,582,152,0,4,0,0,163,45,0,0,0,0,49,141,3,0,0,0,146,11,0,0,0,0,11,44,0,0,0,0,47,27,0,0,0,0,27,424,4,4,0,0,436,22,0,0,0,0,23,60,0,0,0,0,63,1821,5,7,17,26,1870
LGA57280,216,19,16,35,6,284,391,17,13,3,0,423,861,95,211,0,3,1176,447,47,16,0,7,523,105,9,14,0,0,124,27,0,5,0,0,38,1034,133,204,11,10,1395,53,4,11,3,0,63,2528,291,465,18,19,3320,28,0,3,4,0,38,110,12,22,18,11,169,3279,337,513,79,37,4239
LGA57350,196,0,0,0,4,205,68,0,0,0,0,74,3,0,0,0,0,3,18,0,3,0,0,25,41,0,0,0,0,42,4,0,0,0,0,5,19,0,4,0,0,22,13,0,4,0,0,14,92,0,9,0,3,110,4,0,0,0,0,4,5,0,0,0,0,5,372,0,9,0,9,393
LGA57420,222,0,0,4,4,231,104,0,0,4,3,113,61,0,4,0,0,65,20,8,0,0,0,32,67,0,0,0,0,70,0,4,0,0,0,3,64,3,0,4,0,77,9,0,0,0,0,9,227,14,4,12,0,254,6,0,0,0,0,6,13,0,0,3,0,18,570,14,4,24,10,620
LGA57490,9012,633,144,112,5,9905,19602,483,137,22,27,20272,5288,764,330,6,10,6390,460,231,114,0,0,801,2575,285,117,14,3,2993,30,24,27,0,0,81,531,54,21,27,0,630,99,16,14,3,0,131,8968,1377,627,50,12,11033,114,169,9,4,0,295,781,141,45,7,9,977,38479,2799,950,194,58,42481
LGA57630,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,38
LGA57700,1793,4,5,4,5,1815,5193,39,5,6,7,5256,550,15,0,0,0,574,4,0,0,0,0,4,441,5,0,0,3,448,7,6,0,0,0,11,59,0,0,0,0,63,32,0,0,0,0,34,1093,38,0,4,4,1139,26,0,0,0,0,29,147,3,3,0,0,155,8259,87,11,19,22,8399
LGA57770,81,0,4,37,4,125,34,3,0,3,0,47,30,7,11,0,0,43,30,11,0,0,0,37,20,3,3,5,0,26,3,0,0,0,0,3,61,0,0,3,3,68,12,0,0,4,0,18,146,17,19,11,3,192,5,0,0,0,0,5,8,0,0,11,0,21,270,24,19,62,14,391
LGA57840,3127,1524,351,0,13,5020,2836,1434,369,3,10,4650,885,1652,904,0,13,3444,353,201,137,0,0,691,540,776,319,0,10,1647,19,39,17,0,0,73,52,41,23,0,12,128,39,45,11,0,0,93,1886,2749,1404,0,29,6076,102,84,54,0,3,246,169,116,62,0,4,348,8121,5905,2243,9,65,16341
LGA57910,17631,5505,925,31,18,24117,16980,9450,1384,6,75,27897,4474,6942,2649,7,31,14106,764,1959,515,0,6,3242,3175,3387,932,3,23,7518,71,261,195,3,0,532,350,301,115,7,3,783,194,169,39,0,3,405,9029,13019,4450,22,67,26584,194,408,199,0,3,800,943,798,258,3,25,2025,44784,29183,7205,60,182,81417
LGA57980,1393,417,407,0,6,2221,1085,350,342,3,3,1788,426,547,1166,3,4,2145,9,61,277,0,3,343,263,234,354,0,0,843,9,7,47,0,0,65,18,31,48,0,0,92,10,13,21,0,0,39,722,877,1906,3,9,3520,16,8,137,0,0,157,53,25,75,0,4,153,3268,1686,2867,7,18,7846
LGA58050,8756,821,13,171,20,9770,21913,1766,61,31,30,23795,3361,1253,250,3,11,4879,672,672,101,0,0,1442,2316,458,25,12,12,2819,64,67,12,0,5,148,264,56,7,27,3,354,120,39,9,0,0,168,6800,2545,393,45,34,9815,137,45,4,4,3,198,727,136,15,25,13,917,38340,5310,477,270,102,44495
LGA58190,54,0,0,0,0,54,26,0,0,3,0,31,3,0,0,0,0,3,10,0,0,0,0,10,16,0,0,0,3,12,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,43,0,0,0,3,43,3,0,0,0,0,3,7,0,0,0,0,7,131,0,0,3,3,137
LGA58260,86,0,0,0,0,84,36,0,0,0,3,38,3,0,0,0,0,3,9,0,0,0,0,14,25,0,3,0,0,24,0,0,0,0,0,0,26,0,4,0,0,27,8,0,0,0,0,8,70,0,7,0,0,81,6,0,0,0,0,9,4,0,0,0,0,6,201,3,5,0,4,216
LGA58330,680,4,0,17,3,703,717,0,0,9,3,735,75,0,0,0,0,74,9,0,0,0,0,15,94,0,0,3,0,97,0,7,0,0,0,10,12,0,0,9,0,23,19,0,0,0,0,18,205,10,0,8,0,230,12,0,0,0,0,13,53,0,0,5,0,62,1671,17,0,41,12,1741
LGA58400,73,0,0,0,0,74,16,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,10,18,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,4,38,0,0,0,0,38,0,0,0,0,0,0,4,0,0,0,0,4,134,0,0,3,0,139
LGA58470,6,0,0,5,0,13,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,40,0,0,0,0,43,0,0,0,0,0,3,5,0,0,4,0,4,55,0,0,8,0,60
LGA58510,2009,540,264,7,6,2818,2708,841,436,11,12,4003,1209,1080,1130,0,10,3433,228,280,93,0,0,602,771,486,276,3,4,1540,29,137,87,0,5,257,61,65,30,0,0,157,23,33,11,0,0,67,2326,2068,1633,7,28,6058,116,65,114,0,3,298,167,129,90,0,7,396,7320,3648,2539,17,53,13576
LGA58540,145,0,0,4,0,150,72,0,0,0,0,72,6,0,0,0,0,6,11,0,0,0,0,11,28,0,0,0,0,28,4,0,0,0,0,3,38,4,0,0,0,45,12,0,0,0,0,12,99,4,0,0,3,109,4,0,0,0,0,4,7,0,0,0,0,7,331,5,0,4,3,339
LGA58570,2360,534,264,4,9,3173,2571,870,843,14,10,4311,870,775,1636,32,16,3326,56,173,152,3,3,386,702,352,457,5,5,1527,15,40,36,0,0,95,35,29,30,0,0,89,31,15,13,0,3,59,1712,1387,2322,39,26,5476,39,25,49,0,0,113,176,53,81,0,3,313,6852,2861,3559,63,58,13392
LGA58610,297,3,0,8,3,308,210,0,0,0,0,214,23,0,0,0,0,23,16,6,0,0,0,22,61,3,0,0,0,60,0,20,0,0,0,20,27,0,0,0,0,30,8,4,0,0,0,16,132,38,0,0,0,170,3,0,0,0,0,3,18,3,0,0,0,20,666,40,0,7,9,723
LGA58680,64,0,0,3,4,72,41,0,0,0,6,47,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,31,0,0,0,0,31,9,0,0,0,0,9,6,0,0,0,0,4,156,0,0,3,10,169
LGA58760,10832,1026,10,96,8,11976,31507,2002,21,16,34,33577,6473,1274,65,6,14,7829,696,660,10,0,0,1370,3441,429,5,11,7,3891,63,67,4,0,0,138,361,61,0,25,0,448,164,26,0,0,0,192,11199,2521,95,44,20,13875,342,499,0,0,3,841,998,204,5,9,7,1214,54880,6241,128,162,73,61483
LGA58820,522,7,12,3,4,545,512,4,4,10,0,531,96,15,4,0,0,117,11,0,14,0,0,26,107,6,9,3,0,125,3,0,0,0,0,3,16,0,0,3,0,24,13,0,0,0,3,18,246,23,31,8,4,303,3,0,12,0,0,18,42,0,6,10,3,60,1323,34,62,27,15,1452
LGA58890,165,0,0,0,0,161,64,0,0,0,0,66,0,0,0,0,0,0,7,0,0,0,0,7,46,0,0,0,0,48,4,3,0,0,0,6,12,0,0,0,0,12,17,0,0,0,0,17,90,4,0,0,0,93,3,0,0,0,0,3,6,0,0,0,0,6,326,4,0,3,0,333
LGA59030,47,0,0,0,0,44,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,82
LGA59100,130,0,0,4,0,138,64,0,0,0,0,64,3,0,0,0,0,3,4,3,0,0,0,9,18,0,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,21,4,0,0,0,0,7,53,3,4,0,0,59,3,0,0,0,0,3,13,0,0,0,0,15,265,3,4,5,0,276
LGA59170,149,0,0,0,0,146,87,0,0,0,0,87,8,0,0,0,0,8,8,4,0,0,0,14,33,0,0,0,0,33,0,3,0,0,0,3,28,0,0,0,0,24,13,0,0,0,0,13,84,14,0,0,0,97,10,0,0,0,0,10,8,0,0,0,0,8,340,14,0,0,0,353
LGA59250,10,0,0,3,0,12,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,33,3,0,0,0,0,3,12,0,0,0,0,12,21,0,0,3,0,23,6,0,0,0,0,6,70,0,0,3,0,73,0,0,0,0,0,0,3,0,0,0,0,5,87,0,0,7,4,95
LGA59310,215,0,0,3,0,217,129,0,0,0,0,133,19,0,0,0,0,19,30,0,0,0,0,30,61,0,0,0,0,60,3,8,0,0,0,11,46,0,0,0,0,45,8,0,0,0,0,8,165,8,0,3,0,181,5,0,0,0,0,7,10,0,0,0,0,8,527,8,0,10,0,549
LGA59320,65,0,0,0,0,68,46,0,0,0,0,46,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,36,0,0,0,0,40,3,0,0,0,0,3,3,0,0,0,0,3,153,0,0,4,0,154
LGA59330,102,0,0,0,0,102,38,0,0,0,0,38,0,0,0,0,0,0,12,0,0,0,0,12,24,0,0,0,0,24,10,0,0,0,0,10,11,3,0,0,0,14,3,0,0,0,0,3,57,3,0,0,0,62,0,0,0,0,0,0,11,0,0,0,0,11,208,3,0,0,0,214
LGA59340,181,7,0,158,12,350,298,12,8,32,9,356,139,52,10,3,3,217,291,65,16,3,3,382,158,16,12,40,3,224,124,6,3,0,0,135,229,41,20,62,8,354,27,6,0,12,0,46,969,182,70,116,21,1356,8,0,0,5,0,15,53,10,7,30,4,103,1513,209,84,338,41,2186
LGA59350,11,0,0,3,0,21,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,26,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,5,5,59
LGA59360,169,0,0,3,3,176,82,0,0,3,0,92,0,0,0,0,0,0,14,3,0,0,0,22,63,4,0,3,0,71,0,3,0,0,0,0,32,0,0,0,0,31,8,0,0,0,0,8,121,16,0,3,0,136,3,0,0,0,0,3,11,0,0,0,0,7,381,11,0,11,3,416
LGA59370,590,10,8,4,4,619,422,0,0,0,3,427,103,0,0,0,0,107,20,22,18,0,0,53,77,0,0,3,4,87,0,0,0,0,0,0,18,0,0,0,0,21,13,0,0,0,0,13,237,23,19,3,4,281,10,8,0,0,0,16,35,0,0,0,5,42,1292,42,28,6,23,1391
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,1260,6,3,25,10,1305,592,0,0,9,9,606,250,15,7,0,5,275,38,17,11,0,0,65,152,10,0,0,0,163,3,0,0,0,0,6,35,3,3,0,3,42,31,0,0,0,0,35,507,45,24,9,11,583,18,0,0,0,0,22,63,3,0,3,4,75,2438,55,27,45,31,2588
LGA60410,1257,15,81,0,4,1353,2257,5,117,3,11,2387,469,22,140,0,0,623,677,31,82,0,0,792,279,3,61,0,0,343,52,5,10,0,0,75,37,0,4,0,0,48,26,0,4,0,0,35,1540,62,301,4,3,1917,25,0,3,0,0,30,125,3,20,0,0,149,5208,87,519,14,16,5842
LGA60610,2339,43,24,4,3,2409,2441,19,10,0,4,2471,818,174,60,4,4,1054,356,146,28,0,0,535,515,74,28,0,4,621,28,23,9,0,0,58,59,14,6,0,3,78,40,3,0,0,0,41,1810,429,138,6,13,2396,28,5,0,0,0,33,192,31,10,3,4,237,6812,522,175,11,25,7542
LGA60810,3179,137,3,55,8,3383,2749,36,4,15,7,2806,480,124,15,3,3,622,240,151,18,0,0,410,601,85,10,6,3,711,26,20,17,0,0,62,52,18,3,12,5,86,43,3,0,4,0,49,1444,399,65,31,7,1944,29,27,0,0,0,57,192,39,5,3,7,248,7585,639,75,103,32,8437
LGA61010,423,0,0,4,5,430,221,0,0,0,4,229,22,0,0,0,0,22,5,0,3,0,0,9,83,0,0,0,3,89,3,0,0,0,0,3,57,0,0,0,0,60,21,0,0,0,0,19,191,0,3,0,7,200,7,0,0,0,0,7,25,0,0,0,0,30,871,0,3,5,11,897
LGA61210,996,0,8,5,9,1012,975,0,3,3,5,986,270,0,16,0,0,294,71,0,12,0,0,80,210,0,4,4,0,215,17,0,3,0,0,20,132,3,0,3,0,138,55,0,0,0,0,57,752,3,39,8,3,802,33,0,0,0,0,31,71,0,13,0,4,86,2828,3,57,15,22,2919
LGA61410,7438,123,62,35,7,7668,7749,100,46,19,19,7934,1579,179,129,0,3,1900,749,251,42,0,0,1049,1271,101,62,7,9,1453,83,41,5,0,0,126,114,12,5,11,3,144,81,10,0,0,0,87,3879,595,246,21,11,4756,153,41,7,3,0,205,420,45,16,11,7,499,19640,904,377,88,46,21056
LGA61510,1272,16,18,5,3,1312,1423,6,3,13,5,1447,286,38,15,0,0,337,141,40,15,0,0,193,279,6,16,6,3,313,7,3,8,0,0,18,35,3,5,3,0,45,23,5,0,0,0,24,771,92,55,12,3,932,23,0,0,0,0,25,91,3,3,0,0,95,3575,117,73,28,7,3805
LGA61610,3119,191,33,35,9,3385,2825,50,6,4,4,2889,910,253,33,3,0,1198,555,289,22,0,0,864,722,116,17,0,3,872,83,24,24,0,0,137,63,19,15,15,0,112,24,19,7,3,0,58,2365,720,122,23,5,3239,50,4,22,3,0,74,216,63,9,11,0,296,8575,1026,185,80,23,9883
LGA61810,1138,3,4,12,16,1172,711,3,0,4,11,729,153,5,8,3,4,166,33,6,3,0,0,43,240,6,6,0,3,255,5,21,0,0,0,29,79,7,3,6,0,92,38,5,0,3,0,48,543,52,20,8,4,634,34,3,0,0,0,35,73,0,0,3,5,82,2493,57,33,29,38,2653
LGA62010,168,0,0,0,3,172,70,0,0,0,0,70,3,0,0,0,0,3,21,0,3,0,0,20,46,0,0,0,0,45,24,0,0,0,0,29,30,0,0,0,0,31,14,0,0,0,0,17,133,0,4,0,0,148,0,0,0,0,0,0,14,0,0,0,0,12,385,0,9,0,3,398
LGA62210,959,12,4,0,0,980,740,3,0,0,0,747,288,22,49,0,3,363,110,38,26,0,0,171,167,10,14,0,0,196,3,4,3,0,0,13,25,0,3,3,0,34,14,3,0,0,0,16,610,81,97,4,3,794,18,0,0,0,0,24,48,10,10,0,0,63,2375,103,109,9,5,2597
LGA62410,856,3,0,10,7,885,406,7,0,3,10,416,85,6,4,0,0,101,25,4,4,0,0,35,169,9,6,5,3,184,3,5,0,0,0,13,39,0,0,6,0,52,25,0,3,0,0,29,357,24,21,6,3,414,16,0,0,0,0,19,60,0,0,0,0,66,1694,40,19,25,17,1793
LGA62610,4909,173,292,27,6,5415,5790,116,233,9,7,6161,1605,239,629,15,3,2486,737,260,435,0,5,1435,1276,136,345,16,8,1770,79,88,57,0,0,222,139,41,69,6,0,249,63,25,22,3,0,107,3889,789,1550,38,12,6274,71,30,16,0,0,115,384,71,85,0,3,543,15043,1172,2181,74,27,18506
LGA62810,5758,351,447,21,14,6587,4889,376,351,15,7,5633,1341,661,1525,22,29,3572,162,110,341,0,0,611,1035,430,815,30,24,2332,25,59,129,0,0,218,59,29,53,3,5,148,62,12,27,0,0,92,2680,1296,2888,55,54,6976,69,54,116,0,0,233,252,62,108,5,21,443,13639,2140,3910,95,96,19878
LGA63010,2503,22,5,44,10,2580,2280,5,0,21,4,2311,345,21,10,4,0,385,53,7,21,0,0,82,461,14,11,13,3,504,9,3,17,0,0,28,53,4,3,5,0,67,42,0,3,4,0,57,961,49,73,26,3,1118,41,0,0,0,0,44,156,7,3,6,3,173,5939,83,85,101,15,6230
LGA63210,972,41,0,4,4,1020,808,13,0,0,3,821,93,0,0,0,0,93,30,0,0,0,0,27,146,0,0,0,0,146,26,0,3,0,0,28,19,0,0,0,0,20,23,0,0,0,0,24,335,0,3,4,0,345,11,0,0,0,0,11,65,0,0,0,0,72,2188,51,3,13,12,2262
LGA63410,259,5,0,0,3,265,142,3,0,3,8,154,19,0,0,0,0,21,6,6,0,0,0,10,95,4,5,0,0,106,0,3,0,0,0,5,49,4,0,0,3,53,7,0,0,0,0,12,173,21,3,0,3,209,0,0,0,0,0,4,19,3,0,0,3,23,597,35,3,3,14,653
LGA63610,4849,130,46,24,3,5060,4903,109,46,7,7,5084,1052,152,55,11,3,1274,214,75,14,0,0,309,795,69,50,6,3,925,83,30,23,0,0,139,65,4,7,6,0,79,52,5,3,0,0,58,2259,346,156,16,10,2787,101,12,15,0,0,125,224,22,7,9,0,259,12336,621,267,58,24,13309
LGA63810,1592,19,28,13,0,1653,1295,9,11,3,7,1324,339,39,37,3,0,419,65,37,0,0,0,104,266,14,18,8,0,309,22,26,0,0,0,40,47,7,0,3,0,54,22,3,3,0,0,31,769,122,57,18,0,966,34,13,0,0,0,50,103,7,0,3,0,117,3796,163,102,32,8,4109
LGA64010,7096,437,274,25,23,7852,7453,301,176,16,18,7963,2475,627,840,26,20,3988,793,409,375,0,0,1577,1575,330,374,16,12,2313,94,140,96,0,0,331,138,81,63,7,3,294,94,29,26,0,0,142,5170,1608,1775,47,39,8649,186,70,12,0,0,271,465,109,94,3,16,684,20373,2526,2324,92,99,25414
LGA64210,2759,76,100,12,5,2954,2483,52,44,4,3,2583,486,59,88,3,3,635,127,6,29,0,0,174,485,24,69,8,0,577,30,30,0,0,0,63,85,7,3,4,0,91,47,0,8,0,0,60,1262,119,189,13,9,1598,41,0,0,0,0,45,166,9,11,0,6,189,6711,264,346,33,25,7371
LGA64610,1876,23,23,17,11,1944,1601,3,10,10,6,1631,288,23,52,0,0,370,106,25,18,0,0,149,395,12,8,8,0,429,23,19,10,0,0,49,143,3,3,0,0,151,48,0,0,0,0,48,999,88,92,12,3,1189,37,0,3,0,0,42,108,8,7,0,0,124,4623,119,136,36,23,4927
LGA64810,1813,13,0,15,3,1843,2349,18,0,4,7,2382,417,23,0,0,0,442,73,6,0,0,0,77,491,12,3,6,0,514,8,0,0,0,0,8,34,0,0,0,0,35,40,0,0,0,0,41,1063,40,3,6,3,1108,35,0,0,0,0,37,136,0,0,0,0,144,5395,73,5,22,13,5508
LGA65010,860,0,0,6,0,870,907,0,0,11,4,927,71,3,0,0,0,78,6,0,0,0,0,13,184,0,0,3,3,192,16,0,0,0,0,16,42,0,0,3,0,50,25,0,0,0,0,25,346,5,3,9,3,363,29,0,0,0,3,31,62,0,0,0,3,68,2208,6,4,25,16,2255
LGA65210,484,0,0,10,4,497,248,0,0,7,3,260,43,0,0,0,0,48,3,0,5,0,0,7,86,0,0,3,0,87,0,0,0,0,0,0,9,0,0,0,0,10,8,0,0,0,0,11,155,0,3,4,3,163,10,0,0,0,0,7,31,0,0,0,0,29,917,0,5,23,13,959
LGA65410,2034,43,4,29,4,2117,1701,9,3,9,4,1723,373,68,8,0,0,452,203,98,3,0,0,304,375,45,0,0,0,425,51,40,0,0,0,87,45,7,0,13,0,65,30,5,0,0,0,41,1084,265,15,15,3,1379,27,3,0,0,0,38,107,19,0,7,0,133,4947,342,22,53,13,5382
LGA65610,705,24,5,3,5,741,401,11,6,0,4,427,186,12,12,0,0,205,20,0,4,0,0,24,153,3,8,0,0,162,3,0,7,0,0,9,83,3,17,0,0,95,19,0,3,0,0,24,460,17,39,0,5,525,3,0,0,0,0,13,56,4,5,0,0,64,1629,59,55,4,14,1763
LGA65810,3485,32,18,48,10,3590,3084,13,11,8,9,3138,703,39,46,3,4,797,92,14,13,0,0,116,511,28,22,4,5,572,19,20,8,0,0,44,47,7,4,7,0,67,37,0,0,0,0,41,1405,110,96,12,13,1642,35,12,0,0,3,50,179,9,7,7,0,203,8185,183,132,82,35,8625
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,1001,135,14,176,3,1332,2199,504,30,106,7,2855,583,721,164,44,12,1520,359,236,24,18,3,641,367,198,30,51,12,664,77,27,0,0,3,109,218,186,24,65,11,508,49,27,0,7,0,79,1655,1400,242,188,39,3517,28,17,3,3,0,52,159,72,18,28,16,298,5042,2133,308,511,71,8059
LGA70420,117,4,4,40,0,169,137,0,8,3,0,151,29,5,26,0,0,61,399,19,39,0,0,460,68,3,26,7,0,111,141,3,5,0,0,151,172,12,40,9,3,238,51,0,7,0,0,58,857,43,143,23,3,1072,64,0,0,19,0,80,56,3,9,20,0,87,1234,48,169,108,5,1562
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,30,5,0,0,0,38
LGA70620,20,0,0,6,0,27,9,0,0,0,0,5,0,0,0,0,0,0,403,24,15,0,0,438,5,0,0,0,0,9,23,0,0,0,0,23,73,12,5,3,3,91,46,4,5,0,3,55,553,41,21,4,7,623,15,0,0,0,0,20,14,0,0,7,0,19,610,43,21,19,9,697
LGA70700,112,3,0,27,9,147,100,0,0,4,0,113,11,0,0,0,0,7,33,5,8,0,0,53,45,3,0,3,0,52,6,0,0,0,0,6,15,0,0,0,0,14,8,0,0,0,0,14,115,8,8,3,3,145,0,0,0,0,0,4,16,0,3,14,4,36,351,15,14,48,19,443
LGA71000,3398,407,631,219,15,4665,5423,759,1491,41,15,7738,1614,1001,3799,27,22,6468,801,440,363,3,12,1611,1064,510,1078,16,24,2690,73,41,33,0,3,148,699,114,494,47,33,1390,68,30,50,6,3,149,4315,2139,5813,105,89,12463,72,36,27,12,3,151,405,119,269,69,26,888,13616,3456,8236,439,162,25905
LGA71300,22,4,0,4,0,27,3,0,0,0,0,3,3,0,0,0,0,3,727,113,0,5,0,848,3,0,0,0,0,3,161,6,0,0,0,168,116,32,0,3,0,152,33,7,0,3,0,46,1048,156,0,9,0,1214,15,3,0,3,0,19,45,0,0,0,0,51,1129,167,0,13,0,1311
LGA72200,304,0,7,81,28,418,656,6,7,11,23,705,284,43,62,0,5,383,152,52,51,0,3,256,118,17,19,5,19,175,48,10,4,0,17,83,324,34,25,33,19,430,17,5,5,0,3,37,941,161,162,42,63,1375,9,0,0,3,0,14,73,12,14,8,13,118,1976,187,183,138,131,2616
LGA72300,1401,9,5,201,19,1643,2964,13,13,52,19,3060,301,24,83,7,0,422,3,0,14,0,0,14,506,10,10,36,11,574,27,0,0,0,0,30,68,3,0,42,7,117,65,0,7,10,9,78,968,44,111,89,25,1240,35,0,0,6,0,42,168,3,7,29,6,210,5540,67,132,383,75,6201
LGA72330,42,0,0,14,0,57,0,0,0,0,0,0,0,0,0,0,0,3,459,16,10,4,0,492,5,0,0,3,0,14,145,6,3,5,0,164,95,26,10,9,0,132,25,8,0,0,0,37,738,53,21,18,0,835,34,0,0,3,0,37,45,3,3,9,6,70,855,53,28,48,11,997
