SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED22305,0,0,4,52,50,45,44,41,4,242,20,133,243,1355,332,211,154,52,20,2531,0,0,0,18,4,5,0,0,0,27,0,13,9,39,0,0,0,0,0,66,0,3,13,165,95,90,49,30,7,464,0,3,7,30,49,30,24,7,0,155,3,6,3,9,6,10,0,3,3,47,0,13,31,202,145,120,41,21,8,581,0,0,0,3,6,0,6,4,0,19,0,0,3,20,0,0,0,0,0,26,32,136,287,763,379,362,246,117,44,2354,216,326,395,947,392,331,251,171,60,3077,2833,4462,5591,13169,4407,3846,2729,1526,507,39077,32,181,448,811,158,54,28,8,0,1724,2153,2675,2042,2784,1058,1118,726,454,226,13246,3,13,15,80,14,5,0,0,0,123,0,4,47,185,150,123,55,28,6,588,3,3,33,148,57,55,24,9,3,329,0,0,3,5,0,0,0,0,0,8,0,0,0,22,25,36,35,12,4,143
SED22404,0,0,0,0,9,9,3,3,0,21,0,0,0,5,3,3,0,7,0,20,0,0,3,9,0,0,0,0,0,6,0,3,4,8,3,0,3,0,0,24,0,0,0,0,4,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,13,17,17,18,5,0,76,0,0,3,3,4,0,0,0,0,11,0,0,0,4,3,14,9,8,0,34,0,0,0,4,4,3,0,0,0,11,0,19,7,51,42,43,60,45,21,283,102,222,227,562,443,480,391,153,51,2633,1544,3776,3197,5973,4315,4481,3754,1504,450,29004,0,0,0,0,0,0,0,0,0,0,1380,3267,2690,5118,3291,3308,2359,1014,462,22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,17,0,0,0,14,8,11,5,3,0,40,0,0,0,4,3,0,0,0,0,11
SED22501,0,0,0,0,4,4,8,3,0,22,0,3,4,30,12,20,18,0,0,90,0,0,0,3,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,9,0,3,0,6,10,26,24,6,0,68,0,0,0,3,8,4,4,0,0,21,4,36,8,38,26,15,12,3,0,142,0,0,0,15,3,10,3,0,0,37,0,3,0,9,6,7,0,0,0,26,0,0,3,3,5,0,0,0,0,20,3,36,21,120,80,77,71,45,13,458,31,84,103,234,182,173,138,53,33,1039,1759,3978,3770,6776,4156,4030,2861,1039,327,28698,0,0,0,0,0,0,0,0,0,0,1663,3402,3213,5641,3530,3369,1933,831,401,23998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,8,0,8,4,26,12,7,0,0,0,66,0,0,0,3,4,3,5,0,3,14
SED22607,0,0,0,3,3,10,8,0,0,21,0,18,4,78,21,15,17,7,0,159,0,0,3,35,3,0,0,0,0,41,0,3,6,30,0,0,4,0,0,44,0,0,0,7,7,3,3,0,0,22,0,3,0,43,38,17,4,0,0,104,4,11,13,52,18,13,11,0,0,122,0,27,45,154,88,109,34,20,12,491,0,0,0,6,3,0,4,0,0,15,0,0,3,7,0,0,0,0,0,16,30,70,165,611,199,126,99,53,28,1377,143,213,231,864,289,249,164,111,58,2317,1959,3773,4251,10763,4353,3523,2119,1087,538,32366,0,0,0,3,0,0,0,0,0,6,1632,3081,3325,6689,3151,2503,1154,627,486,22639,0,0,3,17,3,3,0,0,0,28,0,0,3,7,6,10,9,8,0,39,0,0,0,3,3,4,3,0,0,21,3,10,8,49,14,0,5,0,0,84,0,0,4,32,9,11,8,3,3,72
SED22704,0,0,0,0,6,4,3,0,0,17,0,0,0,7,0,4,0,0,0,13,0,0,0,6,0,0,0,0,0,10,0,0,10,4,0,0,0,0,0,19,0,0,0,0,3,7,6,0,0,23,0,0,0,3,4,3,0,0,0,15,5,10,7,9,7,7,7,3,0,56,0,0,0,4,0,0,0,0,0,13,0,0,0,0,3,3,7,0,3,19,0,0,4,0,5,3,0,0,0,12,0,4,13,26,47,49,65,48,9,258,129,222,280,576,448,561,458,260,108,3045,1770,3814,3806,6404,4365,5011,4235,2092,704,32200,0,0,0,0,0,0,0,0,0,0,1443,3289,2903,5307,3709,3872,2952,1569,744,25797,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,3,0,0,13,8,3,3,0,0,33,0,0,0,0,0,0,0,0,0,5
SED22802,0,0,0,0,0,3,4,3,0,11,0,0,0,21,10,14,15,3,0,65,0,0,0,7,3,0,0,0,0,9,0,8,15,10,3,0,0,0,0,38,0,0,0,0,0,8,3,0,0,12,0,0,0,3,3,0,0,5,0,9,0,3,3,20,14,10,12,0,0,73,0,0,8,5,9,0,0,0,0,26,0,0,0,3,4,13,4,4,3,31,0,0,6,11,4,7,0,0,0,26,6,4,23,75,49,59,61,34,15,325,56,112,161,341,209,188,167,94,43,1374,1792,3764,3940,7327,3924,3325,2594,1149,339,28158,0,0,0,0,0,0,0,0,0,0,1696,3356,3268,6228,3111,2544,1668,684,265,22817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,4,3,3,0,0,0,12,3,0,3,11,15,8,0,0,0,37,0,0,0,6,7,3,0,0,0,22
SED22901,0,0,0,3,8,8,7,5,3,33,6,22,73,208,91,111,76,20,3,623,3,0,3,35,6,5,6,0,0,65,0,3,6,24,4,0,0,0,0,34,0,0,0,0,4,0,3,0,0,8,0,0,0,3,3,7,3,3,0,14,3,12,11,19,11,5,7,4,3,78,3,7,7,66,65,56,20,3,0,234,0,0,0,3,4,3,8,6,4,29,0,0,0,10,4,3,0,0,0,20,5,18,50,147,85,109,105,66,40,614,47,90,102,276,152,149,143,96,51,1101,1674,3275,3716,7388,3677,3688,2683,1269,522,27887,0,0,3,9,3,4,5,0,0,23,1445,2531,2659,4247,2254,2272,1519,761,551,18233,0,0,0,7,0,3,0,0,0,11,0,0,0,5,3,3,0,0,0,16,0,0,3,28,44,28,8,11,3,116,0,0,4,13,8,7,0,0,0,30,0,0,0,8,3,13,6,3,0,32
SED23007,0,0,0,16,11,16,19,10,0,73,3,16,76,251,31,17,3,0,0,394,0,0,4,55,0,0,0,0,0,58,0,6,20,56,8,0,0,0,0,89,0,0,4,40,36,65,95,33,10,279,0,0,0,66,40,28,14,5,4,158,7,10,16,53,15,3,3,0,0,110,28,92,401,1545,986,938,331,120,44,4481,0,0,0,5,0,0,3,0,0,15,0,0,0,22,3,0,0,0,0,28,32,89,341,1049,374,243,192,112,42,2471,182,248,454,1200,352,314,246,156,74,3232,2713,3777,6113,16102,4636,3731,2409,1348,513,41338,0,5,6,20,7,0,0,0,0,37,2161,2855,3216,5792,1703,1138,565,339,283,18052,4,11,32,152,7,3,0,0,0,212,0,3,9,34,15,25,20,10,0,113,0,4,0,23,6,14,8,5,0,62,0,3,7,34,7,0,3,0,0,58,0,0,4,25,20,20,26,13,4,119
SED23101,0,0,0,3,3,9,0,6,0,22,6,31,98,234,79,95,87,30,16,679,0,4,6,38,13,4,5,0,0,77,3,3,9,30,4,3,0,0,0,51,0,0,0,0,0,4,3,0,0,5,0,0,0,4,3,3,3,3,0,23,6,15,18,16,10,8,11,3,0,94,3,9,28,130,120,114,48,20,0,468,0,0,0,7,4,3,0,3,0,13,0,0,3,12,11,5,0,0,0,34,8,47,48,158,114,82,137,84,36,717,59,85,98,271,135,128,132,122,38,1078,1597,3671,3981,7152,3722,3153,2864,1978,676,28795,0,0,0,18,10,0,0,0,0,25,1337,2710,2402,3154,1942,1674,1753,1253,675,16907,0,3,6,19,15,0,0,0,0,41,0,0,0,3,0,3,0,0,0,11,0,0,0,27,26,37,19,5,4,118,0,8,3,12,3,7,3,3,3,39,0,0,0,7,8,3,10,0,0,25
SED23205,0,0,0,4,13,8,4,3,3,39,0,0,6,31,13,15,18,9,0,96,0,0,4,3,3,3,0,0,0,13,4,7,6,12,0,0,0,0,0,28,0,0,3,0,7,0,0,0,0,12,0,0,0,11,4,5,3,0,0,22,0,5,5,28,20,17,13,3,0,90,0,3,3,9,0,0,0,0,0,22,0,4,0,17,14,9,18,11,4,70,0,0,5,17,8,6,5,0,0,37,8,40,55,208,125,115,93,66,21,734,140,208,267,643,315,316,236,138,68,2330,1950,3503,3687,7835,3965,3664,2840,1548,620,29615,0,0,3,11,3,3,0,0,0,13,1674,2816,2943,5688,2740,2479,1913,1012,637,21907,0,0,0,3,0,0,0,0,0,3,0,0,3,19,18,19,8,9,4,84,0,0,0,11,5,4,0,0,0,18,0,0,3,21,11,6,4,0,0,44,0,0,0,7,6,8,8,3,0,32
SED23308,0,0,0,3,8,8,9,9,0,28,0,5,9,52,4,8,4,0,0,74,0,0,0,9,0,0,0,0,0,6,0,3,3,4,3,0,0,0,0,22,0,0,0,0,4,15,8,9,0,32,0,0,0,4,4,0,0,0,0,13,0,8,8,34,16,7,3,0,0,75,0,0,14,14,8,3,0,0,0,46,0,0,0,8,7,3,9,5,0,34,0,0,0,12,0,0,3,0,0,22,10,27,21,114,42,62,45,39,36,395,93,162,212,549,307,238,213,133,74,1981,1911,3402,4001,8276,3972,3654,2603,1455,724,29995,0,3,4,3,0,0,0,0,0,10,1694,2893,3503,6737,3476,3192,2156,1372,851,25869,0,3,0,13,0,0,0,0,0,21,0,0,0,7,10,3,4,3,0,23,0,0,0,3,0,0,0,0,0,9,3,3,5,27,12,3,3,0,0,58,0,0,0,0,0,3,4,0,0,11
SED23402,0,0,0,3,17,10,9,6,0,43,0,23,33,190,66,48,27,11,3,412,4,3,3,14,0,0,0,0,0,28,3,3,3,5,3,0,0,0,0,22,0,0,0,4,0,3,3,0,0,10,0,0,0,7,11,0,0,0,0,19,5,13,10,31,21,14,7,9,0,109,0,0,0,3,8,5,0,0,0,19,0,3,0,11,9,4,5,3,0,41,0,3,3,21,8,6,3,0,0,43,10,36,58,210,110,101,76,52,12,663,132,191,230,497,308,241,168,119,40,1928,2650,4800,4739,8804,4706,3716,2478,1287,422,33606,0,0,6,26,3,3,0,0,0,37,2265,4041,3875,6833,3372,2543,1565,780,406,25679,0,3,0,11,4,0,0,0,0,19,0,0,3,18,11,6,3,0,0,36,0,0,0,13,3,0,0,0,0,19,0,3,6,22,10,3,0,0,0,55,0,0,0,22,11,5,9,0,0,55
SED23502,0,0,0,0,0,3,8,0,0,16,0,0,0,13,3,7,0,6,0,24,0,0,3,5,0,0,0,0,0,8,0,3,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,8,19,4,0,38,0,0,4,11,9,3,0,0,0,32,0,0,0,3,9,4,5,3,0,25,0,0,3,0,0,0,3,0,0,12,0,11,7,34,27,39,58,43,21,239,91,224,258,501,368,462,528,256,105,2789,1531,3437,2970,5333,3592,4545,4754,2288,669,29116,0,0,0,0,0,0,0,0,0,0,1414,3016,2400,4719,3216,3742,3166,1636,725,24041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,9,3,3,0,26,0,0,0,0,0,4,0,0,0,8
SED23602,0,0,0,0,0,4,3,3,0,14,0,0,4,24,4,6,9,0,0,42,0,0,7,9,0,0,0,0,0,13,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,10,4,7,3,20,10,8,15,3,3,70,0,3,14,47,23,8,3,0,0,98,0,0,0,0,3,4,4,0,0,13,0,0,0,6,0,3,3,0,0,12,0,7,12,56,19,36,41,35,10,213,92,226,204,512,382,449,412,221,69,2569,1657,3466,3062,6172,3831,4225,3722,1736,588,28463,0,0,0,0,0,0,0,0,0,0,1384,3021,2408,4867,3119,3336,2471,1266,674,22547,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,10,0,0,3,7,13,4,9,0,0,38,0,0,0,3,0,3,0,0,0,8
SED23702,0,0,0,3,8,6,7,4,0,30,0,0,4,13,9,14,0,4,3,47,0,0,3,0,3,0,0,0,0,7,4,3,8,10,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,9,0,0,0,3,8,0,0,0,0,10,0,4,10,26,10,3,12,4,0,70,0,0,0,3,0,0,0,0,0,8,0,3,0,8,17,8,8,0,0,48,0,0,4,5,0,5,0,0,0,18,3,13,14,84,65,74,70,38,12,363,92,191,227,495,336,311,248,138,37,2069,2236,4410,5002,8236,4789,4265,3032,1382,367,33711,0,0,0,0,0,0,0,0,0,0,1815,3963,4035,7215,3874,3150,1956,793,321,27123,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,17,3,0,0,0,0,21,0,0,0,18,4,3,3,3,0,39,0,0,0,6,5,3,0,0,0,17
SED23806,0,0,0,3,3,0,0,3,0,16,3,3,41,141,17,20,18,6,0,251,0,6,7,57,4,4,3,0,0,82,3,5,18,51,5,0,0,0,0,78,0,0,0,4,0,8,5,0,0,16,0,0,0,17,0,3,0,0,0,26,5,65,45,72,37,21,14,9,0,261,3,6,115,130,38,23,10,3,0,326,0,0,0,10,7,6,5,3,0,27,0,0,7,14,9,5,0,0,0,35,25,53,154,397,86,53,47,37,34,880,69,110,260,584,202,152,115,107,34,1631,1621,3707,5122,9884,3848,3111,2355,1240,449,31335,0,0,3,4,0,0,0,0,0,3,1326,2939,3488,5678,2861,2339,1780,889,632,21934,0,5,3,31,0,0,0,0,0,44,0,0,0,4,3,0,0,3,0,12,0,0,4,12,4,3,0,0,0,15,3,7,12,63,12,9,3,0,0,115,0,0,0,3,3,3,4,0,0,20
SED23901,0,0,0,9,4,11,17,10,3,52,0,9,19,76,29,38,27,10,5,218,4,7,6,34,3,3,3,0,0,60,3,11,8,17,12,4,0,0,0,59,0,0,3,15,19,22,20,15,0,91,0,0,0,3,7,13,3,0,0,29,3,23,16,43,19,19,12,6,0,143,3,8,28,78,33,23,12,5,3,188,0,0,3,3,3,4,5,0,0,16,0,0,0,14,0,3,0,0,0,25,18,61,88,441,164,99,89,68,35,1074,104,151,190,509,250,201,177,141,113,1831,2054,3802,3833,8746,4160,3609,2624,1506,747,31088,0,0,0,3,0,0,0,0,0,6,1792,3181,2879,5537,3025,2480,1696,985,671,22237,0,0,3,15,0,0,0,0,0,13,0,0,0,3,9,8,4,8,0,34,0,0,0,3,0,0,0,0,0,7,0,5,7,34,11,9,0,0,0,67,0,3,0,13,4,3,0,0,0,27
SED24006,0,0,0,3,3,7,6,4,0,21,5,4,29,58,51,45,8,18,4,222,3,7,9,91,15,23,18,3,0,170,0,7,12,23,4,0,0,0,0,45,0,0,0,7,6,9,7,4,5,46,0,3,3,8,15,5,4,3,0,43,4,27,31,42,20,17,9,3,0,159,0,6,39,132,117,91,23,11,4,415,0,0,0,8,7,4,8,0,0,20,0,0,0,7,3,3,0,0,0,11,8,40,52,172,96,81,76,60,38,622,55,156,163,372,249,220,165,96,61,1526,1366,4270,4983,6643,4560,3729,2591,1455,750,30353,0,0,0,0,0,0,0,0,0,0,1147,3181,3368,3749,2807,2216,1499,972,784,19715,0,0,3,9,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,15,6,8,9,20,12,3,12,0,0,76,0,0,0,10,5,3,3,0,5,19
SED24105,0,0,0,23,12,21,17,12,3,90,3,39,62,363,137,144,128,63,8,950,0,3,3,19,3,0,0,0,0,33,6,27,28,148,0,7,0,0,0,215,0,0,0,4,9,12,4,9,0,38,0,0,17,58,76,53,34,17,0,246,0,16,7,16,5,4,4,0,0,54,15,59,212,1075,883,722,211,80,33,3302,0,0,0,0,4,7,0,0,0,9,0,0,0,14,3,0,0,0,0,22,8,75,123,405,227,210,143,77,31,1296,101,167,209,473,226,204,170,94,23,1669,2290,4445,5076,9925,4503,3843,2886,1381,444,34794,0,11,27,42,13,3,4,3,0,98,2011,3268,2798,2825,1125,1129,1082,461,309,15021,0,6,9,43,14,8,0,0,0,74,0,3,14,71,67,39,13,17,0,236,13,73,308,1213,468,320,186,63,34,2671,0,0,3,16,3,3,0,0,3,30,0,0,0,20,24,25,35,9,3,105
SED24207,0,0,0,26,23,33,26,17,4,135,4,26,34,175,93,40,27,6,0,405,0,3,4,15,3,0,0,0,0,32,3,7,16,51,9,0,3,0,0,80,0,4,17,127,127,178,136,35,5,631,0,0,4,57,43,34,16,3,0,164,3,13,14,32,13,3,0,0,0,81,19,64,199,1258,787,519,166,39,14,3064,0,0,0,7,0,0,0,5,0,9,0,0,7,18,7,0,0,0,0,32,12,143,330,1090,591,408,294,95,27,2991,193,376,290,863,353,351,252,95,23,2799,3569,6373,5598,13518,5175,3903,2537,898,205,41772,0,4,18,39,12,3,3,0,0,83,2950,4819,3349,5254,1593,990,508,189,90,19742,0,0,8,50,7,7,0,0,0,74,0,0,23,141,82,61,16,14,3,343,0,0,0,20,12,9,4,0,3,50,0,0,5,6,0,0,0,0,0,15,0,3,3,75,55,64,36,6,3,249
SED24308,0,0,0,7,33,44,51,33,4,172,0,0,5,18,7,4,3,3,0,35,0,4,0,0,0,0,0,0,0,8,9,78,50,32,0,3,0,0,0,173,0,0,0,19,49,74,66,34,3,254,0,3,3,10,20,7,8,7,0,57,0,9,11,23,13,9,13,0,0,70,0,6,20,70,42,28,4,0,0,160,0,0,0,12,8,9,4,0,0,35,0,0,0,4,0,6,0,0,0,8,5,40,74,164,84,117,129,123,42,781,112,253,309,565,367,362,273,198,98,2531,2038,4120,4598,8603,4224,3745,2879,1524,531,32271,3,24,58,79,28,11,5,0,0,196,1821,3330,3556,6311,3077,2472,1632,807,413,23421,0,0,0,0,0,0,0,0,0,0,0,0,10,44,48,40,23,20,3,182,0,0,3,4,5,7,0,0,0,23,0,0,3,11,6,3,0,0,0,28,0,0,0,0,0,3,0,0,0,6
SED24408,0,0,0,0,0,0,5,5,0,8,0,4,0,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,16,12,16,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,12,3,6,3,3,0,33,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,5,4,3,3,16,0,3,0,4,8,4,3,0,0,26,3,15,9,28,24,25,19,14,3,135,79,167,152,446,322,373,323,197,90,2149,1618,3498,3123,5503,3722,4260,3482,1946,743,27886,0,0,0,0,0,0,0,0,0,0,1337,3009,2547,4817,3339,3543,2779,1797,1060,24222,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,9,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0
SED24504,0,0,0,0,4,6,8,9,0,25,0,0,0,4,9,7,6,0,0,29,0,3,5,27,0,0,0,0,0,37,0,3,0,3,0,3,0,0,0,13,0,0,0,0,3,3,8,5,0,20,0,0,0,3,3,0,0,0,0,6,0,8,7,17,21,23,16,3,3,98,0,0,3,4,3,0,0,0,0,11,0,0,0,9,8,11,5,4,0,45,0,0,0,3,6,6,0,0,0,19,3,12,10,54,60,50,61,37,4,291,94,188,206,440,380,409,320,159,60,2253,1710,3969,3112,5807,4348,4202,3412,1341,399,28304,0,0,0,0,0,0,0,0,0,0,1565,3513,2566,5234,3578,3175,2263,846,428,23168,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,19,6,10,4,0,0,43,0,0,0,3,0,4,0,0,0,9
SED24606,0,0,0,7,3,3,0,0,0,13,0,3,23,108,24,24,17,10,5,205,0,0,5,25,0,0,0,0,0,41,0,3,14,30,4,9,3,0,0,63,0,0,0,4,3,0,0,0,0,5,0,0,3,5,10,5,0,0,0,23,6,27,33,57,28,25,21,3,4,197,0,0,17,57,27,24,6,0,3,131,0,0,0,6,3,3,5,0,0,18,0,0,3,11,3,3,4,0,0,21,7,31,35,330,99,85,119,64,47,823,55,114,164,473,221,177,165,124,61,1567,1429,3282,3922,8057,3630,2986,2470,1426,629,27834,0,0,0,3,0,0,0,0,0,7,1186,2775,2915,4973,2848,2217,1711,1001,603,20222,0,0,3,3,0,0,0,0,0,14,0,0,0,3,3,0,3,3,0,13,0,0,0,9,3,0,0,0,0,14,3,4,7,35,13,13,3,0,0,84,0,0,0,10,5,8,0,0,0,19
SED24703,0,0,0,9,4,4,4,0,0,23,0,6,70,160,12,8,3,3,0,267,5,0,178,397,4,4,5,0,0,592,3,5,185,356,9,3,0,0,0,564,0,3,0,26,11,3,3,0,0,45,0,0,12,72,16,16,8,5,0,128,3,24,86,233,47,28,10,5,0,442,3,24,194,255,83,91,34,20,5,697,0,0,11,17,3,0,3,3,0,40,0,0,7,25,0,3,0,0,0,40,50,74,741,1683,217,125,92,65,6,3054,215,232,1539,2854,513,439,306,115,52,6258,1904,2152,16123,25091,3987,3138,2169,867,330,55777,0,0,4,4,0,0,0,0,0,11,1376,1390,4113,7520,1880,1584,1076,398,192,19523,0,0,17,28,0,0,0,0,0,47,0,0,0,20,10,11,3,0,0,43,0,0,27,22,0,0,3,0,0,54,3,3,52,145,13,10,0,0,0,220,0,0,8,85,9,10,4,3,3,116
SED24808,0,0,0,3,14,23,19,11,3,71,3,14,7,81,22,17,16,5,3,166,0,0,0,5,0,0,0,0,0,12,3,12,8,8,3,0,0,0,0,35,0,0,0,25,21,19,14,4,0,89,0,0,0,12,20,7,3,3,0,40,0,12,3,21,8,9,5,0,0,65,4,6,10,56,23,18,4,0,0,119,0,0,0,4,13,4,9,4,0,30,0,0,7,22,11,0,0,0,0,35,17,145,223,493,230,159,130,50,15,1450,220,351,307,857,377,327,261,122,26,2852,3378,5798,5075,11193,4681,4023,3013,1042,295,38496,0,0,0,3,0,0,0,0,0,3,2947,4772,3945,8230,3242,2891,1735,658,305,28730,0,8,0,36,0,3,0,0,0,45,0,0,5,28,18,9,9,0,0,63,0,0,0,3,3,3,0,0,0,13,0,0,3,22,4,6,0,0,0,41,0,4,8,23,24,13,10,3,0,76
SED24904,0,0,0,0,0,12,5,8,3,22,0,3,4,31,9,4,5,0,0,54,3,0,9,55,0,0,0,0,0,70,4,7,7,14,7,0,3,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,5,28,52,23,24,8,0,143,0,0,3,5,8,4,0,3,0,22,0,4,11,46,23,36,7,0,0,137,0,0,0,0,3,0,3,0,0,12,0,0,0,6,3,0,0,0,0,11,5,28,38,144,62,69,44,26,11,426,131,298,336,741,483,540,421,251,96,3305,1955,4129,3901,7178,4125,4340,3347,1695,657,31313,0,16,19,40,12,5,3,0,0,90,1733,3511,3064,5630,3312,3288,2366,1476,810,25201,0,0,0,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,9,22,7,9,0,0,0,47,0,0,0,8,3,0,3,0,3,16,0,0,0,0,0,0,0,0,0,3
