SED_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED40015,0,59,155,39,86,118,452,0,166,28,29,17,11,252,29,214,148,25,49,4,460,152,140,236,40,62,4,631,117,52,174,3,19,3,373,231,52,211,5,24,6,529,361,23,174,0,18,0,576,122,4,49,0,6,0,182,20,0,8,0,4,0,30,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,46,12,30,14,162,1049,747,1236,153,309,161,3654
SED40016,0,15,35,4,4,18,81,0,63,0,15,8,0,84,12,121,20,16,4,0,183,17,70,56,18,0,0,165,24,21,60,13,11,0,135,150,26,143,3,3,3,327,651,43,329,11,36,4,1076,341,12,125,0,9,4,483,20,0,10,0,0,0,27,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,4,9,18,30,13,3,7,82,1229,399,813,97,76,36,2655
SED40017,5,45,129,8,49,87,329,12,172,19,10,5,7,216,91,272,144,30,40,8,586,458,143,241,47,65,13,975,198,44,170,10,25,8,458,381,17,144,8,23,3,576,199,7,68,3,7,0,289,53,0,19,0,0,0,78,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,14,49,37,13,18,5,131,1422,760,976,129,246,118,3663
SED40018,7,270,83,27,133,104,629,11,433,16,42,20,0,523,114,580,119,10,184,13,1013,421,404,181,16,196,7,1225,250,123,113,4,73,3,566,397,55,87,3,35,5,591,302,14,69,13,23,0,419,97,10,20,0,3,0,139,11,3,3,0,5,0,17,3,0,3,0,3,0,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,3,27,133,26,18,58,14,280,1651,2019,728,139,732,152,5419
SED40019,4,21,136,6,50,102,315,3,112,21,11,11,4,161,30,102,133,24,26,0,321,135,72,203,20,33,8,469,139,22,199,5,22,4,399,461,15,236,3,18,8,737,240,5,111,0,4,0,367,47,0,23,0,3,0,74,3,0,6,0,0,0,9,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,7,16,22,43,8,24,12,114,1082,384,1112,83,187,139,2987
SED40020,7,34,90,4,44,60,239,9,127,28,11,12,3,183,39,190,109,31,38,11,407,213,135,167,20,34,6,577,280,61,163,13,23,7,536,882,24,226,11,22,7,1175,392,8,115,0,5,3,534,43,3,16,3,3,0,71,12,0,10,0,0,0,21,3,0,0,0,0,0,6,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,25,41,35,9,24,10,144,1908,630,958,99,196,106,3898
SED40021,9,29,65,11,7,39,164,0,126,4,23,7,3,164,15,253,68,39,15,8,399,51,101,102,34,10,3,302,76,35,77,21,6,0,215,329,43,204,18,25,4,621,769,26,331,7,33,10,1182,573,13,254,3,11,8,868,181,0,50,3,0,0,240,48,0,21,0,3,0,77,20,0,6,0,0,0,22,5,0,3,0,0,0,9,7,0,0,0,0,0,4,6,3,3,0,0,0,11,22,42,49,23,10,15,160,2106,693,1242,181,123,86,4430
SED40022,5,4,67,3,15,42,137,0,17,3,3,0,0,22,5,37,23,12,3,0,80,19,24,56,13,4,0,122,14,4,54,9,10,0,89,90,4,91,4,5,4,198,245,4,171,0,6,3,423,297,0,100,0,4,3,410,86,0,30,0,0,0,112,29,0,14,0,0,0,45,9,0,3,0,0,0,14,11,0,0,0,0,0,11,3,0,0,0,0,0,3,3,0,3,0,0,0,5,11,3,22,5,7,7,55,818,93,636,56,60,57,1722
SED40023,4,15,36,3,3,22,78,0,53,3,0,3,0,59,6,82,29,23,8,0,143,40,68,64,42,4,0,226,58,20,71,16,8,3,175,322,38,210,19,13,3,596,1282,15,414,14,18,4,1748,752,3,175,0,10,0,942,28,0,20,0,0,0,50,14,0,6,0,0,0,20,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,26,6,6,0,106,2535,324,1059,117,66,43,4144
SED40024,4,19,73,0,16,24,132,0,52,3,10,0,0,72,5,119,36,20,7,6,189,19,65,58,29,5,0,179,18,16,72,12,3,3,123,153,45,126,13,46,3,385,699,39,268,5,20,3,1035,549,3,133,5,6,3,709,52,0,14,3,0,0,75,10,3,10,0,0,0,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,13,13,30,10,4,10,80,1538,377,810,106,122,54,3014
SED40025,3,61,49,5,7,34,157,0,198,4,15,3,5,225,6,386,43,17,3,4,447,39,182,54,36,11,0,324,57,51,77,13,0,3,207,231,91,160,8,9,3,504,664,84,310,8,17,4,1087,600,18,207,0,3,3,832,177,3,51,0,0,0,230,67,0,19,0,0,0,82,29,0,4,0,0,0,39,7,0,3,0,0,0,14,4,0,0,0,0,0,3,6,0,5,0,0,0,12,27,47,21,11,4,6,125,1915,1124,1009,109,63,64,4289
SED40026,7,19,40,8,4,25,108,0,90,8,10,5,0,115,11,142,32,4,24,0,217,49,64,71,21,5,0,207,79,43,82,7,10,0,224,613,33,196,7,88,6,950,1112,8,278,3,42,9,1456,264,0,53,10,8,4,339,37,0,12,0,4,3,57,3,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,20,30,6,13,4,102,2215,430,799,86,208,58,3799
SED40027,7,146,58,4,3,18,235,3,320,6,28,4,7,364,29,540,35,85,11,7,703,155,314,95,134,5,6,712,355,172,137,47,19,4,738,787,124,269,33,41,7,1263,516,37,237,20,33,13,853,129,10,39,5,0,0,181,12,4,11,0,0,0,22,9,0,0,3,0,0,12,0,0,0,0,3,0,6,0,3,3,0,0,0,7,0,0,0,0,0,0,3,3,3,0,0,0,0,5,35,91,26,16,9,10,198,2044,1763,916,375,136,71,5309
SED40028,10,28,138,8,190,132,513,21,63,46,7,15,0,145,163,143,208,37,73,14,634,371,79,217,18,54,11,753,223,10,134,3,15,3,397,254,10,83,3,21,4,376,97,0,41,3,0,0,147,8,0,5,0,0,0,13,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,21,52,10,63,5,166,1171,353,933,85,437,175,3155
SED40029,0,49,38,0,7,21,116,0,187,6,3,0,0,197,8,250,25,10,12,3,310,18,155,53,54,17,0,299,19,55,63,21,7,0,169,155,115,144,23,17,3,458,666,24,299,6,18,4,1020,240,4,93,4,4,0,346,21,3,9,0,0,0,35,9,0,0,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,5,20,44,18,6,8,0,99,1152,897,757,131,89,34,3052
SED40030,5,38,37,7,4,22,113,0,109,3,6,0,0,118,5,198,27,31,6,3,274,15,122,47,39,0,0,220,23,48,40,20,0,0,131,103,56,127,11,8,5,314,534,36,313,12,16,3,918,802,15,260,10,15,3,1108,121,0,33,0,3,0,158,11,0,4,0,0,0,13,3,0,4,0,0,0,7,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,4,16,23,25,12,4,3,81,1635,662,918,152,63,38,3470
SED40031,3,3,61,3,4,39,116,0,29,0,0,0,0,31,3,45,36,13,7,3,105,8,21,43,11,3,0,78,11,6,43,3,3,3,76,84,12,101,3,7,0,207,440,11,247,4,19,4,726,411,7,183,0,13,3,614,86,0,23,0,0,0,113,18,0,7,0,3,0,25,8,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,17,6,32,3,3,0,69,1093,126,777,45,64,58,2169
SED40032,6,29,63,6,0,35,141,0,78,4,30,0,7,116,15,142,48,22,3,0,227,45,60,85,28,6,4,233,96,17,101,3,3,0,221,510,21,180,6,15,3,730,804,15,345,3,15,3,1183,577,10,223,0,13,0,818,272,0,64,0,3,0,346,131,0,22,0,0,0,151,68,0,9,0,0,0,76,23,0,7,0,0,0,31,14,0,4,0,0,0,17,10,0,3,0,0,0,12,41,18,47,12,6,6,125,2608,387,1203,108,69,62,4436
SED40033,3,41,58,3,24,57,189,11,161,18,8,3,3,200,283,280,92,30,33,7,723,412,250,165,22,51,4,902,297,68,144,9,29,3,555,552,31,130,20,17,0,749,277,5,47,0,8,3,340,91,3,13,0,4,0,112,3,0,4,0,0,0,7,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,27,38,22,3,9,8,109,1960,876,700,102,175,98,3908
SED40034,14,70,20,6,0,16,131,3,191,0,11,0,0,207,22,359,30,21,6,6,448,166,274,111,33,18,3,605,257,121,123,17,17,3,534,867,146,297,17,187,3,1519,1073,23,253,0,41,0,1388,183,3,58,3,4,0,252,25,0,4,0,4,0,31,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,7,46,52,37,4,14,8,162,2655,1248,952,115,296,52,5304
SED40035,0,0,40,6,3,23,77,0,37,3,5,3,0,49,7,42,18,6,0,0,71,21,19,34,4,3,3,89,15,11,61,0,0,0,94,97,7,131,4,4,0,248,426,11,310,0,15,0,762,276,0,112,0,3,0,390,22,0,6,0,0,0,30,3,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,17,3,3,3,53,894,141,729,35,39,32,1867
SED40036,7,36,45,5,4,26,119,0,130,3,10,0,7,156,15,181,41,25,5,3,271,26,116,62,27,3,0,234,25,57,69,15,3,0,166,170,79,151,40,27,0,478,729,54,370,5,51,5,1218,206,13,83,0,10,0,316,19,0,12,0,3,0,30,3,0,3,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,27,45,30,3,9,11,126,1233,720,869,132,122,62,3134
SED40037,10,59,66,9,8,23,173,3,197,4,12,3,4,222,10,292,31,19,3,9,362,43,164,66,42,14,0,314,45,56,72,12,17,5,212,215,113,149,30,62,3,568,1095,86,290,23,80,9,1575,978,13,223,0,17,3,1236,163,0,43,0,0,0,209,32,3,8,3,3,0,52,8,0,3,0,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,7,36,48,44,12,24,3,168,2647,1040,1007,145,230,53,5117
SED40038,12,76,55,4,5,26,180,0,287,3,12,0,3,305,14,416,57,19,4,8,512,120,250,102,68,12,6,560,172,115,134,35,29,4,480,533,178,300,24,48,18,1099,929,64,360,11,66,9,1436,124,3,43,0,10,0,183,5,3,9,0,6,0,20,6,0,3,0,0,0,9,4,0,0,0,0,0,5,0,4,3,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,11,32,79,44,11,4,7,183,1958,1478,1111,186,181,77,4989
SED40039,5,78,27,5,0,15,125,3,283,3,20,3,3,320,8,389,41,29,6,6,478,36,229,57,42,3,3,363,43,74,94,16,3,0,238,400,120,305,34,16,5,884,1229,48,470,10,23,3,1787,192,11,64,0,0,5,272,10,0,0,0,0,0,19,11,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,24,77,28,13,4,11,148,1962,1312,1101,171,64,50,4665
SED40040,4,5,75,7,33,71,195,0,17,11,21,3,0,48,18,62,56,28,23,3,199,93,44,110,33,21,6,310,116,24,128,12,15,3,300,259,15,181,6,9,3,472,421,5,170,0,14,4,617,155,0,40,0,3,0,204,11,0,5,0,0,0,17,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,11,32,14,12,3,95,1103,181,809,128,143,93,2461
SED40041,4,59,134,24,135,102,458,0,152,32,30,14,4,233,79,234,159,32,73,11,586,269,181,249,14,69,12,794,146,65,149,8,29,3,398,246,50,119,0,20,0,436,160,12,59,3,10,0,241,54,3,10,0,3,0,76,6,3,3,0,0,0,18,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,7,22,55,52,8,34,7,179,994,808,984,115,383,137,3425
SED40042,3,11,48,0,4,20,84,0,40,3,5,0,0,53,13,71,24,8,29,0,149,38,68,39,18,25,3,189,50,29,68,18,18,0,177,472,46,225,23,110,4,883,1043,35,319,13,51,7,1469,156,4,65,0,14,0,240,17,0,11,0,0,0,31,3,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,33,3,12,7,114,1852,320,850,86,262,37,3404
SED40043,3,64,60,10,6,33,171,0,184,5,9,0,3,205,11,410,49,53,11,3,538,43,191,71,101,12,3,416,43,67,66,46,14,0,227,270,90,170,31,68,3,627,697,96,316,20,58,5,1199,1025,40,219,4,30,6,1322,111,3,30,0,0,0,143,13,3,11,0,0,0,21,0,3,4,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,35,59,31,12,14,5,166,2261,1209,1030,288,209,59,5056
SED40044,3,34,60,3,8,33,146,0,70,5,20,4,0,102,15,139,55,15,3,4,226,28,35,93,42,5,4,213,49,12,69,3,3,0,129,282,8,158,7,8,3,465,619,6,320,3,13,0,960,623,3,261,4,6,0,897,348,0,139,0,3,0,496,149,0,31,0,0,0,183,77,0,16,0,0,0,93,44,0,15,0,0,0,54,12,0,8,0,0,0,26,19,0,3,0,3,0,25,23,23,29,12,3,5,99,2303,326,1259,109,51,55,4101
SED40045,5,9,48,9,10,37,110,7,45,4,24,3,0,83,14,35,35,31,6,4,122,15,21,47,48,0,0,138,52,9,61,13,7,3,129,254,5,136,11,7,5,420,347,11,191,4,12,6,563,318,0,162,3,10,3,498,136,0,49,5,0,0,183,58,0,26,0,0,0,83,28,0,7,0,0,0,42,16,0,0,0,0,0,17,10,0,4,0,0,0,11,13,0,3,0,0,0,15,16,5,20,14,7,9,67,1279,142,799,149,57,64,2483
SED40046,11,63,72,34,7,58,239,3,118,11,15,3,0,151,27,238,86,38,16,3,403,80,128,130,88,26,0,443,130,41,133,24,22,5,358,527,39,326,41,35,3,971,735,57,435,41,33,4,1308,760,17,364,8,18,0,1166,247,0,97,3,10,0,363,39,0,25,0,3,0,65,12,0,9,0,0,0,15,7,0,8,0,0,0,15,6,0,3,0,0,0,11,0,0,3,0,0,0,5,42,45,41,18,3,12,159,2625,741,1744,305,175,84,5682
SED40047,0,40,25,3,3,10,92,0,145,3,4,0,0,148,3,267,19,12,3,0,306,28,146,35,25,5,0,232,43,48,43,6,3,0,141,128,63,120,9,27,0,349,589,69,285,3,48,4,1004,326,7,112,0,6,3,460,55,0,11,0,0,0,66,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,15,41,17,3,3,4,81,1203,829,671,69,96,26,2894
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,0,25,93,8,38,90,251,3,33,6,23,9,0,80,17,184,65,47,17,3,330,33,148,93,37,47,5,363,68,66,89,12,19,0,263,191,71,188,18,30,3,502,618,27,340,17,34,5,1037,535,4,178,9,21,3,751,77,3,23,0,0,0,106,7,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,22,36,34,15,11,3,114,1581,618,1104,188,218,121,3832
SED50205,7,4,98,0,3,35,143,0,7,3,0,0,0,11,9,29,32,0,0,0,65,9,4,34,3,0,0,57,40,4,33,0,3,0,82,61,7,42,0,11,0,120,205,3,103,0,7,4,330,498,0,225,0,12,0,736,391,0,179,0,6,5,580,219,0,77,0,3,0,300,148,0,31,0,0,0,180,94,0,20,0,0,0,111,51,0,11,0,0,0,67,114,0,28,0,3,0,140,33,6,29,0,6,4,74,1871,60,942,9,56,44,2981
SED50302,7,31,48,5,5,28,126,3,33,0,6,3,4,56,4,240,26,9,12,6,298,15,154,51,16,33,3,266,17,57,70,11,16,0,178,262,60,152,3,18,5,497,1158,39,500,3,39,3,1748,770,9,386,0,37,10,1212,60,0,51,0,0,0,113,11,0,9,0,0,0,22,6,0,6,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,14,37,37,38,5,11,10,143,2368,665,1350,65,173,66,4683
SED50404,4,45,103,5,0,52,211,0,35,3,0,0,0,45,14,240,46,7,3,0,310,23,96,70,34,5,0,233,50,27,49,8,3,0,136,225,24,114,5,20,3,387,834,23,412,6,40,3,1309,1089,15,594,3,54,14,1768,422,3,176,0,10,0,618,116,0,30,0,0,0,146,49,3,25,0,0,0,75,23,0,3,0,0,0,27,6,0,0,0,0,0,12,5,0,8,0,0,0,18,37,28,39,15,9,8,139,2904,539,1673,83,145,83,5427
SED50502,3,41,75,5,3,28,158,0,43,3,10,0,0,53,6,256,38,14,8,0,323,13,137,57,13,0,3,229,15,49,47,9,0,3,120,23,52,77,7,4,0,166,337,51,242,5,18,3,660,792,23,421,8,48,3,1293,258,0,120,0,13,0,395,31,0,19,0,0,0,51,4,3,4,0,0,0,10,3,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,6,31,37,40,8,10,9,135,1521,695,1151,78,104,52,3602
SED50605,0,4,67,3,3,29,112,0,12,5,6,3,0,21,0,80,33,24,4,0,144,14,43,37,3,10,0,107,7,6,14,0,0,0,33,12,15,38,3,0,0,71,107,6,93,4,4,4,220,472,3,233,3,12,3,721,458,0,160,0,9,0,630,203,0,60,0,3,0,266,65,0,28,0,0,0,95,27,0,10,0,0,0,41,9,0,3,0,0,0,16,8,0,3,0,0,0,12,16,10,43,3,3,5,78,1412,181,831,49,54,46,2573
SED50702,10,62,63,4,10,55,197,3,88,12,0,0,0,103,9,453,47,22,9,4,541,32,181,72,22,6,6,309,25,88,53,5,6,0,171,118,77,86,4,15,3,294,636,55,332,5,36,3,1064,1528,20,508,3,51,7,2119,750,9,216,0,12,3,988,120,5,50,0,0,0,176,33,0,11,0,0,0,43,3,0,4,0,0,0,7,6,3,3,0,3,0,13,6,3,6,0,0,0,19,44,51,53,0,7,6,166,3332,1078,1504,59,160,84,6218
SED50806,7,43,62,3,13,40,160,0,39,3,4,0,0,48,11,289,38,0,13,3,347,45,152,84,63,15,5,368,55,47,89,11,23,3,223,367,54,208,15,37,6,684,993,29,473,14,48,8,1568,685,5,249,8,30,0,981,94,0,33,3,0,0,133,23,3,3,0,0,0,29,3,0,3,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,12,25,40,36,5,15,11,129,2318,704,1274,128,198,82,4697
SED50904,14,23,58,0,9,36,145,0,20,0,5,0,0,26,5,140,21,11,12,3,190,20,135,51,27,5,4,240,16,62,58,8,3,0,154,45,93,99,6,9,0,256,1044,81,338,11,19,9,1509,2414,38,814,4,44,15,3331,442,0,183,0,13,4,649,87,3,32,0,7,0,124,16,0,4,0,0,0,24,12,0,7,0,0,0,15,0,0,0,0,0,0,4,8,0,7,0,0,0,13,37,26,45,0,16,10,136,4164,618,1722,82,141,81,6809
SED51005,9,37,85,8,8,38,188,3,31,6,3,0,0,48,22,230,80,3,6,8,355,23,106,82,16,8,0,235,16,54,74,10,3,3,166,81,57,111,8,10,0,268,686,51,375,8,39,3,1166,1602,12,650,7,97,14,2380,393,0,166,0,22,3,587,39,3,32,0,4,0,73,11,0,19,0,0,0,30,6,0,3,0,0,0,7,0,0,3,0,0,0,3,3,0,7,0,0,0,20,43,30,63,0,9,12,166,2944,632,1759,67,209,87,5692
SED51104,0,15,44,0,4,29,91,0,13,0,0,0,0,17,3,115,8,11,0,0,142,3,32,23,3,0,0,69,4,11,25,0,0,0,45,13,9,30,0,7,0,59,42,3,68,0,6,0,117,259,7,167,0,8,3,441,271,0,131,0,7,0,410,171,0,49,0,0,0,217,101,0,39,0,0,0,140,46,0,9,0,0,0,52,22,0,8,0,0,0,27,18,0,5,0,0,0,21,17,10,18,3,5,0,50,960,220,621,31,39,31,1910
SED51201,0,64,203,7,212,153,647,5,79,25,17,43,4,172,11,231,164,60,63,5,544,25,167,194,21,75,3,486,50,53,156,4,40,0,307,144,54,171,4,41,0,422,184,32,147,4,31,3,392,105,9,64,0,11,0,187,23,0,9,0,0,0,33,0,0,3,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,14,32,55,6,48,3,156,575,730,1204,127,566,178,3380
SED51304,5,12,74,4,8,52,157,0,13,3,0,0,3,22,6,86,27,10,3,3,131,21,35,42,7,3,0,106,51,8,35,5,4,0,101,205,16,91,0,18,0,329,558,9,229,3,22,0,831,372,0,183,0,16,3,580,266,0,127,0,5,3,402,198,0,73,0,0,0,269,164,0,44,0,0,0,209,127,0,48,0,0,0,177,84,0,21,0,0,0,109,128,0,40,0,0,0,169,26,8,31,0,5,6,82,2206,192,1070,31,99,72,3673
SED51405,3,22,69,0,3,34,129,0,19,0,3,0,0,31,4,140,19,0,5,3,179,16,84,38,3,21,0,161,4,31,28,0,7,0,67,31,34,39,0,21,0,133,256,25,124,0,17,4,428,1181,15,342,0,24,4,1565,670,4,196,0,19,0,889,116,3,35,0,3,0,158,26,0,8,0,0,0,38,4,0,3,0,0,0,11,5,0,3,0,0,0,3,10,0,0,0,3,0,13,39,16,25,3,14,8,113,2365,390,937,21,134,63,3912
SED51506,0,23,60,0,14,47,147,0,13,5,7,0,0,24,4,139,38,8,8,0,189,34,116,57,33,12,5,255,50,41,92,10,18,0,202,140,19,142,3,14,0,327,367,17,241,6,13,3,649,720,5,250,0,18,4,1000,106,0,27,0,3,0,138,11,0,8,0,0,0,22,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,24,25,37,4,8,0,94,1455,395,963,69,112,67,3061
SED51604,10,28,84,3,11,59,193,0,42,3,0,0,0,51,0,236,25,0,10,0,268,18,70,27,9,9,0,127,27,26,32,3,4,0,93,171,17,68,0,36,0,301,284,19,130,0,27,0,459,368,7,179,0,18,0,584,334,0,157,5,4,3,499,282,0,94,0,10,0,386,182,0,70,0,0,0,256,174,0,57,0,0,3,236,120,0,21,0,3,0,140,308,0,94,0,8,0,408,29,18,27,9,17,3,104,2303,462,1068,29,162,68,4095
