SED_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED40014,9,55,438,6942,3398,543,67,152,11612,4,36,656,139,3,0,0,21,859,0,0,25,33,8,0,0,0,67,5,36,679,169,10,0,0,21,920,0,34,170,69,0,0,0,14,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,173,69,0,0,0,14,290,0,4,0,3,4,0,0,0,10,0,0,4,9,0,0,0,7,19,19,127,1291,7192,3419,546,70,192,12852
SED40015,36,260,1442,6103,2494,347,59,264,10996,3,90,270,317,15,0,3,47,750,0,0,10,58,17,0,0,0,80,3,90,279,372,31,0,3,47,835,3,70,260,40,0,0,0,18,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,262,40,0,0,0,18,393,37,90,38,42,26,4,0,16,261,0,4,14,37,8,3,0,9,85,80,514,2034,6598,2566,359,58,351,12566
SED40016,5,78,662,7071,2184,274,43,180,10493,3,103,664,294,17,3,3,46,1129,0,0,54,74,6,3,0,0,138,3,103,717,361,22,4,3,49,1265,0,44,313,78,0,0,0,13,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,313,85,0,0,0,13,451,0,0,16,3,5,0,0,0,31,0,0,0,14,9,0,0,0,21,14,226,1697,7531,2220,280,46,245,12259
SED40017,19,177,1771,7004,2820,381,80,256,12507,3,142,280,472,35,6,0,47,984,0,4,0,7,9,0,0,0,17,3,144,280,476,36,8,0,43,995,0,73,98,14,0,0,0,15,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,98,10,3,0,0,15,203,16,28,28,32,9,4,3,20,142,0,0,22,45,25,3,4,8,108,39,421,2205,7562,2899,394,97,344,13958
SED40018,19,186,966,4706,2053,318,58,207,8515,12,120,764,2351,169,30,27,143,3612,0,0,3,9,0,0,0,0,16,12,120,761,2354,171,30,27,142,3627,3,80,217,108,4,0,0,26,433,0,3,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79,237,107,8,0,0,27,454,11,30,4,8,5,0,0,8,77,0,11,31,28,14,5,3,12,104,51,437,1997,7212,2247,356,89,394,12777
SED40019,34,216,1850,6689,2972,399,82,268,12505,0,109,160,85,4,0,0,18,378,0,0,4,9,4,0,0,0,17,0,109,163,94,6,3,0,18,393,0,30,89,36,3,0,0,7,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,89,36,3,0,0,7,173,20,89,37,28,15,0,3,18,212,3,5,10,28,15,4,0,7,73,54,453,2152,6871,3011,406,86,320,13356
SED40020,21,195,1749,6711,2598,317,72,268,11934,3,110,419,385,24,5,5,42,985,0,8,16,39,0,3,0,0,70,3,112,436,423,23,7,10,40,1059,0,42,55,6,0,0,0,14,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,42,55,6,0,0,0,14,121,24,70,58,24,7,4,0,5,192,9,13,17,21,22,3,0,11,96,54,432,2306,7196,2652,327,88,335,13403
SED40021,9,86,1114,5916,2075,357,79,161,9802,0,130,952,862,101,9,6,80,2136,0,0,72,222,66,3,0,11,374,0,131,1021,1083,170,17,6,83,2512,6,264,1395,200,6,4,3,57,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,264,1395,199,4,4,3,57,1938,0,0,0,3,0,0,0,0,3,0,5,6,14,6,3,3,10,46,16,493,3536,7218,2256,376,93,314,14310
SED40022,17,225,1377,5690,3890,682,133,147,12158,0,33,128,63,6,0,0,13,233,0,0,5,13,0,0,0,0,23,0,33,129,74,5,0,0,13,251,0,15,45,19,3,0,0,0,82,0,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,19,3,0,0,0,93,9,24,23,10,5,0,3,0,76,0,4,4,15,7,3,5,5,36,22,302,1589,5808,3912,684,142,169,12626
SED40023,10,100,1073,6951,3590,466,56,224,12463,3,78,376,156,16,0,0,25,663,0,7,50,93,22,5,0,3,179,3,86,422,248,40,9,0,29,839,0,53,295,257,24,0,0,14,637,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,35,0,3,0,0,0,0,0,0,3,0,54,318,261,24,0,0,14,676,10,27,20,3,0,0,0,3,67,3,10,20,23,10,0,0,4,67,24,283,1854,7485,3655,467,57,277,14115
SED40024,20,148,1177,6531,3878,558,99,180,12582,0,95,239,134,9,0,3,17,492,0,0,8,4,3,0,0,0,17,0,97,240,134,13,0,3,17,505,0,16,63,6,0,0,0,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,63,6,0,0,0,5,95,4,14,10,3,6,0,0,0,40,0,4,33,38,6,0,0,3,87,28,266,1534,6716,3899,561,102,209,13314
SED40025,6,91,1315,5178,1779,232,33,128,8757,3,163,1143,1053,59,8,9,79,2530,0,22,431,720,285,64,10,16,1541,3,189,1573,1775,341,70,19,104,4072,3,163,677,76,3,3,0,31,954,0,0,46,9,0,0,0,0,58,0,147,126,82,0,0,0,4,357,0,4,0,0,0,0,0,0,4,3,316,842,169,7,3,0,35,1375,0,12,6,5,0,0,0,0,24,0,9,9,20,7,0,0,7,43,11,610,3744,7141,2136,308,54,272,14271
SED40026,3,132,940,5961,4162,603,100,195,12106,11,159,538,619,37,0,3,51,1426,0,0,19,45,5,0,0,0,68,11,159,561,660,44,0,3,55,1495,27,16,69,19,0,0,0,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,69,19,0,0,0,5,137,7,20,0,3,4,0,0,3,43,0,4,7,16,12,0,0,4,51,48,337,1582,6660,4227,607,108,263,13834
SED40027,18,44,501,6856,2436,403,77,215,10551,26,270,1013,1896,150,13,17,155,3544,0,18,87,120,4,0,0,8,237,27,292,1099,2020,152,13,17,162,3776,0,132,126,3,0,0,0,32,295,0,6,49,4,0,0,0,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,172,6,0,0,0,35,356,0,0,0,36,0,0,0,0,40,0,5,3,13,7,0,0,5,29,48,479,1778,8921,2590,423,92,418,14750
SED40028,15,181,1310,6845,2798,408,74,251,11885,0,63,157,76,6,6,0,17,328,0,3,3,7,0,0,0,0,12,0,65,161,85,6,5,0,17,346,0,37,84,9,4,0,0,14,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,84,9,4,0,0,14,146,18,29,15,29,4,0,0,6,87,0,0,10,28,6,3,3,8,53,29,311,1575,6992,2823,416,82,285,12515
SED40029,14,84,833,7059,3072,434,66,185,11754,3,62,301,211,9,0,0,30,614,0,0,3,51,4,3,0,3,71,3,62,301,262,11,3,0,36,684,0,50,108,21,0,0,0,3,181,0,0,18,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,46,132,25,0,0,0,3,210,9,48,73,12,3,0,0,6,148,0,6,5,12,9,0,0,0,29,30,251,1345,7363,3096,438,66,226,12821
SED40030,10,61,720,6952,2730,343,51,189,11053,0,103,552,946,43,5,0,29,1678,0,4,63,453,32,4,3,16,580,0,112,617,1404,71,8,4,41,2260,3,73,203,43,6,0,0,13,346,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,77,210,44,6,0,0,13,357,0,0,0,4,0,0,0,0,4,0,0,3,28,0,0,0,0,30,15,245,1556,8431,2810,352,55,246,13710
SED40031,13,69,616,5812,3262,537,94,151,10552,0,23,523,814,187,13,0,43,1613,0,0,35,117,71,20,0,3,253,0,21,560,934,262,35,3,50,1866,3,30,241,68,6,4,0,4,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,242,68,6,4,0,5,360,0,0,3,0,0,0,0,0,8,0,3,3,9,10,4,0,0,29,18,125,1420,6825,3538,578,98,207,12816
SED40032,4,36,735,3716,1690,269,68,95,6617,3,211,1581,846,49,9,0,60,2759,3,30,303,592,169,14,0,16,1127,3,238,1887,1439,219,15,0,80,3885,5,366,1078,108,8,3,3,51,1622,0,89,335,96,3,0,0,16,542,3,184,301,191,12,0,0,20,718,0,0,0,0,0,0,0,0,0,9,640,1711,402,24,3,7,86,2878,0,15,16,7,0,3,0,0,36,0,5,15,19,3,0,0,6,50,22,936,4354,5580,1938,294,73,270,13464
SED40033,17,107,1185,6131,2554,349,63,187,10595,5,100,529,652,40,9,4,39,1377,0,3,15,24,3,0,0,0,43,5,101,546,673,38,9,4,39,1420,10,111,577,167,11,0,0,40,913,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,16,0,0,3,0,0,0,0,0,3,10,111,589,165,11,0,0,40,927,3,19,7,7,9,0,0,0,49,0,0,16,24,3,0,0,9,60,42,342,2342,7010,2621,356,73,277,13057
SED40034,14,60,490,7596,2948,390,80,258,11834,3,47,336,939,108,9,5,63,1507,0,23,61,239,19,0,0,6,348,3,63,397,1182,124,12,5,71,1855,9,98,57,18,0,0,0,9,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,98,60,14,0,0,0,9,191,3,20,5,0,0,0,0,3,31,0,3,0,11,7,0,0,0,25,32,244,948,8798,3080,399,90,340,13934
SED40035,13,82,547,7521,2861,417,85,148,11666,0,18,225,181,20,0,0,8,450,0,0,4,26,0,0,0,0,38,0,14,228,212,21,0,0,8,485,0,36,220,83,0,0,0,13,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,221,83,0,0,0,13,359,3,5,3,7,0,0,0,0,17,0,0,4,11,6,0,0,0,15,14,145,1001,7827,2884,421,84,170,12535
SED40036,9,93,617,8353,2220,341,57,225,11924,3,108,447,272,18,3,0,30,875,0,0,19,99,12,3,0,0,134,3,111,464,368,23,4,0,30,1010,3,103,175,63,0,0,0,13,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,175,63,0,0,0,13,352,0,0,0,0,0,0,0,0,3,0,0,3,16,0,0,0,3,27,16,313,1262,8805,2246,351,57,267,13318
SED40037,11,81,931,6617,2510,339,47,170,10705,10,158,815,610,52,0,5,53,1704,9,30,331,1120,155,14,0,28,1676,20,182,1142,1728,206,13,12,80,3382,3,74,286,86,7,0,3,15,472,0,16,366,63,0,0,0,7,455,0,18,272,21,0,0,0,3,315,0,0,3,0,0,0,0,0,3,4,104,929,178,7,0,3,23,1244,4,8,19,10,0,0,0,0,44,0,5,16,15,4,0,0,5,51,38,378,3037,8544,2730,359,61,283,15422
SED40038,12,56,666,7265,2052,248,62,271,10636,3,167,923,937,28,3,0,77,2145,0,3,51,111,4,0,0,0,172,4,170,976,1050,31,3,0,80,2309,4,157,510,68,3,0,0,43,792,0,5,11,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,161,520,75,3,0,0,43,813,0,0,0,3,0,0,0,0,3,0,0,8,7,3,0,0,6,21,22,397,2168,8397,2091,253,68,387,13784
SED40039,14,88,650,8537,1794,230,38,199,11555,20,240,1232,437,6,0,5,121,2066,0,0,56,129,6,0,0,4,198,20,246,1294,562,15,0,5,127,2266,0,3,36,4,0,0,0,0,48,0,3,10,0,0,0,0,4,22,0,3,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,9,67,11,0,0,0,8,93,4,11,0,4,0,0,0,3,19,0,3,0,8,3,0,0,0,14,38,349,2011,9115,1811,233,43,338,13948
SED40040,23,202,1525,6259,3667,443,79,186,12389,0,69,223,217,4,0,0,24,534,0,0,3,0,0,0,0,0,12,0,69,232,224,4,3,0,24,546,0,49,48,21,0,0,3,15,130,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,21,0,0,3,15,137,18,33,26,30,8,0,0,4,125,0,3,12,28,10,3,0,11,66,46,356,1841,6560,3691,452,84,235,13264
SED40041,31,244,1619,6212,2404,305,98,246,11166,3,81,184,387,30,12,15,43,764,0,0,3,15,10,3,0,0,33,3,81,188,404,41,11,15,43,792,0,72,165,70,4,0,0,17,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,165,70,4,0,0,17,323,25,52,20,35,15,3,0,28,184,3,16,21,56,27,13,8,13,152,64,465,2016,6788,2500,332,121,346,12625
SED40042,25,101,559,7566,3500,494,105,250,12598,0,20,106,196,5,0,0,8,340,0,0,53,61,8,0,0,0,121,0,20,157,256,12,0,0,12,460,0,0,14,10,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,3,31,26,119,46,10,3,0,0,9,215,0,4,4,19,7,0,0,3,40,51,245,777,7863,3526,494,100,273,13341
SED40043,12,97,1078,7188,2171,280,48,184,11061,4,70,920,930,71,16,0,65,2082,0,15,147,689,74,13,0,8,945,4,86,1067,1615,141,30,0,75,3025,7,89,465,49,3,0,0,25,627,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,39,0,0,0,0,0,0,0,0,3,7,91,501,47,0,0,0,25,673,8,27,3,3,0,0,0,6,48,0,3,13,28,6,0,0,3,55,34,306,2655,8884,2327,315,52,291,14862
SED40044,11,66,1110,3837,2120,433,71,111,7755,0,207,1162,692,50,4,0,50,2179,0,52,310,498,49,4,0,19,928,0,261,1478,1188,99,9,0,75,3108,9,454,1503,239,18,0,0,54,2265,0,42,219,33,6,0,0,10,310,0,36,162,56,3,3,0,8,265,0,3,0,0,0,0,0,0,3,10,532,1880,326,24,3,6,65,2844,0,0,3,3,0,0,0,0,11,0,8,5,8,0,0,0,0,19,18,868,4482,5357,2247,441,76,248,13740
SED40045,3,73,1132,4673,2937,674,101,132,9733,3,80,473,616,153,12,0,24,1358,0,3,55,65,49,13,3,8,192,3,84,527,679,199,20,3,31,1556,5,173,910,50,4,0,3,32,1182,0,25,84,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,197,994,54,5,3,3,32,1299,0,0,8,11,8,0,0,0,30,0,9,21,22,0,0,0,4,62,22,373,2680,5444,3153,697,110,200,12680
SED40046,12,154,1521,5490,1516,242,71,178,9185,4,274,1314,800,59,5,3,63,2533,0,54,164,435,25,4,4,15,701,4,327,1480,1234,90,10,5,75,3231,10,271,1198,79,4,8,0,38,1609,11,53,307,3,0,0,0,18,401,0,0,21,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,22,333,1531,90,4,8,0,59,2041,0,3,12,6,3,0,0,4,27,0,9,14,29,8,3,0,12,67,39,817,4558,6849,1617,260,81,329,14555
SED40047,12,53,708,6346,3680,505,60,132,11489,0,51,541,172,16,0,0,22,795,0,0,73,219,0,0,0,8,302,0,52,616,389,14,0,0,32,1102,0,30,188,28,0,0,0,6,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,188,28,0,0,0,6,264,0,0,0,4,0,0,0,0,7,0,0,9,3,0,0,0,8,11,10,137,1522,6763,3693,505,60,174,12877
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,20,174,1269,5618,4137,526,128,222,12091,4,237,381,245,6,0,0,58,930,3,15,35,23,3,0,0,0,87,5,252,417,262,9,0,0,64,1016,0,19,9,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,15,8,3,0,0,3,46,17,79,59,26,8,3,0,10,205,0,6,17,19,15,4,0,3,63,46,534,1776,5933,4171,531,134,298,13425
SED50205,0,51,555,3396,3785,929,176,106,8994,0,44,792,1035,146,14,0,51,2090,0,10,143,606,371,78,12,20,1240,0,54,934,1640,519,96,9,67,3328,3,81,238,44,0,0,0,12,390,0,55,92,14,3,0,0,9,171,0,20,63,72,0,0,0,5,166,0,0,0,0,0,0,0,0,3,3,154,399,134,3,0,0,28,726,0,0,0,0,3,0,0,0,3,0,3,3,15,19,0,0,8,52,6,257,1893,5185,4338,1023,187,206,13105
SED50302,19,105,589,6502,5185,632,121,289,13444,7,186,592,1394,63,7,7,120,2374,0,8,6,23,3,0,0,0,42,7,194,595,1415,66,7,7,120,2414,0,22,82,35,12,0,0,5,155,0,3,53,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,134,44,12,0,0,5,220,14,37,9,8,3,0,0,4,71,0,3,10,9,4,0,0,7,36,40,364,1339,7982,5272,640,122,419,16183
SED50404,7,46,370,3392,3345,481,81,145,7871,3,264,2398,3155,167,13,4,134,6145,0,54,196,471,161,11,0,23,914,3,313,2594,3630,330,29,11,155,7060,0,269,488,51,0,0,0,28,833,0,94,92,16,0,0,0,11,216,3,14,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,6,376,584,65,0,0,0,41,1072,0,0,0,0,0,0,0,0,0,0,0,6,13,3,0,0,3,21,19,732,3555,7097,3679,507,88,343,16030
SED50502,10,75,703,5505,4385,578,92,225,11563,7,149,527,951,73,6,3,50,1759,0,25,42,122,23,0,0,5,220,7,169,568,1068,104,4,3,53,1977,0,50,106,88,0,0,0,5,246,0,7,24,0,4,0,0,0,37,0,6,21,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,62,148,94,4,0,0,7,315,0,0,3,3,0,0,0,4,7,0,0,0,14,3,0,0,0,22,13,313,1418,6685,4488,586,93,289,13889
SED50605,9,59,309,2507,5416,1094,244,125,9765,0,75,721,755,78,10,5,50,1686,0,4,22,115,65,5,0,0,213,0,75,740,866,147,12,4,52,1904,4,90,121,48,0,0,0,10,275,0,0,41,0,0,0,0,3,49,0,3,79,6,0,0,0,0,87,0,0,0,0,0,0,0,0,0,4,91,239,60,0,0,0,17,416,0,0,0,0,3,0,0,0,8,0,0,4,6,13,0,0,5,26,15,234,1296,3434,5570,1103,252,202,12113
SED50702,7,128,1111,5383,3367,359,53,270,10676,4,219,568,1038,248,18,0,86,2190,6,71,201,554,191,12,0,28,1062,10,298,765,1595,441,28,3,115,3247,3,117,196,44,7,0,0,65,428,0,134,236,68,0,0,0,19,450,0,221,284,166,0,0,0,15,681,0,0,0,0,0,0,0,0,0,5,466,716,273,8,0,0,97,1559,0,7,3,3,0,0,0,4,20,0,4,14,12,5,0,3,11,53,25,893,2601,7269,3826,386,58,496,15556
SED50806,6,55,643,4983,4226,463,67,191,10644,10,226,674,890,72,3,5,64,1940,0,3,73,247,44,0,0,6,375,12,235,746,1133,115,3,3,73,2315,9,135,327,124,3,0,0,33,638,0,3,54,25,0,0,0,3,82,0,0,20,17,0,0,0,0,37,0,0,0,0,0,0,0,0,0,9,135,405,174,3,0,0,41,760,19,68,60,15,0,0,0,9,176,0,3,10,17,6,0,0,3,37,43,495,1858,6322,4347,469,74,320,13929
SED50904,19,78,770,7240,13070,1083,132,391,22779,0,68,519,1018,204,13,0,63,1885,0,21,97,77,19,4,0,8,223,0,94,619,1092,222,13,0,72,2112,0,20,35,4,3,0,0,3,61,0,0,8,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,14,3,0,0,3,75,0,0,4,3,4,3,0,0,15,0,0,5,20,6,0,0,4,42,17,189,1441,8369,13303,1096,132,471,25023
SED51005,15,135,751,6526,4536,575,145,307,12993,9,151,652,1574,180,8,0,86,2655,0,43,92,172,25,3,0,4,345,4,188,747,1742,205,7,0,96,3003,0,20,65,88,0,0,0,9,185,0,5,20,44,0,0,0,0,77,0,8,21,0,0,0,0,0,28,0,0,0,0,0,0,0,3,3,0,32,105,133,0,0,0,12,285,0,0,3,3,4,0,4,0,14,0,0,3,19,15,0,0,3,41,27,357,1607,8431,4762,583,156,418,16333
SED51104,5,49,262,3011,5907,981,140,104,10457,3,41,383,525,98,3,4,29,1091,0,8,67,164,90,15,3,3,352,3,42,455,693,190,15,5,35,1444,0,12,24,4,0,0,0,0,39,0,0,71,13,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,96,18,0,0,0,3,131,8,15,0,0,0,0,0,3,33,0,4,3,0,5,0,0,3,14,17,123,811,3722,6098,1004,145,149,12080
SED51201,32,239,1770,5522,3347,546,146,310,11918,0,75,113,49,3,0,0,11,254,0,0,5,0,0,0,0,0,7,0,75,116,49,8,0,0,11,257,0,48,96,17,4,0,0,18,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,98,17,8,0,0,19,196,25,48,22,17,5,0,3,11,125,0,8,21,51,29,3,6,16,128,58,416,2017,5656,3392,555,154,364,12624
SED51304,0,36,578,3283,4336,1227,194,178,9830,0,36,381,497,98,4,3,28,1054,0,59,280,606,164,18,0,17,1145,0,89,670,1105,261,28,4,41,2200,11,192,915,113,9,0,0,67,1314,0,188,689,108,0,0,0,26,1012,0,150,176,14,3,0,0,23,370,0,0,3,0,0,0,0,0,3,9,534,1779,241,16,0,4,117,2701,0,0,0,3,4,0,0,0,9,0,0,7,14,5,0,0,4,28,13,663,3037,4640,4621,1256,203,346,14776
SED51405,10,59,285,3774,8498,780,95,204,13706,3,61,274,1000,177,13,0,36,1561,0,26,62,155,30,3,0,7,274,3,83,336,1146,208,16,0,45,1837,0,38,115,5,0,0,0,3,165,0,52,160,25,0,0,0,8,246,0,113,290,17,0,0,0,6,428,0,0,0,0,0,0,0,0,0,0,205,564,46,3,0,0,21,838,3,38,72,9,0,0,0,3,124,0,3,3,11,4,0,0,4,24,15,385,1258,4984,8707,799,98,275,16524
SED51506,13,74,840,4140,6902,660,88,209,12923,0,54,194,203,15,0,0,19,481,0,11,3,3,0,0,0,0,15,0,62,201,205,15,0,0,19,496,0,76,29,18,0,0,4,10,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,29,18,0,0,4,10,142,14,51,29,9,4,0,0,0,102,0,5,9,11,8,0,0,6,44,32,264,1099,4377,6928,662,94,247,13701
