SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED30067,0,0,0,0,0,8,3,0,0,7,0,0,6,17,7,3,0,0,0,32,0,3,0,9,0,0,0,0,0,13,0,4,3,0,9,7,24,9,9,70,11,99,159,457,221,137,74,24,4,1186,0,3,7,10,6,4,3,0,0,34,0,0,0,5,0,4,0,0,0,12,0,0,15,28,37,21,7,0,0,108,3,27,29,167,90,51,27,3,0,404,0,0,0,4,3,3,0,0,0,16,0,4,10,20,23,24,29,3,3,119,3,3,5,13,3,8,5,0,0,37,4,43,54,144,90,43,12,10,0,397,0,0,0,0,4,3,0,0,0,10,0,0,0,11,10,8,7,0,0,42,0,0,0,11,0,0,0,0,0,19,3,8,14,34,15,3,3,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,3,14,17,6,7,0,0,64
SED30068,0,0,0,0,0,8,3,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,30,40,35,10,128,8,73,90,296,197,240,225,74,22,1227,0,0,0,4,6,4,9,8,3,33,0,0,0,3,0,0,0,0,0,3,0,13,8,27,18,16,8,6,0,98,0,19,23,99,76,67,37,13,3,333,0,0,0,0,4,5,6,3,3,20,0,0,0,5,16,31,48,28,14,144,0,0,0,7,0,5,6,0,0,20,0,7,14,28,27,25,32,8,0,141,0,0,0,0,0,4,0,0,0,7,0,0,3,3,0,6,0,0,0,19,0,0,45,81,3,3,0,0,0,132,0,4,0,30,15,5,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,4,11,10,16,16,0,0,61
SED30069,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,4,5,11,8,8,41,21,13,119,9,110,134,445,325,270,180,63,28,1567,0,9,3,7,7,0,7,9,0,35,0,0,0,4,0,0,0,3,0,7,0,3,9,27,23,24,7,4,0,95,0,8,21,96,68,59,23,8,0,285,0,3,0,4,4,10,3,3,3,33,0,6,12,16,30,29,70,42,12,210,0,0,3,6,4,3,4,0,0,22,0,7,22,54,50,29,29,6,9,200,0,0,0,0,5,0,3,3,0,18,3,0,3,12,5,12,9,3,4,49,0,0,8,18,0,0,0,0,0,27,0,6,3,35,24,12,3,0,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,11,3,24,10,13,12,3,0,80
SED30070,0,0,0,3,0,3,0,0,0,6,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,26,46,19,6,114,6,87,113,371,280,217,155,48,22,1303,0,0,0,4,3,5,12,4,4,27,0,0,0,0,0,0,0,0,0,3,0,0,3,16,14,17,5,6,0,55,3,7,22,58,35,33,17,3,0,169,0,0,0,10,3,8,6,7,4,34,0,3,12,27,46,56,55,25,7,233,0,0,0,3,3,3,0,0,0,10,3,38,58,135,81,33,25,9,9,394,0,0,0,3,0,3,4,3,0,13,0,0,0,5,7,5,6,0,0,24,0,0,0,7,3,3,0,0,0,10,0,4,6,19,10,3,0,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,3,27,15,13,12,3,0,90
SED30071,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,13,0,3,3,16,0,0,0,0,0,25,0,0,3,0,4,4,13,10,5,31,3,28,41,113,80,65,23,14,3,366,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,8,0,8,6,22,16,6,0,0,0,52,4,26,27,123,52,46,22,4,0,306,0,0,0,0,0,0,0,0,0,4,0,0,0,9,16,10,14,5,0,49,0,0,0,5,4,0,0,0,0,10,0,15,14,36,20,6,4,0,0,93,0,0,0,0,0,0,0,0,0,0,0,9,0,18,7,0,0,0,0,40,0,0,0,10,0,0,0,0,0,8,0,4,7,20,12,3,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,3,0,7,3,0,41
SED30072,0,3,0,3,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,14,0,0,12,64,0,4,0,0,0,79,0,5,0,4,11,15,20,7,5,64,4,84,95,394,215,155,71,38,12,1083,0,3,0,5,3,4,3,3,4,26,0,0,0,8,0,0,0,0,0,10,0,3,13,46,37,26,3,8,0,144,8,42,67,258,140,100,33,8,4,667,0,0,0,21,8,4,3,4,3,42,0,3,5,18,23,23,17,17,16,121,0,3,0,8,10,9,0,0,0,28,0,11,23,60,32,16,13,5,5,162,0,0,0,0,0,3,3,0,0,8,0,8,0,36,13,8,6,0,5,79,0,6,0,19,3,0,3,0,0,30,0,10,12,30,16,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,10,7,34,10,8,9,0,0,74
SED30073,0,0,3,7,0,0,0,0,0,14,0,0,3,6,0,0,0,0,0,13,0,3,43,101,3,4,0,0,0,161,0,3,9,25,7,11,3,0,4,66,3,22,120,349,138,123,38,14,3,814,0,0,0,15,3,3,3,0,0,30,0,3,3,15,4,0,0,0,0,24,0,7,18,36,29,11,0,0,0,112,3,9,33,152,44,29,20,3,3,304,0,0,6,31,8,7,4,3,9,65,0,3,12,28,19,18,11,5,10,105,0,4,40,43,7,8,6,0,0,111,0,4,35,92,22,17,10,0,0,179,0,0,0,4,5,5,10,7,0,31,0,21,27,82,23,0,4,0,0,160,0,5,78,195,23,26,3,0,0,333,0,4,42,120,19,3,4,0,0,192,0,0,0,0,4,0,0,0,0,8,0,0,6,13,3,0,3,0,0,28,5,18,39,153,24,23,8,0,0,277
SED30074,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,10,0,0,0,7,8,16,30,12,3,81,0,18,23,96,89,80,66,18,7,390,0,0,0,3,3,0,4,4,0,17,0,3,0,3,0,0,0,0,0,3,0,0,0,8,11,9,0,0,0,26,3,33,27,93,39,29,23,9,0,249,0,0,0,3,0,4,0,3,4,16,0,0,0,4,9,14,12,5,0,46,0,0,0,0,3,0,0,0,0,8,0,15,5,34,8,9,7,4,0,89,0,0,0,0,0,0,3,3,0,9,0,0,0,5,3,0,0,0,0,7,0,0,8,62,0,0,0,0,0,70,0,0,9,13,5,3,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,15,10,7,11,5,0,55
SED30075,0,0,0,8,0,3,0,0,0,14,0,0,4,0,0,0,0,0,0,10,0,0,19,37,0,0,0,0,0,55,0,0,0,6,7,14,29,19,17,90,15,147,297,713,443,356,244,126,47,2393,0,0,0,9,7,0,4,0,4,25,0,4,4,14,4,0,0,0,0,38,0,5,13,26,18,12,4,4,0,74,3,16,53,207,126,86,48,8,3,552,0,0,3,13,6,18,12,8,7,72,0,4,7,20,19,22,34,22,17,151,0,4,30,24,8,16,3,0,0,83,3,10,41,85,58,52,19,5,6,285,0,0,0,8,10,14,9,5,4,54,0,14,4,35,5,9,0,0,0,64,3,3,38,125,17,14,4,0,0,197,0,5,15,104,35,22,3,3,0,187,0,0,0,0,3,0,5,0,0,8,0,0,0,7,5,0,5,0,0,24,6,15,18,51,11,15,8,0,5,125
SED30076,0,0,4,0,5,3,3,0,4,19,0,0,0,0,3,0,4,0,0,14,0,0,0,7,0,0,0,0,0,9,0,0,0,7,5,18,25,16,4,79,12,100,158,562,343,252,108,38,12,1575,0,0,3,5,6,3,11,4,0,31,0,5,5,9,0,3,0,0,0,28,0,3,11,44,29,11,16,6,0,123,0,10,20,97,55,57,17,3,3,264,0,0,0,14,14,16,4,8,0,46,0,6,9,23,41,46,33,17,9,186,0,3,8,8,4,15,4,0,0,36,0,22,27,100,70,54,31,4,0,305,0,0,0,4,4,3,3,3,0,19,0,0,7,25,13,8,9,5,3,62,0,3,11,54,12,12,6,3,0,94,5,7,10,37,13,13,7,0,0,81,0,0,0,3,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,17,12,16,14,12,7,0,0,83
SED30077,0,0,0,0,0,0,0,0,0,5,0,0,3,19,9,4,3,0,0,38,0,0,25,61,4,0,0,0,0,86,0,0,0,5,5,8,10,8,0,38,7,30,73,314,125,91,48,15,3,706,0,0,0,7,6,0,0,0,0,14,0,5,5,14,0,0,0,0,0,19,0,11,21,36,24,23,4,3,0,126,3,12,32,127,71,57,16,11,0,329,0,0,3,17,3,7,6,4,4,48,0,3,3,35,22,10,15,10,4,89,4,7,7,25,5,0,0,0,0,45,0,3,17,74,19,9,7,3,0,133,0,0,0,0,7,0,0,0,0,8,3,5,6,28,10,11,12,5,6,77,0,0,8,24,3,0,0,0,0,40,3,21,25,55,12,8,3,0,0,122,0,0,0,0,0,3,0,3,0,7,0,0,0,8,4,0,0,0,0,11,0,21,16,48,17,13,4,0,0,115
SED30078,0,0,0,5,0,3,0,0,0,13,0,0,4,11,4,4,0,0,0,32,0,0,8,5,0,0,0,0,0,11,0,0,0,0,0,8,13,5,3,34,13,163,206,343,173,126,45,13,3,1085,0,0,0,4,8,0,4,3,0,19,5,40,33,152,23,20,10,0,0,278,0,11,8,39,25,23,12,10,4,136,0,19,48,178,110,76,28,3,3,467,0,0,0,5,3,7,10,6,5,37,0,3,5,7,17,23,10,10,3,74,0,15,28,46,32,21,12,0,3,152,5,20,66,133,83,55,20,6,3,390,0,0,0,10,10,18,11,3,0,59,0,6,17,44,40,31,15,5,3,167,27,43,153,806,194,256,84,22,3,1582,0,7,11,53,12,11,4,0,0,107,0,0,8,14,6,10,5,3,0,50,0,0,4,17,5,0,0,0,0,27,0,15,9,16,10,4,3,0,3,62
SED30079,0,0,0,0,0,0,3,0,0,3,0,3,4,8,3,3,3,3,0,25,0,0,4,25,0,0,0,0,0,34,0,0,0,10,3,4,25,11,5,59,7,88,134,247,124,83,58,21,9,771,0,0,3,0,0,0,5,3,0,14,8,19,24,68,11,9,3,0,0,131,0,9,9,35,33,27,16,20,3,160,4,19,66,212,98,78,37,5,10,517,0,0,0,8,8,11,11,3,6,54,0,0,0,4,9,9,18,19,9,72,0,13,17,38,13,13,11,0,0,107,0,4,15,35,15,23,10,4,3,109,0,0,0,11,3,18,12,7,0,54,3,14,26,66,20,24,10,3,4,163,15,36,179,761,145,182,87,18,0,1429,0,4,14,66,17,3,0,3,0,110,0,0,0,3,4,3,5,4,0,20,0,0,0,0,3,3,0,0,0,6,0,14,10,17,7,3,9,4,0,58
SED30080,0,0,0,3,0,9,0,0,0,14,0,0,3,7,3,0,0,0,0,11,0,0,50,84,0,0,0,0,0,133,0,0,3,12,3,12,36,16,3,83,12,91,216,578,393,357,271,108,25,2052,0,0,0,9,4,0,12,4,0,25,0,0,0,5,0,0,0,0,0,14,3,0,11,18,23,12,0,4,0,68,0,11,25,151,67,51,20,5,3,338,0,0,0,18,11,16,18,4,4,77,0,3,3,20,23,31,34,20,5,140,0,3,8,17,11,11,3,3,0,58,0,13,35,75,43,36,39,20,4,277,0,0,0,3,6,9,9,5,0,34,0,3,3,7,3,6,4,0,0,32,3,3,33,132,27,26,5,3,0,238,4,6,23,138,26,9,7,0,0,210,0,0,0,3,4,0,0,0,0,15,0,0,0,0,4,0,4,3,0,14,3,7,32,49,25,19,18,8,0,163
SED30081,0,0,0,3,0,0,0,0,0,8,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,9,4,0,33,0,50,60,218,126,82,41,12,3,589,0,0,0,0,0,3,3,3,0,11,0,0,0,5,0,0,0,0,0,6,0,10,17,48,37,17,6,0,0,142,4,18,40,115,57,50,19,3,0,302,0,0,0,0,0,0,5,0,3,14,0,0,0,26,9,16,12,7,0,73,0,0,0,4,4,0,0,0,0,10,0,10,18,33,22,14,10,0,0,106,0,0,0,0,0,4,0,0,0,9,0,0,0,5,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,3,18,16,12,0,0,0,51,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,9,16,6,5,4,0,0,52
SED30082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,12,0,0,0,0,3,13,19,9,6,55,0,21,33,123,86,75,44,14,4,415,0,0,0,0,3,0,6,3,0,14,0,3,3,5,3,3,0,0,0,17,0,0,15,29,17,11,0,0,0,70,3,11,22,86,45,25,12,4,0,212,0,0,0,3,3,3,0,0,0,16,0,3,3,9,11,20,23,14,4,88,0,4,3,3,5,5,0,0,0,26,0,15,17,34,28,16,12,3,3,126,0,0,0,0,3,0,0,3,0,9,0,0,5,17,0,0,0,0,0,25,0,3,3,9,3,6,0,0,0,27,0,0,0,10,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,12,20,10,15,12,8,4,91
SED30083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,64,0,5,0,0,0,80,0,0,6,3,3,9,23,13,9,70,4,15,24,120,61,65,40,24,3,360,0,0,0,3,3,3,4,0,0,17,0,9,3,15,0,3,0,0,0,35,3,7,14,15,11,7,6,3,3,71,0,36,30,111,40,28,17,5,0,258,0,0,0,0,0,9,0,0,3,11,0,3,0,4,13,4,21,17,11,70,3,3,3,9,8,8,3,0,0,36,0,20,33,57,38,20,8,6,4,193,0,0,0,0,3,0,0,0,0,4,3,15,11,46,15,3,7,4,0,104,0,3,6,30,3,0,0,0,0,43,0,3,3,20,13,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,9,20,13,6,10,6,0,78
SED30084,0,0,0,6,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,5,4,15,0,0,0,0,0,26,0,0,0,12,6,18,19,6,3,57,3,21,65,176,147,142,73,16,11,653,0,0,0,0,3,3,0,3,0,9,0,0,0,3,0,0,0,0,0,10,0,9,37,53,26,17,10,0,0,154,4,26,35,137,71,47,17,7,3,335,0,0,0,7,3,0,3,0,0,16,0,4,8,19,22,26,19,16,3,114,0,0,3,6,7,0,0,0,0,21,0,8,33,46,35,18,6,0,0,144,0,0,0,0,0,0,0,0,0,4,0,4,5,7,6,0,3,0,0,32,0,0,0,14,0,0,0,0,0,16,0,6,6,33,22,4,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,20,60,13,10,12,0,0,128
SED30085,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,3,0,9,3,4,10,0,0,31,0,13,16,79,68,47,26,9,3,253,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,33,0,38,25,91,43,29,4,0,0,233,0,0,0,4,0,0,0,0,0,7,0,3,4,10,0,0,7,3,0,26,0,0,0,3,0,0,0,0,0,7,0,13,11,26,13,10,3,0,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,9,3,3,3,27
SED30086,0,0,0,0,3,5,4,4,0,12,0,0,13,31,8,4,0,3,0,66,0,0,0,3,0,0,0,0,0,5,0,0,0,8,12,23,57,19,13,120,42,309,433,1069,457,310,165,51,26,2864,0,0,0,3,0,5,6,7,0,26,0,22,12,33,6,0,0,0,0,81,0,10,9,56,34,29,19,7,5,165,0,24,39,200,121,97,27,11,4,514,0,0,0,8,0,7,7,0,7,37,0,0,5,18,29,30,30,31,7,154,0,0,0,13,5,11,3,0,0,39,3,7,19,64,30,24,30,14,7,200,0,0,0,4,7,12,12,3,0,38,0,5,3,23,10,6,3,9,0,58,0,0,0,27,0,6,5,0,0,44,0,15,28,76,15,5,0,0,0,145,0,0,0,3,0,0,3,0,0,5,0,0,0,7,0,0,0,0,0,8,0,5,7,19,9,11,10,3,0,58
SED30087,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,6,5,0,0,0,0,0,9,0,0,3,13,10,19,22,9,3,81,5,56,111,352,197,180,60,20,3,989,0,0,0,3,3,3,0,0,0,14,0,0,0,5,0,0,0,0,0,12,0,4,7,26,16,8,3,0,0,77,4,10,40,122,53,31,14,5,0,281,0,0,0,12,6,3,0,0,0,23,0,4,3,24,21,21,21,4,3,105,0,0,0,3,0,0,0,0,0,11,0,46,56,135,96,37,6,7,0,379,0,0,0,0,0,3,0,3,0,7,0,4,3,17,3,0,0,0,0,27,0,0,3,37,0,0,0,0,0,41,3,3,7,45,27,5,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,35,16,16,9,5,0,101
SED30088,0,0,0,0,0,0,0,0,0,4,4,33,125,267,65,24,17,0,3,542,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,13,15,11,0,58,52,404,600,1107,373,238,104,34,4,2917,0,0,0,0,0,4,6,0,0,16,10,29,24,116,7,6,0,0,0,201,3,5,24,71,56,44,20,12,3,235,3,30,36,210,104,96,45,10,3,532,0,0,0,5,4,8,12,3,0,32,0,0,0,8,14,13,19,13,4,69,0,3,3,17,5,7,0,0,0,32,3,10,25,40,24,13,16,3,0,141,0,0,0,4,8,8,16,4,0,40,0,4,7,31,3,5,12,7,0,72,3,3,18,59,15,18,4,0,0,127,10,83,48,74,18,9,0,0,0,244,0,0,0,3,3,5,0,0,0,14,0,0,0,3,3,0,3,0,0,13,0,3,5,11,3,9,8,0,0,44
SED30089,0,3,0,3,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,11,0,0,14,27,0,0,0,0,0,41,0,0,5,12,5,4,15,7,3,52,11,25,82,259,152,85,52,13,9,691,0,0,0,11,6,3,7,0,3,23,0,3,0,17,5,3,0,0,0,32,0,5,17,33,28,14,0,6,0,107,0,13,28,111,34,35,15,5,0,239,0,0,3,31,3,3,6,5,8,58,0,0,3,21,18,25,16,15,3,96,0,10,5,25,10,6,6,0,0,62,0,7,24,61,27,18,8,9,0,158,0,0,0,9,5,3,5,3,0,28,0,13,12,67,15,6,6,5,0,131,6,3,14,87,8,11,4,0,0,132,3,8,20,54,13,8,3,0,0,102,0,0,0,3,3,0,0,3,0,13,0,0,0,4,3,0,3,0,0,14,0,21,22,69,23,17,13,4,0,166
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,8,8,3,0,38,0,5,13,65,40,76,64,4,0,270,0,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,25,0,5,4,11,9,7,5,3,0,41,0,0,0,0,0,0,0,0,0,5,0,0,11,10,6,7,10,3,0,45,0,0,7,7,0,0,0,0,0,8,0,0,0,8,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,4,17,57,0,0,0,0,0,75,0,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,6,4,0,0,31
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,0,0,0,3,0,0,0,0,0,9,0,0,10,12,3,0,0,0,0,20,0,0,3,24,0,0,0,0,0,29,0,0,0,7,5,9,15,6,0,43,3,8,14,47,31,26,16,6,0,155,0,0,4,8,0,7,0,3,0,18,3,4,3,28,3,0,0,0,0,48,0,0,0,0,4,3,0,0,0,13,0,10,14,78,21,22,9,3,0,149,0,0,6,27,3,15,12,13,0,76,0,0,6,18,13,27,17,9,8,109,0,3,85,55,17,11,8,0,0,175,0,4,25,28,18,5,15,4,0,90,0,0,0,3,5,7,4,3,0,21,4,7,18,38,13,3,0,0,0,79,0,0,20,43,3,0,0,0,0,71,3,3,13,43,12,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,12,3,12,22,36,13,9,13,4,0,117
SED40002,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,42,120,3,3,0,0,0,172,0,0,3,3,4,10,20,4,6,58,0,9,13,51,19,21,11,4,0,132,0,0,0,4,3,6,3,0,0,17,5,12,7,34,0,0,3,0,0,69,0,0,0,3,3,0,0,0,0,8,0,6,19,89,31,19,15,4,0,189,0,0,3,8,7,11,7,12,9,58,0,0,5,9,14,18,23,10,3,87,4,5,3,19,6,4,3,0,0,47,0,3,7,25,7,4,10,0,0,58,0,0,0,0,4,7,4,4,0,24,3,10,3,37,5,0,3,0,0,61,0,3,3,19,3,0,0,0,0,32,0,5,8,38,4,5,0,0,0,60,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,3,0,0,0,40
SED40003,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,3,0,0,12,19,9,3,42,4,14,10,32,30,38,20,7,9,163,0,0,0,3,0,8,0,0,0,12,0,0,3,13,0,0,0,0,0,21,0,3,0,7,5,0,0,0,0,14,0,10,4,34,12,9,4,0,0,71,0,0,0,10,9,7,12,3,5,49,0,8,4,11,19,20,15,11,3,95,4,6,18,20,15,9,16,5,0,89,0,5,21,17,26,24,12,3,5,113,0,0,0,0,6,6,0,3,0,15,5,16,6,43,16,11,10,6,3,118,3,4,5,15,11,0,8,0,0,47,0,9,0,22,9,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,16,19,16,15,14,0,0,96
