SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED30066,9329,6486,9959,8023,6286,5311,3610,2159,1136,52304,13,14,9,4,3,3,0,3,0,52,11,16,19,14,21,12,19,5,4,131,3,10,13,11,14,5,18,5,0,74,176,257,266,153,165,143,110,42,33,1348,0,3,0,3,3,8,3,0,0,16,0,3,12,16,3,0,0,0,0,44,0,0,3,0,5,3,5,3,0,20,0,3,0,0,7,3,0,0,0,15,5,0,5,6,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,194,293,318,203,212,187,163,63,40,1670,206,302,328,204,219,187,164,66,39,1722,9537,6793,10286,8233,6505,5500,3778,2223,1175,54020
SED30067,11479,6753,7122,7556,7008,5661,3895,1454,525,51449,7,11,3,7,3,7,6,0,0,43,3,9,7,8,6,15,25,3,0,76,5,3,4,3,4,10,17,9,0,48,170,258,190,139,112,122,120,44,19,1172,0,0,3,0,0,0,4,3,0,16,4,0,3,3,0,3,5,0,0,15,0,0,0,0,4,4,4,3,0,15,0,5,0,0,0,0,0,0,0,11,3,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,178,278,212,155,128,160,175,62,16,1363,186,285,212,161,132,164,183,66,16,1407,11666,7041,7333,7719,7133,5822,4079,1524,549,52857
SED30068,8708,5179,4962,5267,6165,7291,8175,4431,1778,51954,8,11,4,5,4,14,9,11,3,73,13,13,17,14,33,57,91,43,3,287,15,5,12,12,7,46,102,61,4,267,216,276,232,190,216,269,246,118,60,1820,0,0,0,0,0,0,31,4,3,45,3,0,0,3,5,7,3,0,0,22,0,0,3,0,0,10,19,10,0,40,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,13,3,0,28,0,0,0,0,0,0,0,0,0,0,251,307,266,224,259,398,510,239,71,2524,251,317,275,234,266,412,520,250,76,2597,8962,5495,5238,5501,6426,7705,8693,4677,1849,54551
SED30069,7600,4724,4588,5845,6923,6712,5971,3299,1417,47084,4,3,5,10,5,10,3,3,3,42,9,15,24,17,57,70,61,26,4,277,15,3,17,30,17,44,77,28,6,236,189,252,254,202,234,246,220,99,67,1774,0,0,3,0,10,6,7,3,3,41,3,0,5,0,4,11,6,0,0,31,3,0,0,0,3,9,18,3,0,42,0,0,4,0,0,3,3,0,0,5,7,0,3,4,3,6,8,4,0,35,0,3,0,0,3,0,0,0,0,7,221,279,302,254,335,394,410,166,83,2442,232,283,308,260,344,401,408,171,84,2485,7834,5010,4896,6105,7268,7110,6385,3464,1507,49572
SED30070,9674,5573,4824,6205,7086,6327,5571,2727,1143,49147,6,5,9,3,9,3,8,5,3,47,4,16,8,4,11,15,39,10,7,128,3,0,0,0,4,15,28,17,0,77,156,226,196,116,139,121,101,37,29,1116,3,0,3,0,0,6,13,0,0,34,3,3,0,0,0,3,4,0,0,18,3,0,0,3,0,3,8,4,0,17,5,4,3,3,4,0,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,175,251,217,134,167,172,191,66,40,1411,186,257,220,137,178,170,202,73,45,1460,9857,5831,5049,6346,7260,6499,5770,2808,1185,50602
SED30071,9986,6498,6502,5269,5736,5005,3554,2572,1194,46313,11,12,13,9,4,7,6,4,5,66,14,3,23,31,34,76,112,43,0,340,3,10,9,15,22,66,109,32,9,275,255,436,437,342,421,399,276,128,54,2752,0,0,0,0,8,17,51,15,0,85,3,3,9,9,13,11,29,0,0,72,3,4,0,3,0,6,31,7,3,50,0,0,0,4,3,0,0,0,0,7,0,0,0,3,0,8,10,10,0,29,0,0,0,0,0,0,0,0,0,0,281,454,484,402,500,585,616,236,62,3613,288,463,496,409,499,592,619,234,68,3678,10272,6958,7002,5680,6238,5596,4178,2814,1261,49996
SED30072,9303,5354,6258,7191,6770,5448,4094,2340,1122,47886,9,8,9,5,4,7,4,0,0,44,0,11,11,5,9,17,20,12,0,85,7,0,0,4,5,7,21,7,5,60,146,195,166,118,105,138,107,81,52,1107,0,3,0,0,0,0,3,9,0,15,0,4,6,4,5,0,3,3,0,25,0,0,0,0,3,0,0,11,0,12,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,156,211,188,136,131,173,157,126,57,1335,167,226,196,136,136,172,163,129,60,1376,9469,5572,6451,7328,6900,5627,4251,2472,1181,49259
SED30073,5731,9469,13949,7804,5948,4640,2888,1411,689,52532,3,13,11,3,11,3,3,0,3,45,20,43,115,84,85,79,51,14,3,502,9,18,59,59,74,48,38,7,0,315,497,537,675,452,405,404,386,237,144,3738,5,0,11,9,17,10,10,3,0,64,3,5,26,26,23,23,5,0,0,115,0,5,7,0,11,5,6,7,0,52,0,3,6,4,11,6,4,0,0,34,0,9,3,3,3,10,5,0,0,35,0,0,0,0,0,0,0,0,0,0,545,618,914,643,621,587,508,269,151,4852,547,628,918,648,631,593,513,273,152,4903,6274,10098,14871,8452,6576,5233,3400,1688,840,57438
SED30074,9176,4852,4472,4982,6126,6630,5697,3049,1135,46119,13,15,12,12,13,8,17,13,3,106,43,26,35,37,54,77,109,32,10,423,12,4,13,11,35,59,89,36,3,264,187,297,262,239,250,351,272,80,36,1974,0,3,0,3,3,12,42,10,0,75,6,0,4,0,6,6,14,9,0,38,0,0,0,0,0,0,9,3,0,17,0,0,0,0,0,8,0,0,0,10,0,0,0,0,5,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,243,335,318,293,347,514,545,174,42,2812,259,342,332,302,365,521,563,181,46,2919,9436,5201,4803,5289,6494,7154,6255,3234,1180,49040
SED30075,8565,9688,8636,7241,7299,6205,5149,2970,1581,57340,5,29,7,10,11,0,6,7,4,75,29,49,34,57,46,74,108,40,20,454,37,13,29,29,26,52,141,84,12,428,194,331,344,237,245,209,281,132,106,2084,18,3,13,8,5,13,22,22,3,106,4,8,8,6,7,7,13,0,3,58,13,3,10,3,5,7,15,13,0,74,0,0,3,0,3,0,0,0,0,13,0,0,0,0,6,3,12,7,0,33,0,0,0,0,0,0,0,0,0,0,293,414,442,345,340,366,594,299,140,3241,299,441,447,355,348,366,600,307,145,3314,8863,10127,9085,7600,7647,6576,5754,3277,1726,60661
SED30076,9678,6019,6541,6948,6255,5880,4322,1370,457,47476,0,0,0,0,0,3,3,4,0,13,11,6,15,18,21,26,17,14,0,123,0,9,7,8,10,17,8,0,3,59,184,224,179,125,75,77,53,40,4,962,0,0,0,0,0,4,6,0,0,17,3,0,3,3,3,6,0,0,0,22,0,0,0,3,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,201,241,204,159,112,130,89,57,10,1208,202,243,207,154,112,132,91,58,12,1223,9882,6262,6750,7102,6373,6015,4415,1430,469,48698
SED30077,8207,6069,8023,6734,5955,4038,2777,1996,1205,44994,3,0,5,5,0,4,0,5,0,20,0,12,16,5,6,20,26,8,8,104,0,4,5,0,4,11,12,10,0,47,161,211,247,172,165,195,215,179,143,1677,0,0,0,0,0,5,4,3,0,14,0,0,5,0,3,0,6,0,0,23,0,0,0,5,4,0,4,0,0,7,0,0,0,0,3,0,3,0,0,8,0,0,7,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,164,225,287,185,185,229,271,195,152,1896,169,225,293,182,182,232,277,201,153,1917,8374,6293,8322,6924,6134,4269,3053,2194,1356,46915
SED30078,11675,8474,10545,8348,6703,5736,3597,1500,699,57280,5,10,7,0,3,0,4,0,0,36,8,9,18,10,10,8,8,6,0,86,3,6,8,7,10,10,7,4,0,62,156,204,279,117,97,99,52,33,17,1067,0,0,3,0,0,0,4,4,0,4,3,3,0,4,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,173,223,310,149,123,128,79,51,21,1257,175,234,319,149,128,129,78,54,25,1292,11850,8710,10864,8496,6836,5863,3680,1554,723,58567
SED30079,8544,8566,10487,6842,5521,5079,4092,2353,1117,52602,9,15,13,4,7,0,3,6,7,69,8,18,27,8,20,17,19,7,0,124,10,0,12,12,11,13,5,8,0,68,171,254,311,181,155,119,111,102,60,1464,5,0,3,3,0,3,0,0,0,13,0,0,4,0,4,4,0,0,0,15,0,0,3,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,192,285,353,207,188,165,144,120,59,1709,200,301,371,218,188,161,146,126,70,1779,8745,8865,10859,7052,5710,5246,4240,2476,1188,54380
SED30080,7220,7289,9175,7097,7576,6887,6225,3016,1050,55538,7,8,18,6,12,10,17,18,3,100,380,246,508,478,435,552,544,225,35,3401,613,191,467,573,481,596,1068,904,177,5076,463,527,676,558,550,505,434,203,87,4006,186,63,117,121,122,110,123,68,14,920,76,51,64,84,66,94,75,20,4,534,48,33,46,39,48,102,210,103,14,643,14,8,13,5,3,3,6,0,0,52,22,15,29,14,28,38,46,26,5,215,0,0,0,0,0,0,0,0,0,3,1804,1125,1925,1870,1741,1988,2495,1548,338,14846,1805,1141,1946,1880,1751,2002,2517,1564,341,14950,9030,8429,11119,8980,9331,8890,8735,4578,1391,70486
SED30081,12246,7518,6892,6601,6534,5076,3333,1462,469,50138,20,6,0,6,3,10,0,0,0,48,8,14,11,10,17,34,63,19,5,179,3,3,8,4,13,40,55,15,9,151,232,376,230,148,135,164,148,60,27,1527,0,0,6,0,3,8,10,3,0,31,7,3,6,4,8,10,3,0,0,48,0,0,0,3,0,16,8,7,0,28,10,21,0,4,5,0,0,0,0,49,3,0,0,0,5,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,269,426,263,173,187,276,297,110,36,2032,281,429,263,181,191,281,300,109,36,2082,12527,7952,7158,6781,6728,5363,3637,1575,502,52214
SED30082,9515,6392,5805,5659,6190,5847,4646,2616,991,47666,8,25,7,7,6,11,11,7,4,80,36,60,29,26,23,34,42,13,7,258,3,5,18,12,10,20,31,6,0,106,394,578,292,234,268,286,186,112,54,2408,0,3,5,0,6,3,0,0,3,25,0,0,0,3,5,0,8,8,0,20,0,0,0,0,0,10,0,0,0,16,3,6,0,0,0,0,0,0,0,15,3,7,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,433,664,347,270,308,359,275,135,65,2860,441,686,355,276,315,364,283,146,71,2937,9965,7073,6155,5936,6510,6213,4930,2764,1060,50608
SED30083,9658,6192,6571,5756,5500,5188,4425,3313,1840,48445,9,8,10,6,5,3,7,9,3,55,8,17,19,12,16,19,26,12,6,143,3,0,7,6,7,11,28,12,0,82,175,327,338,207,213,218,142,85,52,1753,0,0,0,3,3,7,15,7,0,33,0,0,8,0,3,3,8,0,0,29,0,0,0,0,0,5,11,3,0,15,0,0,6,3,0,0,0,0,0,12,0,0,0,0,0,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,185,348,373,242,244,267,242,120,60,2079,189,362,379,247,251,267,247,129,70,2134,9853,6552,6948,5999,5750,5457,4670,3438,1909,50579
SED30084,8470,6268,7119,6210,6512,5693,3698,1703,749,46429,27,20,21,20,12,9,4,4,4,120,36,44,65,57,92,188,197,79,21,773,56,26,69,75,89,215,327,204,40,1110,324,473,527,481,643,697,517,198,54,3915,0,7,17,20,24,42,47,24,9,192,13,10,10,14,27,20,31,14,0,142,3,3,10,12,15,40,53,11,8,154,3,0,10,7,5,3,0,0,0,30,3,7,5,7,18,40,25,15,0,121,0,0,0,0,0,0,0,0,0,0,445,567,711,671,914,1250,1196,552,125,6433,466,586,736,694,925,1263,1200,552,132,6558,8934,6857,7858,6902,7432,6957,4902,2256,879,52984
SED30085,8408,3871,4869,4709,5171,4796,3536,1880,685,37922,15,22,7,16,11,9,4,13,7,104,15,27,61,61,76,192,264,64,5,767,12,10,25,23,49,104,272,89,12,586,203,503,856,708,803,684,398,113,23,4299,0,3,23,27,49,53,76,21,3,258,0,3,16,4,9,16,28,7,0,90,3,0,7,3,5,20,25,0,0,63,0,3,8,0,9,3,0,0,0,18,3,0,12,3,3,4,16,6,0,41,0,0,0,0,0,0,0,0,0,0,245,553,995,826,1006,1072,1084,303,48,6124,261,570,1005,837,1017,1083,1091,307,49,6227,8671,4443,5872,5548,6190,5880,4630,2191,734,44150
SED30086,13759,8665,9509,8099,7205,6160,4777,2380,1083,61632,23,13,9,6,11,12,5,8,0,89,9,8,11,9,30,20,31,20,12,136,4,10,15,4,8,17,11,10,0,83,289,345,334,210,174,173,120,61,30,1734,0,0,0,0,0,0,4,0,4,13,0,3,6,4,3,0,0,0,0,11,3,0,0,0,3,0,8,3,0,13,0,4,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,306,366,365,233,222,212,176,93,42,2011,326,378,375,235,227,231,186,104,41,2108,14080,9042,9882,8338,7427,6394,4963,2482,1127,63741
SED30087,12275,6631,7660,7594,7803,6413,4072,1794,537,54784,19,10,15,14,20,9,12,3,0,86,130,108,178,205,206,347,439,135,23,1778,166,101,191,169,210,395,489,142,10,1869,344,562,571,368,397,575,522,147,41,3522,8,35,44,33,35,94,130,17,4,400,16,0,34,26,36,59,41,7,0,231,14,0,7,17,23,70,50,8,3,193,0,3,3,0,3,3,0,0,0,19,21,18,25,21,26,12,35,9,0,163,0,0,0,0,0,0,0,0,0,0,695,825,1060,839,941,1556,1715,462,82,8169,713,832,1071,853,958,1563,1723,468,89,8260,12988,7463,8739,8450,8755,7978,5792,2261,625,63039
SED30088,15896,9273,9522,8195,6936,5605,3926,1534,421,61306,14,14,20,15,9,10,9,6,0,90,10,13,13,7,7,3,8,8,0,68,10,9,7,3,3,0,11,3,0,49,267,327,290,197,157,139,63,26,15,1481,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,4,0,0,5,4,0,3,3,0,5,4,0,0,20,0,0,5,3,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,292,342,314,224,173,153,93,38,15,1650,304,358,331,236,182,163,102,44,14,1733,16206,9627,9853,8431,7124,5770,4026,1573,431,63038
SED30089,8384,7571,8893,7439,6377,4598,2874,1867,994,48996,3,11,4,6,4,0,3,0,0,29,11,32,15,9,8,18,18,8,0,129,3,7,8,9,10,4,0,5,3,51,114,299,267,100,117,104,70,44,8,1123,0,0,4,0,6,3,13,0,0,25,0,0,8,3,3,0,3,0,0,24,0,0,0,0,0,10,0,3,0,10,4,0,8,3,0,0,0,0,0,15,3,3,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,134,345,314,132,140,151,109,61,18,1386,134,355,317,135,144,151,107,58,18,1419,8517,7920,9208,7572,6519,4750,2982,1926,1009,50410
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,5,16,11,14,19,22,26,12,4,135,0,0,0,0,0,0,0,0,0,0,14,12,8,13,33,44,83,47,4,257,8,7,24,16,36,40,18,9,3,154,76,108,143,161,204,194,210,57,10,1170,6,8,0,6,12,18,13,6,0,68,7,5,4,10,7,24,27,12,0,92,8,4,8,7,10,9,0,3,0,55,3,9,17,9,0,3,0,0,0,40,0,0,0,6,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,120,151,209,217,298,333,355,140,18,1842,120,151,209,217,298,333,355,140,18,1842,128,164,213,237,318,356,379,154,20,1974
SED40001,4302,8527,7641,4577,4545,4276,3182,1665,874,39588,4,20,17,6,12,8,11,5,5,87,28,80,207,238,259,218,120,29,8,1197,14,98,252,256,303,161,75,25,5,1188,30,43,103,129,172,118,43,12,0,649,323,492,495,396,471,436,452,291,219,3572,3,23,74,89,118,59,38,4,4,413,0,7,6,9,13,20,5,0,0,61,17,42,40,35,42,40,16,0,0,226,3,9,22,26,29,22,15,0,3,130,0,0,0,0,0,0,0,0,0,0,423,794,1200,1186,1413,1078,765,354,237,7450,425,816,1219,1188,1422,1085,778,359,240,7537,4723,9341,8862,5771,5972,5362,3955,2021,1118,47123
SED40002,5429,4397,5437,4647,4222,3890,2633,1609,963,33232,0,3,7,0,4,10,3,11,9,45,3,0,15,5,6,9,4,3,0,45,5,14,4,7,4,3,5,5,0,46,0,0,0,8,3,4,3,0,0,22,62,135,161,74,84,94,91,72,48,820,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,7,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,74,156,181,99,101,113,113,78,52,963,75,160,183,99,103,122,109,90,63,1011,5504,4557,5624,4748,4331,4012,2747,1696,1027,34236
SED40003,5991,4353,2485,3870,4712,4382,3690,1952,1096,32526,9,4,3,6,4,3,13,0,0,36,0,3,8,3,10,4,7,4,0,41,7,4,11,10,4,3,10,0,3,58,4,0,6,3,3,5,3,3,0,32,71,133,98,73,74,70,75,37,28,656,3,0,5,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,0,0,8,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,86,151,133,94,104,89,104,46,29,824,96,154,134,95,103,95,109,44,29,864,6086,4511,2615,3966,4817,4479,3799,2001,1129,33390
SED40004,5121,3516,3092,3936,4484,4744,3374,1796,1150,31213,7,8,5,8,8,8,5,0,3,53,5,3,7,3,3,6,16,0,0,41,0,5,0,8,7,6,4,6,0,39,3,0,3,4,3,3,5,0,0,22,84,145,108,73,74,73,71,41,34,703,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,17,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,92,153,120,89,96,100,99,51,41,836,98,159,126,98,105,114,111,48,40,887,5220,3672,3220,4030,4589,4856,3485,1845,1196,32102
SED40005,5977,3479,3284,3666,4572,4809,3914,2162,1046,32901,18,18,10,19,18,16,21,17,5,143,3,11,4,11,10,24,18,0,3,80,10,21,26,10,18,29,31,4,0,148,0,0,6,3,12,18,11,7,0,66,102,246,203,157,209,220,214,78,41,1474,0,3,3,0,6,8,6,5,7,40,0,0,3,3,0,0,11,0,0,24,3,3,0,0,3,3,0,0,0,11,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,124,284,249,186,258,296,308,93,56,1852,141,298,263,202,272,314,332,110,54,1991,6115,3781,3541,3863,4849,5123,4247,2269,1103,34888
SED40006,6110,4650,5710,4819,5167,4341,2792,1915,1156,36672,14,11,13,5,12,10,7,10,3,82,3,0,5,4,7,3,0,0,0,24,6,12,3,3,8,3,3,0,0,38,5,3,0,3,0,3,3,0,0,18,130,145,218,141,139,114,98,91,55,1137,0,0,6,0,0,4,3,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,146,159,235,156,154,129,107,96,58,1233,156,173,245,160,167,143,110,104,59,1320,6273,4827,5955,4977,5337,4483,2904,2013,1214,37993
SED40007,5122,3936,3547,3949,4894,4195,3425,2473,1151,32689,6,3,0,0,5,4,19,7,3,54,3,3,3,7,3,6,5,0,0,31,3,13,0,4,5,9,11,3,0,44,3,7,3,7,3,0,6,4,0,29,61,112,103,68,65,79,61,39,24,610,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,73,133,116,85,83,98,77,45,24,750,79,137,122,90,94,104,94,55,28,800,5204,4073,3668,4037,4985,4295,3522,2528,1179,33488
SED40008,5458,4665,5679,4578,4703,3891,2452,1834,988,34249,12,15,16,5,6,12,8,6,3,88,0,0,6,3,5,0,3,0,0,20,0,3,11,0,9,5,0,0,4,38,0,3,3,3,6,0,3,0,0,25,75,141,156,87,83,86,52,40,16,725,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,0,0,5,6,3,0,3,0,0,25,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,84,160,178,108,108,100,62,43,17,856,91,174,198,107,121,109,64,50,21,942,5557,4841,5875,4687,4822,4008,2520,1883,1004,35189
SED40009,5987,4409,3166,4418,4614,4233,3540,1598,635,32608,0,0,0,0,0,9,13,12,3,38,3,12,5,0,5,8,8,3,0,50,3,12,8,0,5,8,6,3,0,47,4,0,0,3,3,3,0,0,0,18,101,171,161,118,115,140,167,165,134,1262,0,3,0,0,7,0,3,0,0,19,0,3,3,0,0,0,0,4,0,6,7,13,3,9,3,8,5,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,116,215,190,134,135,169,191,179,133,1458,119,215,191,135,135,175,198,189,136,1498,6103,4629,3359,4557,4756,4400,3739,1781,776,34101
SED40010,5062,4409,5284,4430,4415,3970,3014,1969,930,33490,4,11,13,9,9,4,4,11,8,64,0,6,8,3,8,10,4,0,0,45,0,11,6,5,15,13,9,6,0,64,0,4,3,0,0,13,5,0,0,31,77,168,153,89,118,100,121,59,30,911,0,3,0,3,0,7,3,0,0,11,0,0,0,0,0,0,4,0,0,5,0,10,3,4,3,3,8,0,0,34,3,0,3,0,0,8,4,3,0,22,0,0,0,0,0,0,0,0,0,0,84,202,182,110,146,151,155,64,30,1123,89,207,197,116,158,154,157,78,33,1186,5147,4617,5478,4545,4576,4127,3173,2044,967,34678
SED40011,5151,4567,5381,4349,4014,3815,2851,2069,1293,33489,3,10,0,3,5,11,14,12,9,66,0,3,8,8,3,0,8,3,0,36,0,3,0,7,0,5,9,5,3,28,0,0,9,3,3,4,0,0,0,24,91,156,176,96,81,73,56,28,19,769,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,3,0,4,4,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,91,164,198,114,100,91,79,35,29,895,97,176,199,118,104,100,93,42,38,963,5249,4738,5575,4472,4120,3917,2940,2111,1330,34450
