SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
304021091,1570,5013,68,81,0,0,68,81,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,6,1648,5109,112,..,1758,5109
304031092,2196,6516,30,36,96,240,126,271,54,91,51,82,0,4,0,0,102,179,0,0,0,0,0,0,0,4,3,7,14,47,2441,7021,187,..,2622,7021
304031093,1237,3703,37,72,110,228,142,308,225,367,64,120,32,54,0,0,326,545,0,0,0,0,0,0,0,0,0,0,3,0,1711,4562,173,..,1879,4562
304031094,2253,6523,18,33,379,950,403,982,281,576,785,1690,693,1576,0,0,1758,3840,0,0,0,0,0,0,0,0,0,0,44,121,4458,11477,462,..,4921,11477
304031095,1335,3832,35,45,293,582,325,623,231,422,186,341,66,121,0,0,478,880,0,0,0,0,0,0,7,13,10,16,14,34,2163,5380,193,..,2354,5380
304031096,1210,3779,23,57,229,638,250,698,459,1206,847,2066,843,1820,3,3,2146,5098,0,0,0,0,0,0,0,0,0,0,19,47,3616,9620,360,..,3974,9620
304031097,1004,2876,7,17,249,564,261,585,596,1174,1415,2724,316,595,0,0,2329,4497,0,0,0,0,0,0,0,0,0,0,44,70,3641,8030,429,..,4070,8030
304041098,1683,4625,56,93,263,524,319,618,643,1031,309,535,51,63,0,0,1009,1625,0,0,0,0,0,0,0,0,0,0,12,30,3021,6899,336,..,3352,6899
304041099,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,..,8,20
304041100,2331,6151,151,189,100,132,251,320,128,223,3,7,11,18,0,0,149,243,0,0,0,0,0,0,3,9,3,9,4,12,2735,6733,219,..,2953,6733
304041101,2461,6858,4,11,111,233,115,245,215,417,160,214,69,102,0,0,442,736,0,0,0,0,0,0,0,0,0,0,8,27,3021,7873,231,..,3253,7873
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
304041103,5234,15166,37,63,196,396,238,463,10,26,32,61,12,22,0,0,50,109,3,5,0,3,0,0,0,0,3,7,12,17,5539,15772,284,..,5823,15772
304041104,2919,9031,19,35,3,3,22,38,207,437,6,17,0,0,0,0,212,452,0,0,0,0,0,0,0,0,0,0,3,5,3155,9531,149,..,3304,9531
305011105,335,812,5,20,20,51,30,68,70,126,27,53,3471,7397,0,3,3570,7578,0,0,8,12,51,55,0,5,56,81,58,120,4044,8656,762,..,4808,8656
305011106,80,229,0,0,96,196,95,199,111,207,573,1049,2373,4238,0,0,3060,5500,0,0,0,0,0,0,0,5,3,3,10,12,3251,5944,650,..,3899,5944
305011107,930,2885,14,45,104,267,117,313,466,820,505,981,329,614,0,0,1304,2417,0,0,0,0,0,0,6,9,6,9,20,44,2375,5667,272,..,2646,5667
305011108,431,1216,22,32,89,177,109,217,207,358,560,1001,2260,4237,3,7,3029,5599,0,0,13,35,0,0,0,3,15,40,9,24,3592,7093,677,..,4268,7093
305011109,1117,3118,11,31,203,395,216,428,1277,1943,1281,2216,1506,2650,7,19,4067,6821,0,0,0,0,0,7,3,15,4,14,40,64,5444,10454,731,..,6173,10454
305011110,226,682,15,33,63,177,76,208,113,196,270,570,1997,4062,0,0,2380,4829,0,0,0,0,0,0,13,29,13,29,33,43,2723,5790,533,..,3258,5790
305011111,352,976,7,15,227,533,235,551,89,203,246,459,1250,2790,0,0,1584,3450,0,0,0,0,0,0,4,7,3,12,15,29,2197,5019,376,..,2571,5019
305011112,1148,3427,27,54,173,419,198,473,470,870,666,1217,1275,2549,0,0,2412,4639,0,0,0,0,0,0,5,13,5,13,19,38,3786,8592,530,..,4315,8592
305021113,979,2889,16,25,200,443,219,466,220,373,105,174,13,29,0,0,341,578,0,0,0,0,0,0,0,0,0,0,6,5,1536,3937,184,..,1723,3937
305021114,1196,3600,16,44,309,736,330,780,345,568,479,890,65,120,0,0,888,1572,0,0,0,0,0,0,0,0,0,0,4,14,2428,5965,290,..,2711,5965
305021115,1066,2973,8,12,110,264,116,280,397,679,368,645,310,586,7,19,1074,1920,0,0,0,0,0,0,0,3,0,3,7,11,2274,5196,317,..,2591,5196
305021116,1112,3410,17,38,189,439,204,475,245,402,189,309,32,60,0,0,468,767,0,0,0,0,0,0,0,0,0,0,8,10,1787,4666,228,..,2013,4666
305021117,2401,6714,98,178,1248,2761,1349,2940,458,775,575,1042,83,138,0,0,1116,1958,0,0,0,0,0,0,0,0,0,0,21,52,4881,11666,588,..,5472,11666
305021118,1626,4717,5,14,189,405,191,420,142,240,151,259,124,225,0,0,416,725,0,0,0,0,0,0,4,12,4,12,9,29,2249,5897,231,..,2483,5897
305031119,429,1140,10,24,46,91,56,113,154,274,214,381,307,540,0,0,682,1192,0,0,0,0,0,0,4,9,4,9,8,18,1173,2479,230,..,1404,2479
305031120,1430,4061,25,38,284,537,305,576,188,301,338,605,47,75,0,0,576,982,0,0,0,0,0,0,3,7,3,7,17,22,2326,5646,246,..,2572,5646
305031121,969,2793,3,3,171,361,170,363,491,825,442,729,9,13,0,0,935,1566,0,0,0,4,0,0,8,10,3,11,9,17,2098,4755,310,..,2408,4755
305031122,1634,4791,46,81,346,673,393,753,779,1316,1300,2352,139,245,0,0,2221,3912,0,0,0,0,0,0,11,29,11,29,18,40,4283,9526,602,..,4876,9526
305031123,1224,3631,6,13,96,199,101,214,80,138,28,48,3,7,0,0,110,186,0,0,0,0,0,0,6,7,6,7,3,21,1446,4056,128,..,1570,4056
305031124,819,2360,20,34,178,361,196,391,219,379,320,515,1071,1814,0,0,1610,2704,0,0,13,16,0,0,0,0,10,23,15,23,2655,5503,579,..,3236,5503
305031125,1403,3811,30,51,152,362,185,420,24,38,13,11,0,0,0,0,34,54,0,3,0,0,0,0,3,4,3,9,14,25,1635,4314,182,..,1824,4314
305031126,1254,3543,10,27,324,833,336,861,326,664,494,1045,1195,2652,3,10,2016,4372,0,4,0,0,0,0,0,0,0,4,18,44,3629,8812,365,..,3990,8812
305031127,995,2868,62,87,276,653,340,745,166,283,302,530,36,59,0,0,505,875,0,0,0,0,0,0,0,4,0,4,66,81,1911,4567,166,..,2071,4567
305031128,323,896,0,0,99,208,99,208,134,228,1007,1787,3206,5640,0,0,4351,7657,0,0,0,0,0,0,0,3,0,3,27,57,4802,8823,936,..,5736,8823
305031129,982,2978,4,3,107,212,111,216,113,199,145,268,8,15,0,0,271,485,0,0,0,0,0,0,0,0,0,0,3,8,1364,3682,144,..,1501,3682
305031130,1532,4267,12,21,149,325,162,351,377,609,503,913,331,626,0,0,1210,2151,0,0,0,0,0,0,0,3,0,3,6,22,2913,6786,338,..,3253,6786
305031131,1758,5208,58,130,122,257,178,388,791,1419,648,1151,361,693,4,6,1797,3267,0,5,0,0,0,0,5,18,4,23,21,46,3764,8931,517,..,4278,8931
305041132,3483,10656,9,19,80,186,90,204,364,652,404,716,101,188,0,0,870,1552,10,21,0,0,0,0,4,3,15,25,32,60,4487,12496,441,..,4930,12496
305041133,847,2541,0,7,24,46,27,49,161,257,566,1091,525,989,0,0,1253,2337,0,0,0,0,0,0,5,13,5,13,11,16,2138,4951,299,..,2436,4951
305041134,2712,8047,27,48,197,397,229,450,225,359,44,73,7,18,0,3,281,452,0,0,0,0,0,0,0,5,0,5,16,40,3241,8992,304,..,3542,8992
305041135,2442,6765,13,16,388,790,401,802,377,633,408,728,492,903,3,9,1277,2282,0,0,0,3,0,0,28,53,27,59,15,18,4159,9931,656,..,4818,9931
305041136,1377,3736,3,4,156,307,162,308,301,528,175,302,116,169,0,0,583,998,0,0,0,0,0,0,5,3,5,3,14,19,2135,5070,221,..,2358,5070
305041137,1525,4349,15,20,131,316,147,332,479,886,1059,2081,1039,2013,0,0,2577,4977,0,0,0,0,0,0,3,3,0,3,8,19,4255,9681,410,..,4672,9681
306011138,1736,5005,4,10,0,0,4,10,3,5,0,0,0,0,0,9,5,9,27,43,10,15,0,5,0,0,38,64,3,4,1780,5095,138,..,1922,5095
306011139,3116,8210,100,186,136,259,239,438,72,116,465,909,64,113,0,0,602,1143,18,36,3,10,3,5,0,0,21,57,59,108,4040,9955,802,..,4845,9955
306011140,913,2497,85,151,59,106,143,260,308,584,22,36,0,0,0,0,330,622,0,0,0,0,0,0,0,0,0,0,13,22,1397,3401,177,..,1572,3401
306011141,3665,10897,104,211,11,22,113,228,264,493,0,0,0,0,0,0,263,497,40,71,6,13,0,3,0,3,51,88,11,35,4103,11752,303,..,4404,11752
306011142,4008,11085,193,384,157,251,347,634,261,412,293,566,45,93,0,3,599,1081,0,0,23,43,0,5,0,0,23,47,47,86,5035,12925,638,..,5665,12925
306011143,1361,3402,292,499,491,825,782,1319,128,206,168,303,54,87,0,0,347,597,3,5,13,15,0,0,0,3,16,26,23,33,2531,5387,315,..,2846,5387
306021144,2370,7327,9,13,5,15,17,23,48,102,0,0,0,0,0,0,48,102,0,0,0,3,0,0,0,0,3,7,5,21,2441,7488,201,..,2645,7488
306021145,795,2032,97,157,584,1128,684,1285,645,1128,1067,2129,726,1415,3,8,2441,4679,0,0,18,27,0,0,36,68,55,98,50,115,4032,8202,830,..,4866,8202
306021146,2456,6648,265,369,47,89,316,455,115,202,144,266,49,92,0,4,304,571,3,4,0,5,0,0,4,8,6,13,66,67,3148,7752,284,..,3435,7752
306021147,3067,9314,27,45,49,88,78,140,265,459,0,0,0,0,0,0,265,459,29,46,10,8,0,0,14,32,52,84,12,25,3466,10024,315,..,3781,10024
306021148,2715,7605,75,171,10,10,87,182,57,106,0,4,0,0,0,0,60,113,10,21,3,0,3,0,3,7,14,35,19,33,2898,7964,206,..,3098,7964
306021149,2721,7900,212,423,215,425,424,849,59,88,118,221,0,3,0,0,176,313,0,7,6,4,0,0,0,0,3,13,8,14,3332,9085,243,..,3571,9085
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
306021151,883,2522,152,312,152,328,302,637,837,1557,172,355,0,0,0,0,1002,1912,0,0,74,108,0,0,3,9,77,112,28,39,2290,5222,250,..,2543,5222
306021152,793,2194,119,262,104,191,224,450,919,1631,100,171,0,0,0,0,1017,1797,16,30,4,3,3,6,0,11,23,54,5,17,2070,4505,205,..,2278,4505
306021153,2701,7615,7,15,11,31,22,45,90,229,0,0,0,0,0,0,90,229,0,0,0,0,0,0,0,0,0,0,0,0,2805,7892,209,..,3017,7892
306021154,934,2385,298,503,238,400,535,908,532,944,433,794,26,47,0,0,986,1789,0,0,11,13,0,0,19,45,25,62,32,52,2512,5185,374,..,2892,5185
306021155,1196,3398,184,357,30,49,215,403,25,54,104,222,0,0,0,0,134,276,27,31,0,0,0,0,4,14,35,50,3,12,1576,4138,189,..,1760,4138
306021156,2424,6249,366,714,38,78,397,787,341,549,28,36,3,4,0,0,374,590,0,0,0,0,0,0,0,0,0,0,13,30,3205,7661,335,..,3542,7661
306021157,824,2302,223,436,177,349,395,786,351,623,73,165,90,201,0,0,516,979,56,104,0,0,0,0,0,0,56,104,14,27,1801,4194,238,..,2036,4194
306031158,1494,3646,19,27,0,3,19,35,30,42,0,0,0,0,0,0,30,42,20,41,0,4,8,11,7,24,40,74,22,44,1594,3831,280,..,1871,3831
306031159,2727,6987,56,108,41,71,100,176,359,683,4,11,20,43,0,0,388,735,26,29,8,6,0,8,108,185,135,232,27,48,3380,8181,367,..,3742,8181
306031160,2835,6945,20,30,0,5,23,37,27,56,0,0,0,0,0,0,27,56,63,118,8,10,5,4,15,24,79,162,23,48,2987,7248,481,..,3469,7248
306031161,3365,8364,106,172,4,3,106,175,300,576,18,27,4,6,0,0,323,613,91,157,34,51,18,30,12,22,148,259,33,75,3977,9486,891,..,4864,9486
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
306031163,327,1915,50,259,6,12,54,266,35,110,0,0,0,0,0,0,35,110,3,4,0,0,51,176,0,0,52,178,0,0,465,2476,10,..,479,2476
306041164,2004,4934,71,107,10,15,82,123,124,207,7,14,14,25,0,0,147,249,45,78,3,0,5,6,17,38,67,132,63,151,2360,5592,428,..,2784,5592
306041165,997,2536,161,326,238,484,396,811,260,457,63,130,17,31,0,0,334,620,30,47,35,63,4,4,3,14,73,127,15,24,1815,4119,479,..,2291,4119
306051166,3526,8893,149,210,24,38,173,249,344,533,0,0,0,0,0,3,345,535,79,123,7,11,0,3,14,31,101,166,16,49,4160,9889,483,..,4642,9889
306051167,1899,4472,5,16,6,0,6,19,46,74,0,0,0,0,0,0,46,74,36,51,3,3,11,25,5,17,59,93,14,29,2023,4693,409,..,2435,4693
306051168,1547,3895,10,20,0,0,11,16,21,33,0,0,0,3,0,0,24,36,19,28,9,9,8,8,0,0,34,50,13,29,1630,4035,290,..,1915,4035
306051169,3033,7454,64,94,12,17,74,112,18,38,0,0,0,0,0,0,18,38,31,52,22,27,4,9,5,17,65,101,18,40,3211,7748,677,..,3897,7748
306051170,3525,9272,84,179,6,9,98,194,166,282,3,5,49,69,0,0,219,364,73,112,0,0,20,41,11,35,104,183,25,43,3961,10057,407,..,4374,10057
307011171,1428,3623,4,16,0,0,4,16,32,54,0,0,0,0,0,0,32,54,30,39,5,8,3,3,11,13,42,66,23,53,1539,3812,442,..,1976,3812
307011172,2368,6269,128,265,13,27,138,284,176,323,0,0,0,0,0,0,176,323,8,20,3,4,0,7,0,9,16,35,15,35,2713,6940,649,..,3355,6940
307011173,1895,5011,24,42,31,50,53,91,221,346,0,0,6,14,0,0,225,354,17,27,0,3,0,7,0,4,28,41,12,21,2213,5527,220,..,2431,5527
307011174,1455,3466,19,46,0,0,22,44,13,18,0,0,0,0,0,0,13,18,8,17,8,17,3,4,14,26,41,67,47,107,1579,3706,401,..,1981,3706
307011175,1205,2967,68,127,0,0,68,127,42,59,0,0,0,0,0,0,41,66,12,20,0,3,4,3,12,31,24,55,17,36,1355,3246,621,..,1973,3246
307011176,2180,5435,105,149,16,27,118,176,47,78,0,0,0,6,4,10,48,95,16,22,3,4,0,9,0,0,16,35,13,30,2381,5771,589,..,2970,5771
307011177,1963,4955,20,30,0,0,20,30,7,21,0,0,0,0,0,0,14,22,24,64,0,0,3,10,6,17,39,94,17,51,2058,5148,776,..,2829,5148
307011178,1287,3024,48,133,0,0,48,133,0,0,0,0,0,3,0,0,0,0,7,18,0,0,9,16,8,20,27,54,22,45,1388,3256,401,..,1783,3256
307021179,3049,7400,33,42,3,3,34,42,25,26,0,0,0,0,0,3,28,27,30,50,3,3,8,17,8,12,50,84,62,160,3218,7723,492,..,3708,7723
307021180,2424,6577,0,0,0,0,0,0,99,156,0,0,0,3,0,0,99,162,15,20,0,0,4,9,7,12,23,45,10,23,2554,6803,320,..,2878,6803
307021181,1110,2695,0,0,0,0,0,0,17,40,3,3,0,0,0,0,23,41,6,12,6,52,4,3,3,6,24,74,13,38,1172,2846,155,..,1327,2846
307021182,1819,4880,28,42,8,10,33,50,27,39,0,0,0,0,0,0,27,39,10,16,0,0,3,6,3,8,14,27,14,33,1912,5030,148,..,2055,5030
307021183,5466,14600,191,285,14,33,206,315,137,200,0,0,0,0,0,0,140,200,22,33,8,12,0,0,17,32,49,70,31,90,5895,15280,879,..,6777,15280
307031184,1683,4318,34,58,0,0,34,58,10,23,0,0,0,0,0,0,10,23,18,22,3,3,0,3,3,12,19,38,3,9,1755,4443,205,..,1958,4443
307031185,1481,3695,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,11,8,17,8,10,0,3,0,7,18,35,26,54,1529,3801,215,..,1749,3801
307031186,1660,4084,11,21,0,4,15,23,23,29,0,0,0,0,0,0,23,29,20,38,5,10,3,3,6,6,30,59,8,25,1738,4214,315,..,2052,4214
307031187,1901,4449,91,123,0,0,91,123,178,261,0,0,0,0,0,0,180,259,3,7,0,0,0,0,11,13,14,25,4,13,2200,4867,343,..,2541,4867
307031188,2024,5053,10,35,0,0,16,43,3,6,0,0,0,0,3,7,6,11,30,51,14,23,17,28,7,21,69,122,14,31,2126,5262,447,..,2569,5262
307031189,5008,12803,541,798,42,88,585,888,119,184,0,0,0,0,0,0,119,184,31,42,9,7,5,15,3,22,47,80,30,79,5794,14029,735,..,6530,14029
308011190,2053,5862,36,79,10,13,44,95,98,143,0,0,0,0,0,3,100,147,15,29,3,6,0,0,8,20,26,55,12,30,2230,6193,995,..,3229,6193
308011191,2188,5810,0,0,3,21,6,19,48,72,0,0,0,0,0,0,48,72,99,179,12,20,60,102,9,11,176,307,258,607,2676,6820,875,..,3551,6820
308011192,3488,10253,242,428,58,108,307,539,368,633,3,0,0,0,0,0,370,632,19,40,3,9,6,16,7,4,37,73,43,94,4248,11596,945,..,5191,11596
308031205,2154,5399,161,251,196,287,358,532,124,209,0,0,0,0,0,0,124,210,19,39,0,0,0,0,8,14,27,54,10,18,2672,6223,475,..,3149,6223
308031206,645,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,9,21,3,10,18,35,0,0,663,1696,96,..,755,1696
308031207,1754,4386,81,110,3,3,86,115,61,83,4,7,0,0,0,0,63,92,72,124,33,49,4,4,0,7,109,184,38,50,2058,4829,504,..,2561,4829
308031208,2948,7840,49,72,33,64,82,140,256,384,0,0,0,0,0,0,256,384,0,0,0,0,0,0,0,0,0,0,4,10,3292,8373,369,..,3660,8373
308031209,1332,3986,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,6,17,8,21,1350,4028,80,..,1432,4028
308031210,3604,10327,69,90,17,34,87,125,35,49,0,0,0,0,0,3,32,50,24,31,3,3,3,5,0,12,30,50,9,18,3763,10564,566,..,4330,10564
308031211,1547,4200,61,130,32,53,94,182,75,153,0,0,0,0,0,0,75,153,0,0,0,0,0,0,0,0,0,0,3,10,1727,4536,241,..,1966,4536
308031212,1143,2503,5,12,0,0,5,12,24,29,0,0,0,0,0,0,24,29,25,35,0,0,14,19,3,10,45,67,3,14,1219,2623,231,..,1448,2623
308031213,3029,8419,331,640,16,35,343,681,84,177,0,0,0,0,0,0,84,177,8,15,4,9,0,3,0,0,11,29,3,11,3476,9311,351,..,3821,9311
308031214,1669,4193,247,373,13,18,257,393,16,37,0,0,0,0,6,18,25,57,0,3,0,0,0,0,0,0,3,3,9,18,1971,4658,268,..,2235,4658
308031215,1975,5515,249,417,17,42,274,461,32,59,0,0,0,0,0,0,32,59,26,41,18,29,0,0,10,33,61,105,9,12,2340,6158,237,..,2576,6158
308031216,2001,4900,127,197,40,55,169,248,61,106,0,0,0,0,0,0,61,106,0,0,0,0,0,0,0,3,0,3,28,36,2262,5303,301,..,2564,5303
308031217,945,2262,8,21,60,78,73,95,73,98,26,41,80,138,0,0,181,272,0,0,3,10,0,3,4,9,13,17,28,63,1238,2714,303,..,1539,2714
308031218,1140,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,7,11,7,7,0,0,20,31,52,59,1217,3142,190,..,1408,3142
308031219,1376,3650,4,5,0,0,4,5,0,0,0,0,0,0,0,3,3,0,20,27,17,31,23,38,5,8,64,104,3,12,1449,3782,335,..,1788,3782
308031220,965,2600,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,16,0,0,6,23,4,5,13,42,5,20,988,2664,142,..,1128,2664
308031221,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,26,..,30,15
308031222,2231,5579,128,189,95,166,228,348,261,424,13,21,0,0,0,0,274,442,3,3,5,12,0,0,3,8,8,21,29,67,2764,6471,534,..,3306,6471
308031223,5332,13945,291,446,108,189,399,637,538,797,61,97,68,124,0,0,667,1019,81,133,42,64,4,5,3,8,130,213,47,88,6577,15901,1237,..,7810,15901
308041528,2842,7329,25,29,9,26,32,57,39,57,0,0,0,0,0,0,40,58,35,53,7,15,4,6,4,15,52,92,39,79,3006,7620,909,..,3911,7620
308041529,1761,4823,26,43,7,15,31,54,144,242,0,0,0,0,0,0,146,241,22,31,6,8,0,0,3,3,32,50,5,8,1965,5180,300,..,2260,5180
308051530,2117,4961,3,3,4,5,4,10,37,59,27,40,0,0,0,3,60,105,46,89,15,27,16,34,14,32,91,187,35,52,2307,5317,1069,..,3382,5317
308051531,2976,8484,52,101,32,55,93,164,166,272,16,26,19,33,0,0,193,329,69,104,5,6,4,7,0,6,73,122,6,18,3337,9106,644,..,3979,9106
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,11,14,0,3,7,11,0,..,7,11
308051533,4104,11606,233,381,127,241,360,622,82,139,0,4,0,0,0,0,83,140,14,30,3,8,0,0,0,0,18,32,5,5,4575,12419,839,..,5410,12419
308051534,1445,3514,55,106,234,458,291,565,381,613,62,79,167,276,0,0,611,965,17,25,0,0,0,0,0,0,17,25,8,10,2371,5080,892,..,3261,5080
308051535,3476,10022,7,15,3,4,10,24,31,59,0,0,0,0,0,0,31,59,121,187,6,12,15,19,4,18,142,231,15,26,3666,10355,522,..,4184,10355
308051536,1196,3249,27,41,25,55,58,95,15,22,0,0,0,0,0,0,15,22,0,4,3,7,0,0,0,0,4,8,0,0,1271,3377,208,..,1481,3377
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
308051538,1882,5273,14,24,77,181,88,210,30,47,0,0,0,3,0,0,29,48,0,0,0,0,0,6,0,0,3,10,0,0,2003,5536,376,..,2382,5536
308051539,1433,3590,27,58,50,105,82,168,207,316,53,93,49,66,0,0,304,472,3,9,0,0,0,0,0,4,4,11,5,7,1833,4249,537,..,2369,4249
309011224,2246,6162,42,98,143,263,185,368,179,338,88,162,120,232,0,0,387,725,0,0,0,0,0,0,0,6,0,6,3,7,2821,7269,508,..,3326,7269
309011225,1195,3105,92,169,391,896,478,1061,298,528,828,1503,686,1251,8,15,1815,3294,4,15,0,0,3,5,12,22,17,42,25,47,3541,7550,762,..,4301,7550
309011226,3746,10402,600,1106,778,1655,1373,2758,3,3,0,0,148,333,0,0,156,338,0,0,0,3,0,0,0,3,3,3,6,5,5280,13511,321,..,5606,13511
309011227,601,1639,90,173,350,772,442,943,903,1714,1765,3241,1363,2497,0,0,4032,7456,0,0,0,0,0,0,0,4,0,5,30,61,5112,10106,1691,..,6801,10106
309011228,2770,7844,308,556,1198,2415,1505,2978,176,348,25,48,84,133,0,0,278,528,8,16,73,97,0,0,4,13,88,119,6,10,4638,11480,498,..,5135,11480
309011229,958,2587,574,1080,292,679,865,1760,288,476,449,796,237,449,0,0,977,1725,9,13,0,0,0,0,4,10,7,16,15,22,2826,6100,478,..,3304,6100
309021230,372,965,37,66,153,309,194,374,511,873,796,1372,660,1152,0,0,1969,3401,69,124,0,3,0,0,7,21,83,144,19,26,2627,4916,706,..,3337,4916
309021231,1856,5073,181,311,660,1444,842,1762,525,919,600,1149,495,950,0,7,1625,3023,0,0,0,0,0,0,9,19,9,19,21,51,4349,9927,954,..,5303,9927
309021232,2424,6938,471,851,377,804,853,1652,32,58,0,0,0,0,4,3,37,64,0,3,0,0,0,0,3,4,3,10,4,23,3323,8682,232,..,3552,8682
309021233,3382,9685,308,512,537,1234,845,1746,25,52,17,30,0,0,0,0,41,83,0,0,0,0,0,0,0,7,3,7,6,24,4276,11549,216,..,4495,11549
309021234,2691,7507,368,700,651,1401,1017,2099,719,1210,926,1557,531,968,0,0,2178,3739,25,54,18,24,0,0,3,3,48,86,29,67,5953,13494,874,..,6835,13494
309031235,2884,8050,86,189,476,1239,565,1432,28,58,0,0,0,0,0,0,28,58,0,8,4,0,0,0,0,0,0,9,14,13,3493,9555,186,..,3676,9555
309031236,832,2243,124,246,575,1486,700,1730,211,328,860,1564,796,1675,0,0,1865,3568,21,26,5,9,0,3,0,7,28,40,22,34,3442,7622,426,..,3870,7622
309031237,2405,5486,1229,2649,473,1126,1707,3779,0,5,0,0,0,0,0,0,0,5,246,339,0,0,0,0,3,5,249,349,17,23,4379,9644,282,..,4665,9644
309031238,1491,4027,2054,4064,1734,3844,3784,7913,422,704,861,1499,809,1506,0,0,2092,3707,4,8,6,6,0,0,0,0,5,13,64,129,7437,15786,769,..,8207,15786
309031239,2186,5752,410,695,445,974,853,1669,144,220,73,127,516,1069,0,0,730,1415,0,0,13,17,0,0,3,8,12,27,12,28,3796,8889,646,..,4446,8889
309031240,1735,4640,205,429,724,1472,924,1905,92,152,464,816,560,964,0,0,1112,1934,0,0,0,0,0,0,0,0,0,0,12,23,3787,8497,603,..,4390,8497
309041241,1400,3719,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,36,47,0,3,7,3,7,15,47,68,5,11,1454,3809,173,..,1630,3809
309041242,4771,12606,61,95,7,6,69,104,19,36,5,8,3,5,0,0,29,47,19,22,4,14,4,10,30,66,53,107,16,35,4937,12903,486,..,5421,12903
309051243,2040,6419,27,62,24,79,52,140,0,7,0,0,0,0,0,3,6,14,4,4,0,0,3,7,0,0,6,13,3,9,2107,6591,153,..,2258,6591
309051244,4993,15463,114,254,573,1383,684,1632,43,115,0,4,0,0,0,0,44,115,31,32,0,0,3,13,0,3,36,49,16,44,5774,17310,264,..,6040,17310
309051245,1819,5941,274,631,464,1107,739,1741,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,4,11,0,0,2562,7685,104,..,2664,7685
309061246,2510,7070,164,354,1429,3247,1598,3600,5,13,156,262,80,164,0,0,246,445,260,339,0,0,0,0,3,10,266,355,6,6,4611,11473,348,..,4967,11473
309061247,2544,7137,53,113,120,292,172,408,150,338,0,0,0,0,0,0,150,338,0,3,0,0,0,0,0,0,0,3,3,19,2870,7901,150,..,3017,7901
309061248,4942,14776,599,931,1071,2388,1671,3322,394,740,109,134,51,63,4,10,566,936,50,59,91,122,0,4,0,0,148,184,18,43,7345,19261,488,..,7831,19261
