SA2_MAINCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
207031162,2569,523,81,9,8,3185,292,101,132,0,0,523,63,8,21,0,0,93,2919,634,230,9,8,3803
207031163,2878,1731,1737,3,15,6369,328,245,277,0,3,850,99,59,77,0,6,241,3301,2034,2085,4,25,7459
207031164,3441,1707,342,6,18,5508,448,168,43,0,3,664,86,34,14,0,0,131,3973,1907,395,6,14,6304
207031165,2197,984,381,7,12,3573,291,213,87,0,0,597,67,32,14,0,3,121,2554,1235,479,7,17,4290
207031166,2400,535,65,0,10,3000,447,88,20,0,0,558,59,8,5,0,0,75,2904,632,86,0,11,3632
207031167,2007,881,339,5,5,3239,138,93,24,0,0,257,38,18,10,0,4,65,2178,997,373,5,10,3561
208011168,3344,690,146,31,21,4226,269,87,30,3,0,397,75,17,8,0,0,103,3689,795,183,31,21,4721
208011169,4443,1598,1339,41,36,7461,249,201,210,0,4,663,82,40,46,0,0,164,4776,1835,1595,50,41,8290
208011170,3442,1288,160,6,21,4912,268,125,65,0,0,461,55,26,9,0,0,91,3758,1439,229,7,24,5455
208011171,2236,909,354,36,17,3550,256,140,51,0,0,446,48,24,12,0,4,87,2538,1079,413,36,22,4088
208011172,3593,1211,704,26,21,5554,312,179,179,3,3,689,69,26,30,0,3,131,3982,1419,913,29,27,6376
208011173,3028,1562,801,41,18,5446,218,175,128,0,0,525,54,40,37,0,3,129,3297,1775,960,40,24,6100
208021174,4485,1578,796,31,18,6907,500,179,188,4,3,873,87,57,44,0,0,193,5072,1814,1030,35,22,7979
208021176,2165,1920,2194,8,6,6290,252,243,275,3,3,779,54,55,70,0,3,183,2470,2222,2535,11,12,7255
208021177,2775,1824,2125,11,35,6768,218,174,243,0,5,638,58,45,67,0,16,184,3054,2044,2430,11,55,7590
208021178,2849,1871,857,19,19,5614,242,221,133,0,0,596,72,36,26,0,0,132,3167,2124,1012,22,18,6344
208021179,1657,808,1418,41,12,3928,159,86,205,7,0,452,31,22,41,3,0,89,1851,907,1659,49,11,4473
208021180,1296,712,307,0,3,2316,198,148,29,0,0,379,34,33,7,0,0,72,1528,892,337,0,3,2767
208021181,1611,768,755,4,4,3143,177,94,124,0,0,389,29,20,22,0,0,71,1819,876,897,4,4,3602
208021182,1787,1109,1695,33,4,4635,175,138,187,7,0,502,36,28,32,0,0,102,2004,1273,1911,43,9,5237
208021426,3071,708,634,3,18,4428,445,57,60,3,0,574,70,24,9,0,0,102,3588,787,705,5,16,5108
208021427,2894,559,528,4,17,4007,469,44,92,3,0,612,81,3,15,0,0,99,3444,605,643,4,16,4716
208031183,2105,248,204,0,0,2560,105,14,59,0,0,179,26,6,8,0,0,39,2236,272,273,0,0,2777
208031184,4,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,13
208031185,2137,1332,292,8,6,3782,210,270,80,0,6,570,58,54,11,0,0,130,2408,1658,382,12,16,4481
208031186,1837,1692,1199,86,10,4821,274,277,290,63,0,902,53,39,54,3,3,164,2164,2007,1543,152,19,5885
208031187,1396,155,118,0,5,1674,167,13,32,0,0,212,28,0,5,0,0,38,1597,170,149,0,5,1920
208031188,4229,1851,1085,33,27,7229,688,267,193,8,17,1176,114,47,103,0,24,284,5027,2170,1381,40,66,8682
208031189,2523,470,1000,12,12,4018,259,52,159,0,3,479,43,8,24,0,3,79,2825,534,1182,12,19,4575
208031190,2039,1632,791,25,15,4500,220,260,174,3,0,659,31,40,25,0,4,101,2292,1927,1001,25,21,5266
208031191,2124,260,273,3,4,2666,294,44,49,0,3,384,47,16,15,0,0,74,2470,317,329,3,8,3125
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,3167,2547,677,18,29,6447,356,337,183,3,4,886,78,54,29,3,0,169,3593,2941,898,26,36,7504
208041194,2893,1332,2659,54,28,6965,215,110,315,7,7,654,48,20,73,0,3,147,3160,1464,3045,56,32,7761
208041195,3876,1609,1242,114,24,6866,339,152,130,10,3,636,67,35,28,3,3,141,4283,1798,1405,131,26,7646
209011196,2707,111,31,4,3,2857,409,32,0,0,0,444,81,8,0,0,0,84,3197,150,38,5,4,3383
209011197,5572,799,90,4,11,6474,534,163,15,0,3,718,103,36,4,0,0,148,6212,993,117,4,15,7338
209011198,3176,821,734,12,9,4751,445,115,101,0,10,671,78,18,22,0,5,119,3696,954,853,13,21,5535
209011199,2521,1346,207,0,18,4098,499,309,92,0,6,910,125,71,24,0,3,220,3145,1721,324,0,31,5227
209011200,2286,788,717,11,16,3813,228,90,108,0,0,424,45,13,18,0,5,81,2553,894,844,12,23,4321
209011201,1931,83,393,3,8,2418,148,0,46,0,0,202,38,3,6,0,0,50,2121,87,447,3,8,2672
209011202,4487,754,76,6,8,5336,384,137,16,0,0,536,87,9,8,0,3,102,4954,902,100,6,13,5978
209011203,4843,775,5,7,6,5635,628,160,3,0,0,795,112,31,0,0,0,141,5581,967,10,7,8,6575
209011204,2634,196,14,0,0,2848,394,93,0,0,0,488,64,4,0,0,4,71,3089,291,14,0,3,3405
209021205,1832,561,445,3,4,2842,240,66,68,3,0,385,50,19,28,0,7,98,2120,651,532,4,9,3326
209021207,4769,2404,416,32,32,7650,1561,584,162,9,3,2323,254,109,23,5,0,391,6593,3099,604,41,40,10370
209021208,4486,1901,172,26,17,6604,1442,391,45,9,0,1886,192,77,6,0,3,285,6122,2379,228,32,22,8777
209021428,3455,1228,1150,74,22,5927,802,303,189,8,3,1303,138,50,39,0,11,236,4393,1584,1372,87,38,7469
209021429,2244,1095,309,25,4,3675,473,183,56,0,0,717,60,52,9,0,0,124,2778,1326,376,25,4,4517
209031209,6441,281,328,5,13,7071,313,62,69,0,0,444,93,9,4,0,0,112,6851,351,398,7,17,7628
209031210,1037,18,3,0,3,1059,64,8,0,0,0,80,18,0,0,0,0,18,1122,29,3,0,0,1155
209031211,1113,3,3,10,3,1132,132,0,6,3,0,135,28,0,0,0,0,30,1268,4,3,14,3,1300
209031212,1452,0,3,5,10,1468,124,0,0,3,0,123,31,0,0,0,0,29,1599,0,3,4,13,1628
209031213,2513,70,59,0,6,2647,176,4,19,0,0,197,36,0,3,0,0,42,2726,67,85,0,12,2895
209031214,1938,16,3,0,3,1965,91,3,0,0,0,100,41,0,0,0,0,41,2067,21,3,0,3,2100
209031215,3823,168,5,0,8,4013,238,24,4,0,0,269,77,7,0,0,0,81,4138,205,13,0,13,4361
209041216,1276,451,480,0,0,2205,98,25,119,0,0,238,23,11,13,0,0,52,1396,490,610,0,3,2502
209041217,1402,337,28,0,8,1774,355,85,3,0,0,436,52,9,4,0,0,67,1812,419,31,0,8,2272
209041219,4824,298,344,8,12,5475,1639,66,100,0,3,1807,212,21,11,0,7,249,6672,383,458,8,16,7534
209041220,3998,935,97,4,3,5033,442,134,10,0,0,587,120,21,0,0,0,150,4564,1085,108,4,3,5769
209041221,3056,301,11,0,0,3368,368,59,0,0,0,421,87,7,0,0,0,99,3507,365,8,0,3,3888
209041223,4125,449,307,6,14,4902,1605,124,77,0,3,1805,222,31,13,0,3,268,5953,595,401,6,19,6975
209041224,4292,102,31,8,11,4442,443,30,12,10,3,496,104,3,0,0,0,111,4838,142,40,15,13,5055
209041225,2063,69,27,4,5,2166,418,35,6,0,0,465,73,11,3,0,0,84,2556,116,34,4,8,2713
209041430,5379,654,12,0,8,6057,382,64,0,0,0,441,94,6,0,0,0,100,5853,723,8,0,4,6600
209041431,2721,678,65,0,3,3464,335,167,41,0,0,535,76,23,7,0,0,114,3135,864,112,0,3,4116
209041432,1779,469,13,0,0,2269,359,112,0,0,0,472,58,13,0,0,0,74,2193,593,18,0,0,2812
209041433,2253,554,39,0,3,2846,197,66,3,0,0,267,64,6,0,0,0,82,2515,628,46,0,3,3192
209041434,4176,471,82,3,7,4735,321,79,21,0,0,427,71,8,0,0,0,82,4575,559,98,3,11,5246
209041435,2898,402,5,0,6,3311,169,22,0,0,0,186,53,9,0,0,0,60,3117,432,5,0,5,3557
209041436,2746,619,30,0,0,3395,242,83,23,0,0,349,61,19,3,0,0,85,3048,726,54,0,0,3829
209041437,2249,109,49,0,15,2421,171,15,6,0,0,193,56,0,3,0,0,66,2477,128,56,0,19,2677
210011226,1525,756,43,9,11,2345,441,118,6,0,0,571,53,26,0,0,6,82,2022,903,53,10,20,3005
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,2151,245,6,27,4,2430,359,95,12,17,0,485,51,15,4,3,0,82,2563,364,20,45,5,2997
210011229,5676,1424,57,47,14,7215,1461,264,14,3,0,1740,201,40,0,0,0,243,7337,1729,75,46,12,9202
210011230,1412,633,54,7,3,2112,257,115,8,0,0,378,49,22,0,0,0,70,1716,775,67,7,7,2564
210011231,2206,519,19,14,4,2760,264,66,0,3,0,336,49,14,0,0,0,63,2521,596,19,12,10,3159
210021232,3462,271,5,0,10,3745,271,77,5,0,0,356,75,13,0,0,0,90,3816,362,7,3,9,4192
210021233,1020,0,0,10,0,1035,75,0,0,7,0,86,26,0,0,3,0,28,1118,0,0,22,0,1147
210021234,1166,46,0,3,3,1213,90,11,0,0,0,103,17,3,0,0,0,20,1275,56,0,3,3,1338
210021235,2600,32,48,10,15,2700,337,21,18,0,6,382,64,0,0,3,0,63,2996,51,66,8,17,3140
210031236,1586,484,95,23,6,2197,354,57,28,3,0,450,64,28,4,0,0,88,2004,569,130,22,7,2733
210031237,2665,441,41,10,11,3163,986,89,8,0,7,1092,140,24,4,0,0,172,3797,555,53,11,12,4423
210031239,3701,3051,346,26,19,7136,848,468,130,6,3,1451,102,85,27,7,0,211,4649,3603,498,37,18,8804
210031438,3629,1803,521,4,27,5982,1124,272,134,0,8,1536,159,79,27,0,0,266,4906,2158,679,10,36,7783
210031439,720,161,38,0,0,917,62,4,20,0,0,86,13,0,0,0,0,17,796,169,55,0,0,1022
210031440,1175,307,16,3,3,1504,415,92,3,3,0,509,53,23,0,0,0,76,1645,419,17,4,3,2094
210041240,3668,27,3,0,0,3704,360,7,4,0,3,369,72,0,0,0,0,71,4090,37,9,4,3,4142
210041241,7169,332,651,3,13,8166,769,127,212,0,3,1110,160,25,28,0,4,221,8096,488,897,3,17,9501
210051242,2030,413,397,80,17,2933,645,137,115,31,5,932,158,25,27,11,23,246,2835,576,539,127,44,4115
210051243,3031,135,243,39,16,3468,893,20,71,58,3,1045,195,12,18,10,4,243,4117,170,341,107,22,4749
210051245,4602,394,10,43,7,5063,726,92,13,29,0,855,142,18,3,5,0,171,5470,506,24,79,6,6088
210051246,4080,147,4,0,6,4234,358,22,0,0,0,382,71,0,0,0,0,76,4505,164,4,0,9,4687
210051247,2781,502,40,0,13,3332,495,112,3,0,0,611,140,36,0,0,4,180,3411,648,44,0,15,4119
210051248,15,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,23
210051249,4275,490,30,0,0,4797,383,66,6,0,0,453,131,26,4,0,0,169,4796,579,39,0,7,5419
210051250,1238,764,3,0,3,2010,328,184,3,0,0,513,47,22,0,0,0,67,1609,971,6,0,3,2589
210051441,2016,78,64,0,0,2160,264,23,24,0,4,313,68,3,3,0,0,74,2350,105,96,0,3,2549
210051442,2553,237,42,0,0,2837,171,41,9,0,0,221,58,7,0,3,0,71,2789,284,51,3,0,3133
210051443,3772,392,25,0,5,4197,370,67,8,0,0,449,95,9,0,0,0,109,4244,468,34,3,10,4752
210051444,3009,588,34,0,5,3636,224,120,4,0,3,354,96,17,0,0,0,116,3332,721,38,3,6,4106
210051445,881,55,0,0,3,936,76,3,0,0,0,74,20,0,0,0,0,22,973,56,0,0,3,1033
211011251,2562,957,321,4,20,3869,312,192,95,0,0,606,61,29,19,0,0,112,2935,1182,439,4,19,4586
211011254,4044,555,3,4,8,4607,367,51,3,0,0,423,89,7,0,0,0,98,4500,613,5,7,11,5133
211011255,1800,0,0,0,0,1807,84,0,0,0,0,86,32,0,0,0,0,32,1918,0,0,0,0,1925
211011256,4212,185,32,90,0,4531,312,92,9,8,0,418,67,21,0,4,0,95,4594,299,44,108,3,5043
211011257,2113,67,145,4,4,2330,94,3,60,0,0,153,37,0,6,0,0,45,2242,70,213,4,4,2534
211011258,2926,122,16,0,0,3067,164,28,0,0,0,190,53,5,0,0,0,57,3143,152,14,0,0,3312
211011259,3840,314,3,66,3,4233,309,104,0,50,0,462,77,16,0,5,0,100,4220,437,0,130,5,4792
211011260,4405,706,120,0,7,5241,343,276,26,3,0,641,83,55,13,0,3,151,4827,1036,158,3,9,6036
211011446,5487,1540,168,0,18,7212,729,268,70,0,3,1065,146,61,21,0,7,231,6360,1865,251,5,27,8510
211011447,3889,441,79,3,14,4427,517,114,75,0,3,707,76,15,17,0,0,110,4477,570,168,3,22,5242
211011448,4321,194,16,6,7,4536,416,31,3,0,0,450,101,3,0,0,0,101,4829,229,17,4,7,5088
211011449,1256,49,3,3,0,1312,113,3,0,0,0,118,34,0,0,0,0,35,1403,55,3,4,0,1466
211021261,4346,268,59,0,4,4679,315,67,58,0,0,440,79,11,9,0,0,101,4746,342,124,0,9,5221
211021262,2808,17,0,16,6,2843,139,7,0,0,0,144,51,0,0,0,0,51,2991,22,0,18,9,3041
211031263,2997,525,96,0,3,3629,291,104,20,0,0,415,67,17,5,0,3,90,3352,649,123,0,11,4127
211031265,5327,54,3,5,5,5389,328,7,0,0,0,336,83,0,0,0,0,82,5732,66,3,6,9,5807
211031266,4580,674,287,4,12,5557,584,227,47,0,6,866,103,45,7,0,3,161,5269,943,338,8,27,6579
211031267,5930,442,111,9,15,6508,632,58,13,0,0,709,129,18,4,0,0,150,6693,523,134,9,13,7367
211031268,2900,17,6,0,3,2920,195,3,0,0,0,204,48,0,0,0,3,55,3144,17,6,0,4,3175
211031450,4305,518,255,0,19,5100,573,144,42,0,3,760,120,24,11,0,4,151,5005,679,308,0,22,6015
211031451,3939,317,20,3,8,4282,581,44,13,0,3,641,109,10,0,0,4,127,4631,373,29,3,15,5051
211031452,1382,108,0,0,0,1494,154,14,0,0,0,164,31,3,0,0,0,33,1572,122,3,0,0,1696
211041269,2506,752,38,0,5,3299,332,189,33,0,0,547,60,21,7,0,3,94,2900,955,69,0,8,3939
211041270,3444,1602,286,3,13,5348,381,220,20,0,0,626,76,39,10,0,0,122,3903,1858,311,3,19,6088
211041271,2646,917,91,5,3,3662,295,188,19,0,0,500,68,47,9,0,9,129,3007,1157,121,5,9,4294
211041272,2658,585,16,10,4,3270,257,68,13,0,0,341,43,13,0,0,4,61,2956,667,35,10,8,3671
211041273,3210,252,40,0,5,3502,291,58,6,0,0,357,47,8,0,0,0,62,3548,316,46,0,3,3913
211051274,3019,13,7,3,11,3046,207,0,0,0,0,207,63,0,0,0,0,63,3293,15,7,4,11,3321
211051275,2873,48,0,0,13,2935,355,3,0,0,0,367,50,0,0,0,3,51,3284,56,0,0,11,3355
211051276,3880,258,13,36,19,4206,544,78,3,13,4,639,99,14,0,3,0,114,4521,343,13,54,27,4962
211051277,2562,251,22,3,11,2840,317,129,8,0,0,456,58,23,0,0,3,85,2938,405,29,7,12,3386
211051278,4827,770,51,30,21,5698,497,281,3,29,3,818,102,39,5,0,3,141,5432,1087,58,58,26,6663
211051279,1612,31,3,4,10,1656,182,3,3,0,0,192,45,0,0,0,0,45,1837,31,5,6,10,1891
211051280,1857,84,26,0,0,1972,161,48,3,0,0,218,24,4,0,0,0,30,2042,135,34,0,3,2218
211051281,6309,247,10,0,21,6596,653,65,0,0,0,724,135,7,0,0,0,146,7098,325,17,0,25,7463
211051282,3089,23,0,7,32,3151,230,5,0,0,6,234,64,0,0,0,4,68,3378,37,0,6,35,3460
211051283,2766,74,0,3,5,2849,248,22,0,0,0,276,52,6,0,0,0,59,3066,104,0,3,8,3186
211051284,3018,37,16,3,0,3080,230,22,4,0,0,256,62,4,0,0,0,72,3314,69,21,3,4,3408
211051285,2164,0,4,3,8,2188,225,3,3,0,0,226,53,0,0,3,3,53,2436,3,8,8,14,2472
211051286,4618,37,33,51,14,4747,873,12,11,57,5,960,158,0,3,5,5,172,5649,53,46,107,26,5876
212011287,3417,414,0,27,6,3865,214,48,0,23,3,292,57,7,0,3,0,75,3694,475,0,47,9,4231
212011288,2257,64,21,3,13,2363,345,25,18,0,0,394,57,0,4,0,0,64,2666,89,50,7,13,2822
212011289,5156,4,7,6,25,5195,461,0,3,4,0,465,106,0,0,0,4,109,5723,4,12,10,30,5774
212011290,1948,6,0,4,8,1965,403,32,0,0,0,441,78,3,0,0,3,85,2422,43,5,9,8,2487
212011291,4875,559,25,5,14,5471,522,145,28,0,0,697,110,25,4,0,3,145,5511,729,57,7,14,6318
212011292,7293,725,14,26,4,8063,872,217,3,26,3,1113,194,53,3,3,0,255,8358,992,17,50,7,9428
212021293,5867,1099,62,5,11,7038,496,355,83,0,0,929,102,54,7,0,4,171,6463,1507,151,4,12,8134
212021294,6897,188,34,0,4,7122,381,16,10,0,0,400,114,3,3,0,0,121,7390,206,39,0,4,7643
212021295,2225,419,30,44,11,2728,630,146,54,26,0,864,136,18,5,12,4,178,2991,591,88,82,18,3771
212021297,2344,484,3,0,0,2832,304,93,0,0,0,396,85,19,0,0,3,105,2735,593,3,0,3,3340
212021299,1932,19,0,0,3,1955,124,0,0,0,0,125,45,0,0,0,0,45,2099,19,0,0,8,2126
212021453,2938,299,3,0,0,3241,343,28,0,0,0,378,85,7,0,0,0,92,3365,336,5,0,5,3713
212021454,3300,441,0,4,0,3750,368,48,0,0,0,414,104,13,0,0,0,114,3772,500,0,4,3,4276
212021455,3626,81,15,0,0,3725,357,18,7,0,0,380,99,3,0,0,0,105,4085,100,25,0,0,4208
212021456,3606,140,131,57,11,3954,428,33,39,47,5,547,106,8,4,5,0,127,4141,189,180,108,11,4631
212031300,4466,810,214,0,6,5495,666,262,78,0,4,1009,168,45,22,0,3,231,5296,1113,310,0,13,6735
212031301,6423,575,14,3,4,7017,448,183,11,0,0,646,144,33,7,0,3,190,7012,797,38,3,9,7854
212031302,5010,290,10,0,4,5319,436,37,0,0,0,474,161,11,0,0,0,171,5606,332,10,0,5,5956
212031303,2334,109,6,3,3,2459,197,51,5,0,0,253,44,16,0,0,0,66,2574,184,6,3,3,2773
212031304,3629,522,3,3,8,4159,289,48,0,0,0,339,127,11,0,0,0,139,4037,578,4,4,8,4635
212031305,5909,326,16,15,9,6272,833,101,23,3,3,966,217,18,0,0,0,245,6963,442,44,20,15,7481
212031306,3562,194,19,0,3,3776,160,28,6,0,0,195,86,0,0,0,0,92,3803,222,26,0,9,4059
212031308,2180,8,13,10,4,2217,251,3,7,10,3,268,61,0,3,3,0,68,2486,12,23,26,7,2554
212031457,3254,138,0,0,0,3386,160,4,0,0,0,169,71,3,0,0,0,72,3483,145,4,0,0,3630
212031458,3763,410,0,0,4,4177,273,32,0,0,0,306,120,10,0,0,7,128,4156,445,5,0,5,4611
212041309,2897,260,14,0,3,3168,543,92,5,0,0,635,77,10,3,0,0,91,3519,358,21,0,3,3900
212041310,1841,1210,360,5,11,3425,534,166,35,0,0,734,84,39,10,0,0,133,2456,1407,402,8,17,4292
212041311,3166,2579,1411,61,22,7233,895,699,399,44,6,2041,195,197,95,11,13,514,4261,3467,1908,113,42,9789
212041312,5046,588,183,100,8,5927,924,206,52,26,0,1208,203,23,8,16,6,259,6177,818,247,143,11,7388
212041313,2654,480,0,18,3,3153,232,132,0,27,0,400,50,23,0,3,0,81,2934,635,0,43,10,3626
212041314,6171,513,89,11,3,6793,678,83,72,3,0,832,180,30,6,0,0,212,7027,627,171,14,6,7836
212041316,1915,21,154,0,3,2100,350,15,56,0,0,420,51,0,8,0,0,61,2314,42,215,0,3,2573
212041317,3686,1005,355,46,16,5113,771,218,193,41,3,1232,215,52,49,6,0,318,4677,1271,599,92,26,6662
212041318,2719,279,84,16,0,3097,416,68,14,15,3,513,102,7,3,0,0,119,3234,354,108,31,4,3731
212041459,2014,537,883,0,7,3434,461,148,257,3,3,876,103,46,46,0,0,200,2573,734,1186,3,10,4510
212041460,3577,600,595,3,26,4798,725,141,148,0,3,1018,168,45,38,0,3,251,4474,782,780,3,32,6070
212051319,3527,949,1013,3,26,5516,471,136,195,0,5,809,100,46,30,0,9,177,4094,1135,1235,3,32,6501
212051320,2145,2307,1467,3,42,5967,442,220,124,0,3,786,102,84,30,0,11,219,2679,2613,1620,3,58,6973
212051321,5810,409,83,3,3,6308,546,79,15,0,0,645,113,19,3,0,0,129,6470,504,105,3,7,7084
212051322,4179,781,713,0,13,5689,458,67,54,0,0,583,106,14,6,0,3,135,4745,863,774,3,20,6406
212051323,3494,246,997,4,13,4765,417,12,98,0,4,528,78,15,22,0,0,110,3988,271,1115,7,18,5401
212051324,3740,592,1203,3,14,5550,469,53,145,0,0,667,91,14,27,0,4,138,4306,657,1374,3,18,6361
212051325,4472,1074,31,7,6,5596,655,93,4,0,3,746,131,25,0,0,0,164,5261,1195,35,7,7,6504
212051326,4599,929,687,11,24,6255,812,113,121,3,4,1050,135,28,24,0,4,192,5546,1075,837,16,32,7502
212051327,5339,251,230,6,7,5829,542,122,81,0,3,750,103,27,16,0,0,151,5982,396,328,6,13,6727
213011328,1316,400,345,3,4,2066,412,89,146,0,3,649,81,28,30,23,3,157,1802,511,523,23,13,2867
213011329,2115,222,0,0,0,2341,139,14,0,0,0,153,62,6,0,0,0,68,2315,246,0,0,3,2564
213011330,5903,602,39,9,3,6555,917,114,18,0,3,1055,236,10,5,0,0,261,7056,730,60,13,7,7868
213011331,1736,406,44,0,5,2189,239,63,65,0,0,364,70,9,7,0,0,80,2043,474,114,0,5,2639
213011332,3169,399,30,0,4,3605,557,82,3,0,0,639,91,6,3,0,0,106,3819,494,39,0,5,4354
213011333,3273,90,26,3,3,3398,774,18,12,0,3,802,159,4,3,0,0,167,4206,113,42,3,8,4371
213011334,3337,829,512,21,11,4715,1195,206,207,3,4,1612,225,66,26,0,0,323,4758,1103,742,29,18,6652
213011335,3209,382,288,5,12,3904,891,164,98,0,0,1152,179,40,21,0,4,244,4279,580,405,10,17,5299
213011336,1713,579,205,0,6,2501,403,115,83,0,6,597,82,35,11,0,0,132,2196,724,297,3,9,3234
213011337,2271,303,101,7,7,2684,675,44,48,3,8,784,148,18,9,0,4,174,3089,365,153,15,15,3640
213011338,3620,647,136,3,5,4414,1226,100,57,0,8,1385,214,31,11,3,0,254,5058,771,200,6,17,6052
213011339,2131,956,83,0,3,3175,241,133,12,0,0,389,60,30,0,0,0,96,2433,1119,104,0,9,3659
213011340,4322,330,19,7,0,4683,445,113,24,0,0,580,101,15,0,0,0,115,4866,462,40,7,0,5379
213021341,2488,1286,288,11,6,4084,529,268,102,0,0,901,84,41,16,0,0,146,3103,1602,403,11,13,5129
213021342,4277,1122,255,3,11,5664,770,223,53,0,0,1049,121,29,11,0,0,164,5169,1375,323,4,12,6874
213021343,2440,1038,167,7,20,3674,954,204,69,3,0,1234,112,39,18,0,0,165,3512,1277,258,12,22,5079
213021344,3442,1725,369,34,26,5599,529,144,77,5,3,765,87,34,17,0,3,149,4061,1908,461,38,35,6507
213021345,1004,431,0,0,0,1438,115,55,0,0,0,168,17,9,0,0,0,29,1133,494,0,0,3,1631
213021346,2804,1425,505,35,15,4787,287,189,232,17,6,727,46,38,48,3,3,138,3133,1651,784,57,23,5643
213031347,2342,1915,529,18,25,4832,574,446,78,9,3,1111,124,97,17,0,3,244,3039,2455,624,32,29,6176
213031348,1819,908,2470,41,20,5254,310,123,482,4,10,931,93,40,110,0,13,253,2220,1078,3056,46,43,6441
213031349,1276,1531,1101,0,6,3917,181,84,130,0,3,399,32,29,28,0,0,86,1495,1639,1257,0,7,4403
213031350,2012,470,579,22,17,3103,235,62,125,5,11,435,41,15,15,0,3,75,2291,546,724,23,29,3617
213031351,2129,614,790,13,7,3555,347,115,171,0,3,631,58,20,35,0,6,117,2536,744,998,18,15,4309
213031352,3430,857,441,50,3,4786,495,75,74,8,0,647,70,23,5,0,3,102,3995,953,527,54,7,5534
213041353,5389,506,22,19,6,5949,721,179,43,8,0,959,145,31,0,0,14,188,6261,715,73,29,17,7099
213041355,4929,453,67,0,20,5459,345,54,13,0,3,417,124,8,0,0,0,134,5399,514,77,0,17,6007
213041356,4761,499,4,6,12,5281,810,203,4,0,0,1020,162,33,0,0,0,194,5728,738,10,6,14,6497
213041357,5994,431,28,9,22,6482,812,195,15,0,3,1033,205,35,0,0,3,240,7015,657,46,7,27,7755
213041358,3983,831,11,4,4,4834,439,147,3,0,0,589,145,17,0,0,0,164,4563,999,14,4,4,5582
213041359,358,7,0,44,8,418,87,0,0,59,0,142,22,0,0,5,0,32,475,7,0,105,8,596
213041360,4190,630,19,0,4,4837,246,106,20,0,0,375,107,25,6,0,0,133,4541,754,42,0,4,5349
213041461,1061,109,7,4,0,1182,127,100,18,0,0,244,33,17,4,0,0,51,1217,225,31,4,0,1478
213041462,1324,161,0,0,0,1491,81,9,0,0,0,87,42,3,0,0,0,43,1447,175,0,0,0,1625
213041463,4724,482,102,0,0,5314,413,62,14,0,0,495,118,21,3,0,0,140,5260,563,118,0,3,5942
213051361,4516,581,231,0,5,5339,455,75,75,0,3,603,99,9,5,0,3,118,5073,666,313,0,9,6060
213051362,4736,289,424,0,6,5455,611,42,142,0,0,792,130,9,15,0,0,153,5475,340,578,0,6,6398
213051363,1987,387,25,18,6,2425,272,37,8,22,0,339,69,14,7,0,3,89,2321,438,39,41,8,2849
213051365,7200,1594,47,0,7,8846,441,184,10,0,4,633,190,51,4,0,3,249,7830,1824,63,0,16,9733
213051366,4341,1435,21,4,5,5796,245,126,0,0,0,370,188,41,3,0,0,233,4769,1600,27,4,5,6399
213051368,2489,670,73,28,4,3274,505,202,19,31,0,754,85,21,4,3,0,110,3081,891,97,68,10,4134
213051369,6217,192,13,0,7,6424,606,39,0,0,0,652,162,3,3,0,3,165,6982,233,11,0,9,7237
213051464,2921,482,34,3,9,3440,125,27,3,0,0,160,52,11,0,0,0,70,3106,519,37,3,7,3670
213051465,5509,754,181,3,4,6446,281,80,38,0,0,399,90,18,10,0,0,120,5881,850,225,3,8,6962
213051466,3467,585,20,0,0,4072,107,30,0,0,0,141,75,8,0,0,0,78,3648,622,19,0,0,4291
213051467,4607,786,9,6,7,5414,844,215,7,0,3,1071,176,44,3,0,0,222,5621,1050,22,8,9,6707
213051468,3111,383,74,3,3,3574,337,109,17,3,0,469,78,14,3,0,0,98,3533,503,96,5,3,4141
214011370,4908,1132,31,103,8,6182,555,300,10,83,0,960,116,77,4,9,3,209,5583,1510,43,203,12,7347
214011371,5220,1652,507,15,16,7420,739,542,230,0,3,1513,175,77,37,0,5,297,6132,2277,781,20,26,9228
214011372,5262,517,64,11,5,5865,1040,182,34,4,0,1262,231,27,9,0,3,268,6532,732,114,11,12,7401
214011373,5044,574,21,20,8,5666,420,238,29,11,0,701,98,44,0,3,0,150,5565,855,46,37,10,6522
214011374,6403,906,65,67,0,7441,438,199,12,43,0,682,125,21,3,5,0,159,6967,1126,73,119,0,8285
