SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
507021165,4,74,528,1419,610,101,33,34,2808,3,77,424,226,38,8,0,16,790,11,145,387,481,67,6,0,21,1123,17,224,805,711,101,13,3,40,1917,10,91,118,14,4,3,0,12,253,0,79,209,55,5,0,0,11,364,21,164,216,111,15,0,0,17,535,0,0,0,0,0,0,0,0,3,31,339,539,180,21,3,0,40,1153,0,0,6,0,4,0,0,0,13,0,4,5,8,3,0,0,13,45,49,644,1884,2324,739,123,33,129,5927
507021166,5,82,673,2049,1204,163,34,90,4303,0,133,311,167,29,0,0,23,665,3,13,60,177,33,5,0,0,295,3,142,367,346,67,9,0,27,965,0,41,26,5,0,0,0,3,77,0,24,41,36,0,0,0,4,112,0,3,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,72,69,49,0,0,0,12,205,14,31,45,9,3,0,0,3,102,6,11,11,6,4,0,0,23,58,24,336,1169,2464,1281,164,34,148,5625
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7
507031169,3,16,93,1154,2703,180,23,69,4242,0,0,24,78,3,0,0,6,107,0,6,9,9,3,0,0,0,25,0,6,35,84,7,0,0,6,136,0,8,17,0,0,0,0,0,32,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,4,22,3,35,149,1243,2719,181,30,79,4431
507031170,3,22,296,1213,744,88,5,58,2433,0,61,66,88,3,0,0,13,232,0,0,11,12,0,0,0,0,23,0,60,69,98,3,0,0,13,252,0,16,63,13,0,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,63,13,0,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,97,424,1324,747,88,5,76,2776
507031172,0,0,3,7,9,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,0,0,16
507031173,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4
507031174,3,27,115,1725,1306,98,15,78,3368,0,9,41,41,4,0,0,9,98,0,0,42,27,0,0,0,0,74,0,9,82,65,4,0,0,11,170,0,36,109,30,0,0,0,3,183,0,0,91,36,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,201,65,0,0,0,3,306,0,0,0,26,30,3,3,3,62,0,0,0,0,0,0,0,0,0,4,78,400,1880,1340,97,18,96,3915
507031261,0,10,39,434,902,138,30,27,1584,0,0,13,67,50,0,0,0,132,0,0,0,0,3,0,0,0,3,0,0,13,67,56,0,0,0,135,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,5,0,10,0,0,0,17,0,9,52,507,972,138,32,30,1742
507041175,0,7,140,997,1199,342,60,45,2796,0,11,109,223,38,9,0,14,405,0,0,60,251,184,31,3,3,537,0,11,175,478,219,38,3,15,939,0,3,103,29,0,0,0,0,138,0,22,32,3,0,0,0,4,63,0,20,34,53,0,0,0,5,108,0,0,0,0,0,0,0,0,0,0,44,171,92,3,0,0,8,306,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,15,0,61,486,1566,1427,381,68,68,4059
507041176,0,6,22,249,624,129,24,13,1065,0,0,70,46,3,3,0,3,130,0,0,0,27,7,0,0,0,34,0,0,70,81,11,3,0,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13,97,326,635,130,24,17,1238
507041177,0,26,304,1639,1157,148,25,47,3350,6,37,862,802,65,0,3,43,1816,0,5,35,151,36,11,0,3,248,6,44,893,949,106,12,3,46,2058,3,65,98,12,0,0,0,11,186,0,14,12,0,0,0,0,0,30,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,80,105,13,0,0,0,11,217,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,18,7,155,1309,2609,1270,153,31,108,5636
507041178,0,17,200,1349,1747,399,69,55,3839,3,40,413,523,53,3,0,28,1058,0,3,36,121,119,25,0,0,308,3,44,449,647,174,26,0,25,1364,5,20,43,0,0,0,0,7,74,0,11,19,3,0,0,0,0,34,0,4,33,26,0,0,0,0,60,0,0,0,0,0,0,0,0,0,5,35,100,26,0,0,0,7,166,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,3,18,11,99,747,2027,1932,423,68,87,5391
507041179,0,6,30,534,1297,232,43,25,2169,0,33,78,170,12,0,0,4,302,0,0,3,7,3,0,0,0,12,0,33,84,177,14,0,0,4,318,0,87,72,0,0,0,0,10,169,0,0,0,0,0,0,0,0,0,0,3,79,6,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,88,143,10,0,0,0,9,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,135,258,720,1309,235,45,45,2753
507041180,0,6,17,610,2314,414,59,41,3461,0,0,77,129,9,0,0,5,222,0,0,0,3,3,0,0,0,6,0,0,76,136,10,0,3,5,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,6,101,744,2327,414,59,48,3699
507041181,0,61,378,1909,1743,349,69,50,4565,0,11,319,437,66,3,0,21,852,0,3,48,224,100,27,4,10,412,0,14,361,654,167,27,4,29,1265,0,0,35,3,0,0,0,3,42,0,17,31,5,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,11,0,0,0,5,94,0,0,0,0,3,0,0,0,6,0,0,0,4,11,0,0,0,20,0,89,808,2576,1925,380,74,88,5942
507041182,9,8,64,952,1956,316,87,43,3436,0,10,286,226,36,4,3,24,592,0,0,0,16,8,0,0,0,28,0,13,287,239,41,4,3,21,613,0,0,51,50,0,0,0,3,105,0,0,41,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,51,0,0,0,7,155,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,9,7,23,451,1245,2001,319,91,71,4220
507041183,0,16,237,735,374,48,7,33,1454,0,29,132,103,36,0,0,15,315,0,0,0,3,11,0,0,0,17,0,29,135,107,39,0,0,15,330,7,21,49,4,0,0,0,3,77,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,53,4,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,429,850,417,48,11,44,1873
507041184,0,3,7,158,1283,335,79,19,1879,0,0,9,4,8,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,7,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,155,1289,330,79,16,1900
507051185,14,119,374,1971,6713,494,77,122,9880,0,0,123,253,22,0,0,3,398,0,0,0,20,12,0,0,0,24,0,0,123,267,26,0,0,6,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,12,0,6,0,0,4,46,0,0,3,6,10,6,0,3,34,17,146,513,2243,6758,498,76,135,10387
507051186,3,9,63,1462,1187,118,17,75,2937,0,20,55,105,0,0,0,6,191,0,0,0,0,0,0,0,0,0,0,20,55,105,0,0,0,6,191,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,35,122,1569,1193,118,17,89,3144
507051187,6,8,37,548,3000,259,36,65,3960,0,4,143,80,20,0,0,12,268,0,0,0,5,3,0,0,0,14,0,4,150,82,24,0,0,14,280,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,185,628,3029,263,36,77,4241
507051188,0,32,302,2005,1647,161,27,74,4252,0,91,414,309,11,0,0,43,865,0,30,165,174,36,0,0,21,433,0,116,582,481,46,3,0,63,1300,0,78,244,59,8,0,0,27,419,0,0,7,0,0,0,0,0,7,0,22,61,35,0,0,0,4,128,0,0,0,0,0,0,0,0,0,3,97,313,94,11,0,0,33,554,13,70,19,4,5,0,0,8,122,0,0,3,3,0,0,0,0,7,20,320,1215,2595,1710,161,32,178,6230
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,4,37,289,1634,1746,213,35,85,4046,0,4,74,55,3,0,0,7,141,0,4,10,3,3,0,0,0,19,0,3,85,59,9,0,0,6,161,0,42,228,70,4,0,0,14,355,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,232,70,4,0,0,14,361,0,0,0,7,5,0,0,3,18,0,0,0,0,0,0,0,3,5,4,85,608,1775,1764,212,35,111,4589
507051191,3,7,92,1029,4049,453,50,77,5766,0,0,0,117,37,0,0,0,163,0,0,0,4,3,0,0,0,14,0,0,0,126,44,0,0,3,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,8,95,1155,4095,455,51,83,5950
507051192,8,30,90,1313,2376,226,26,72,4143,0,4,6,60,5,0,0,0,81,0,3,3,0,0,0,0,0,5,0,5,13,60,7,0,0,0,90,0,5,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,8,42,115,1378,2384,226,26,73,4255
507051193,0,16,76,1091,1977,207,41,80,3496,0,21,33,93,5,0,0,5,162,0,3,14,4,0,0,0,0,19,0,25,42,95,5,0,0,5,182,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,44,119,1195,1986,210,41,88,3682
509011225,5,64,625,2364,1403,163,40,113,4782,3,162,309,211,4,0,0,51,744,0,16,32,18,6,0,0,0,67,5,172,343,227,9,0,0,55,807,0,19,9,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,0,0,0,3,38,4,18,4,0,0,0,0,0,25,0,6,7,5,4,3,0,3,38,10,269,994,2612,1424,169,42,174,5691
509011226,4,36,172,456,347,84,25,13,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,0,5,0,0,0,24,0,0,0,0,0,0,0,0,3,6,46,176,456,358,90,25,13,1168
509011227,3,20,103,745,717,62,21,24,1689,0,0,0,3,0,0,0,0,4,0,3,4,3,0,0,0,0,17,0,3,7,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,106,747,717,62,21,24,1707
509011228,5,70,388,989,495,69,13,39,2075,0,19,29,24,12,0,0,3,83,0,0,0,0,0,0,0,0,0,0,19,31,24,12,0,0,3,81,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,13,0,0,3,8,7,0,0,0,16,13,97,419,1023,516,69,14,43,2192
509011229,0,14,99,420,304,73,16,21,944,3,4,12,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,4,19,8,0,0,0,0,28,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,6,9,5,0,0,0,0,22,0,0,0,4,0,0,0,0,9,4,33,120,437,309,78,16,17,1006
509011230,0,18,192,684,407,72,11,35,1424,0,22,51,14,3,0,0,3,97,0,0,0,0,0,0,0,0,0,0,22,51,14,3,0,0,3,97,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,16,0,3,0,0,0,0,0,0,3,0,0,0,6,3,0,0,3,13,3,49,254,706,411,72,11,42,1553
509011231,3,21,153,668,419,90,24,37,1422,0,0,10,8,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,3,18,0,6,12,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,0,0,0,26,3,3,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,10,3,41,174,681,432,90,30,46,1491
509011232,3,26,108,494,381,64,19,4,1094,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,4,43,0,0,3,0,3,0,0,0,4,8,75,123,502,379,61,19,9,1179
509011233,4,33,266,1561,1286,144,29,61,3395,0,44,67,22,3,0,0,9,151,0,0,0,7,0,0,0,0,7,0,44,67,31,3,0,0,9,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,10,33,34,19,3,0,0,5,108,0,0,0,11,5,0,0,0,15,12,118,373,1620,1297,147,29,77,3678
509011234,3,60,289,803,502,79,25,50,1821,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,8,3,3,0,0,0,0,17,0,0,6,15,3,0,0,0,26,5,71,301,824,509,84,27,48,1870
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,5,28,138,465,860,146,37,32,1714,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,0,3,14,0,6,4,4,3,0,0,0,22,0,0,3,3,4,0,0,0,15,7,32,153,477,868,146,42,35,1768
509021237,4,15,203,645,365,73,23,41,1358,0,12,7,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,7,8,0,0,0,0,20,0,19,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,25,3,6,0,0,0,0,3,0,24,0,3,9,20,3,3,0,4,39,12,50,225,668,369,73,24,48,1466
509021238,0,42,237,696,441,77,9,38,1535,0,15,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,7,0,0,0,0,17,0,0,0,7,3,0,0,0,16,6,67,245,710,448,77,6,41,1590
509021239,6,61,288,1124,1140,164,46,78,2907,0,0,16,31,7,0,0,4,57,0,0,0,4,3,0,0,0,8,0,0,20,31,9,0,0,4,71,0,3,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,13,7,24,14,9,8,0,0,10,80,3,3,6,10,9,4,0,12,44,16,93,333,1177,1167,168,51,106,3110
509021240,7,31,221,863,515,80,12,50,1783,0,28,41,3,0,0,0,5,73,0,0,0,0,0,0,0,0,0,0,28,41,3,0,0,0,5,73,0,3,5,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,11,0,6,0,0,0,0,0,0,9,0,0,3,5,3,0,0,4,17,9,62,269,870,524,86,12,57,1892
509021241,3,38,202,716,472,119,37,43,1624,0,12,14,8,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,12,14,8,3,0,0,3,36,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,12,0,3,5,0,7,5,40,0,0,3,6,0,0,0,0,12,9,66,227,737,475,123,41,48,1711
509021242,5,23,158,496,308,51,11,20,1080,0,14,6,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,14,6,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,19,0,0,0,4,4,0,0,0,11,10,38,172,512,308,57,15,23,1133
509021243,6,68,538,1650,1083,171,60,81,3661,0,13,31,19,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,13,31,19,3,0,0,3,63,0,16,48,11,3,0,0,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,48,11,4,0,0,8,85,4,14,13,8,0,0,0,3,48,0,0,0,0,8,3,3,0,19,12,113,622,1687,1102,174,66,98,3876
509021244,5,57,223,712,496,86,35,55,1671,0,6,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,6,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,5,4,3,0,5,41,0,3,0,3,7,0,0,0,12,13,75,239,721,500,96,35,57,1741
509021245,8,56,329,884,495,82,23,60,1931,0,6,27,8,0,0,0,0,42,0,0,5,0,0,0,0,0,5,0,6,24,8,0,0,0,0,45,0,13,21,4,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,4,0,0,0,3,42,5,3,6,3,0,0,0,0,12,0,4,3,7,3,0,0,5,24,9,77,386,913,505,82,21,71,2059
509031246,3,33,193,625,361,54,12,39,1319,0,3,4,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,19,0,10,11,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,3,0,0,0,31,5,3,3,3,0,0,0,3,14,0,0,3,10,10,0,0,3,30,8,48,219,652,369,54,16,44,1407
509031247,3,11,189,694,494,76,21,33,1523,0,11,17,16,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,11,17,16,0,0,0,0,38,0,3,12,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,3,20,4,9,0,4,0,0,0,3,20,0,3,0,6,3,0,0,0,16,11,37,219,721,499,81,22,43,1625
509031248,7,10,79,353,325,44,7,15,834,0,0,5,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,15,0,3,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,11,7,0,0,0,0,0,21,0,0,0,3,0,0,0,0,7,5,29,91,366,327,44,7,21,885
